gene_symbol,logfc_dz:673,logfc_dz:672,logfc_dz:541,logfc_dz:540,mean_logfc,median_logfc,common_experiment,organism,signature_type
ACTA2,,0.1011804938316345,,,0.1011804938316345,0.1011804938316345,,human,UP
MYH1,0.1453797817230224,0.1799718886613845,-0.0269095655530691,,0.0994807016104459,0.1453797817230224,-0.0269095655530691,human,UP
ATP2A1,0.0314790047705173,0.1387049406766891,,,0.0850919727236032,0.0850919727236032,,human,UP
MIR675,0.1787150055170059,-0.0293282475322484,,,0.0746933789923787,0.0746933789923787,,human,UP
PPP1R27,0.1040266454219818,0.0432390235364437,,,0.0736328344792127,0.0736328344792127,,human,UP
PDK4,0.0964477136731147,0.0744305029511451,0.0422419868409633,,0.0710400678217411,0.0744305029511451,0.0422419868409633,human,UP
RCAN2,,,,0.0654160976409912,0.0654160976409912,0.0654160976409912,,human,UP
APOBEC2,0.0753823891282081,0.0925286337733268,-0.0733825117349624,0.1616145372390747,0.0640357621014118,0.0839555114507675,-0.0733825117349624,human,UP
MYF6,0.0685541182756424,0.0467222332954406,,,0.0576381757855415,0.0576381757855415,,human,UP
S100A4,,,,0.0563096515834331,0.0563096515834331,0.0563096515834331,,human,UP
FBP2,0.0171707645058631,0.0346320867538452,,0.1166207715868949,0.0561412076155344,0.0346320867538452,,human,UP
SNHG5,,,0.1252047717571258,-0.0175012238323688,0.0538517739623785,0.0538517739623785,0.1252047717571258,human,UP
HSPB8,0.0587882325053215,0.0370504409074783,,,0.0479193367063999,0.0479193367063999,,human,UP
TNNT3,,0.0939927995204925,-0.0106929242610931,0.0571501739323139,0.0468166830639044,0.0571501739323139,-0.0106929242610931,human,UP
DUSP1,0.038276869803667,0.0545976646244525,,,0.0464372672140598,0.0464372672140598,,human,UP
UBC,0.0629632845520973,0.0253505520522594,0.0269918497651815,0.0704010054469108,0.0464266729541122,0.0449775671586394,0.0269918497651815,human,UP
LDB3,,0.0460973270237445,,,0.0460973270237445,0.0460973270237445,,human,UP
TOB1,0.1058124750852584,0.0486943647265434,-0.0144129190593957,0.0390587337315082,0.0447881636209785,0.0438765492290258,-0.0144129190593957,human,UP
CFD,,,,0.0446700192987918,0.0446700192987918,0.0446700192987918,,human,UP
GSTM2,,,0.0435945391654968,,0.0435945391654968,0.0435945391654968,0.0435945391654968,human,UP
GSTM1,,,0.0435413345694541,,0.0435413345694541,0.0435413345694541,0.0435413345694541,human,UP
RNU2-2P,0.042238999158144,,,,0.042238999158144,0.042238999158144,,human,UP
IFITM1,,,0.0421999394893646,,0.0421999394893646,0.0421999394893646,0.0421999394893646,human,UP
GNG10,,,,0.0420767217874527,0.0420767217874527,0.0420767217874527,,human,UP
ENO3,0.0417089089751243,,,,0.0417089089751243,0.0417089089751243,,human,UP
STRADB,,,,0.0417019873857498,0.0417019873857498,0.0417019873857498,,human,UP
ABRA,0.0524122305214405,0.0247970409691333,,0.0469065755605697,0.0413719490170478,0.0469065755605697,,human,UP
CHCHD3,,,,0.0411850623786449,0.0411850623786449,0.0411850623786449,,human,UP
HMGCS2,0.066857561469078,0.015446382574737,,,0.0411519720219075,0.0411519720219075,,human,UP
RNF113A,,0.0407996512949466,,,0.0407996512949466,0.0407996512949466,,human,UP
EPDR1,,,,0.0403078012168407,0.0403078012168407,0.0403078012168407,,human,UP
HLA-DRB5,,,0.0270106773823499,0.052475806325674,0.039743241854012,0.039743241854012,0.0270106773823499,human,UP
SLC38A1,0.0356735475361347,0.0426193997263908,,,0.0391464736312627,0.0391464736312627,,human,UP
HNRNPA2B1,,0.0391389764845371,,,0.0391389764845371,0.0391389764845371,,human,UP
PTP4A3,0.0389939323067665,,,,0.0389939323067665,0.0389939323067665,,human,UP
MYH2,0.1264311820268631,0.077523648738861,-0.1002985686063766,0.046386782079935,0.0375107610598206,0.061955215409398,-0.1002985686063766,human,UP
PHKA1,,0.0323205664753913,,0.0415324233472347,0.036926494911313,0.036926494911313,,human,UP
ACTB,,0.0398913957178592,0.029112285003066,0.0415025688707828,0.0368354165305694,0.0398913957178592,0.029112285003066,human,UP
IGLJ3,,0.0361529812216758,,,0.0361529812216758,0.0361529812216758,,human,UP
BTG2,0.03240317851305,0.0397681295871734,,,0.0360856540501117,0.0360856540501117,,human,UP
RNASE1,,0.0358527600765228,,,0.0358527600765228,0.0358527600765228,,human,UP
FOS,,0.0357744581997394,,,0.0357744581997394,0.0357744581997394,,human,UP
APOO,,,,0.0353151857852935,0.0353151857852935,0.0353151857852935,,human,UP
GOT1,0.0390100069344043,0.0171950496733188,,0.0488263107836246,0.0350104557971159,0.0390100069344043,,human,UP
SPARC,,0.0347799696028232,,,0.0347799696028232,0.0347799696028232,,human,UP
ATP1B1,0.0574635304510593,,0.0111422445625066,,0.034302887506783,0.034302887506783,0.0111422445625066,human,UP
YME1L1,0.0342726893723011,,,,0.0342726893723011,0.0342726893723011,,human,UP
RRAGD,0.0281208381056785,,,0.0404055900871753,0.0342632140964269,0.0342632140964269,,human,UP
CILP,,,,0.0337741263210773,0.0337741263210773,0.0337741263210773,,human,UP
NMRK2,,,,0.0336023271083831,0.0336023271083831,0.0336023271083831,,human,UP
MRPL15,,,,0.0335002429783344,0.0335002429783344,0.0335002429783344,,human,UP
EGR1,,0.0332811586558818,,,0.0332811586558818,0.0332811586558818,,human,UP
MFAP5,0.0601184293627738,0.0213068034499883,0.0156245380640029,0.0359829328954219,0.0332581759430468,0.0286448681727051,0.0156245380640029,human,UP
IFITM3,,,0.0331812240183353,,0.0331812240183353,0.0331812240183353,0.0331812240183353,human,UP
VGLL2,0.0330288410186767,,,,0.0330288410186767,0.0330288410186767,,human,UP
IGHG1,,0.0328846052289009,,,0.0328846052289009,0.0328846052289009,,human,UP
RNA28S5,0.0323707647621631,,,,0.0323707647621631,0.0323707647621631,,human,UP
HLA-DRB1,,,0.0291011165827512,0.0346313863992691,0.0318662514910101,0.0318662514910101,0.0291011165827512,human,UP
SMTNL2,,,,0.031617172062397,0.031617172062397,0.031617172062397,,human,UP
ASB15,,0.0315242409706115,,,0.0315242409706115,0.0315242409706115,,human,UP
ATP5O,0.03711973503232,0.025517638772726,,,0.031318686902523,0.031318686902523,,human,UP
HLA-A,-0.0300096347928047,0.0243413373827934,0.0495745986700058,0.080414094030857,0.0310800988227128,0.0369579680263996,0.0495745986700058,human,UP
HLA-DRA,,,0.01487273350358,0.0472156926989555,0.0310442131012678,0.0310442131012678,0.01487273350358,human,UP
FAM47E,,,,0.0309673491865396,0.0309673491865396,0.0309673491865396,,human,UP
TRIM22,,,0.0307773910462856,,0.0307773910462856,0.0307773910462856,0.0307773910462856,human,UP
TMOD1,,,,0.0307489987462759,0.0307489987462759,0.0307489987462759,,human,UP
PKM,0.0205669347196817,0.0582270994782447,-0.0249975956976413,0.0688158795237541,0.0306530795060098,0.0393970170989632,-0.0249975956976413,human,UP
PADI2,0.0303746499121189,,,,0.0303746499121189,0.0303746499121189,,human,UP
UBE2D1,0.0371512919664382,0.0235413331538438,,,0.030346312560141,0.030346312560141,,human,UP
SAR1B,,0.0388053208589553,,0.0216916874051094,0.0302485041320323,0.0302485041320323,,human,UP
DNAJB4,0.0353533066809177,0.0246494058519601,,,0.0300013562664389,0.0300013562664389,,human,UP
TCP1,0.0299703385680913,,,,0.0299703385680913,0.0299703385680913,,human,UP
OPTN,0.0183205846697092,,0.0340510420501232,0.0374173298478126,0.029929652189215,0.0340510420501232,0.0340510420501232,human,UP
C15orf61,,,,0.0293149929493665,0.0293149929493665,0.0293149929493665,,human,UP
SLC19A2,0.0449716262519359,0.0155618265271186,0.0268896017223596,,0.0291410181671381,0.0268896017223596,0.0268896017223596,human,UP
ARPC2,0.0291313882917165,,,,0.0291313882917165,0.0291313882917165,,human,UP
BOLA3,,,,0.0289086066186428,0.0289086066186428,0.0289086066186428,,human,UP
HLA-DPB1,,,,0.0286786332726478,0.0286786332726478,0.0286786332726478,,human,UP
MLIP,,0.0285901352763175,,,0.0285901352763175,0.0285901352763175,,human,UP
CEBPB,,,0.0284461211413145,,0.0284461211413145,0.0284461211413145,0.0284461211413145,human,UP
GABARAPL3,,,,0.0283458419144153,0.0283458419144153,0.0283458419144153,,human,UP
ACTC1,-0.0211626198142766,0.0833704620599746,0.0112148746848106,0.039955161511898,0.0283444696106016,0.0255850180983543,0.0112148746848106,human,UP
GLUL,0.0450418964028358,0.0163909457623958,0.0356228910386562,0.015720834955573,0.0281941420398652,0.026006918400526,0.0356228910386562,human,UP
EIF4G2,0.0358167104423046,0.0201985724270343,,,0.0280076414346694,0.0280076414346694,,human,UP
SNHG6,,,0.027782529592514,,0.027782529592514,0.027782529592514,0.027782529592514,human,UP
FOXO3B,0.0266592595726251,0.0286768153309822,,,0.0276680374518036,0.0276680374518036,,human,UP
MYOC,,,,0.027601359412074,0.027601359412074,0.027601359412074,,human,UP
ALPK3,0.0271706376224756,,,,0.0271706376224756,0.0271706376224756,,human,UP
ACTG2,,0.0270800217986106,,,0.0270800217986106,0.0270800217986106,,human,UP
ACTN2,0.0689012482762336,0.0391073673963546,-0.0315687768161296,0.0316285081207752,0.0270170867443084,0.0353679377585649,-0.0315687768161296,human,UP
TPPP3,,0.0269130114465951,,,0.0269130114465951,0.0269130114465951,,human,UP
ACTG1,,,0.0246538463979959,0.0290375873446464,0.0268457168713212,0.0268457168713212,0.0246538463979959,human,UP
AKR1B1,,,0.0268089286983013,,0.0268089286983013,0.0268089286983013,0.0268089286983013,human,UP
ANKRD1,0.0157002471387386,0.0377642512321472,,,0.0267322491854429,0.0267322491854429,,human,UP
MIR22HG,,,,0.026634631678462,0.026634631678462,0.026634631678462,,human,UP
CPED1,,0.0264341924339532,,,0.0264341924339532,0.0264341924339532,,human,UP
COL6A3,,,,0.0264107584953308,0.0264107584953308,0.0264107584953308,,human,UP
NPLOC4,0.0263982955366373,,,,0.0263982955366373,0.0263982955366373,,human,UP
TNNC2,0.06808502972126,0.1475861072540283,-0.0964514091610908,-0.014044520445168,0.0262938018422573,0.027020254638046,-0.0964514091610908,human,UP
CLDN12,,,,0.0262792818248271,0.0262792818248271,0.0262792818248271,,human,UP
BNIP3,,0.0304943900555372,,0.0217499248683452,0.0261221574619412,0.0261221574619412,,human,UP
SNURF,,,,0.0260061901062726,0.0260061901062726,0.0260061901062726,,human,UP
RNPS1,0.0259870532900095,,,,0.0259870532900095,0.0259870532900095,,human,UP
CD36,0.0320347696542739,0.0199225936084985,,,0.0259786816313862,0.0259786816313862,,human,UP
NPEPPS,,0.0258036609739065,,,0.0258036609739065,0.0258036609739065,,human,UP
PDLIM5,0.0239635333418846,0.0275598764419555,,,0.02576170489192,0.02576170489192,,human,UP
EGLN1,0.0256927218288183,,,,0.0256927218288183,0.0256927218288183,,human,UP
TNNI2,0.0711590200662612,0.0539726987481117,-0.0759510099887847,0.053499449044466,0.0256700394675135,0.0537360738962888,-0.0759510099887847,human,UP
LOC100130331,0.0359376743435859,0.0153524056077003,,,0.0256450399756431,0.0256450399756431,,human,UP
MXRA8,,0.0254119988530874,,,0.0254119988530874,0.0254119988530874,,human,UP
SLC40A1,0.0254113972187042,,,,0.0254113972187042,0.0254113972187042,,human,UP
HSP90AB1,,0.0250669438391923,,,0.0250669438391923,0.0250669438391923,,human,UP
CTSD,0.0250597689300775,,,,0.0250597689300775,0.0250597689300775,,human,UP
IRX3,,,,0.0250402353703975,0.0250402353703975,0.0250402353703975,,human,UP
FHL2,,,,0.0247469265013933,0.0247469265013933,0.0247469265013933,,human,UP
MIR198,0.0247002858668565,,,,0.0247002858668565,0.0247002858668565,,human,UP
MYOM1,0.0672759786248207,,-0.018100069835782,,0.0245879543945193,0.0245879543945193,-0.018100069835782,human,UP
NDUFB10,0.013835716061294,,,0.035039484500885,0.0244376002810895,0.0244376002810895,,human,UP
KANSL2,,,,0.0244322679936885,0.0244322679936885,0.0244322679936885,,human,UP
MYH11,,0.0243231058120727,,,0.0243231058120727,0.0243231058120727,,human,UP
RPL39L,,0.0242254361510276,,,0.0242254361510276,0.0242254361510276,,human,UP
IFITM2,,,0.024143423885107,,0.024143423885107,0.024143423885107,0.024143423885107,human,UP
