gene_symbol,logfc_dz:157,logfc_dz:40,logfc_dz:419,mean_logfc,median_logfc,common_experiment,organism,signature_type
DEFA1B,,,0.1253391802310943,0.1253391802310943,0.1253391802310943,,human,UP
CCL5,,0.1011576056480407,,0.1011576056480407,0.1011576056480407,,human,UP
UBE2S,0.0974513888359069,,,0.0974513888359069,0.0974513888359069,0.0974513888359069,human,UP
RPL6,,0.0961352735757827,,0.0961352735757827,0.0961352735757827,,human,UP
B2M,,0.1125531047582626,0.0777399241924285,0.0951465144753456,0.0951465144753456,,human,UP
HLA-B,,0.0915340930223465,,0.0915340930223465,0.0915340930223465,,human,UP
HBB,,0.1472156047821045,0.0330645218491554,0.0901400633156299,0.0901400633156299,,human,UP
NDUFA13,0.0831339955329895,,,0.0831339955329895,0.0831339955329895,0.0831339955329895,human,UP
RARS,0.0820026397705078,,,0.0820026397705078,0.0820026397705078,0.0820026397705078,human,UP
LTB,,,0.0768975019454956,0.0768975019454956,0.0768975019454956,,human,UP
GARS,0.0760700926184654,,,0.0760700926184654,0.0760700926184654,0.0760700926184654,human,UP
PSAT1,0.0756884291768074,,,0.0756884291768074,0.0756884291768074,0.0756884291768074,human,UP
SLC7A5,0.0746625810861587,,,0.0746625810861587,0.0746625810861587,0.0746625810861587,human,UP
POMP,0.0742386355996131,,,0.0742386355996131,0.0742386355996131,0.0742386355996131,human,UP
IFITM1,,0.0945199057459831,0.0479378588497638,0.0712288822978735,0.0712288822978735,,human,UP
NKG7,,0.0667887479066848,,0.0667887479066848,0.0667887479066848,,human,UP
SERINC5,0.0662880465388298,,,0.0662880465388298,0.0662880465388298,0.0662880465388298,human,UP
HBA2,,0.0742642134428024,0.0516525246202945,0.0629583690315485,0.0629583690315485,,human,UP
IARS,0.0629205405712127,,,0.0629205405712127,0.0629205405712127,0.0629205405712127,human,UP
ADA,0.0613321624696254,,,0.0613321624696254,0.0613321624696254,0.0613321624696254,human,UP
TRIM22,,,0.0607227943837642,0.0607227943837642,0.0607227943837642,,human,UP
TRBC1,0.0488807894289493,,0.0719497948884964,0.0604152921587228,0.0604152921587228,0.0488807894289493,human,UP
HLA-J,,,0.0603085160255432,0.0603085160255432,0.0603085160255432,,human,UP
TXNIP,,0.0375356525182724,0.0815889313817024,0.0595622919499874,0.0595622919499874,,human,UP
PMPCB,0.0588572919368743,,,0.0588572919368743,0.0588572919368743,0.0588572919368743,human,UP
IFI44L,,,0.0586007535457611,0.0586007535457611,0.0586007535457611,,human,UP
SNRPD2,0.0585877820849418,,,0.0585877820849418,0.0585877820849418,0.0585877820849418,human,UP
MYL12B,,0.0173171889036893,0.0997933819890022,0.0585552854463458,0.0585552854463458,,human,UP
CELF2,,0.0584215372800827,,0.0584215372800827,0.0584215372800827,,human,UP
PFN1,0.0553627088665962,0.0292234495282173,0.0904517099261283,0.0583459561069806,0.0553627088665962,0.0553627088665962,human,UP
GZMA,,0.0362091921269893,0.0789028629660606,0.057556027546525,0.057556027546525,,human,UP
TRAC,0.017551215365529,,0.0967321023344993,0.0571416588500142,0.0571416588500142,0.017551215365529,human,UP
LGALS1,,0.0566222108900547,,0.0566222108900547,0.0566222108900547,,human,UP
CSNK2B,0.0559981875121593,,,0.0559981875121593,0.0559981875121593,0.0559981875121593,human,UP
LCP1,0.0957278087735176,0.0143748251721262,,0.0550513169728219,0.0550513169728219,0.0957278087735176,human,UP
ACAT2,0.0549596920609474,,,0.0549596920609474,0.0549596920609474,0.0549596920609474,human,UP
OAZ1,0.0549070723354816,,,0.0549070723354816,0.0549070723354816,0.0549070723354816,human,UP
GIMAP4,,,0.0538226962089538,0.0538226962089538,0.0538226962089538,,human,UP
PPIA,,0.076818823814392,0.0303879715502262,0.0536033976823091,0.0536033976823091,,human,UP
UQCRH,0.0534069016575813,,,0.0534069016575813,0.0534069016575813,0.0534069016575813,human,UP
SNRPD3,0.081458181142807,,0.0247089397162199,0.0530835604295134,0.0530835604295134,0.081458181142807,human,UP
COX6A1,0.077011689543724,0.0245289150625467,,0.0507703023031353,0.0507703023031353,0.077011689543724,human,UP
TMSB10,0.0188228003680706,0.0382353849709034,0.0923692360520362,0.0498091404636701,0.0382353849709034,0.0188228003680706,human,UP
HNRNPA1,,0.0488575845956802,,0.0488575845956802,0.0488575845956802,,human,UP
CD3D,,0.0625276044011116,0.0345110855996608,0.0485193450003862,0.0485193450003862,,human,UP
ISG15,,-0.0133922062814235,0.1084029376506805,0.0475053656846284,0.0475053656846284,,human,UP
GLTSCR2,0.1322511434555053,0.0331859625875949,-0.0234293267130851,0.0473359264433383,0.0331859625875949,0.1322511434555053,human,UP
FDFT1,0.0686470419168472,,0.0248816199600696,0.0467643309384584,0.0467643309384584,0.0686470419168472,human,UP
GZMK,,,0.0464006848633289,0.0464006848633289,0.0464006848633289,,human,UP
CD52,,0.0365484282374382,0.0561885051429271,0.0463684666901826,0.0463684666901826,,human,UP
TARP,,,0.0462019406259059,0.0462019406259059,0.0462019406259059,,human,UP
BZW2,0.045986708253622,,,0.045986708253622,0.045986708253622,0.045986708253622,human,UP
HLA-A,,0.105743333697319,-0.0140426363795995,0.0458503486588597,0.0458503486588597,,human,UP
C6orf48,0.0456077195703983,,,0.0456077195703983,0.0456077195703983,0.0456077195703983,human,UP
NFKBIA,,0.1966661661863327,-0.1058656871318817,0.0454002395272254,0.0454002395272254,,human,UP
TARS,0.0447116494178772,,,0.0447116494178772,0.0447116494178772,0.0447116494178772,human,UP
TALDO1,0.0446497350931167,,,0.0446497350931167,0.0446497350931167,0.0446497350931167,human,UP
ASNS,0.044582650065422,,,0.044582650065422,0.044582650065422,0.044582650065422,human,UP
LSM7,0.0438259802758693,,,0.0438259802758693,0.0438259802758693,0.0438259802758693,human,UP
UBA1,0.0433275960385799,,,0.0433275960385799,0.0433275960385799,0.0433275960385799,human,UP
SLIRP,0.0432953014969825,,,0.0432953014969825,0.0432953014969825,0.0432953014969825,human,UP
RUVBL2,0.0431866459548473,,,0.0431866459548473,0.0431866459548473,0.0431866459548473,human,UP
CCL3L3,,0.0424770675599575,,0.0424770675599575,0.0424770675599575,,human,UP
ARHGAP15,0.0423005297780036,,,0.0423005297780036,0.0423005297780036,0.0423005297780036,human,UP
ITM2A,,,0.0422938428819179,0.0422938428819179,0.0422938428819179,,human,UP
ATF4,0.1046921834349632,,-0.0211786124855279,0.0417567854747176,0.0417567854747176,0.1046921834349632,human,UP
BOLA2B,0.0417472422122955,,,0.0417472422122955,0.0417472422122955,0.0417472422122955,human,UP
MYC,0.0412608198821544,,,0.0412608198821544,0.0412608198821544,0.0412608198821544,human,UP
SARS,0.0412329249083995,,,0.0412329249083995,0.0412329249083995,0.0412329249083995,human,UP
TUFM,0.0410243012011051,,,0.0410243012011051,0.0410243012011051,0.0410243012011051,human,UP
MT1HL1,,,0.0407318212091922,0.0407318212091922,0.0407318212091922,,human,UP
KLF6,,,0.0406210571527481,0.0406210571527481,0.0406210571527481,,human,UP
PSMD14,0.0405992679297924,,,0.0405992679297924,0.0405992679297924,0.0405992679297924,human,UP
CHI3L2,0.039973858743906,,,0.039973858743906,0.039973858743906,0.039973858743906,human,UP
GBP1,,,0.039973821491003,0.039973821491003,0.039973821491003,,human,UP
RAN,0.0525769777595996,,0.0272881612181663,0.039932569488883,0.039932569488883,0.0525769777595996,human,UP
RARRES3,,0.0084419269114732,0.071323238313198,0.0398825826123356,0.0398825826123356,,human,UP
IL32,,0.0125533370301127,0.0664607360959053,0.039507036563009,0.039507036563009,,human,UP
BTN3A2,,,0.0391879118978977,0.0391879118978977,0.0391879118978977,,human,UP
LSM3,0.0391405783593654,,,0.0391405783593654,0.0391405783593654,0.0391405783593654,human,UP
CAPN2,,0.0391365066170692,,0.0391365066170692,0.0391365066170692,,human,UP
MT2A,-0.0357075184583663,0.0971603095531463,0.0555297881364822,0.0389941930770874,0.0555297881364822,-0.0357075184583663,human,UP
FAM96B,0.0387008041143417,,,0.0387008041143417,0.0387008041143417,0.0387008041143417,human,UP
IL1B,,0.0386997200548648,,0.0386997200548648,0.0386997200548648,,human,UP
POLR2F,0.0384637378156185,,,0.0384637378156185,0.0384637378156185,0.0384637378156185,human,UP
DPF2,0.0384029187262058,,,0.0384029187262058,0.0384029187262058,0.0384029187262058,human,UP
LONP1,0.0383091196417808,,,0.0383091196417808,0.0383091196417808,0.0383091196417808,human,UP
NHP2,0.0381806641817092,,,0.0381806641817092,0.0381806641817092,0.0381806641817092,human,UP
ITGAE,0.0376100838184356,,,0.0376100838184356,0.0376100838184356,0.0376100838184356,human,UP
STAT1,,,0.0374422259628772,0.0374422259628772,0.0374422259628772,,human,UP
HLA-DPB1,,0.0373263992369174,,0.0373263992369174,0.0373263992369174,,human,UP
RNF187,0.0373046956956386,,,0.0373046956956386,0.0373046956956386,0.0373046956956386,human,UP
PSMB7,0.0372711867094039,,,0.0372711867094039,0.0372711867094039,0.0372711867094039,human,UP
BANF1,0.0371763259172439,,,0.0371763259172439,0.0371763259172439,0.0371763259172439,human,UP
RPA3,0.0371314398944377,,,0.0371314398944377,0.0371314398944377,0.0371314398944377,human,UP
PSME2,0.0338534489274024,0.0097274519503116,0.0661866515874862,0.0365891841550668,0.0338534489274024,0.0338534489274024,human,UP
IFITM3,,0.0492248870432376,0.0237544532865285,0.0364896701648831,0.0364896701648831,,human,UP
AKR1B1,0.0362368263304233,,,0.0362368263304233,0.0362368263304233,0.0362368263304233,human,UP
