gene_symbol,logfc_dz:930,logfc_dz:931,logfc_dz:796,logfc_dz:795,logfc_dz:632,logfc_dz:671,logfc_dz:466,logfc_dz:724,mean_logfc,median_logfc,common_experiment,organism,signature_type
H2BFS,0.0171551387757062,0.0259704664349555,,,,,,,0.0215628026053309,0.0215628026053309,,human,UP
ACTR2,,,0.0144653422757983,0.0284213032573461,,,,,0.0214433227665722,0.0214433227665722,,human,UP
Gm20341,,,,,,,,0.0214094035327434,0.0214094035327434,0.0214094035327434,0.0214094035327434,human,UP
SNHG1,,0.0213848855346441,,,,,,,0.0213848855346441,0.0213848855346441,,human,UP
HLA-DRA,-0.0330832973122596,0.0429472625255584,0.0176127944141626,0.0339516066014766,0.0251921191811561,0.0365234352648258,0.0263872053474187,,0.0213615894317626,0.0263872053474187,,human,UP
BNIP3L,,0.0721363797783851,0.0337683409452438,0.0269175805151462,-0.0074593359604477,,-0.0190247148275375,,0.0212676500901579,0.0269175805151462,,human,UP
2900097C17Rik,,,,,,,,0.0212285220623016,0.0212285220623016,0.0212285220623016,0.0212285220623016,human,UP
Stmn4,,,,,,,,0.0211162101477384,0.0211162101477384,0.0211162101477384,0.0211162101477384,human,UP
Rpl36,,,,,,,,0.0210825130343437,0.0210825130343437,0.0210825130343437,0.0210825130343437,human,UP
HERC2P9,,0.021059263497591,,,,,,,0.021059263497591,0.021059263497591,,human,UP
Meg3,,,,,,,,0.0210323501378297,0.0210323501378297,0.0210323501378297,0.0210323501378297,human,UP
Ndufb5,,,,,,,,0.0209807846695184,0.0209807846695184,0.0209807846695184,0.0209807846695184,human,UP
Slc4a3,,,,,,,,0.0209561120718717,0.0209561120718717,0.0209561120718717,0.0209561120718717,human,UP
Pkd2,,,,,,,,0.0208469219505786,0.0208469219505786,0.0208469219505786,0.0208469219505786,human,UP
NEK7,,,0.0136576378718018,0.0279579441994428,,,,,0.0208077910356223,0.0208077910356223,,human,UP
CCNDBP1,,0.0208018831908702,,,,,,,0.0208018831908702,0.0208018831908702,,human,UP
Rad21,,,,,,,,0.0206943843513727,0.0206943843513727,0.0206943843513727,0.0206943843513727,human,UP
Eif3c,,,,,,,,0.0206746328622102,0.0206746328622102,0.0206746328622102,0.0206746328622102,human,UP
Clptm1,,,,,,,,0.0206087436527013,0.0206087436527013,0.0206087436527013,0.0206087436527013,human,UP
USP15,,,0.0191582273691892,0.0217405706644058,,,,,0.0204493990167975,0.0204493990167975,,human,UP
Nsf,,,,,,,,0.0203267000615596,0.0203267000615596,0.0203267000615596,0.0203267000615596,human,UP
NSA2,0.0169683713465929,0.0236045736819505,,,,,,,0.0202864725142717,0.0202864725142717,,human,UP
CAB39,,,0.0125283170491456,0.0279136169701814,,,,,0.0202209670096635,0.0202209670096635,,human,UP
VIM,0.0191133487969636,0.0218031667172908,-0.0378034152090549,-0.0112694296985864,0.0680611133575439,0.0274636596441268,0.054133366793394,,0.0202145443430968,0.0218031667172908,,human,UP
Dcn,,,,,,,,0.0201767664402723,0.0201767664402723,0.0201767664402723,0.0201767664402723,human,UP
MPEG1,,0.0201398115605115,,,,,,,0.0201398115605115,0.0201398115605115,,human,UP
Dynll2,,,,,,,,0.0201333761215209,0.0201333761215209,0.0201333761215209,0.0201333761215209,human,UP
LCP1,,-0.0370617695152759,-0.0328442640602588,0.0194154884666204,0.0332885012030601,0.0743986889719963,0.0635978132486343,,0.0201324097191294,0.0263519948348402,,human,UP
Nnat,,,,,,,,0.0201093908399343,0.0201093908399343,0.0201093908399343,0.0201093908399343,human,UP
MLKL,0.0076594380661845,0.0324627943336963,,,,,,,0.0200611161999404,0.0200611161999404,,human,UP
NFE2L2,,,,0.0200409330427646,,,,,0.0200409330427646,0.0200409330427646,,human,UP
TIMP1,0.0336372070014476,0.0231955256313085,-0.0107422452419996,,0.0231050979346036,0.0217073317617177,0.0287777967751026,,0.0199467856436967,0.0231503117829561,,human,UP
FCGR2A,,,0.0209516771137714,0.0258569568395614,-0.0122439647093415,0.0393781103193759,,,0.0184856948908418,0.0234043169766664,,human,UP
FCN1,,-0.0196727383881807,,,0.0348434038460254,0.0311271250247955,0.0243828445672988,,0.0176701587624847,0.0277549847960472,,human,UP
NAGK,-0.0124058164656162,0.0359019860625267,,,0.023063663393259,0.0137113099917769,0.0261016972362995,,0.0172745680436491,0.023063663393259,,human,UP
FTH1P5,0.0747439786791801,0.0368427969515323,-0.0306198168545961,-0.0908454433083534,0.0302004236727952,0.0483136586844921,0.0513846389949321,,0.0171457481171403,0.0368427969515323,,human,UP
ANXA2,,-0.0152904782444238,-0.0418046824634075,,0.0524963699281215,0.0383038334548473,0.0498473867774009,,0.0167104858905077,0.0383038334548473,,human,UP
TLR2,-0.0073219905607402,,,,0.0176670271903276,0.0245303679257631,0.0318925157189369,,0.0166919800685718,0.0210986975580453,,human,UP
IFITM1,0.0117865428328514,0.0200490187853574,0.0632765442132949,-0.0444260351359844,0.0236759278923273,0.0079509038478136,0.0320629477500915,,0.0163394071693931,0.0200490187853574,,human,UP
FGL2,,-0.0276601202785968,0.031829085201025,0.0128882499411702,0.0119547341018915,0.0355420410633087,0.0285049211233854,,0.015509818525364,0.0206965855322778,,human,UP
ARPC1B,,-0.0500428974628448,,,0.0427926145493984,0.0249694846570491,0.0438505373895168,,0.0153924347832798,0.0338810496032238,,human,UP
RBM39,,,0.0208817701786756,0.0312192104756832,-0.0074848840013146,,,,0.0148720322176814,0.0208817701786756,,human,UP
NCF1C,0.0106432335451245,,0.0090342592447996,-0.0419144034385681,0.0352944210171699,0.0308516230434179,0.0441051237285137,,0.0146690428567429,0.0207474282942712,,human,UP
CFL1,0.0234667845070362,,-0.1044047400355339,-0.0860317796468734,0.1402962654829025,0.0211684741079807,0.0901257842779159,,0.014103464782238,0.0223176293075084,,human,UP
LAPTM5,,0.0342830382287502,-0.0505260415375232,,,0.0534524582326412,0.0177332125604152,,0.0137356668710708,0.0260081253945827,,human,UP
RPL13AP5,-0.0965683981776237,0.0705805271863937,-0.0500791482627391,0.0265381541103124,0.093386210501194,-0.0093246884644031,0.0612379647791385,,0.0136815173817532,0.0265381541103124,,human,UP
PNRC2,,,0.0201591067016124,0.0287186875939369,,,-0.0085976058617234,,0.0134267294779419,0.0201591067016124,,human,UP
TRIM22,0.0114743877202272,0.0361093059182167,0.0351109467446804,0.0342206396162509,-0.0163721330463886,,-0.0246420428156852,,0.0126501840228835,0.0228475136682391,,human,UP
RGS2,0.047594029456377,-0.1367372125387191,0.1134158968925476,0.0776516497135162,-0.0663723051548004,0.0608542077243328,-0.0095024416223168,,0.0124148320672767,0.047594029456377,,human,UP
COTL1,-0.0067330035381019,,,-0.033498678356409,0.0272764582186937,0.023408368229866,0.0315176621079444,,0.0083941613323986,0.023408368229866,,human,UP
GNG10,,-0.0212299469858407,0.020618736743927,0.0239602662622928,,,,,0.0077830186734596,0.020618736743927,,human,UP
PSAP,,-0.0702653005719184,,,0.0265126675367355,0.0411881878972053,0.0306086931377649,,0.0070110619999468,0.0285606803372502,,human,UP
ARHGDIB,,,-0.0541736222803592,-0.0517568290233612,0.0321238748729229,0.0611419044435024,0.0435661263763904,,0.006180290877819,0.0321238748729229,,human,UP
HLA-B,0.0514003187417984,-0.0919366180896759,-0.0474935732781887,-0.1248629987239837,0.0313594862818717,0.1171615421772003,0.1041492223739624,,0.0056824827832835,0.0313594862818717,,human,UP
RPLP0,-0.0438556373119354,0.0201654005795717,,0.0655987933278083,0.0249601099640131,-0.0663520544767379,,,0.0001033224165439,0.0201654005795717,,human,UP
Car8,,,,,,,,-0.2114005237817764,-0.2114005237817764,-0.2114005237817764,-0.2114005237817764,human,DOWN
Aldoc,,,,,,,,-0.1864240914583206,-0.1864240914583206,-0.1864240914583206,-0.1864240914583206,human,DOWN
Calb1,,,,,,,,-0.1805400550365448,-0.1805400550365448,-0.1805400550365448,-0.1805400550365448,human,DOWN
Ywhah,,,,,,,,-0.1792568415403366,-0.1792568415403366,-0.1792568415403366,-0.1792568415403366,human,DOWN
Gm15772,,,,,,,,-0.1419034302234649,-0.1419034302234649,-0.1419034302234649,-0.1419034302234649,human,DOWN
Rgs8,,,,,,,,-0.1335148364305496,-0.1335148364305496,-0.1335148364305496,-0.1335148364305496,human,DOWN
Cplx2,,,,,,,,-0.1325490176677703,-0.1325490176677703,-0.1325490176677703,-0.1325490176677703,human,DOWN
Gm10845,,,,,,,,-0.125334620475769,-0.125334620475769,-0.125334620475769,-0.125334620475769,human,DOWN
Tmem119,,,,,,,,-0.1229531168937683,-0.1229531168937683,-0.1229531168937683,-0.1229531168937683,human,DOWN
Hpcal1,,,,,,,,-0.1228497698903083,-0.1228497698903083,-0.1228497698903083,-0.1228497698903083,human,DOWN
Prkcg,,,,,,,,-0.1177444010972976,-0.1177444010972976,-0.1177444010972976,-0.1177444010972976,human,DOWN
BC094435,,,,,,,,-0.1155407354235649,-0.1155407354235649,-0.1155407354235649,-0.1155407354235649,human,DOWN
Gad1,,,,,,,,-0.1154606416821479,-0.1154606416821479,-0.1154606416821479,-0.1154606416821479,human,DOWN
SH3KBP1,-0.0423577912151813,-0.1855509877204895,,,,,,,-0.1139543894678354,-0.1139543894678354,,human,DOWN
Cbln1,,,,,,,,-0.1084842979907989,-0.1084842979907989,-0.1084842979907989,-0.1084842979907989,human,DOWN
RPL21,-0.1166137531399726,-0.2098560184240341,0.0271854400634765,,-0.0943167060613632,-0.137247547507286,-0.0971374809741973,,-0.1046643443405628,-0.106875617057085,,human,DOWN
Xist,,,,,,,,-0.0989332944154739,-0.0989332944154739,-0.0989332944154739,-0.0989332944154739,human,DOWN
Atp2a2,,,,,,,,-0.0943873822689056,-0.0943873822689056,-0.0943873822689056,-0.0943873822689056,human,DOWN
Slc1a6,,,,,,,,-0.0899756029248237,-0.0899756029248237,-0.0899756029248237,-0.0899756029248237,human,DOWN
Inpp5a,,,,,,,,-0.0874702632427215,-0.0874702632427215,-0.0874702632427215,-0.0874702632427215,human,DOWN
Pvalb,,,,,,,,-0.0820427313446998,-0.0820427313446998,-0.0820427313446998,-0.0820427313446998,human,DOWN
HLA-A,0.0123311523348093,-0.0274445544928312,-0.052921574562788,-0.0547974109649658,-0.2485615760087967,-0.0308163650333881,-0.1599294692277908,,-0.0803056854222502,-0.052921574562788,,human,DOWN
Snap25,,,,,,,,-0.0756504088640213,-0.0756504088640213,-0.0756504088640213,-0.0756504088640213,human,DOWN
Ckb,,,,,,,,-0.0749897956848144,-0.0749897956848144,-0.0749897956848144,-0.0749897956848144,human,DOWN
Vsnl1,,,,,,,,-0.0747284144163131,-0.0747284144163131,-0.0747284144163131,-0.0747284144163131,human,DOWN
RPS23,-0.0224147941917181,,0.0622732453048229,-0.0165155231952667,-0.1511592119932174,-0.1347523629665374,-0.1673003137111663,,-0.0716448267921805,-0.0785835785791277,,human,DOWN
Scn1b,,,,,,,,-0.0706244856119155,-0.0706244856119155,-0.0706244856119155,-0.0706244856119155,human,DOWN
RPL23A,-0.0134889669716358,-0.0348226614296436,-0.0843601897358894,-0.0575303994119167,-0.0636517256498336,-0.1226551011204719,-0.0953618884086608,,-0.0674101332468646,-0.0636517256498336,,human,DOWN
Mir686,,,,,,,,-0.0662116929888725,-0.0662116929888725,-0.0662116929888725,-0.0662116929888725,human,DOWN
Fam21,,,,,,,,-0.0654680877923965,-0.0654680877923965,-0.0654680877923965,-0.0654680877923965,human,DOWN
Ppp1r17,,,,,,,,-0.0641827285289764,-0.0641827285289764,-0.0641827285289764,-0.0641827285289764,human,DOWN
Kctd12,,,,,,,,-0.0591760613024234,-0.0591760613024234,-0.0591760613024234,-0.0591760613024234,human,DOWN
Etv1,,,,,,,,-0.0583816729485988,-0.0583816729485988,-0.0583816729485988,-0.0583816729485988,human,DOWN
RPL34,-0.0993383973836898,-0.0499679371714592,,,,-0.0232003033161163,,,-0.0575022126237551,-0.0499679371714592,,human,DOWN
Thy1,,,,,,,,-0.0529329106211662,-0.0529329106211662,-0.0529329106211662,-0.0529329106211662,human,DOWN
SNHG5,-0.0911231413483619,-0.0138283381238579,,,,,,,-0.0524757397361099,-0.0524757397361099,,human,DOWN
RPS27,0.0211750566959381,-0.0194353256374597,,0.1083167269825935,-0.064757615327835,-0.2692818641662597,-0.0907309278845787,,-0.0524523248896002,-0.0420964704826474,,human,DOWN
Snrk,,,,,,,,-0.0522176176309585,-0.0522176176309585,-0.0522176176309585,-0.0522176176309585,human,DOWN
Nptn,,,,,,,,-0.0516259670257568,-0.0516259670257568,-0.0516259670257568,-0.0516259670257568,human,DOWN
Sptbn2,,,,,,,,-0.0511990636587142,-0.0511990636587142,-0.0511990636587142,-0.0511990636587142,human,DOWN
Tuba4a,,,,,,,,-0.0498292222619056,-0.0498292222619056,-0.0498292222619056,-0.0498292222619056,human,DOWN
Fam107b,,,,,,,,-0.0496197491884231,-0.0496197491884231,-0.0496197491884231,-0.0496197491884231,human,DOWN
RPS26,-0.3806829452514648,0.1147803366184234,0.013234069570899,0.0211665276437997,-0.0367977730929851,-0.0555281490087509,-0.0217306278645992,,-0.0493655087692396,-0.0217306278645992,,human,DOWN
YWHAQ,,-0.0493107251822948,,,,,,,-0.0493107251822948,-0.0493107251822948,,human,DOWN
Eno2,,,,,,,,-0.0488856881856918,-0.0488856881856918,-0.0488856881856918,-0.0488856881856918,human,DOWN
SNHG6,-0.0352964513003826,-0.0612763091921806,,,,,,,-0.0482863802462816,-0.0482863802462816,,human,DOWN
Ppp3ca,,,,,,,,-0.0482205152511596,-0.0482205152511596,-0.0482205152511596,-0.0482205152511596,human,DOWN
Id2,,,,,,,,-0.046976912766695,-0.046976912766695,-0.046976912766695,-0.046976912766695,human,DOWN
UBA52,,-0.0490838810801506,-0.0218759663403034,-0.1779176592826843,-0.0191848259419202,-0.0159889757633209,0.0075437715277075,,-0.0460845894801119,-0.0205303961411118,,human,DOWN
RPS13,-0.1401210278272628,0.0531163774430751,-0.0243576187640428,-0.0205481480807065,-0.036221869289875,-0.0910008400678634,-0.0627385526895523,,-0.0459816684680325,-0.036221869289875,,human,DOWN
IGHA2,-0.0785562694072723,-0.1244571730494499,0.0172732919454574,,,-0.0252173896878957,-0.0168534498661756,,-0.0455621980130672,-0.0252173896878957,,human,DOWN
RPL39,-0.1429277956485748,-0.0909561216831207,0.030170539394021,0.0866637751460075,-0.0366719216108322,-0.1220343336462974,-0.0426081828773021,,-0.0454805772751569,-0.0426081828773021,,human,DOWN
EEF2,-0.0755087286233902,0.0202975608408451,-0.0705654025077819,-0.0786538422107696,,-0.0215091574937105,,,-0.0451879139989614,-0.0705654025077819,,human,DOWN
RPS20,-0.0909076929092407,-0.0168331135064363,-0.0254626628011465,-0.0214784797281026,-0.0375894680619239,-0.0787035077810287,-0.0375645868480205,,-0.0440770730908427,-0.0375645868480205,,human,DOWN
SAMHD1,,-0.0439398176968097,,,,,,,-0.0439398176968097,-0.0439398176968097,,human,DOWN
MSN,-0.0120262755081057,-0.0366959273815155,-0.0770134255290031,-0.0599245056509971,-0.0408239029347896,,-0.0327392145991325,,-0.0432038752672572,-0.0387599151581525,,human,DOWN
BASP1,,,-0.0511261634528636,-0.0337348394095897,-0.1206331029534339,0.0196504611521959,-0.0298791527748107,,-0.0431445594877004,-0.0337348394095897,,human,DOWN
Tspan9,,,,,,,,-0.0429696887731552,-0.0429696887731552,-0.0429696887731552,-0.0429696887731552,human,DOWN
Kcnma1,,,,,,,,-0.0422245003283023,-0.0422245003283023,-0.0422245003283023,-0.0422245003283023,human,DOWN
Homer3,,,,,,,,-0.0419313050806522,-0.0419313050806522,-0.0419313050806522,-0.0419313050806522,human,DOWN
Cck,,,,,,,,-0.0418960899114608,-0.0418960899114608,-0.0418960899114608,-0.0418960899114608,human,DOWN
Nptx1,,,,,,,,-0.0417232699692249,-0.0417232699692249,-0.0417232699692249,-0.0417232699692249,human,DOWN
Gabbr1,,,,,,,,-0.0408842824399471,-0.0408842824399471,-0.0408842824399471,-0.0408842824399471,human,DOWN
Kitl,,,,,,,,-0.039670705795288,-0.039670705795288,-0.039670705795288,-0.039670705795288,human,DOWN
Neurod1,,,,,,,,-0.0392137058079242,-0.0392137058079242,-0.0392137058079242,-0.0392137058079242,human,DOWN
RPS7,-0.1120560467243194,,,0.0163008458912372,,-0.0215030722320079,,,-0.0390860910216967,-0.0215030722320079,,human,DOWN
Pcp2,,,,,,,,-0.0388025045394897,-0.0388025045394897,-0.0388025045394897,-0.0388025045394897,human,DOWN
Mt2,,,,,,,,-0.0386068560183048,-0.0386068560183048,-0.0386068560183048,-0.0386068560183048,human,DOWN
RPS4Y1,0.0199464987963438,,,-0.012137577868998,-0.078494444489479,,-0.0834632292389869,,-0.03853718820028,-0.0453160111792385,,human,DOWN
Nrep,,,,,,,,-0.0383301638066768,-0.0383301638066768,-0.0383301638066768,-0.0383301638066768,human,DOWN
RASGRP1,,-0.0382178425788879,,,,,,,-0.0382178425788879,-0.0382178425788879,,human,DOWN
Atl2,,,,,,,,-0.0381993167102336,-0.0381993167102336,-0.0381993167102336,-0.0381993167102336,human,DOWN
Scd2,,,,,,,,-0.0381556153297424,-0.0381556153297424,-0.0381556153297424,-0.0381556153297424,human,DOWN
Eif2s3x,,,,,,,,-0.037542775273323,-0.037542775273323,-0.037542775273323,-0.037542775273323,human,DOWN
Gpm6b,,,,,,,,-0.0373958200216293,-0.0373958200216293,-0.0373958200216293,-0.0373958200216293,human,DOWN
Mt1,,,,,,,,-0.0372184365987777,-0.0372184365987777,-0.0372184365987777,-0.0372184365987777,human,DOWN
Gm9292,,,,,,,,-0.0368036068975925,-0.0368036068975925,-0.0368036068975925,-0.0368036068975925,human,DOWN
HBG2,,0.1037497371435165,-0.2294259965419769,0.1655959486961364,-0.194053053855896,0.1302864104509353,-0.1967788338661193,,-0.0367709646622339,-0.0451516583561897,,human,DOWN
GBP5,,-0.0353050455451011,,,,,,,-0.0353050455451011,-0.0353050455451011,,human,DOWN
Tubb4a,,,,,,,,-0.0353013984858989,-0.0353013984858989,-0.0353013984858989,-0.0353013984858989,human,DOWN
GZMA,,-0.0352792888879776,,,,,,,-0.0352792888879776,-0.0352792888879776,,human,DOWN
Slc20a1,,,,,,,,-0.0346892774105072,-0.0346892774105072,-0.0346892774105072,-0.0346892774105072,human,DOWN
Gabra6,,,,,,,,-0.0340189784765243,-0.0340189784765243,-0.0340189784765243,-0.0340189784765243,human,DOWN
Prl,,,,,,,,-0.0337868481874465,-0.0337868481874465,-0.0337868481874465,-0.0337868481874465,human,DOWN
TRAC,,,-0.0335699543356895,,,,,,-0.0335699543356895,-0.0335699543356895,,human,DOWN
RPL37,,,,-0.0494808629155159,-0.0316833741962909,-0.0272374432533979,-0.0219583828002214,,-0.0325900157913565,-0.0294604087248444,,human,DOWN
SNRPD2,-0.0273564886301755,-0.0377110093832016,,,,,,,-0.0325337490066885,-0.0325337490066885,,human,DOWN
Stxbp1,,,,,,,,-0.031897485256195,-0.031897485256195,-0.031897485256195,-0.031897485256195,human,DOWN
Ubl3,,,,,,,,-0.0317545942962169,-0.0317545942962169,-0.0317545942962169,-0.0317545942962169,human,DOWN
RPL24,-0.0828135535120964,0.014511490240693,,,,-0.0497451052069664,-0.0087416702881455,,-0.0316972096916288,-0.0292433877475559,,human,DOWN
Zic1,,,,,,,,-0.0312970951199531,-0.0312970951199531,-0.0312970951199531,-0.0312970951199531,human,DOWN
NACAP1,,-0.0305810216814279,,,,,,,-0.0305810216814279,-0.0305810216814279,,human,DOWN
Wdr92,,,,,,,,-0.0304981488734483,-0.0304981488734483,-0.0304981488734483,-0.0304981488734483,human,DOWN
Ppp1cc,,,,,,,,-0.0298272483050823,-0.0298272483050823,-0.0298272483050823,-0.0298272483050823,human,DOWN
Rnf19b,,,,,,,,-0.0295463502407073,-0.0295463502407073,-0.0295463502407073,-0.0295463502407073,human,DOWN
RPL41,-0.0380756482481956,-0.0595036707818508,0.0171153768897056,0.0996839329600334,-0.0364542081952095,-0.169469878077507,-0.0198388136923313,,-0.0295061298779078,-0.0364542081952095,,human,DOWN
Rmdn3,,,,,,,,-0.029471131041646,-0.029471131041646,-0.029471131041646,-0.029471131041646,human,DOWN
RPS3,0.0118914917111396,-0.0674584358930587,-0.0545805282890796,0.0451387614011764,-0.0263751856982707,-0.0734617114067077,-0.0413163863122463,,-0.0294517134981496,-0.0413163863122463,,human,DOWN
Mtpn,,,,,,,,-0.0288580358028411,-0.0288580358028411,-0.0288580358028411,-0.0288580358028411,human,DOWN
Tomm7,,,,,,,,-0.0286730136722326,-0.0286730136722326,-0.0286730136722326,-0.0286730136722326,human,DOWN
SUMO2,-0.0146478647366166,-0.0420816019177436,,,,,,,-0.0283647333271801,-0.0283647333271801,,human,DOWN
RPL36,-0.0230133831501007,-0.0267286598682403,,,,-0.03506850451231,,,-0.028270182510217,-0.0267286598682403,,human,DOWN
HNRNPA1P10,-0.0540436245501041,-0.0838971436023712,,0.045395977795124,-0.0278622191399335,-0.0202531963586807,-0.0278663653880357,,-0.0280877618740002,-0.0278642922639846,,human,DOWN
Atp2b2,,,,,,,,-0.0276570711284875,-0.0276570711284875,-0.0276570711284875,-0.0276570711284875,human,DOWN
Nab2,,,,,,,,-0.0273491516709327,-0.0273491516709327,-0.0273491516709327,-0.0273491516709327,human,DOWN
TARP,-0.0124390693381428,-0.0390992276370525,-0.0450735464692115,-0.0170820690691471,-0.030634120106697,-0.0244205109775066,-0.0223727039992809,,-0.0273030353710055,-0.0244205109775066,,human,DOWN
Ccndbp1,,,,,,,,-0.0269903670996427,-0.0269903670996427,-0.0269903670996427,-0.0269903670996427,human,DOWN
GBP3,,-0.0267639756202697,,,,,,,-0.0267639756202697,-0.0267639756202697,,human,DOWN
RPL26,-0.0444656237959861,-0.0457082018256187,0.009914849884808,,,,,,-0.0267529919122656,-0.0444656237959861,,human,DOWN
Cerk,,,,,,,,-0.0266306046396493,-0.0266306046396493,-0.0266306046396493,-0.0266306046396493,human,DOWN
Cdk16,,,,,,,,-0.0265365932136774,-0.0265365932136774,-0.0265365932136774,-0.0265365932136774,human,DOWN
GLTSCR2,,,-0.0213497914373874,-0.0365745462477207,0.0103812562301754,-0.0572642758488655,,,-0.0262018393259495,-0.028962168842554,,human,DOWN
Sept7,,,,,,,,-0.0261146128177642,-0.0261146128177642,-0.0261146128177642,-0.0261146128177642,human,DOWN
UQCRFS1,,-0.0261065885424613,,,,,,,-0.0261065885424613,-0.0261065885424613,,human,DOWN
Adam11,,,,,,,,-0.0260822679847478,-0.0260822679847478,-0.0260822679847478,-0.0260822679847478,human,DOWN
Mpp3,,,,,,,,-0.0259819664061069,-0.0259819664061069,-0.0259819664061069,-0.0259819664061069,human,DOWN
PABPC3,-0.0339650474488735,-0.0191376712173223,-0.0580754540860652,-0.0267623327672481,-0.0083443121984601,-0.0095901638269424,,,-0.0259791635908186,-0.0229500019922852,,human,DOWN
HIST1H4C,,,,,,-0.0258525647222995,,,-0.0258525647222995,-0.0258525647222995,,human,DOWN
Sparc,,,,,,,,-0.0257356707006692,-0.0257356707006692,-0.0257356707006692,-0.0257356707006692,human,DOWN
LDHB,0.0226165112107992,,,-0.015115262940526,-0.0455306135118007,-0.0377623029053211,-0.0528563186526298,,-0.0257295973598957,-0.0377623029053211,,human,DOWN
Ank1,,,,,,,,-0.0257291104644536,-0.0257291104644536,-0.0257291104644536,-0.0257291104644536,human,DOWN
RPS29,-0.0791362151503562,0.0611303783953189,-0.0164948496967554,0.1160771623253822,-0.0824345424771308,-0.1204778254032135,-0.0579463467001915,,-0.0256117483867066,-0.0579463467001915,,human,DOWN
Scoc,,,,,,,,-0.025545485317707,-0.025545485317707,-0.025545485317707,-0.025545485317707,human,DOWN
Sept4,,,,,,,,-0.0254624728113412,-0.0254624728113412,-0.0254624728113412,-0.0254624728113412,human,DOWN
LASP1,,,-0.0295833572745323,-0.0329304002225399,-0.0136364577338099,,,,-0.0253834050769607,-0.0295833572745323,,human,DOWN
Tspyl4,,,,,,,,-0.0253065600991249,-0.0253065600991249,-0.0253065600991249,-0.0253065600991249,human,DOWN
Camk2b,,,,,,,,-0.025264898315072,-0.025264898315072,-0.025264898315072,-0.025264898315072,human,DOWN
HBD,,0.0863398164510726,-0.0358559265732765,-0.009735845029354,-0.1218025833368301,0.0500222444534301,-0.1200189515948295,,-0.0251752076049645,-0.0227958858013153,,human,DOWN
Erdr1,,,,,,,,-0.0250655729323625,-0.0250655729323625,-0.0250655729323625,-0.0250655729323625,human,DOWN
RPL32,-0.0643072053790092,,0.0178322847932577,-0.0470447614789009,0.0263105574995279,-0.0717235878109932,-0.0109195271506905,,-0.024975373254468,-0.0289821443147957,,human,DOWN
Inadl,,,,,,,,-0.0249718036502599,-0.0249718036502599,-0.0249718036502599,-0.0249718036502599,human,DOWN
Cacna1g,,,,,,,,-0.0247989799827337,-0.0247989799827337,-0.0247989799827337,-0.0247989799827337,human,DOWN
VAMP8,,-0.024777190759778,,,,,,,-0.024777190759778,-0.024777190759778,,human,DOWN
Plk3,,,,,,,,-0.0246935710310935,-0.0246935710310935,-0.0246935710310935,-0.0246935710310935,human,DOWN
Htra1,,,,,,,,-0.0245029851794242,-0.0245029851794242,-0.0245029851794242,-0.0245029851794242,human,DOWN
Gpr37l1,,,,,,,,-0.0243688765913248,-0.0243688765913248,-0.0243688765913248,-0.0243688765913248,human,DOWN
NUAK2,,,,-0.0241900086402893,,,,,-0.0241900086402893,-0.0241900086402893,,human,DOWN
RPSA,-0.0428005158901214,0.0432046540081501,,0.0229169018566608,-0.0284296814352273,-0.10347730666399,-0.0365203022956848,,-0.0241843750700354,-0.0324749918654561,,human,DOWN
RPL3,-0.0253047496080398,0.0133179295808076,-0.0503733530640602,0.0201420206576585,-0.0091564953327178,-0.0936066582798957,-0.0221495740115642,,-0.0238758400082588,-0.0221495740115642,,human,DOWN
Hopx,,,,,,,,-0.0237275101244449,-0.0237275101244449,-0.0237275101244449,-0.0237275101244449,human,DOWN
Grid2,,,,,,,,-0.0235039293766021,-0.0235039293766021,-0.0235039293766021,-0.0235039293766021,human,DOWN
Tmem56,,,,,,,,-0.0234401691704988,-0.0234401691704988,-0.0234401691704988,-0.0234401691704988,human,DOWN
Dbi,,,,,,,,-0.023425268009305,-0.023425268009305,-0.023425268009305,-0.023425268009305,human,DOWN
ANKRD36B,,-0.023286435753107,,,,,,,-0.023286435753107,-0.023286435753107,,human,DOWN
Jph3,,,,,,,,-0.0232420600950717,-0.0232420600950717,-0.0232420600950717,-0.0232420600950717,human,DOWN
Itfg1,,,,,,,,-0.0232303105294704,-0.0232303105294704,-0.0232303105294704,-0.0232303105294704,human,DOWN
CD247,,,-0.0367200262844562,,-0.0094123585149645,,,,-0.0230661923997104,-0.0230661923997104,,human,DOWN
KLF2,,,-0.0153649393469095,-0.0303059630095958,,,,,-0.0228354511782526,-0.0228354511782526,,human,DOWN
En2,,,,,,,,-0.0225571170449256,-0.0225571170449256,-0.0225571170449256,-0.0225571170449256,human,DOWN
Gm6793,,,,,,,,-0.0220745485275983,-0.0220745485275983,-0.0220745485275983,-0.0220745485275983,human,DOWN
Mtss1l,,,,,,,,-0.0219708327203989,-0.0219708327203989,-0.0219708327203989,-0.0219708327203989,human,DOWN
TSPAN14,,,,-0.0219708178192377,,,,,-0.0219708178192377,-0.0219708178192377,,human,DOWN
Psd,,,,,,,,-0.0218662321567535,-0.0218662321567535,-0.0218662321567535,-0.0218662321567535,human,DOWN
Inpp5j,,,,,,,,-0.0218370966613292,-0.0218370966613292,-0.0218370966613292,-0.0218370966613292,human,DOWN
Strn3,,,,,,,,-0.0215077567845582,-0.0215077567845582,-0.0215077567845582,-0.0215077567845582,human,DOWN
