gene_symbol,logfc_dz:1042,logfc_dz:1043,logfc_dz:1045,mean_logfc,median_logfc,common_experiment,organism,signature_type
KIR2DS2,0.0157816410064697,0.1481335759162902,0.056563876569271,0.0734930311640103,0.056563876569271,0.0157816410064697,human,UP
TNFAIP6,,0.0653594061732292,,0.0653594061732292,0.0653594061732292,,human,UP
KIR2DS3,,0.0620218068361282,,0.0620218068361282,0.0620218068361282,,human,UP
MYL9,-0.013205038383603,0.1351557374000549,,0.0609753495082259,0.0609753495082259,-0.013205038383603,human,UP
LOC100287927,,0.0573807097971439,,0.0573807097971439,0.0573807097971439,,human,UP
FCGR1B,,0.0556400120258331,,0.0556400120258331,0.0556400120258331,,human,UP
GZMB,0.0399105623364448,0.0536000989377498,0.0663602128624916,0.0532902913788954,0.0536000989377498,0.0399105623364448,human,UP
LOC642313,0.0526165403425693,,,0.0526165403425693,0.0526165403425693,0.0526165403425693,human,UP
KIR3DL3,0.0176158882677555,0.0944123715162277,0.0455320067703723,0.0525200888514518,0.0455320067703723,0.0176158882677555,human,UP
KIR3DL2,,0.0766548812389373,0.0276441723108291,0.0521495267748832,0.0521495267748832,,human,UP
RPS26,,0.0520157851278781,,0.0520157851278781,0.0520157851278781,,human,UP
RNF182,-0.0225694812834262,,0.1255742758512497,0.0515023972839117,0.0515023972839117,-0.0225694812834262,human,UP
FCGR1C,,0.0599279329180717,0.0416663438081741,0.0507971383631229,0.0507971383631229,,human,UP
KIR2DL5A,,0.0754990726709365,0.0227550137788057,0.0491270432248711,0.0491270432248711,,human,UP
KIR2DS5,,0.0482191927731037,,0.0482191927731037,0.0482191927731037,,human,UP
AKR1C3,0.0107221622020006,0.0744378641247749,0.058424774557352,0.0478616002947092,0.058424774557352,0.0107221622020006,human,UP
ESAM,,0.0477217659354209,,0.0477217659354209,0.0477217659354209,,human,UP
GZMH,0.058260753750801,,0.0368313416838645,0.0475460477173328,0.0475460477173328,0.058260753750801,human,UP
KIR2DS1,,0.0664887577295303,0.0285864155739545,0.0475375866517424,0.0475375866517424,,human,UP
CRISP2,,,0.0465774834156036,0.0465774834156036,0.0465774834156036,,human,UP
FGFBP2,0.0337028466165065,,0.0576745867729187,0.0456887166947126,0.0456887166947126,0.0337028466165065,human,UP
FAM118A,,0.0449035465717315,,0.0449035465717315,0.0449035465717315,,human,UP
KIR2DL3,0.0121777830645442,0.0960806310176849,0.0257149580866098,0.0446577907229463,0.0257149580866098,0.0121777830645442,human,UP
SPON2,0.0145595744252204,0.0506281927227973,0.0683392509818077,0.0445090060432752,0.0506281927227973,0.0145595744252204,human,UP
TUBB2A,0.0499990880489349,0.1029682084918022,-0.0196507107466459,0.0444388619313637,0.0499990880489349,0.0499990880489349,human,UP
KLRF1,0.012265695258975,,0.0753754675388336,0.0438205813989043,0.0438205813989043,0.012265695258975,human,UP
LAIR2,-0.0145414378494024,0.101155899465084,,0.0433072308078408,0.0433072308078408,-0.0145414378494024,human,UP
LOC100133862,,,0.0429878495633602,0.0429878495633602,0.0429878495633602,,human,UP
LOC100507039,,,0.0422115176916122,0.0422115176916122,0.0422115176916122,,human,UP
ALOX12,,0.0654627531766891,0.0180859491229057,0.0417743511497974,0.0417743511497974,,human,UP
NPRL3,,0.0416057929396629,,0.0416057929396629,0.0416057929396629,,human,UP
XCL2,,,0.0415488183498382,0.0415488183498382,0.0415488183498382,,human,UP
GNLY,0.0364935025572776,,0.045899786055088,0.0411966443061828,0.0411966443061828,0.0364935025572776,human,UP
LYZ,,,0.0411428324878215,0.0411428324878215,0.0411428324878215,,human,UP
IGLJ3,,0.0396556481719017,,0.0396556481719017,0.0396556481719017,,human,UP
ANXA3,0.0271461475640535,0.0519935898482799,,0.0395698687061667,0.0395698687061667,0.0271461475640535,human,UP
SERPING1,,,0.0381912812590599,0.0381912812590599,0.0381912812590599,,human,UP
LOC100294337,,,0.0381172969937324,0.0381172969937324,0.0381172969937324,,human,UP
