gene_symbol,logfc_dz:109,logfc_dz:505,logfc_dz:481,logfc_dz:506,logfc_dz:507,mean_logfc,median_logfc,common_experiment,organism,signature_type
EVI2B,,,-0.0256287138909101,-0.0167613085359334,,-0.0211950112134218,-0.0211950112134218,,human,DOWN
RNF149,,,,-0.0211535152047872,,-0.0211535152047872,-0.0211535152047872,,human,DOWN
LRG1,,-0.0211287923157215,,,,-0.0211287923157215,-0.0211287923157215,,human,DOWN
MIR10B,,,,,-0.0211213435977697,-0.0211213435977697,-0.0211213435977697,,human,DOWN
ZMYND12,,,-0.0210494510829448,,,-0.0210494510829448,-0.0210494510829448,,human,DOWN
SPSB3,,,,,-0.0210431739687919,-0.0210431739687919,-0.0210431739687919,,human,DOWN
HERC2P9,,,,,-0.0210068095475435,-0.0210068095475435,-0.0210068095475435,,human,DOWN
GNAZ,,,-0.0209849718958139,,,-0.0209849718958139,-0.0209849718958139,,human,DOWN
LOC100133583,,-0.0209709014743566,,,,-0.0209709014743566,-0.0209709014743566,,human,DOWN
ACSL1,,-0.0201421007513999,,-0.0217871721833944,,-0.0209646364673972,-0.0209646364673972,,human,DOWN
VWA8,,,-0.0209360383450984,,,-0.0209360383450984,-0.0209360383450984,,human,DOWN
RNF20,,,-0.0209198221564292,,,-0.0209198221564292,-0.0209198221564292,,human,DOWN
RAC2,,-0.0208798088133335,,,,-0.0208798088133335,-0.0208798088133335,,human,DOWN
NBPF10,,,,,-0.0208491794764995,-0.0208491794764995,-0.0208491794764995,,human,DOWN
S100A8,,,,-0.020847724750638,,-0.020847724750638,-0.020847724750638,,human,DOWN
IFI30,,-0.0202563032507896,,-0.0214077420532703,,-0.0208320226520299,-0.0208320226520299,,human,DOWN
ENKUR,,,-0.0227877758443355,,-0.0188200324773788,-0.0208039041608572,-0.0208039041608572,,human,DOWN
IGF2R,,-0.0207746848464012,,,,-0.0207746848464012,-0.0207746848464012,,human,DOWN
CDC42EP2,,,,-0.0207336843013763,,-0.0207336843013763,-0.0207336843013763,,human,DOWN
ZFY,,,,,-0.0206867698580026,-0.0206867698580026,-0.0206867698580026,,human,DOWN
LOC642313,,,,,-0.0206522028893232,-0.0206522028893232,-0.0206522028893232,,human,DOWN
MYL3,,,,,-0.0205748826265335,-0.0205748826265335,-0.0205748826265335,,human,DOWN
RAP1GAP2,,-0.0211386438459157,-0.0195736717432737,-0.0149023961275815,-0.026661105453968,-0.0205689542926847,-0.0203561577945947,,human,DOWN
PRAM1,,-0.0205552782863378,,,,-0.0205552782863378,-0.0205552782863378,,human,DOWN
ATG16L2,,,,,-0.0205250643193721,-0.0205250643193721,-0.0205250643193721,,human,DOWN
SH3BGRL2,,,-0.0205160398036241,,,-0.0205160398036241,-0.0205160398036241,,human,DOWN
CTSS,,,-0.020013254135847,-0.0208664517849683,,-0.0204398529604077,-0.0204398529604077,,human,DOWN
ARRDC3,,-0.0216431599110364,,-0.0192290674895048,,-0.0204361137002706,-0.0204361137002706,,human,DOWN
AQP9,,-0.0182425417006015,,-0.0226139184087514,,-0.0204282300546765,-0.0204282300546765,,human,DOWN
MROH9,,,,,-0.0203926805406808,-0.0203926805406808,-0.0203926805406808,,human,DOWN
ASB3,,,,,-0.0203873347491025,-0.0203873347491025,-0.0203873347491025,,human,DOWN
PIM1,,-0.0203629191964864,,,,-0.0203629191964864,-0.0203629191964864,,human,DOWN
TBX21,,,,,-0.0203564465045928,-0.0203564465045928,-0.0203564465045928,,human,DOWN
CX3CR1,,,-0.0202982686460018,,,-0.0202982686460018,-0.0202982686460018,,human,DOWN
EIF4A3,,,,-0.020259803161025,,-0.020259803161025,-0.020259803161025,,human,DOWN
