gene_symbol,logfc_dz:596,logfc_dz:917,logfc_dz:453,logfc_dz:643,mean_logfc,median_logfc,common_experiment,organism,signature_type
TFF1,0.1771173477172851,0.297242671251297,0.1854506134986877,0.1765831559896469,0.2090984471142292,0.1812839806079864,0.297242671251297,human,UP
TSPAN8,0.1254360526800155,0.1925450414419174,0.1122693940997123,0.1661888509988784,0.1491098348051309,0.145812451839447,0.1925450414419174,human,UP
AGR2,0.1141883209347724,0.2171169072389602,0.0910950154066085,0.1673168689012527,0.1474292781203985,0.1407525949180126,0.2171169072389602,human,UP
KRT8,0.1510899513959884,,0.1361032128334045,,0.1435965821146965,0.1435965821146965,,human,UP
PIGR,0.1445287615060806,,0.1252875924110412,,0.1349081769585609,0.1349081769585609,,human,UP
LYZ,0.1510147452354431,0.1480370163917541,0.1247264370322227,0.0853239297866821,0.1272755321115255,0.1363817267119884,0.1480370163917541,human,UP
LGALS4,0.1101481914520263,0.133131057024002,0.1020856350660324,0.117142416536808,0.1156268250197172,0.1136453039944171,0.133131057024002,human,UP
CTSE,0.1522836834192276,0.0661180987954139,0.1352196633815765,0.0750650018453598,0.1071716118603944,0.1051423326134681,0.0661180987954139,human,UP
B2M,0.0674140229821205,0.1610268950462341,0.0520407557487487,0.0621997006237506,0.0856703436002135,0.0648068618029356,0.1610268950462341,human,UP
FABP1,,0.0848189815878868,,,0.0848189815878868,0.0848189815878868,0.0848189815878868,human,UP
HLA-A,0.1010889038443565,0.0679041966795921,0.0725273340940475,0.0904335901141166,0.0829885061830282,0.0814804621040821,0.0679041966795921,human,UP
S100A6,,0.0794608741998672,,0.083364300429821,0.0814125873148441,0.0814125873148441,0.0794608741998672,human,UP
EPCAM,0.0530964955687522,0.1740305423736572,0.0440887175500392,0.0520924627780914,0.080827054567635,0.0525944791734218,0.1740305423736572,human,UP
HLA-B,0.1014262586832046,0.0487567894160747,0.0745877400040626,0.0929512903094291,0.0794305196031928,0.0837695151567459,0.0487567894160747,human,UP
TMSB4XP8,,0.126619666814804,,0.028221970424056,0.07742081861943,0.07742081861943,0.126619666814804,human,UP
TSPAN3,0.101917490363121,0.0812184661626815,0.0795758739113807,0.0360344238579273,0.0746865635737776,0.0803971700370311,0.0812184661626815,human,UP
S100P,0.0121670365333557,0.1247794777154922,0.0126015888527035,0.1407929062843322,0.0725852523464709,0.0686905332840979,0.1247794777154922,human,UP
TSPAN1,0.0785465687513351,0.0595903694629669,0.067499503493309,0.0728828907012939,0.0696298331022262,0.0701911970973014,0.0595903694629669,human,UP
CA2,0.0441580899059772,0.1179961562156677,0.047958955168724,0.0593805462121963,0.0673734368756413,0.0536697506904602,0.1179961562156677,human,UP
KRT18,0.0290435999631881,0.0532064400613307,0.0281074214726686,0.1575916111469268,0.0669872681610286,0.0411250200122594,0.0532064400613307,human,UP
KRT19,0.0290963388979434,0.0919733718037605,0.0377671122550964,0.105164535343647,0.0660003395751118,0.0648702420294284,0.0919733718037605,human,UP
HLA-C,0.0765942260622978,0.0400124676525592,0.0567921176552772,0.086346261203289,0.0649362681433558,0.0666931718587875,0.0400124676525592,human,UP
TFF2,0.0348338596522808,0.1307824403047561,0.0299846958369016,0.0639969483017921,0.0648994860239327,0.0494154039770364,0.1307824403047561,human,UP
MIR622,0.067799262702465,,0.06093580275774,,0.0643675327301025,0.0643675327301025,,human,UP
LGALS3,,0.0969591960310936,,0.023752361536026,0.0603557787835598,0.0603557787835598,0.0969591960310936,human,UP
CYAT1,,0.0706158950924873,,0.0500690974295139,0.0603424962610006,0.0603424962610006,0.0706158950924873,human,UP
GKN1,,0.0598069652915,,,0.0598069652915,0.0598069652915,0.0598069652915,human,UP
KRT14,,,-0.0488525554537773,0.1665797531604766,0.0588635988533496,0.0588635988533496,,human,UP
CALM2,,0.0847053229808807,,0.0327822230756282,0.0587437730282545,0.0587437730282545,0.0847053229808807,human,UP
CEACAM6,,0.077122189104557,0.015369240194559,0.0795258581638336,0.0573390958209832,0.077122189104557,0.077122189104557,human,UP
ANXA10,0.0272881723940372,0.098874919116497,0.0271942503750324,0.0676127076148986,0.0552425123751163,0.0474504400044679,0.098874919116497,human,UP
IGLJ3,0.050072081387043,,0.0588920637965202,,0.0544820725917816,0.0544820725917816,,human,UP
IGHA2,,0.0564122796058654,,0.0458783730864524,0.0511453263461589,0.0511453263461589,0.0564122796058654,human,UP
MUC6,0.0523042157292366,,0.0495772957801818,,0.0509407557547092,0.0509407557547092,,human,UP
RPS27L,,0.0693763047456741,,0.0323686487972736,0.0508724767714738,0.0508724767714738,0.0693763047456741,human,UP
AKR1B10,0.0139077138155698,0.072817288339138,0.018200458958745,0.0975611358880996,0.0506216492503881,0.0455088736489415,0.072817288339138,human,UP
TFF3,,0.0414892211556434,,0.0566734187304973,0.0490813199430704,0.0490813199430704,0.0414892211556434,human,UP
LIPF,0.0114290844649076,0.0847706273198127,,,0.0480998558923602,0.0480998558923602,0.0847706273198127,human,UP
IGHG1,0.0437551476061344,,0.0522990711033344,,0.0480271093547344,0.0480271093547344,,human,UP
IFITM3,,,,0.0475237518548965,0.0475237518548965,0.0475237518548965,,human,UP
ANPEP,0.03451943770051,0.0874660834670066,0.0321673229336738,0.0309758447110652,0.0462821722030639,0.0333433803170919,0.0874660834670066,human,UP
HLA-J,0.0707577839493751,,0.050632108002901,0.0144517663866281,0.0452805527796347,0.050632108002901,,human,UP
DMBT1,0.0515039786696434,,0.0338349565863609,0.0483001619577407,0.044546365737915,0.0483001619577407,,human,UP
GOLM1,0.0582898594439029,0.0338420793414115,0.0535437054932117,0.0295424535870552,0.0438045244663953,0.0436928924173116,0.0338420793414115,human,UP
IGJ,0.0444539152085781,0.0302130300551652,0.0564522147178649,,0.0437063866605361,0.0444539152085781,0.0302130300551652,human,UP
KRT20,0.0227929260581731,0.0991977155208587,0.0193558689206838,0.0327585339546203,0.043526261113584,0.0277757300063967,0.0991977155208587,human,UP
SPINK1,,0.0487012788653373,,0.0381490476429462,0.0434251632541418,0.0434251632541418,0.0487012788653373,human,UP
IGHV4-31,,0.0077596162445843,,0.0787215232849121,0.0432405697647482,0.0432405697647482,0.0077596162445843,human,UP
OLFM4,0.028458971530199,0.1113119944930076,0.0183831844478845,0.0138438045978546,0.0429994887672364,0.0234210779890418,0.1113119944930076,human,UP
MUC13,0.0610728748142719,0.0237626377493143,0.0514611005783081,0.030053773894906,0.0415875967592,0.040757437236607,0.0237626377493143,human,UP
MT1E,,0.0415225178003311,,,0.0415225178003311,0.0415225178003311,0.0415225178003311,human,UP
GPRC5A,0.0105446744710206,0.0200515482574701,,0.0926375612616539,0.0410779279967149,0.0200515482574701,0.0200515482574701,human,UP
IFI27,0.0253440793603658,0.0340095795691013,0.0152661865577101,0.0896041691303253,0.0410560036543756,0.0296768294647336,0.0340095795691013,human,UP
CFL1,0.0145187759771943,0.0450707599520683,0.0142239378765225,0.0874028727412223,0.0403040866367518,0.0297947679646313,0.0450707599520683,human,UP
REG4,0.0407170057296752,,0.0395992547273635,,0.0401581302285194,0.0401581302285194,,human,UP
TMSB4XP6,0.0475802384316921,,0.03270123898983,,0.040140738710761,0.040140738710761,,human,UP
