gene_symbol,logfc_dz:1068,logfc_dz:1067,logfc_dz:1069,mean_logfc,median_logfc,common_experiment,organism,signature_type
HSPA1A,0.1320468932390213,0.1820735782384872,0.2392124980688095,0.184444323182106,0.1820735782384872,0.1820735782384872,human,UP
RPL41,0.179489329457283,0.1168844252824783,0.0836615562438964,0.1266784369945526,0.1168844252824783,0.1168844252824783,human,UP
CRYAB,0.0823295339941978,0.1047866865992546,0.1793686151504516,0.1221616119146347,0.1047866865992546,0.1047866865992546,human,UP
FTL,0.1289312839508056,,0.1046890094876289,0.1168101467192173,0.1168101467192173,,human,UP
TPT1,0.1131555363535881,0.115038976073265,0.1085460111498832,0.1122468411922454,0.1131555363535881,0.115038976073265,human,UP
MT1H,0.1556142568588256,0.0887477099895477,0.077108159661293,0.1071567088365554,0.0887477099895477,0.0887477099895477,human,UP
GJA1,0.0905369818210601,0.0514848046004772,0.1711643785238266,0.1043953883151213,0.0905369818210601,0.0514848046004772,human,UP
SLC38A2,,0.0797773674130439,0.1128837987780571,0.0963305830955505,0.0963305830955505,0.0797773674130439,human,UP
MT1E,0.1042726710438728,0.1065167337656021,0.072097510099411,0.0942956383029619,0.1042726710438728,0.1065167337656021,human,UP
RPL23A,0.1113246008753776,0.0754454657435417,,0.0933850333094596,0.0933850333094596,0.0754454657435417,human,UP
C3,0.0962313339114189,0.0903143584728241,0.0894117504358291,0.0919858142733573,0.0903143584728241,0.0903143584728241,human,UP
RPL13AP5,0.1396050602197647,0.0685213655233383,0.0618912391364574,0.0900058882931868,0.0685213655233383,0.0685213655233383,human,UP
UBC,0.0568134523928165,0.1108001470565795,0.0994855463504791,0.0890330485999584,0.0994855463504791,0.1108001470565795,human,UP
SOD1,0.0849516466259956,0.0924757793545723,,0.0887137129902839,0.0887137129902839,0.0924757793545723,human,UP
HSPA8,0.1163579300045967,0.1195854321122169,0.024180656298995,0.0867080061386029,0.1163579300045967,0.1195854321122169,human,UP
PLP1,0.0244011916220188,0.1097755059599876,0.1217091381549835,0.0852952785789966,0.1097755059599876,0.1097755059599876,human,UP
MT1F,0.1216517463326454,0.0684327334165573,0.0654836446046829,0.0851893747846285,0.0684327334165573,0.0684327334165573,human,UP
CDK2AP1,,0.0865519791841507,0.0804209411144256,0.0834864601492881,0.0834864601492881,0.0865519791841507,human,UP
CNDP1,0.0322152487933635,0.1221049278974533,0.0821392685174942,0.078819815069437,0.0821392685174942,0.1221049278974533,human,UP
MT1X,0.1127999797463417,0.1016262024641037,0.0218564104288816,0.078760864213109,0.1016262024641037,0.1016262024641037,human,UP
RPS29,0.1203856915235519,0.0503758490085601,0.0648161992430687,0.0785259132583936,0.0648161992430687,0.0503758490085601,human,UP
MT1M,0.0678441077470779,0.1054319217801094,0.0580040663480758,0.0770933652917544,0.0678441077470779,0.1054319217801094,human,UP
ENPP2,0.040449384599924,0.0785888284444809,0.1087313666939735,0.0759231932461261,0.0785888284444809,0.0785888284444809,human,UP
RPL21,0.1266460567712783,0.0575633496046066,0.0416909642517566,0.0753001235425472,0.0575633496046066,0.0575633496046066,human,UP
RPL32,0.086910031735897,0.0675975754857063,0.0655203759670257,0.0733426610628763,0.0675975754857063,0.0675975754857063,human,UP
RPL13A,0.0936040803790092,0.0604312196373939,0.0651838108897209,0.073073036968708,0.0651838108897209,0.0604312196373939,human,UP
ACTB,0.0772035717964172,0.0973325446248054,0.0386892743408679,0.0710751302540302,0.0772035717964172,0.0973325446248054,human,UP
MT3,0.070622906088829,,,0.070622906088829,0.070622906088829,,human,UP
RPS18,0.0938125625252723,0.071019634604454,0.0446143448352813,0.0698155139883359,0.071019634604454,0.071019634604454,human,UP
RPS26,,0.0697218254208564,,0.0697218254208564,0.0697218254208564,0.0697218254208564,human,UP
