"","name","DrugBank.ID","unstratified_reversal","InII_reversal","IIInIV_reversal","PE_reversal","ESE_reversal","MSE_reversal","Drug description","ATC Code","Drug class"
"198","Oxyphenbutazone","DB03585",NA,NA,NA,NA,-0.362666239213371,NA,"Butylpyrazolidines","M01AA03","Antiinflammatory and antirheumatic products"
"199","Oxytetracycline","DB00595",NA,NA,NA,NA,NA,-0.318737245271782,"Tetracyclines","J01AA06","Antibacterials for systemic use"
"200","Papaverine","DB01113",-0.370805812318001,-0.432285020795782,-0.398621337753883,-0.437197626003483,-0.464115597265505,-0.396834224025078,"Drugs used in erectile dysfunction","G04BE02","Urologicals"
"201","Paracetamol","DB00316",-0.400169522748265,-0.352434779925811,-0.412493239140186,-0.353218320454951,-0.396182209072316,-0.434613296461281,NA,NA," "
"202","Pargyline","DB01626",-0.450403972305377,-0.433527696908891,-0.391710751705875,-0.450115665550209,-0.38237724748498,-0.374314676527768,"MAO inhibitors and diuretics","C02LL01","Antihypertensives"
"203","Paroxetine","DB00715",-0.368473600012263,NA,-0.410079134199233,-0.271680050761443,-0.500293461471717,-0.43209757681842,"Selective serotonin reuptake inhibitors","N06AB05","Psychoanaleptics"
"204","Pentamidine","DB00738",-0.341613451728957,-0.404378090677816,-0.347415416620417,-0.422728086111187,NA,-0.404801677228614,"Other agents against leishmaniasis and trypanosomiasis","P01CX01","Antiprotozoals"
"205","Pentolonium","DB01090",-0.425174726883818,-0.429491996137145,-0.455549828337448,-0.448990563056959,-0.50634121509556,-0.452249850051742,NA,NA," "
"206","Perhexiline","DB01074",-0.362286546615026,-0.2822583583491,-0.376207371170045,-0.289559368715062,-0.446609066689173,-0.268846541866159,"Other non-selective calcium channel blockers","C08EX02","Calcium channel blockers"
"207","Phenformin","DB00914",-0.323650219682267,-0.335783632930435,-0.341077689484845,-0.310041701839627,-0.43469043295507,-0.324301319514516,"Biguanides","A10BA01","Drugs used in diabetes"
"208","Phenindione","DB00498",NA,NA,NA,NA,-0.365802810541303,-0.344089108879572,"Vitamin K antagonists","B01AA02","Antithrombotic agents"
"209","Phenoxybenzamine","DB00925",-0.375697853706378,-0.380016807989459,-0.383031588086429,-0.343260536651845,-0.500118561592388,-0.330846101353254,"Other peripheral vasodilators","C04AX02","Peripheral vasodilators"
"210","Phentolamine","DB00692",-0.471322732498947,-0.455627881266417,-0.476157804684091,-0.438464608978257,-0.4861183178665,-0.478971246031422,"Antidotes","V03AB36","All other therapeutic products"
"211","Pimozide","DB01100",-0.443146341660361,-0.414589724397056,-0.436661020908458,-0.3826159994502,-0.535384606772393,-0.355028685704554,"Diphenylbutylpiperidine derivatives","N05AG02","Psycholeptics"
"212","Pioglitazone","DB01132",-0.422304736796653,-0.410686798952243,-0.391071670182248,-0.365191066435508,-0.47825370831523,-0.301849419090059,"Combinations of oral blood glucose lowering drugs","A10BD09","Drugs used in diabetes"
"213","Piracetam","DB09210",-0.465826244965401,-0.524442808111745,-0.473642108603363,-0.498206016942669,-0.431400133460737,-0.504501307179727,"Other psychostimulants and nootropics","N06BX03","Psychoanaleptics"
"214","Pivampicillin","DB01604",-0.477479933113343,-0.512675521125214,-0.47717238553437,-0.497914043552661,-0.463361166600137,-0.495395168582515,"Combinations of penicillins, incl. beta-lactamase inhibitors","J01CR50","Antibacterials for systemic use"
"215","Pramocaine","DB09345",-0.451581951140934,-0.394958956652796,-0.479810219430643,-0.403560281591153,-0.506589031789578,-0.427359714891768,"Anesthetics for topical use","D04AB07","Antipruritics, incl. antihistamines, anesthetics, etc."
"216","Prazosin","DB00457",-0.364455398334321,-0.434111224881903,-0.348611288899426,-0.411595925253083,NA,-0.399802615344351,"Alpha-adrenoreceptor antagonists and diuretics","C02LE01","Antihypertensives"
"217","Prenylamine","DB04825",-0.402066175253935,-0.312900038397892,-0.414261375673544,-0.309696239616143,-0.51491949079375,-0.315592252473244,"Other vasodilators used in cardiac diseases","C01DX52","Cardiac therapy"
"218","Prilocaine","DB00750",NA,NA,NA,NA,NA,-0.288283187742451,"Amides","N01BB54","Anesthetics"
"219","Primaquine","DB01087",-0.702125459972362,-0.648564711155484,-0.781197790645997,-0.634175171931481,-0.719220779053009,-0.594892077614915,"Aminoquinolines","P01BA03","Antiprotozoals"
"220","Procainamide","DB01035",-0.370102347314906,-0.336662243558204,-0.369692922800915,-0.349892719769948,-0.407108212428499,-0.336260784485456,"Antiarrhythmics, class Ia","C01BA02","Cardiac therapy"
"221","Procaine","DB00721",-0.45068681245363,-0.486873300135155,-0.448867083057657,-0.451277399790021,-0.454920255846156,-0.436625509682189,"Esters of aminobenzoic acid","N01BA52","Anesthetics"
"222","Prochlorperazine","DB00433",-0.396015127371645,-0.393976353460652,-0.420253200110992,-0.381354851620895,-0.464050359682284,-0.362836617342566,"Phenothiazines with piperazine structure","N05AB04","Psycholeptics"
"223","Procyclidine","DB00387",-0.589255543790081,-0.711668301450368,-0.582407761029373,-0.699176531304259,-0.419293394439921,-0.55673582569741,"Tertiary amines","N04AA04","Anti-parkinson drugs"
"224","Progesterone","DB00396",-0.381061021620053,-0.391441236938949,-0.408340023174866,NA,-0.373518464532644,-0.398996655593562,"Progestogens and estrogens, fixed combinations","G03FA04","Sex hormones and modulators of the genital system"
"225","Promazine","DB00420",-0.715729518527475,-0.652358476579194,-0.756442490404579,-0.61465855538223,-0.717356089408072,-0.71402219506029,"Phenothiazines with aliphatic side-chain","N05AA03","Psycholeptics"
"226","Promethazine","DB01069",-0.44181750790269,-0.431643178059323,-0.408755837842062,-0.422559515242048,-0.459168342102729,-0.430145791399939,"Phenothiazine derivatives","R06AD52","Antihistamines for systemic use"
"227","Propafenone","DB01182",-0.375732992741309,-0.36659658399997,-0.389403131445203,NA,-0.365034707973181,-0.415497447213796,"Antiarrhythmics, class Ic","C01BC03","Cardiac therapy"
"228","Propylthiouracil","DB00550",-0.436001313317154,-0.485752735571376,-0.442139407642794,-0.483610265015018,-0.430704911823045,-0.447458204365715,"Thiouracils","H03BA02","Thyroid therapy"
"229","Protriptyline","DB00344",-0.376180168609886,-0.407410112354779,-0.390961061300361,-0.3729602384543,-0.450247874108832,-0.360431165004182,"Non-selective monoamine reuptake inhibitors","N06AA11","Psychoanaleptics"
"230","Proxymetacaine","DB00807",-0.393149089142839,NA,-0.438577513484634,-0.378301557724501,NA,-0.36179998640839,NA,NA," "
"231","Puromycin","DB08437",-0.330701036406504,-0.248796884099662,-0.291655596425002,-0.253193013212931,NA,NA,NA,NA," "
"232","Pyrazinamide","DB00339",-0.383787649919136,-0.430086967152817,-0.401002762516353,-0.415358729615352,-0.389084374371577,-0.422149098398796,"Other drugs for treatment of tuberculosis","J04AK01","Antimycobacterials"
"233","Pyridoxine","DB00165",-0.344097100615614,NA,-0.34912659853664,NA,-0.404952860284063,-0.372445213712218,"Combinations of drugs for treatment of tuberculosis","J04AM08","Antimycobacterials"
"234","Pyrvinium","DB06816",-0.568576546777891,-0.494152725307383,-0.573255237184123,-0.471632332238487,-0.478740873018094,-0.459117264907641,"Other antinematodals","P02CX01","Anthelmintics"
"235","Quinethazone","DB01325",NA,-0.361668960751502,-0.331491682193995,-0.350255363255095,NA,-0.343016833319216,"Sulfonamides","G01AE10","Gynecological antiinfectives and antiseptics"
"236","Ranitidine","DB00863",-0.367837367924103,NA,-0.391092778066587,-0.3514577273967,-0.443936012337295,-0.302450795387083,"H2-receptor antagonists","A02BA07","Drugs for acid related disorders"
"237","Remoxipride","DB00409",-0.535150189093856,-0.573498614393807,-0.600668557486119,-0.525167630762368,-0.528754631043071,-0.508933841309617,"Benzamides","N05AL04","Psycholeptics"
"238","Repaglinide","DB00912",-0.375152805189875,-0.388051296676608,-0.347385401253485,-0.391961957444932,NA,-0.40018152217671,"Combinations of oral blood glucose lowering drugs","A10BD14","Drugs used in diabetes"
"239","Rescinnamine","DB01180",-0.413964450929826,-0.427572979437986,-0.450563820976726,-0.427497236950562,-0.478127969871002,-0.444149417519811,"Rauwolfia alkaloids and diuretics in combination","C02LA52","Antihypertensives"
"240","Reserpine","DB00206",-0.376416578699326,-0.372461767490453,-0.355353049038848,-0.39989429742039,NA,-0.437089039470657,"Rauwolfia alkaloids and diuretics in combination","C02LA51","Antihypertensives"
"241","Resveratrol","DB02709",-0.522323517533044,-0.510905589985106,-0.541056711929736,-0.48378780471886,-0.540326299874994,-0.452062815483355,NA,NA," "
"242","Riboflavin","DB00140",-0.375776052600569,-0.454779907909058,-0.373128915453389,-0.448699994424194,NA,-0.416291979744595,"Other plain vitamin preparations","A11HA04","Vitamins"
"243","Ribostamycin","DB03615",-0.363442986967147,-0.317488376789829,-0.39205097541927,-0.319350271680051,-0.393502121405635,-0.360054793288978,"Other aminoglycosides","J01GB10","Antibacterials for systemic use"
"244","Rifabutin","DB00615",NA,-0.22475039589739,NA,-0.183045703884953,NA,NA,"Antibiotics","J04AB04","Antimycobacterials"
"245","Rimexolone","DB00896",-0.50696103597676,-0.454153194353455,-0.537276051733539,-0.469611751032064,-0.552825074427542,-0.467318911866834,"Glucocorticoids","H02AB12","Corticosteroids for systemic use"
"246","Risperidone","DB00734",-0.420224622260507,-0.397578526918688,-0.447424941804096,-0.426123168250584,-0.379083323680468,-0.43779567236331,"Other antipsychotics","N05AX08","Psycholeptics"
"247","Ritodrine","DB00867",-0.423944843553626,-0.411990623779887,-0.467577470760928,-0.408592446209684,-0.449656250327444,-0.453580322037228,"Sympathomimetics, labour repressants","G02CA01","Other gynecologicals"
"248","Rolitetracycline","DB01301",-0.403506841470877,-0.429212433010694,-0.43232675881087,-0.429330120977694,-0.395673262624118,-0.456542571663854,"Tetracyclines","J01AA20","Antibacterials for systemic use"
"249","Rosiglitazone","DB00412",-0.378300605787382,-0.392505138209264,-0.402888959740748,-0.381161859587382,-0.397938779444291,-0.391351339176222,"Combinations of oral blood glucose lowering drugs","A10BD04","Drugs used in diabetes"
"250","Roxithromycin","DB00778",-0.43233696548464,-0.423082539614697,-0.485960730856295,-0.426902376287352,-0.447755963497383,-0.4464945177143,"Macrolides","J01FA06","Antibacterials for systemic use"
"251","Salbutamol","DB01001",-0.403354463971301,-0.428911306404753,-0.429097676200827,-0.417533077710738,-0.448189014737378,-0.435598749961268,"Adrenergics in combination with corticosteroids or other drugs, excl. anticholinergics","R03AK04","Drugs for obstructive airway diseases"
"252","Saquinavir","DB01232",-0.488822964136013,-0.540919990260016,-0.527439772675891,-0.538054333416754,-0.537633293875002,-0.479045073738814,"Protease inhibitors","J05AE01","Antivirals for systemic use"
"253","Scopolamine","DB00747",-0.695417787728477,-0.742638688368738,-0.745870148522572,-0.692773647791484,-0.730393701996729,-0.602952179698459,"Other hypnotics and sedatives","N05CM05","Psycholeptics"
"254","Sertaconazole","DB01153",-0.584254834850642,-0.527330877370124,-0.627179290877516,-0.511475894149597,-0.59830259559459,-0.570710656513554,"Imidazole derivatives","G01AF19","Gynecological antiinfectives and antiseptics"
"255","Simvastatin","DB00641",-0.576814289618731,-0.574068894860852,-0.574089765476687,-0.554942757222938,-0.499545310551709,-0.515435380959087,"Dipeptidyl peptidase 4 (DPP-4) inhibitors","A10BH51","Drugs used in diabetes"
"256","Sirolimus","DB00877",-0.469040388882023,-0.474966601915031,-0.550852964303787,-0.467923989233941,-0.499672161407972,-0.498787337807118,"Other ophthalmologicals","S01XA23","Ophthalmologicals"
"257","Sotalol","DB00489",-0.474369392894648,-0.492868343500369,-0.491281145431001,-0.525581818032501,NA,-0.459298337472395,"Beta blocking agents, non-selective","C07AA07","Beta blocking agents"
"258","Staurosporine","DB02010",-0.327300008937016,-0.310921791835037,-0.294268660334217,-0.287381562755693,-0.4561997449921,-0.367516860846126,NA,NA," "
"259","Sulconazole","DB06820",-0.456495890272598,-0.407406667860243,-0.495430700532475,-0.411259431864303,-0.580729571485966,-0.490975428533016,"Imidazole and triazole derivatives","D01AC09","Antifungals for dermatological use"
"260","Sulfadiazine","DB00359",-0.568918681909138,-0.560105870578864,-0.581766440865823,-0.570194638841235,-0.575973974151563,-0.532911893944237,"Combinations of sulfonamides and trimethoprim, incl. derivatives","J01EE06","Antibacterials for systemic use"
"261","Sulfadimidine","DB01582",-0.414401875459596,-0.39860021918996,-0.441176775131881,-0.399667699271299,-0.398511420452564,-0.435501147116313,NA,NA," "
"262","Sulfafurazole","DB00263",-0.331751854362489,-0.39846053628598,-0.370311816921366,-0.376041627495551,-0.432154025862216,-0.397409889216204,NA,NA," "
"263","Sulfamerazine","DB01581",-0.493534759724959,-0.441259873649306,-0.513040461599177,-0.462697103649905,-0.449559793438721,-0.463847098128831,"Long-acting sulfonamides","J01ED07","Antibacterials for systemic use"
"264","Sulfamethoxazole","DB01015",-0.586009288885841,-0.557089387018181,-0.62763640454884,-0.545874400871036,-0.638159493475022,-0.567661733362061,"Combinations of drugs for treatment of tuberculosis","J04AM08","Antimycobacterials"
"265","Sulfaphenazole","DB06729",-0.344502927386125,NA,NA,-0.368657358961292,NA,-0.403981829686588,"Sulfonamides","S01AB05","Ophthalmologicals"
"266","Terbutaline","DB00871",-0.443618990763121,-0.41619408530501,-0.444251677766468,-0.404826400099932,-0.377304182109458,-0.450421762996218,"Selective beta-2-adrenoreceptor agonists","R03CC53","Drugs for obstructive airway diseases"
"267","Terconazole","DB00251",-0.432305915168964,-0.412859733093339,-0.445387085706759,-0.349699511619936,-0.479890532914263,-0.466046851606406,"Triazole derivatives","G01AG02","Gynecological antiinfectives and antiseptics"
"268","Terfenadine","DB00342",-0.504557724435788,-0.424544144883613,-0.45903475391724,-0.425637770594065,-0.524830902605384,-0.378463134007558,"Other antihistamines for systemic use","R06AX12","Antihistamines for systemic use"
"269","Testosterone","DB00624",-0.40878353040618,-0.337037062901329,-0.405960876696191,-0.316301516230133,-0.429132965964641,-0.380154152279738,"3-oxoandrosten (4) derivatives","G03BA03","Sex hormones and modulators of the genital system"
"270","Tetryzoline","DB06764",-0.45229792180836,-0.391141525878708,-0.429897932365656,-0.392790223926949,-0.41478227656343,-0.401328409289109,"Sympathomimetics used as decongestants","S01GA02","Ophthalmologicals"
"271","Thalidomide","DB01041",-0.473961085520405,-0.450826257313499,-0.502457685945489,-0.470840157211786,-0.466244000331284,-0.502103998703542,"Other immunosuppressants","L04AX02","Immunosuppressants"
"272","Theobromine","DB01412",-0.359235096087982,NA,-0.414429038282247,NA,NA,-0.441627758125826,"Xanthine derivatives","C03BD01","Diuretics"
"273","Thiocolchicoside","DB11582",-0.532687616785113,-0.476585873237688,-0.556204749570314,-0.446970846316532,-0.58971272928068,-0.563427584805702,"Other centrally acting agents","M03BX05","Muscle relaxants"
"274","Thioridazine","DB00679",-0.476701006433968,-0.382413043749745,-0.461163062465063,-0.38937201732217,-0.522703468414603,-0.368798609849232,"Phenothiazines with piperidine structure","N05AC02","Psycholeptics"
"275","Tobramycin","DB00684",-0.475222754793587,-0.528884521706397,-0.512342937574328,-0.490324896577449,-0.492047509897955,-0.452896396161678,"Antibiotics","S01AA12","Ophthalmologicals"
"276","Tolbutamide","DB01124",-0.410802639198137,-0.481943420592632,-0.441504340061253,-0.446416723613364,-0.464549832686053,-0.42097127195337,"Tests for diabetes","V04CA01","Diagnostic agents"
"277","Tolmetin","DB00500",-0.412698333677539,-0.39125710875969,-0.404982773164053,-0.389554635763736,-0.403072632754893,-0.414309883626485,"Acetic acid derivatives and related substances","M01AB03","Antiinflammatory and antirheumatic products"
"278","Torasemide","DB00214",-0.350344526775397,-0.415885210373669,-0.333473582204234,-0.426788158717686,NA,-0.39725143187695,"Sulfonamides, plain","C03CA04","Diuretics"
"279","Tranylcypromine","DB00752",-0.436600353456949,-0.412795298596969,-0.445832630800553,-0.390851875048356,-0.449181214504188,-0.426177351159636,"Monoamine oxidase inhibitors, non-selective","N06AF04","Psychoanaleptics"
"280","Trazodone","DB00656",-0.473742792392012,-0.451766910308391,-0.485752082677831,-0.433307637081615,-0.530397914808759,-0.394665799299447,"Other antidepressants","N06AX05","Psychoanaleptics"
"281","Tretinoin","DB00755",-0.552413446090288,-0.461270479489625,-0.534605574824914,-0.487943292759622,-0.480957013097611,-0.510128113472258,"Retinoids for topical use in acne","D10AD51","Anti-acne preparations"
"282","Trifluoperazine","DB00831",-0.608380827485609,-0.527323560857654,-0.608152090406404,-0.522722704810364,-0.711430270496981,-0.51129470685084,"Phenothiazines with piperazine structure","N05AB06","Psycholeptics"
"283","Trifluridine","DB00432",-0.290675947751437,-0.275835085242718,-0.269907453634503,-0.272227581911395,NA,-0.288404943461319,"Pyrimidine analogues","L01BC59","Antineoplastic agents"
"284","Triflusal","DB08814",-0.364547864976873,-0.42548580448878,-0.342276406211702,-0.410428139751302,NA,-0.396190455584652,"Platelet aggregation inhibitors excl. heparin","B01AC18","Antithrombotic agents"
"285","Trimetazidine","DB09069",-0.426848843573334,NA,-0.434165653462202,-0.363742545601662,-0.457553586323102,-0.398621966168083,"Other cardiac preparations","C01EB15","Cardiac therapy"
"286","Trimipramine","DB00726",-0.490522126369413,-0.423328346980667,-0.552717763748026,-0.398628935319358,-0.559143072407402,-0.41778539128108,"Non-selective monoamine reuptake inhibitors","N06AA06","Psychoanaleptics"
"287","Trioxysalen","DB04571",-0.383351696643993,-0.381247201741397,-0.415414987584518,-0.384952759094506,-0.3685742595319,-0.372472564271759,NA,NA," "
"288","Triprolidine","DB00427",NA,NA,NA,NA,NA,-0.283635477964229,"Other antihistamines for systemic use","R06AX07","Antihistamines for systemic use"
"289","Troglitazone","DB00197",-0.267571040042898,-0.229373353675669,-0.266871164131685,-0.199164752955069,-0.399056071738663,-0.236711886358579,"Thiazolidinediones","A10BG01","Drugs used in diabetes"
"290","Tropicamide","DB00809",-0.449286263586694,-0.465206475799575,-0.425747132198813,-0.484091340341559,-0.387051315782486,-0.490443357677123,"Anticholinergics","S01FA06","Ophthalmologicals"
"291","Tyloxapol","DB06439",-0.404664256956879,-0.468918705790989,-0.428491134863258,-0.447670091248708,-0.376021499264444,-0.448078475824948,"Expectorants","R05CA01","Cough and cold preparations"
"292","Ursodeoxycholic acid","DB01586",-0.329068183276995,-0.392404043938962,-0.312518985853151,-0.368859535946009,NA,-0.351304487896927,"Bile acids and derivatives","A05AA02","Bile and liver therapy"
"293","Valproic acid","DB00313",-0.534585483931231,-0.545953347623024,-0.549184970669989,-0.49997449825313,-0.531708336186132,-0.495421477168295,"Fatty acid derivatives","N03AG01","Antiepileptics"
"294","Verteporfin","DB00460",-0.277056748959755,-0.327336541268735,-0.289344319017096,-0.327542707861929,NA,-0.355898103493264,"Antineovascularisation agents","S01LA01","Ophthalmologicals"
"295","Vidarabine","DB00194",-0.399299515142905,-0.299595867708109,-0.361663530923077,-0.294655611875515,-0.362594111852384,-0.329854434952588,"Nucleosides and nucleotides excl. reverse transcriptase inhibitors","J05AB03","Antivirals for systemic use"
"296","Vorinostat","DB02546",-0.327040760185633,-0.311947845130939,-0.334691953619732,-0.319670988564412,-0.456132497890364,-0.288598538069534,"Other antineoplastic agents","L01XX38","Antineoplastic agents"
"297","Xylometazoline","DB06694",-0.436410390533934,-0.433761224773378,-0.468710148229505,-0.437611597157117,-0.540700859772497,-0.454797635560928,"Sympathomimetics, combinations excl. corticosteroids","R01AB06","Nasal preparations"
"298","Zomepirac","DB04828",-0.509235407446519,-0.450691604601208,-0.569423653194888,-0.45510276987872,-0.619597068571805,-0.552955541551977,"Acetic acid derivatives and related substances","M01AB04","Antiinflammatory and antirheumatic products"
"299","Zuclopenthixol","DB01624",-0.689203413474968,-0.690746275778621,-0.712147303983641,-0.66159452049584,-0.711121737636401,-0.565870336244354,"Thioxanthene derivatives","N05AF05","Psycholeptics"
