"","pathway","unstratified","InII","IIInIV","PE","ESE","MSE","adipiodone","bepridil","cloperastine","cycloserine","fenoprofen","flumetasone","flunisolide","iopanoic acid","irinotecan","levonorgestrel","medrysone","metolazone","primaquine","procyclidine","promazine","scopolamine","sertaconazole","sulfamethoxazole","trifluoperazine","zuclopenthixol"
"41","HEME_METABOLISM",-1.67404036439807,-1.66493046551326,-1.23274101089483,-1.04087397330235,0.746934440187863,-0.585865915518641,-0.831828673375321,-1.27237615671016,0.837691701817846,-0.89356803367963,0.832486948249698,-0.837086693840424,0.738230139935712,0.851805356164261,-1.2133657744704,0.93916385692029,0.934759376783226,-0.768372686124732,0.643232755983511,-1.09987209280241,0.946420862847659,-0.801523925014018,-0.820832071252927,-0.882766453216753,1.01417502951731,1.02358826451647
"42","COAGULATION",-1.95043353386001,-1.12638353630798,-1.92028157550311,-1.19208284709418,-1.13611450766998,1.03670013596197,-1.06884150311584,-1.13190490325857,1.05785596050708,-0.981516827978747,1.08121531411956,-1.04039927558522,-1.1918159697044,1.20973910087823,1.29063910042527,1.27479535759268,1.26557199817296,1.02875850845927,-1.27899454523788,-0.89855790240984,1.08775617013369,1.23233200329331,-0.995126341505126,-1.30518813594017,-1.0869809822802,0.932763112919578
"43","IL2_STAT5_SIGNALING",1.02421935858491,0.815557361928409,0.853108502456021,1.02757883142089,1.02519735134931,1.28401699756165,-0.72746871309349,1.13315112441154,0.849524175711902,0.829922445723314,0.931501984876669,0.882899264398974,0.965754447172885,1.20440236978185,-0.884492992958499,1.05391561586576,0.919585759316775,0.782663439195125,1.34383763866109,-0.781040427176118,-0.991448437457931,0.795625627967155,-0.674272103009105,-1.00044551208432,1.22919744116792,0.754719953781918
"44","BILE_ACID_METABOLISM",1.00727081493948,1.04976629255126,1.15356467141436,0.90832099061301,0.782912739434478,1.18041355261505,-1.0339246302242,-1.00396138756345,1.06435370950088,1.01081811762794,0.853901076873212,-0.849377966859711,-0.917907707732545,0.892599439542342,0.924882451972224,0.87683762509895,1.08952519475233,0.895309664860376,-1.01485523610553,-1.09922912511366,-0.892052789213362,1.05222509297655,-0.922125638260833,0.939934494406358,1.34890236533332,-0.998647025458108
"45","PEROXISOME",1.28024905317482,1.53232973931927,1.43684367222717,1.58430378644466,-1.02949965651034,-1.03534418887756,-0.767528523335647,0.768857979667032,-0.964011609280071,-0.915927696119959,0.85334070406611,-0.771840824733297,-0.740194875822282,-1.2175514248396,0.772154813568244,0.740456320549857,0.557709097156289,-0.951496929507615,-0.621557963085911,-0.780934361952452,-0.815500402447549,-0.797168672481049,-0.781861067217233,0.987431494301311,0.74864811668418,-0.852546162384976
"46","ALLOGRAFT_REJECTION",-1.01974170042463,0.843210455370095,-1.10339349082511,-1.06055077715959,-1.11422251155308,-1.3721175436819,-1.11632301326214,0.996465852885865,1.35354190970999,0.909165633146748,-0.919336863987573,-1.11974568430817,0.92496601096266,1.10525667868102,1.14246373162986,1.0377624170942,1.07883778036585,1.03685017163585,-1.06057312045952,-0.990279274906523,-1.20809897358379,0.844578901151914,-1.03280831817098,-1.33343895029378,1.07748446783838,1.0849009549961
"47","SPERMATOGENESIS",2.20333517038406,2.18336704632038,2.07839368178824,2.04289525976597,1.18903884250607,1.57865396953778,-1.16035960081623,-1.05769477695238,-1.00516693889544,1.0614043241715,1.11332783571618,-1.13617545189458,-1.08142802211245,1.11947596242666,-1.13284165778528,0.848261064748886,1.18759898855905,1.07586138810804,-0.925990529873639,1.15215004101213,0.893474388251989,1.26603551461524,-1.15245813941503,-1.61042641229965,0.886543633212032,1.0383504343124
"48","KRAS_SIGNALING_UP",0.937758556990664,1.11669552003523,0.865624692307619,1.18978687380505,1.08518817880527,-1.19514591252662,-0.969934652506495,1.00235561052208,-0.86739895858394,1.13466191049454,-1.18620016994559,-1.14755332389284,-0.906064742617668,0.994689194365332,1.59724025711195,1.28237559824072,1.2159842509202,1.11783335887311,-0.909255388054688,-0.843117040072556,-1.13546272087684,0.95329983076695,-1.40694893512605,-1.0567607000169,1.46247499343849,1.11318752889032
"49","KRAS_SIGNALING_DN",-1.08660652757868,-1.26095845722656,-1.1413462746469,-2.04856610287944,-1.43596877655649,-1.38177550099275,-1.21341201469831,-1.11900823367238,-1.1086530708941,-1.16572472602072,-1.07473929293779,1.13846722795111,1.20537672128958,1.20447861269473,1.72730431937688,1.36857610597044,1.37536171238135,1.34208810691363,-1.20583975024074,-1.04487955539685,-1.18415784112268,1.30116644556366,-1.25964018271044,-1.10677389281364,-1.29641318808021,1.10158177826244
"50","PANCREAS_BETA_CELLS",NA,NA,NA,-0.889625105651465,NA,NA,-0.997780698423989,1.00924813559749,-0.833655669618552,1.08623250354185,1.25547795816816,-0.901763647747715,1.22658219711229,1.62217571519647,1.53819156434185,1.36994670270069,1.39420056728046,1.11632272748925,-1.29634854168128,1.15417416479474,1.04150325486012,1.41621606987416,-1.17622192017744,-1.12026106700005,1.07498449617419,1.17453766485324
