"SYMBOL","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
UTP14A,0.184064077178775,-0.0629184174741436,0.085,0.106,1
DIDO1,0.184253051882959,0.0387032036050526,0.143,0.117,1
COMMD5,0.184269194682121,-0.100540862188333,0.117,0.153,1
FSTL1,0.184468211390868,0.0452657349373777,0.588,0.572,1
PHLDA1,0.184481142191225,0.3016514516036,0.466,0.355,1
CITED4,0.184588052138169,0.262060419918053,0.656,0.646,1
GFPT1,0.184792910932904,-0.0312160782741537,0.166,0.154,1
CLASRP,0.184957389620975,0.0582752651766125,0.108,0.101,1
CCDC58,0.185038067256921,-0.0963617433875049,0.071,0.106,1
C1orf174,0.185336122648026,-0.0353275779626862,0.088,0.101,1
TMEM161A,0.185647633169994,-0.0930127680982648,0.093,0.119,1
COPS8,0.185724950831431,-0.0520392644964002,0.238,0.236,1
CHID1,0.185821781749513,-0.142358390052173,0.194,0.238,1
RAD1,0.18582355697257,-0.0045643280844333,0.108,0.112,1
COPS6,0.185837722641722,-0.206302506689396,0.302,0.356,1
TNKS1BP1,0.185990113410212,0.112206401985705,0.206,0.143,1
GSTP1,0.186246147414796,-0.284184170385473,0.71,0.732,1
MXRA7,0.186348251014442,0.157710886024815,0.383,0.356,1
PGGT1B,0.186358699093057,-0.0586790284223135,0.106,0.123,1
CARD16,0.186603876884026,-0.536565086849316,0.293,0.409,1
ARHGEF10,0.186958496129847,-0.0326340012601105,0.16,0.146,1
RNF5,0.187126622411074,-0.135532770388805,0.159,0.198,1
PDHB,0.187284196644468,-0.121058976186656,0.178,0.219,1
MRE11,0.18757436379502,-0.0582266435583858,0.105,0.127,1
EZH2,0.187716188721232,-0.0518547770912546,0.131,0.13,1
CD47,0.187831752616008,0.0335692471453722,0.255,0.245,1
CLUAP1,0.187960076714561,-0.122440955756774,0.081,0.103,1
VARS,0.18797581327247,0.0105222713639224,0.105,0.109,1
KMT5A,0.188021416447542,0.0451960737183416,0.255,0.25,1
PHF1,0.188298977104581,0.136649853949673,0.15,0.107,1
BEX5,0.188434624635019,-0.232307723826044,0.086,0.13,1
GON4L,0.188545476040578,0.078868969419325,0.215,0.187,1
PLVAP,0.188947726113912,-0.231026692147217,0.345,0.413,1
CDIPT,0.188970141973453,-0.159015921229855,0.179,0.221,1
PARP14,0.189007205875965,0.00383485500449443,0.348,0.34,1
PDIA3,0.189030165977276,-0.0509288288681611,0.648,0.667,1
MACF1,0.189063641432218,-0.072568181651868,0.572,0.58,1
SNX1,0.189415443929851,-0.0841978360548006,0.185,0.212,1
TMEM87B,0.189420124468955,-0.0669210596160605,0.146,0.146,1
TMEM14B,0.18948827695365,-0.259414781862619,0.301,0.355,1
NME7,0.189605564732479,-0.0518565393006624,0.078,0.105,1
RAPGEF2,0.189853224510993,0.0456795739077858,0.211,0.173,1
GNL2,0.1899883725907,0.0346264656433614,0.131,0.123,1
EFNA1,0.190231143442939,0.0892515679182475,0.371,0.349,1
ZEB2,0.190358721105093,0.190042755126408,0.162,0.107,1
MDK,0.190460435699997,-0.103343839907176,0.569,0.584,1
ELN,0.190881254462081,0.0501534527082973,0.154,0.147,1
TSG101,0.191071320611509,-0.0929462721543124,0.213,0.219,1
NELFCD,0.191184840002041,-0.0728201707179333,0.166,0.167,1
MSL1,0.191251310822002,0.085852691743275,0.232,0.189,1
TLR4,0.191252473301067,-0.0421449865542104,0.106,0.118,1
ERRFI1,0.191291927871811,0.237262201073959,0.229,0.129,1
CAPZA2,0.191301229231891,-0.100641155549498,0.478,0.495,1
C2orf74,0.191362952090404,-0.121681256218965,0.054,0.101,1
TUG1,0.191508352916377,-0.0585977813520547,0.271,0.255,1
DTX3L,0.191514917975534,-0.102465807493698,0.107,0.133,1
PATL1,0.191651886437547,0.172461967058877,0.175,0.102,1
ROBO4,0.191655759475466,-0.104761867631314,0.344,0.386,1
CLINT1,0.191757910146771,0.0503141256841998,0.338,0.324,1
PPP1R12C,0.19181259336184,0.00366864305106129,0.138,0.137,1
KTN1,0.192235487082403,0.0536746006055555,0.707,0.697,1
SEC22B,0.192597541648892,-0.138837947222122,0.203,0.237,1
BANF1,0.19277594665783,-0.315926332678029,0.491,0.546,1
MICA,0.193147776061102,0.0397522517064514,0.127,0.12,1
C15orf40,0.193172737964261,-0.0715220978193256,0.118,0.142,1
GNAI3,0.193207307219575,0.215189822111705,0.39,0.337,1
CPSF6,0.193467896957864,-0.0292167648800487,0.189,0.201,1
RPS15A,0.193502839757794,-0.165725520001135,0.946,0.959,1
SNIP1,0.193529844247867,0.0394588456139714,0.109,0.095,1
LUZP1,0.193651332196117,0.193031045991709,0.494,0.454,1
RNF8,0.193735531949527,0.0115736838378885,0.124,0.125,1
KIAA0232,0.193947403127768,0.0540071377985117,0.197,0.143,1
DNASE1L1,0.193993030476656,-0.0513234009202363,0.09,0.101,1
TOMM34,0.19406922786442,-0.0379083944259322,0.106,0.114,1
FAM177A1,0.19412501753666,-0.0185083780219879,0.383,0.389,1
COX7B,0.194130585143545,-0.35982833875728,0.575,0.662,1
DARS,0.194249443211428,-0.0236670791375224,0.214,0.197,1
CD46,0.194272145280833,0.0564636628906454,0.557,0.549,1
RC3H1,0.19448138565106,0.120029491933455,0.248,0.19,1
UBAP2,0.194731583460086,0.1718306655757,0.212,0.159,1
INO80E,0.194939823063152,-0.0970883583472116,0.094,0.126,1
TRIM47,0.194979729552037,0.00998868732387015,0.264,0.257,1
GPX7,0.195702785567008,0.0368609574851738,0.126,0.107,1
LRRFIP2,0.195714485220188,0.189321218968501,0.294,0.234,1
SLC7A5,0.195742038937871,0.0958789779915528,0.107,0.053,1
PLEKHB2,0.195984411606231,0.250848770675657,0.405,0.314,1
CTSA,0.196054942840601,-0.111118640745533,0.216,0.261,1
SLPI,0.196121137391865,0.254492264957068,0.138,0.103,1
FYTTD1,0.196539120122349,-0.0158625722793159,0.3,0.298,1
CDH24,0.196589138273331,-0.136930137443052,0.081,0.122,1
DNPEP,0.196611053555033,-0.0467075113606613,0.134,0.148,1
PDS5B,0.196624527148415,-0.0426163399754146,0.245,0.246,1
HSP90B1,0.196709834502513,0.275875759495861,0.826,0.797,1
RALBP1,0.196770628888902,0.116869357179772,0.381,0.342,1
GGA2,0.19690991783885,0.041544476104477,0.105,0.089,1
NUDT2,0.196985859860426,-0.0320371601365623,0.124,0.136,1
TRIM24,0.197075643266181,0.0466925351668327,0.135,0.112,1
S1PR1,0.19735337245207,0.447834193527455,0.388,0.254,1
CKAP4,0.197512571245041,0.0331609582800895,0.277,0.266,1
MRPS27,0.197529453174677,-0.0525151063586457,0.093,0.105,1
MORN2,0.197605381241178,0.00543108670945519,0.118,0.136,1
RREB1,0.197860839874499,-0.0926072928573156,0.14,0.154,1
ARRB1,0.197895562207871,-0.067218895482881,0.086,0.109,1
SPATS2,0.19806732342743,0.0599069362717097,0.275,0.223,1
PPP3CC,0.198242264854985,0.0828158600146561,0.106,0.069,1
LXN,0.198362662850961,-0.0257124037004473,0.155,0.173,1
FBLN1,0.198368626343482,0.0532182434411115,0.207,0.178,1
DRAM2,0.198390138521197,-0.119524627940888,0.116,0.14,1
CA5B,0.198753346545383,0.053755237773904,0.105,0.08,1
FXN,0.1990163458391,-0.0982777963279062,0.103,0.131,1
BASP1,0.199074786686639,-0.105175538742657,0.396,0.426,1
MRPS2,0.19908772796094,-0.0513915697910817,0.178,0.178,1
RALY,0.199129643669744,-0.158728605367295,0.321,0.368,1
RNF13,0.199187651931678,0.0169573116672493,0.185,0.186,1
SLC38A1,0.199188865865185,-0.041634202277315,0.203,0.212,1
ARAP2,0.19973967319668,0.118394496069825,0.207,0.174,1
COIL,0.199756202529223,0.02257190289781,0.11,0.105,1
CTDSP2,0.200041147522562,-0.0606522624051297,0.255,0.236,1
NKTR,0.200121142533159,0.0920249491959761,0.461,0.427,1
ORMDL2,0.200409161412693,-0.0791758840635077,0.14,0.166,1
PER3,0.200575346938478,-0.166724614486023,0.06,0.112,1
GALNT4,0.20072032299416,-0.00872840104607187,0.105,0.085,1
COPB1,0.200806303141006,-0.024103778076873,0.315,0.285,1
TIMM17A,0.200816241034263,-0.0373922639666884,0.236,0.238,1
FASTKD2,0.201081902355517,-0.0203556905320527,0.165,0.154,1
RASSF2,0.201242876560433,0.0628173290094218,0.15,0.105,1
SLC39A3,0.201289180040067,-0.142343671031353,0.103,0.151,1
KHDC4,0.201374803038038,0.18048626808434,0.181,0.111,1
ARL4A,0.201472914227541,0.55806073075032,0.534,0.402,1
RIOK3,0.201642773373108,0.297711433542445,0.353,0.269,1
SACS,0.201863025571686,-0.0515531839690604,0.149,0.13,1
CDKN3,0.202092331899079,-0.234187708598386,0.053,0.119,1
MAPK14,0.202106776457368,0.0287508754098437,0.104,0.081,1
ATG4B,0.202112456036726,0.00744942718201796,0.176,0.173,1
ZNF467,0.202236078541337,-0.0579643919153839,0.096,0.109,1
TNFRSF4,0.202276458971876,0.130940220066445,0.202,0.147,1
JTB,0.202338653709131,-0.117855436079755,0.383,0.41,1
TMED10,0.202340569764938,0.0209423928782539,0.433,0.417,1
TNFAIP8,0.202511843994418,0.225194484669508,0.162,0.093,1
ZNF160,0.202537268017959,0.074436827395065,0.13,0.11,1
NUFIP1,0.20269465837059,-0.0544667026206975,0.075,0.105,1
DNAJC17,0.202822561113686,-0.10864683879332,0.066,0.101,1
MCF2L,0.203052472114292,0.0147105593745617,0.135,0.117,1
MNT,0.203149847459593,0.0431196564187001,0.115,0.089,1
PCBP1,0.203419317061515,0.0503093640432195,0.582,0.558,1
H2AFX,0.203423004059966,-0.0291420498300603,0.266,0.269,1
DCTN4,0.203444957455651,-0.0575786704988738,0.183,0.182,1
CFAP36,0.203470078051206,-0.0736885830646934,0.184,0.203,1
CCDC43,0.203575617189123,-0.0386224674029855,0.114,0.131,1
MED29,0.203597626198658,-0.126151167975786,0.128,0.143,1
ZDHHC2,0.203615475156079,-0.109469944132363,0.099,0.131,1
MT-ND3,0.203626600190417,-0.241512240118444,0.957,0.95,1
TTF1,0.203643827428093,-0.0322610422635302,0.104,0.118,1
GYG1,0.203743946796871,-0.14891811937643,0.101,0.148,1
LHFPL2,0.203893759420546,0.107071532976395,0.121,0.065,1
CASP8AP2,0.203962875627002,-0.0198463423575941,0.085,0.1,1
UBA2,0.204039386157292,0.0429588903847113,0.253,0.218,1
PRRC1,0.204085676194877,0.0060195566718742,0.154,0.146,1
BICD1,0.204249926740857,-0.0123871275041723,0.119,0.121,1
JARID2,0.204378130144289,0.0943361578808124,0.269,0.227,1
LPGAT1,0.204387211871557,0.00499132421106074,0.205,0.191,1
TOMM40,0.204419722065135,-0.110009346341573,0.184,0.203,1
YBEY,0.204595949661205,-0.0458610749564993,0.132,0.141,1
APPBP2,0.204673702655676,-0.0290543609619866,0.182,0.161,1
APTX,0.20491779962117,-0.0193402269268747,0.098,0.111,1
ACTR6,0.205033971364027,-0.0261732594776485,0.141,0.16,1
FDPS,0.205049198915646,-0.115687344279801,0.342,0.369,1
DOCK6,0.205322854695231,-0.0445156801782163,0.219,0.196,1
GLA,0.205339457161107,-0.108209592515251,0.135,0.172,1
NETO2,0.205482417434794,0.01403673721268,0.109,0.102,1
COX5B,0.205488046393846,-0.271329112330178,0.627,0.672,1
BTBD6,0.205574013883115,-0.106153370278638,0.11,0.133,1
ARHGDIA,0.205674313734262,-0.0380468070985973,0.44,0.429,1
C16orf87,0.205922426336851,0.0397508444111512,0.17,0.144,1
OPA1,0.206327874816065,-0.0633374731582302,0.162,0.159,1
TGM2,0.20704692232864,0.14399213670493,0.472,0.426,1
SLC35B1,0.207240606030841,-0.132364582136127,0.196,0.223,1
FMC1,0.207457117044384,-0.22200053056487,0.204,0.277,1
TMEM179B,0.207565709007097,-0.207847398874298,0.258,0.313,1
SH3BP2,0.207604072245026,0.00810285861782661,0.166,0.157,1
CREB1,0.208074973472203,0.0438944563385677,0.211,0.197,1
MED8,0.20811408329311,0.0241955700100319,0.162,0.154,1
GRB2,0.208366400275685,-0.0289752625711944,0.321,0.315,1
CALM2,0.208394114759873,-0.0777922788814251,0.771,0.782,1
TRIQK,0.208468955205713,-0.105313948472383,0.11,0.138,1
ICE2,0.209330840277089,-0.0297944567236644,0.123,0.131,1
GOLGA3,0.209423732556392,-0.0367473842804703,0.166,0.155,1
SRSF4,0.209435322362966,0.154480724671321,0.44,0.378,1
P3H2,0.209472983036816,-0.079606780628498,0.148,0.139,1
TMEM160,0.20971442921197,-0.229818817623128,0.247,0.307,1
CTTN,0.209745560894607,0.0999312899098509,0.393,0.327,1
TEX10,0.209756466124997,0.0676239254439215,0.137,0.101,1
RNF144B,0.21004098708716,-0.055466917963889,0.094,0.132,1
LARP1,0.210554281623987,-0.0245525342517064,0.284,0.286,1
ECI1,0.210825014704231,-0.111875165605886,0.163,0.198,1
AKR1B1,0.211076689879667,-0.130740979558742,0.122,0.153,1
MTFP1,0.211384569425404,-0.0733105128036135,0.151,0.157,1
IRAK3,0.211493262338342,0.0720335833635004,0.132,0.114,1
FJX1,0.211547289311146,0.044750882071979,0.113,0.094,1
RAP1B,0.211553300563698,0.364261707849548,0.596,0.504,1
HDDC3,0.211577743425331,-0.115225718026134,0.082,0.11,1
NDUFB8,0.212571549374306,-0.189134037340565,0.488,0.52,1
PARK7,0.212664560036747,-0.221716501264808,0.546,0.579,1
PRC1,0.213209808165996,-0.211001218165031,0.063,0.106,1
CDC42EP2,0.213294980778558,0.0603740446649559,0.166,0.134,1
RALB,0.213613981502945,-0.0942067651884871,0.255,0.261,1
MANBAL,0.214018206541484,-0.111154666751149,0.093,0.121,1
ST6GAL1,0.214127124084924,-0.122726158544233,0.109,0.132,1
DAP3,0.214170523756611,-0.117630193730347,0.214,0.231,1
RBM38,0.214173595170443,0.0490020057813225,0.1,0.082,1
MDFI,0.214287031602392,-0.00976357188702248,0.097,0.103,1
AFMID,0.214756026826475,-0.0035050235691067,0.091,0.108,1
INTS3,0.214803237338766,-0.0556873895067957,0.125,0.13,1
ANAPC15,0.214831056877272,-0.136028839197088,0.145,0.198,1
ARID2,0.214903921754686,0.0378029696744411,0.159,0.135,1
CLN3,0.215231222272798,-0.0972059961804758,0.076,0.107,1
PRKACB,0.215337180171737,-0.107419584419737,0.134,0.171,1
USP33,0.215364240047829,-0.0565635093842981,0.171,0.178,1
AGTRAP,0.215367967177172,-0.109898045992991,0.162,0.2,1
ATXN10,0.21541319927283,-0.0769509155207756,0.199,0.215,1
ENDOD1,0.215507022907645,-0.0654081892727652,0.115,0.115,1
SMARCAD1,0.21562202330012,-0.0841260332662518,0.135,0.159,1
MX1,0.215937015600335,-0.151632832852821,0.085,0.12,1
KDM6A,0.21597045984583,0.106975274621413,0.187,0.151,1
CEP290,0.21610475480831,-0.0445354606286145,0.108,0.114,1
ERC1,0.216148943090569,0.0509502949524606,0.195,0.16,1
ZNF83,0.216323316146938,0.091965030723262,0.172,0.136,1
MDN1,0.216420702046527,-0.0454061923793084,0.111,0.119,1
PIGK,0.216549309124298,-0.0577787472661558,0.107,0.129,1
HNRNPR,0.216735639061346,0.0130411277136566,0.462,0.459,1
MGLL,0.216991781900737,0.114199948520374,0.139,0.095,1
COX7A1,0.217136029564431,-0.174226147399197,0.359,0.414,1
ZNF516,0.217158035552526,-0.00366101492259341,0.125,0.107,1
PMS1,0.217315423388338,-0.0600629834811821,0.077,0.108,1
PLPP3,0.217332120045915,0.513506827590851,0.452,0.334,1
AC008875.3,0.217437342668763,-0.070751849274081,0.155,0.158,1
EMP2,0.217672736964508,-0.0262613579484318,0.352,0.359,1
ARFGEF1,0.217805606225651,0.0242833270537982,0.204,0.191,1
PHF14,0.217859120781526,-0.112671536340239,0.29,0.314,1
ARL2,0.218192438497279,-0.300238904057533,0.375,0.442,1
SRI,0.218200223698787,-0.0251846741176438,0.372,0.381,1
CNST,0.218557946663888,0.294995340286088,0.25,0.16,1
SRRM2,0.218760062962242,0.105589110177535,0.613,0.594,1
NDUFAF6,0.218804807782528,-0.0834954245189825,0.071,0.113,1
SNAP29,0.218837457161479,0.0138560401858223,0.135,0.134,1
CCDC115,0.218853975158351,-0.106568760656303,0.079,0.103,1
VAPA,0.218856289191876,0.222512804174871,0.633,0.571,1
SENP7,0.218876942932776,-0.0381234340709135,0.165,0.179,1
IDH3G,0.219096180969361,-0.0961349419325131,0.199,0.228,1
IFI16,0.219418490462029,-0.186271595834713,0.608,0.647,1
RAB8A,0.219491654764932,-0.0817797405448137,0.165,0.209,1
TMEM205,0.219655041631128,-0.0974915051065255,0.292,0.323,1
MSRA,0.219786724573064,-0.0910382094813184,0.192,0.212,1
SNHG16,0.219792881604016,0.0614691552746687,0.396,0.362,1
DRAM1,0.220228312284642,-0.0522118165680944,0.127,0.119,1
SREBF1,0.22042554221399,0.0755655883370452,0.143,0.107,1
PRPF6,0.22055128673028,-0.0505200390141127,0.182,0.198,1
LYRM2,0.220586783404199,-0.0576264940932598,0.179,0.195,1
PGR,0.220801032531529,-0.177256078168916,0.108,0.112,1
CASP10,0.220902192302609,-0.0401133767932052,0.154,0.155,1
CDC73,0.22106884620369,0.080748853168777,0.237,0.209,1
ZBTB11,0.221229942458736,0.0474867893825197,0.188,0.172,1
HTT,0.22139736619454,-0.063909414186019,0.149,0.138,1
IL1R1,0.221523996445186,0.0929823803630042,0.311,0.279,1
DCAF12,0.221549185952202,-0.103942761539775,0.1,0.109,1
AGPAT2,0.22161714385532,-0.0229817542769287,0.109,0.137,1
GALK1,0.221662323353021,-0.0847265897386525,0.099,0.132,1
PSMG4,0.221764532829174,-0.125153187268753,0.22,0.265,1
CCNQ,0.222111984892145,-0.0154738880308262,0.092,0.107,1
EMC8,0.222315802684179,0.024683590418874,0.218,0.211,1
SETD7,0.222346948297462,0.00398483494935964,0.202,0.189,1
ABCD4,0.22239062537386,-0.0322214955827651,0.189,0.194,1
PELI2,0.222480034848626,0.0628280487198961,0.104,0.071,1
PAIP2,0.222742258668455,0.0151505990063086,0.505,0.495,1
MCM3AP,0.223208828040739,-0.00372185767400002,0.104,0.097,1
PIAS2,0.223355390152213,0.0878916978856383,0.198,0.15,1
GFOD1,0.223425540251976,0.128687653053154,0.156,0.11,1
QTRT1,0.223817839560374,-0.0434719336791794,0.163,0.19,1
FAM210B,0.223876045886098,-0.132898467718127,0.157,0.191,1
MAEA,0.22400231025828,-0.0571093980253269,0.104,0.135,1
UBA1,0.224199448847758,-0.16780704395587,0.234,0.265,1
MZT2A,0.224319345230989,-0.219169366284623,0.341,0.377,1
SCLT1,0.224319592209939,0.0247382270485356,0.101,0.089,1
HAT1,0.224342738593457,-0.0792135581574959,0.228,0.252,1
PPP2R3C,0.224594857726781,-0.0358724066262027,0.182,0.185,1
NANS,0.22478942159036,0.0138076520939863,0.366,0.354,1
FIP1L1,0.225400797803798,0.0082052663713239,0.182,0.183,1
AEBP1,0.225537429078229,0.123879942247348,0.227,0.176,1
NUDC,0.226232623648861,0.0430407282414944,0.412,0.388,1
CHKA,0.226340375352486,-0.00281115392052206,0.136,0.116,1
RFC1,0.226415653133836,-0.163896378194396,0.236,0.279,1
UACA,0.226433163379223,-0.297356738708499,0.432,0.487,1
FBXO21,0.22663341224076,0.0232411388564783,0.18,0.168,1
CCDC93,0.226710533592205,0.0463396384138026,0.115,0.089,1
SLBP,0.226731423038842,0.0602640023730439,0.233,0.207,1
RPF2,0.22697743937178,-0.0597628415161001,0.163,0.171,1
ECT2,0.227132486382635,-0.0944574482246786,0.102,0.133,1
CHD6,0.22715029800737,-0.0328747757020598,0.206,0.202,1
KIFC3,0.227321374495176,-0.0319760491250138,0.171,0.16,1
TENT4B,0.227324509449456,0.217388828732674,0.18,0.115,1
TAF15,0.22743551539129,-0.066481844626186,0.212,0.214,1
SMIM10,0.227435690550418,-0.0440730147092391,0.117,0.153,1
NUMB,0.227708751618321,0.109105479837695,0.283,0.249,1
ANO6,0.228288827639593,0.052569400228461,0.232,0.191,1
NAP1L1,0.228574287473757,0.170691770200627,0.68,0.661,1
RASSF1,0.228621004798217,0.0500313315781162,0.185,0.153,1
NXF1,0.228721085461547,-0.0191566181627405,0.204,0.203,1
DCUN1D5,0.228796400139254,-0.00415269973880106,0.222,0.22,1
ANKRD17,0.229056530886838,-0.0171907105375982,0.308,0.284,1
GPS2,0.229122171147653,-0.0148636656624259,0.257,0.278,1
TPM4,0.229261790539525,0.209876180779456,0.693,0.67,1
AHI1,0.229397451765931,0.0262434384477879,0.269,0.244,1
ITPA,0.229572853588128,-0.0457464207415227,0.201,0.232,1
SIK2,0.229691715247854,0.065180426168278,0.144,0.102,1
ATG13,0.22976939130134,0.0735626424695657,0.112,0.089,1
ADARB1,0.229862159808638,0.0303183968398824,0.118,0.107,1
TMED5,0.22989677528634,0.126537735117839,0.254,0.198,1
COX6B1,0.229992171328823,-0.295779326354713,0.601,0.662,1
TBC1D15,0.23003111202312,0.0393595159316489,0.224,0.207,1
CARD19,0.230139963775013,-0.108631359364124,0.234,0.248,1
ADIRF,0.230213129040243,-0.335780766404156,0.27,0.365,1
JADE1,0.230709490091509,-0.024772640128162,0.107,0.09,1
PPP1R14A,0.230745007139981,0.0553282554015836,0.181,0.169,1
MBOAT7,0.230775361564712,0.159569930916376,0.205,0.144,1
NAE1,0.230865315571568,-0.109121220298224,0.131,0.155,1
GGCT,0.230959111127477,-0.108022142115092,0.264,0.309,1
BSCL2,0.231032251053003,-0.0504602262523207,0.127,0.136,1
TCIRG1,0.231079991471429,0.0565485487121898,0.121,0.115,1
C1orf35,0.231146604297566,-0.0754117379783721,0.146,0.173,1
SUN1,0.231261282885468,0.133970069894008,0.342,0.288,1
PBX1,0.231314784372957,0.0397327792212915,0.221,0.213,1
DCAF10,0.231377363979481,0.0846686219554164,0.138,0.111,1
DDX5,0.231384220360349,0.158589495644445,0.845,0.831,1
PEX13,0.231410848141158,0.0265747806548542,0.101,0.098,1
COA1,0.231433032351174,-0.0517493574279398,0.17,0.205,1
PRKRIP1,0.231509530771861,-0.0855384370239813,0.125,0.143,1
UBN1,0.231703424838492,0.130763302873598,0.253,0.205,1
CIR1,0.231785380164164,-0.0828196251850996,0.211,0.224,1
CELF2,0.232051661289487,0.13637944486281,0.113,0.074,1
UCHL3,0.232192496831842,0.0414001395436103,0.196,0.184,1
ARL16,0.232782890734617,-0.225265769709975,0.207,0.266,1
PNMA1,0.232874369486735,0.0493775479741159,0.106,0.087,1
TLK1,0.232950245066492,-0.0617816645387815,0.229,0.226,1
MAN2C1,0.233110599434103,-0.0533854488027947,0.142,0.146,1
SNX14,0.233269888547966,0.00600128358206992,0.156,0.133,1
TYK2,0.233378583876461,-0.0488107834263919,0.09,0.106,1
MRPL41,0.233520897694009,-0.167083141941717,0.402,0.451,1
NPNT,0.233786563814346,-0.0376235596976294,0.193,0.165,1
SAR1B,0.233921295464762,-0.0560125462862836,0.21,0.226,1
EGR1,0.234143957543551,-0.00161713573462841,0.458,0.515,1
NAV2,0.234289438443396,0.0108043842183251,0.102,0.075,1
COMMD3,0.234551877342449,-0.226893756831863,0.155,0.214,1
EXOSC6,0.234817190743218,-0.0276486691164646,0.207,0.187,1
MCPH1,0.234901556815234,-0.0469933692820034,0.116,0.123,1
UBR5,0.235018275210282,0.0742886915274796,0.293,0.23,1
BOD1,0.235055360319516,0.0383194876616626,0.276,0.251,1
TTC28,0.235095389360338,-0.00958171560576693,0.156,0.161,1
FRMD6,0.235556373153562,0.0317712524863201,0.156,0.12,1
SHPRH,0.235633422312566,-0.0324576578866643,0.126,0.141,1
ZNF131,0.235758481475787,0.0493170483590111,0.212,0.177,1
LAMA5,0.235934107064961,-0.0508246669992344,0.276,0.278,1
SRSF3,0.236160306766303,-0.17133083168533,0.645,0.652,1
SF3B5,0.236269671176944,-0.147378449788094,0.441,0.482,1
UNC45A,0.23630386305221,-0.00814777542253986,0.138,0.134,1
AGO3,0.236304816975958,0.13003611395962,0.252,0.184,1
ZBTB17,0.236711757876351,0.0560915975445522,0.102,0.075,1
SLC35A1,0.236714192756115,-0.117680127373874,0.103,0.139,1
CDC42BPB,0.236955886334898,0.130548123254001,0.308,0.245,1
NXN,0.237066327718813,0.0788303850011711,0.268,0.236,1
PPIF,0.237128886247724,-0.0263937427767041,0.107,0.102,1
SAMD4B,0.237151717287133,0.0840627792897218,0.227,0.189,1
PSMA3,0.237369586621955,-0.278055858171407,0.419,0.469,1
NONO,0.237529582619443,0.00997432415968125,0.416,0.404,1
SUCLG2,0.237542312055357,-0.0154270324089202,0.147,0.164,1
MRPS26,0.237982813022166,-0.205384159569245,0.228,0.295,1
ACSL5,0.238125025210842,0.0863941402031657,0.114,0.106,1
DNAJC13,0.238178706215726,-0.104086134377802,0.113,0.134,1
MT1F,0.238453360102733,-0.136590296220516,0.172,0.234,1
HIC1,0.238534910407688,0.0739147909985007,0.15,0.124,1
TRIP10,0.238992286022854,0.077612869601686,0.226,0.195,1
PAN3,0.239028290336661,0.0950774212460684,0.176,0.141,1
NCAPD3,0.239530685474657,-0.0896621649465333,0.077,0.105,1
NDUFS5,0.239577833175918,-0.0898421186454987,0.66,0.672,1
GRINA,0.239839856568174,-0.019087109728005,0.249,0.214,1
HMGN4,0.240033570804839,-0.128336327217238,0.13,0.15,1
IKZF5,0.240074641867971,0.00596106346715358,0.112,0.087,1
ITGB3BP,0.240166034337147,-0.153075641499695,0.129,0.182,1
TP53TG1,0.240341293848217,-0.168162230620324,0.12,0.184,1
ING5,0.240587036782027,-0.0525134266031035,0.099,0.112,1
TRNAU1AP,0.240770899071973,-0.0312094514673328,0.108,0.115,1
DCP2,0.241046354779976,-0.138894761470037,0.28,0.28,1
IFRD2,0.241083511803438,-0.157746026634003,0.149,0.194,1
RYBP,0.241146279761581,0.419772912046238,0.425,0.304,1
SCIN,0.241272067045454,0.161536609618031,0.115,0.067,1
DBN1,0.2413079451242,-0.00574795256353811,0.228,0.216,1
SEPTIN2,0.241381730540202,-0.107805630352177,0.526,0.535,1
VSIG10,0.241526017278481,-0.122438071428097,0.09,0.13,1
SRSF9,0.241756398581274,-0.244808605485463,0.51,0.547,1
MAZ,0.242127301752371,-0.184784846426103,0.313,0.362,1
PRPF38B,0.242316939821358,0.115172039531557,0.395,0.355,1
BCAR1,0.2424498214587,-0.081456266085755,0.286,0.273,1
DEDD,0.242683619222081,0.0350439769082798,0.105,0.111,1
STN1,0.242752355901369,-0.0181324958789456,0.107,0.096,1
PTTG1,0.242905920351585,-0.292445091511503,0.138,0.167,1
H1F0,0.243015345453029,0.0753584432620305,0.185,0.16,1
AOPEP,0.243752231292216,0.00523543637224833,0.279,0.277,1
SEC62,0.243801083465125,-0.19247853297867,0.565,0.606,1
TCTN3,0.243814195319639,0.00606232923110267,0.119,0.119,1
CAB39,0.243884436984864,0.037409763581212,0.182,0.155,1
ELOC,0.244030591071152,-0.300701944281626,0.536,0.578,1
ACOT13,0.244259707258134,-0.0195511927530551,0.121,0.158,1
UBE3A,0.244305582708642,0.112507968810557,0.298,0.259,1
JAM3,0.244359188776502,0.0550264811035219,0.128,0.092,1
FAM172A,0.244455994152013,0.0222777965079088,0.133,0.132,1
GIMAP8,0.244468032411134,0.0612459956450147,0.114,0.085,1
VSIR,0.244500518199873,0.0705140936122465,0.195,0.16,1
RBM3,0.244537800159146,-0.163403102131269,0.57,0.595,1
ACP1,0.244666184020354,-0.174584117728774,0.299,0.349,1
CTNNBL1,0.244757456432154,-0.05327511604167,0.103,0.116,1
YOD1,0.245035018242487,0.0929390424968511,0.124,0.087,1
SPTLC2,0.245115866357992,0.0235223170038197,0.249,0.227,1
CMC4,0.245140268029627,-0.0993375589185447,0.085,0.114,1
CASP1,0.245179543876161,-0.0495184645460503,0.092,0.114,1
MTRF1L,0.24538125305229,0.0476314878821363,0.224,0.192,1
