"SYMBOL","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
HSP90AA1,8.53790908133917e-46,0.934906565529781,0.908,0.886,2.47607901267917e-41
HSPA1A,1.20072409875755e-43,0.955251156520029,0.762,0.715,3.48221995880677e-39
RPS26,1.24423632191233e-31,-0.566191924567506,0.843,0.907,3.60840975717796e-27
NEAT1,5.3173670337305e-31,0.0646886605962438,0.912,0.837,1.54208961345218e-26
KLF6,4.00265070159325e-30,1.09903722830522,0.791,0.587,1.16080872996906e-25
HSPA1B,7.43767414654858e-30,1.02661207506585,0.683,0.628,2.15699987924055e-25
CYTOR,1.74075567106492e-26,0.366870837343443,0.551,0.492,5.04836552165536e-22
MT2A,4.35577464901183e-26,1.33509295986313,0.908,0.908,1.26321820595992e-21
EMP1,4.98421262473618e-26,0.934750946337101,0.731,0.528,1.44547150329974e-21
SOD2,5.07317500683471e-26,0.553113813627635,0.822,0.687,1.47127148373213e-21
DNAJB1,1.10654815552675e-25,0.781168770879961,0.657,0.58,3.20910030584314e-21
UBC,1.13636197528396e-24,0.640569773730673,0.919,0.865,3.29556336452101e-20
SERPINE1,1.4254607203519e-24,1.91577392357674,0.588,0.222,4.13397863509255e-20
HSPB1,4.59808703474327e-24,1.0466025274167,0.844,0.786,1.3334912209459e-19
SQSTM1,8.79009314733695e-24,0.345493770763611,0.752,0.619,2.54921491365919e-19
CD55,9.05183233715994e-23,0.61906738938053,0.609,0.438,2.62512189609975e-18
EIF1,1.76540383569536e-22,0.334306896715051,0.94,0.916,5.11984766390012e-18
HSPH1,1.26324113267987e-21,1.00333480628888,0.658,0.553,3.66352560888488e-17
SAT1,1.47921586444313e-19,0.812114718430659,0.918,0.817,4.28987392847154e-15
IFITM3,3.06154014740705e-19,-0.231476188854617,0.864,0.882,8.87877258149517e-15
CEBPD,6.01430988718612e-19,0.765182498442764,0.666,0.556,1.74421001038285e-14
H3F3B,1.10297063975939e-18,0.435426350729591,0.889,0.836,3.1987251523662e-14
CCL14,4.33913329189572e-18,-0.227844652381695,0.385,0.438,1.25839204598268e-13
SLC39A10,9.03580327155793e-18,-0.635757114338182,0.497,0.633,2.62047330678451e-13
JUND,7.78614651444392e-17,0.153500926100518,0.9,0.865,2.25806035065388e-12
HSPE1,9.39854265095795e-16,0.48579463150399,0.764,0.751,2.72567135420431e-11
ANKRD28,2.61257343468363e-15,0.71822068943381,0.517,0.307,7.576724217926e-11
HSPA8,4.03248562363979e-15,0.245425491403394,0.784,0.769,1.16946115571177e-10
EGFL7,4.87154805713968e-15,-0.550666349766372,0.59,0.716,1.41279765205108e-10
UPP1,8.54915022348098e-15,0.657406259969376,0.541,0.388,2.47933905631172e-10
MARCKSL1,1.14163842017603e-14,-0.500143748141763,0.624,0.716,3.31086558235251e-10
DNAJA1,1.17516224155696e-14,0.422515545409472,0.811,0.765,3.40808801673934e-10
MYL12A,1.57688781210723e-14,-0.510939695130292,0.764,0.809,4.57313234389219e-10
FOSL2,1.890965422952e-14,0.446623316932171,0.532,0.401,5.48398882310309e-10
MT1A,2.01026963563648e-14,0.631990955917672,0.153,0.087,5.82998297030934e-10
HES4,2.48711378015135e-14,0.840765643191669,0.418,0.255,7.21287867381694e-10
JMJD1C,2.59534176832972e-14,0.51199246726749,0.672,0.563,7.52675066233301e-10
SPRY1,2.98782771758775e-14,0.184629084904534,0.341,0.275,8.66499916377622e-10
SPINK5,3.97047053642883e-14,-0.445050636864831,0.072,0.163,1.15147616026972e-09
SLC25A37,4.07274435403378e-14,0.501375198073487,0.52,0.387,1.18113659011334e-09
S100A10,4.63046559639088e-14,0.589297393785479,0.831,0.748,1.34288132760932e-09
A2M,1.17122814357358e-13,-0.38817254236805,0.808,0.86,3.39667873917773e-09
JDP2,1.26975546155513e-13,0.270596540137973,0.254,0.174,3.68241781405603e-09
ATF3,1.9439148221455e-13,0.331745931358038,0.498,0.391,5.63754737570416e-09
ARID5A,2.10643736553015e-13,0.165516880595507,0.324,0.234,6.10887900377399e-09
HSPD1,2.90255624687617e-13,0.827096451296419,0.736,0.71,8.41770337156559e-09
DNAJA4,6.6513424798719e-13,0.660763737325375,0.285,0.148,1.92895583258765e-08
WTAP,2.54506185855495e-12,0.586983788648895,0.618,0.497,7.38093389599521e-08
PPIA,4.84306654981229e-12,-0.418609821117006,0.856,0.881,1.40453773011106e-07
FTL,5.42439630739996e-12,0.205024491921792,0.929,0.928,1.57312917310906e-07
HLA-DRB5,6.66091768812778e-12,-0.378618531824828,0.128,0.198,1.93173273873394e-07
HSP90AB1,9.62948469567905e-12,0.602277001572683,0.899,0.862,2.79264685659388e-07
VWF,1.00360899020976e-11,-0.5320285299093,0.694,0.794,2.91056643250733e-07
STC1,1.37576177586803e-11,0.305100383531081,0.242,0.135,3.98984672619489e-07
NEDD9,1.3950034517995e-11,0.642561236410759,0.488,0.296,4.04564951056374e-07
MYL12B,1.44587579617959e-11,-0.362217443189484,0.794,0.834,4.19318439650043e-07
DNAJB4,1.54061787969219e-11,0.629016209687493,0.523,0.387,4.46794591289533e-07
MALAT1,2.200151137534e-11,0.373074272275014,0.994,0.987,6.38065831396236e-07
TNFSF10,2.27943286226383e-11,-0.531125849854517,0.378,0.515,6.61058324385134e-07
LDLR,2.90227803437486e-11,0.575287401000833,0.455,0.282,8.41689652749053e-07
CDKN1A,3.19566142341439e-11,0.496752620737074,0.529,0.383,9.26773769404408e-07
NOSTRIN,3.95348804070802e-11,-0.440785665962089,0.241,0.36,1.14655106668573e-06
DPEP1,5.80434499215331e-11,-0.15813545796558,0.205,0.25,1.68331809117438e-06
DUSP23,5.99895455745917e-11,-0.164522451070098,0.432,0.487,1.73975681120873e-06
IFI27,6.94740836614306e-11,-0.24911960115655,0.82,0.825,2.01481790026515e-06
C11orf96,1.31410200762867e-10,0.644105833672838,0.586,0.54,3.81102723232391e-06
SELENOW,1.41267050666815e-10,0.0345173509523273,0.736,0.713,4.0968857363883e-06
IL33,1.66535720700819e-10,-0.07482467771134,0.253,0.314,4.82970243604446e-06
YBX3,2.03142889362458e-10,0.429554861718352,0.744,0.661,5.89134693440064e-06
GJA1,2.95776720898954e-10,0.257473319533583,0.494,0.368,8.57782068279055e-06
MT1M,3.39579245648465e-10,0.658497284414852,0.312,0.316,9.84813770305115e-06
LMNA,3.66034242667273e-10,0.780741455942118,0.746,0.596,1.06153590715936e-05
PRCP,4.95444896349429e-10,-0.439437318337668,0.409,0.514,1.43683974390298e-05
TM4SF1,6.13132490831737e-10,0.508856437234437,0.862,0.835,1.77814553666112e-05
CNKSR3,7.92444812352448e-10,0.681114368546563,0.386,0.207,2.29816920030334e-05
PALM2-AKAP2,8.99566818944375e-10,0.706914295380425,0.67,0.505,2.60883373162058e-05
CD59,1.26607435624692e-09,0.379810571844064,0.791,0.712,3.67174224055169e-05
RSRP1,1.48340641677504e-09,0.366483245769945,0.565,0.498,4.30202694928928e-05
DNAJB6,1.66332515100233e-09,0.531141068672111,0.646,0.542,4.82380927042184e-05
RAMP2,1.71497165331366e-09,-0.439535779680649,0.719,0.759,4.97358929177493e-05
TNFAIP3,2.48304363788119e-09,0.859804851233428,0.549,0.325,7.20107485421924e-05
LAPTM4B,3.14582153455829e-09,-0.32524500351244,0.452,0.504,9.12319703237249e-05
INSIG1,3.26808183309452e-09,0.544337858832316,0.407,0.239,9.47776412415742e-05
IER2,3.38076166038382e-09,-0.554319024737819,0.761,0.808,9.80454689127912e-05
APOLD1,3.52301743067735e-09,0.526159662567803,0.222,0.085,0.000102171028507074
KLF9,4.09810550944602e-09,0.419506430513803,0.438,0.308,0.000118849157879444
ZFP36,4.24029903695509e-09,0.22339819804081,0.749,0.725,0.000122972912370735
ADAMTS4,5.01904092300937e-09,0.395110783938058,0.237,0.102,0.000145557205808195
CFLAR,6.18076661041713e-09,0.775086793593583,0.588,0.406,0.000179248412468707
PNRC1,7.12799626583409e-09,0.670212544285253,0.779,0.669,0.000206719019705454
PIM3,7.22677253803257e-09,0.688909059090383,0.646,0.501,0.000209583630375483
RAPGEF5,7.43741514207958e-09,0.426010452925046,0.517,0.419,0.00021569247653545
BST2,8.84690563731986e-09,-0.164863316417198,0.564,0.584,0.000256569110387913
RPL14,1.33827185553489e-08,-0.0242507025034184,0.905,0.91,0.000388112220823673
S100A6,1.34937079461964e-08,0.188490113702688,0.887,0.889,0.000391331024147643
MAFK,1.49579999654706e-08,0.260110194438766,0.251,0.155,0.000433796956998612
TIMP3,1.55010087153243e-08,0.650923804432216,0.486,0.393,0.00044954475375312
ABL2,1.61599880821444e-08,0.519581888972958,0.48,0.325,0.00046865581437027
TM4SF18,1.66064308318318e-08,-0.705713135013824,0.454,0.639,0.000481603100553955
POLR2L,1.7588020717612e-08,-0.526243462373173,0.643,0.759,0.000510070188831465
VMP1,2.10900214907898e-08,0.33415321676707,0.611,0.519,0.000611631713254394
FTH1,2.3508475735435e-08,0.184876308132211,0.965,0.949,0.000681769304803351
RPS10,2.35998853513251e-08,-0.431130346117494,0.638,0.711,0.000684420275073779
NFKBIA,2.75562918253649e-08,1.06982286835449,0.827,0.694,0.000799160019227407
ITPKC,2.81942080069015e-08,0.328605731475027,0.211,0.107,0.000817660226408151
ITPRIP,3.03115523755375e-08,0.413636675157727,0.366,0.216,0.000879065330442964
CREB5,3.07565139709434e-08,0.439178741452734,0.4,0.243,0.000891969661671328
CFI,3.24936394807234e-08,-0.160032940790049,0.444,0.477,0.000942348038580459
IFITM2,4.96260368609344e-08,-0.0972001492035912,0.779,0.778,0.00143920469500396
ICAM1,5.47390909231284e-08,1.02247023758165,0.624,0.383,0.00158748837586165
CTNNAL1,5.93618981740388e-08,-0.470253461763511,0.469,0.554,0.0017215544089453
ACKR1,6.62496422289566e-08,0.63076905287892,0.357,0.323,0.00192130587428197
RNF19A,7.50209951747178e-08,0.285045209821191,0.53,0.442,0.00217568388106199
IGFBP7,7.87101194058643e-08,-0.285134138372214,0.939,0.964,0.00228267217288947
CAV1,8.02466859193339e-08,0.336180045441905,0.694,0.698,0.0023272341383466
CD9,8.11126048003875e-08,0.497581360167741,0.511,0.4,0.00235234665181604
LDB2,8.22999295341544e-08,-0.346914817701292,0.46,0.554,0.00238678025642001
SPAG9,8.62648776065008e-08,0.59247818964794,0.542,0.402,0.00250176771546613
ZSWIM6,1.14734000286923e-07,0.354857943118626,0.269,0.151,0.00332740074232105
SLC2A3,1.14752775050405e-07,0.149620869151435,0.56,0.484,0.00332794522923679
FAM126B,1.19039168501229e-07,0.136446315379578,0.147,0.11,0.00345225492570414
SRP9,1.44407027040487e-07,-0.506728090121159,0.415,0.541,0.00418794819120117
ERN1,1.48820924946836e-07,0.330308386038861,0.275,0.166,0.00431595564438319
NR2F1,1.49495915498303e-07,-0.456327992606055,0.279,0.379,0.0043355310453663
FAM167B,1.61623502995321e-07,-0.479084140595397,0.394,0.483,0.0046872432103673
SMAD1,1.65016707006631e-07,-0.544171658284038,0.545,0.646,0.0047856495198993
CEMIP2,1.82760834609376e-07,0.275058811358712,0.463,0.37,0.00530024696450652
HACD3,1.90427345482869e-07,-0.235487245853376,0.23,0.279,0.0055225834463487
SERBP1,1.95645873375076e-07,-0.252248078993276,0.629,0.693,0.00567392597375057
APCDD1,1.97314593904814e-07,-0.484564539091311,0.386,0.534,0.00572232053783352
DUSP6,2.642912503608e-07,0.007216442085765,0.514,0.534,0.00766471055171355
NAMPT,2.74359699408883e-07,0.25081045477159,0.55,0.479,0.00795670564255702
CCDC85B,2.99016210775362e-07,-0.450643079503899,0.617,0.687,0.00867176912869627
RALGDS,3.04115890658404e-07,0.277631929420124,0.322,0.224,0.00881966494498436
CSRP2,3.34619078517007e-07,0.278737890483805,0.45,0.385,0.00970428789607172
LEF1,3.43570345555041e-07,-0.332498675194166,0.209,0.294,0.00996388359144174
ADGRL4,3.79270827724717e-07,-0.140491400662069,0.627,0.69,0.0109992332748445
CHORDC1,4.0731454228836e-07,0.294359660331628,0.444,0.393,0.0118125290409047
EZR,4.14043775312427e-07,0.222590143694153,0.388,0.313,0.0120076835278357
MAP1LC3B,4.94130930927603e-07,0.326920826740321,0.671,0.589,0.0143302911278314
ANXA1,5.79495476454299e-07,0.46803282582826,0.716,0.602,0.0168059483126511
MTRNR2L1,5.83082734623714e-07,-0.407365686186747,0.033,0.114,0.0169099823868223
MFSD2A,6.17639359405491e-07,-0.209688054446353,0.132,0.174,0.0179121590621186
HTRA1,6.54665978964621e-07,-0.39390861494548,0.461,0.555,0.018985968055953
PLEKHG1,6.57337754211032e-07,0.0848875958422046,0.382,0.307,0.0190634522098741
RASSF9,6.72366229630937e-07,-0.13169842751589,0.171,0.221,0.0194992930255268
IFI6,6.93585692838157e-07,-0.0529149238657127,0.331,0.356,0.0201146786779994
CPEB4,7.70193240245305e-07,0.42071580493658,0.316,0.191,0.0223363741603541
HOXD9,8.41623691285317e-07,-0.269201563708409,0.37,0.456,0.0244079286709655
CRIP1,9.06606424900601e-07,0.487191603563661,0.413,0.352,0.0262924929285423
ZNF267,9.92129361139164e-07,0.466601188827038,0.333,0.169,0.0287727436023969
ESM1,1.02010019018543e-06,0.272587615730417,0.247,0.138,0.0295839256155677
PELI1,1.09172707540769e-06,0.363161588600167,0.332,0.204,0.0316611769138983
NME1,1.16874542829299e-06,-0.416646679121683,0.399,0.486,0.0338947861659249
AKAP12,1.22134943316564e-06,0.750494887832028,0.283,0.129,0.0354203549112367
CST3,1.25812583387054e-06,0.292350288040375,0.724,0.704,0.0364869073080796
RBP5,1.26982016997425e-06,-0.677569232750891,0.259,0.408,0.0368260547494233
UBB,1.35289370187078e-06,0.110170912478082,0.851,0.84,0.0392352702479545
GADD45A,1.39321390585444e-06,0.386695910350578,0.489,0.394,0.0404045964836846
PDE4B,1.40762555250719e-06,0.319970138740293,0.305,0.209,0.0408225486482611
YWHAH,1.47431086136448e-06,0.447274061467937,0.592,0.493,0.0427564892904312
HMGB1,1.55645527241818e-06,-0.350933719447885,0.822,0.836,0.0451387593553997
VASP,1.60047642967146e-06,-0.0414219905722015,0.303,0.3,0.0464154169369019
RGCC,1.66229152147902e-06,0.0185086466249715,0.736,0.739,0.0482081164144131
DIPK2B,1.75493967226943e-06,-0.303193813134154,0.446,0.542,0.0508950054354857
NUAK1,1.76018776590397e-06,-0.377847400372721,0.247,0.339,0.051047205398981
DANCR,1.80216826009268e-06,0.0395051451713897,0.445,0.451,0.0522646817109478
NRP1,1.8158368721293e-06,-0.330775068013076,0.477,0.553,0.0526610851286219
MRPL17,1.86435561091243e-06,-0.325280990442106,0.245,0.347,0.0540681770720713
NFIL3,1.91921124268743e-06,0.199151867147269,0.322,0.259,0.0556590452491783
GUK1,1.92102232504881e-06,-0.241621079904306,0.664,0.689,0.0557115684487405
PNISR,1.9363850785611e-06,0.427822062092962,0.599,0.483,0.0561571036633506
TMEM70,1.96807223800473e-06,-0.114473128314681,0.422,0.422,0.057076062974375
CBX3,1.97659340000274e-06,-0.494691372905735,0.515,0.614,0.0573231851934793
APLNR,2.18646202339471e-06,-0.564745936408043,0.11,0.268,0.06340958514047
MT-CYB,2.29856881623317e-06,-0.0683696544029155,0.926,0.926,0.0666607942395782
MCL1,2.2987254922666e-06,0.404626568693494,0.656,0.548,0.0666653380012236
B3GNT5,2.32085580455432e-06,0.421425393029851,0.364,0.247,0.0673071391878797
ENG,2.46944760769665e-06,-0.473069069219831,0.639,0.73,0.0716164500708105
HBEGF,2.59789615975426e-06,0.560619481327449,0.278,0.142,0.0753415865290332
TCEAL8,2.9204582468127e-06,-0.297732987594832,0.214,0.313,0.0846962096158152
STMP1,3.00213631548811e-06,-0.357021045833481,0.347,0.42,0.0870649552854707
MYADM,3.13786937923825e-06,0.442670334243253,0.504,0.383,0.0910013498672884
LGALS1,3.23207018903498e-06,-0.088546482628352,0.801,0.804,0.0937332675522035
ANXA2R,3.4797888525959e-06,-0.122170685417768,0.138,0.193,0.100917356514134
CLEC14A,3.55001802184121e-06,-0.446601327381076,0.357,0.455,0.102954072651417
RNASE1,4.00961966592383e-06,-0.488680345934524,0.594,0.655,0.116282979931457
MICOS10,4.32136091563533e-06,-0.401714834683515,0.477,0.581,0.12532378791434
ARHGAP29,4.40705688669496e-06,-0.0177444329803556,0.617,0.613,0.12780905677104
LAMA4,4.7464304926646e-06,0.0535444937192708,0.351,0.3,0.137651230717766
NFE2L2,4.81232675525476e-06,0.318303411451896,0.571,0.479,0.139562288229143
NR4A1,5.24141674849348e-06,0.617733501187681,0.486,0.356,0.15200632712306
RPS17,5.37025099595052e-06,-0.0538106194175501,0.722,0.749,0.155742649133561
TRIAP1,5.44610085933727e-06,-0.250006855033251,0.177,0.239,0.15794237102164
SNX3,5.51910219336142e-06,-0.245356046640112,0.704,0.734,0.160059482709675
ATP5ME,6.00540170839707e-06,-0.373328154252149,0.611,0.709,0.174162654945223
BRAF,6.11989160651503e-06,0.234304644733731,0.281,0.182,0.177482976480542
ADGRG6,6.32462975032097e-06,-0.237897172376667,0.073,0.132,0.183420587389059
NR5A2,6.3614284324636e-06,-0.428736514818272,0.276,0.393,0.184487785969877
SNRPE,6.62172014448497e-06,-0.524741254681585,0.459,0.569,0.192036505910209
RBBP6,6.63818589632475e-06,0.314123157895536,0.461,0.374,0.192514029179314
PGM2L1,6.84866848254912e-06,0.269782730884063,0.293,0.208,0.198618234662407
LY96,7.17868207084317e-06,-0.0954861818055752,0.336,0.369,0.208188958736523
TIMM10,7.74481905003537e-06,-0.22584275671784,0.255,0.302,0.224607497270076
MTDH,8.44495131764771e-06,-0.0631927147577864,0.501,0.506,0.244912033163101
HNRNPK,8.55210790912095e-06,-0.142144729779883,0.666,0.69,0.248019681472417
EID1,8.60393235977496e-06,-0.270950542571333,0.532,0.592,0.249522642365833
TSC22D1,8.87292954905402e-06,0.345238546004771,0.778,0.73,0.257323829852116
MTUS1,9.00326357114983e-06,0.23858324861516,0.459,0.39,0.261103646826916
CSRP1,9.01593008098756e-06,-0.437168261483064,0.351,0.452,0.26147098827872
YWHAB,9.59300129486554e-06,-0.149006989446005,0.618,0.656,0.278206630552395
COL6A3,9.95142878680323e-06,0.252623775564172,0.169,0.117,0.288601386246081
GPATCH2,1.08426383652188e-05,-0.0115809891789942,0.178,0.173,0.31444735522971
GEM,1.09394834732035e-05,0.254858646614864,0.189,0.119,0.317255960206373
TIMM22,1.09519640010955e-05,-0.21678133845068,0.117,0.174,0.317617907995771
COTL1,1.11923416297185e-05,-0.265201293526562,0.434,0.485,0.324589099603467
RORA,1.25181758725158e-05,0.481420739925287,0.416,0.261,0.363039618478831
HES1,1.2818977714857e-05,-0.330894478076348,0.587,0.655,0.371763172708567
IGFBP4,1.36997981559119e-05,-0.221061687042282,0.565,0.624,0.397307846319601
LEPR,1.4437363038838e-05,-0.118406237213049,0.474,0.519,0.41869796548934
UQCR11,1.46449638926372e-05,-0.392815719805266,0.617,0.688,0.424718597850371
NFIA,1.53733094184432e-05,-0.163414288711182,0.418,0.465,0.445841346444272
PER1,1.57894218784511e-05,0.32212616121825,0.219,0.128,0.457909023896961
NAA38,1.5855780583418e-05,-0.458159207108307,0.453,0.571,0.459833492699705
EFEMP1,1.61252409784831e-05,-0.255185756522204,0.298,0.372,0.467648113616987
CHIC2,1.62622233577039e-05,0.363191610772185,0.437,0.311,0.471620739596771
PRKDC,1.67073898987762e-05,-0.373091120842386,0.321,0.406,0.484531014454408
SSR2,1.73592399944575e-05,-0.234749462611212,0.536,0.582,0.503435319079263
MIR22HG,1.86038300278989e-05,0.50645963181574,0.37,0.194,0.539529674639095
FAM171A1,1.87413672742627e-05,-0.221736325935155,0.275,0.319,0.543518392320894
CDC26,1.96753793533403e-05,-0.19899412629813,0.263,0.316,0.570605676626223
ZNF385D,2.0310847183096e-05,0.364146696314515,0.421,0.32,0.589034879156967
THBD,2.09322374210759e-05,0.058440176521986,0.398,0.364,0.607055817448621
SPCS3,2.21922300558182e-05,-0.142518562389051,0.562,0.589,0.643596863848784
TXN,2.3218345840011e-05,-0.0321034103296465,0.794,0.792,0.67335524770616
PA2G4,2.39164207923774e-05,-0.206445086906531,0.405,0.445,0.693600119399736
SELENOH,2.39212310275762e-05,-0.34001387895401,0.573,0.647,0.693739621030738
ERH,2.51521172882437e-05,-0.34984826523454,0.494,0.572,0.729436553476356
TNFRSF10D,2.58415806126881e-05,0.248195081195727,0.336,0.23,0.749431679348568
ERP29,2.59474288272029e-05,-0.20797779047372,0.409,0.463,0.752501383417711
TXNDC17,2.62011030247928e-05,-0.526568215727774,0.414,0.526,0.759858188822017
MRPS35,2.65025805057455e-05,-0.0838486824846158,0.171,0.199,0.768601337247124
MRPL27,2.67764865137067e-05,-0.156214435642046,0.246,0.293,0.776544885384007
SPSB1,2.69179751704162e-05,0.219346001811911,0.231,0.136,0.780648197917241
ASF1A,2.87022160778367e-05,-0.0951046292633905,0.073,0.123,0.832392968473341
BAG3,2.95911778950507e-05,1.0166209736054,0.49,0.301,0.858173750134366
RPL6,3.08084825361585e-05,-0.144819919425334,0.916,0.94,0.893476802031132
FCGRT,3.10198518957966e-05,-0.194741112371851,0.542,0.586,0.899606724829997
UQCRQ,3.24989059137849e-05,-0.473712857076705,0.572,0.655,0.942500770405676
DLC1,3.32840828422228e-05,0.457438073484616,0.557,0.427,0.965271686507305
MRPL34,3.47410411747586e-05,-0.154092477286425,0.242,0.286,1
ESF1,3.63673582684876e-05,-0.338064581743828,0.198,0.279,1
SNCG,3.84832678318336e-05,-0.203279134854057,0.214,0.28,1
CREBRF,3.93375734214e-05,0.310401868744519,0.435,0.346,1
SNTB2,4.05239400923506e-05,0.0909688575433323,0.36,0.317,1
SSBP1,4.05411575110564e-05,-0.393359191375494,0.436,0.521,1
CLK1,4.13832729528242e-05,0.243450118487568,0.563,0.488,1
MEG3,4.16151625722349e-05,0.330931089001651,0.186,0.117,1
CANX,4.21216697221367e-05,-0.111228898291818,0.588,0.613,1
TMPO,4.40222333364935e-05,-0.328528382176883,0.215,0.303,1
SNRPG,4.42125597996075e-05,-0.486039322887708,0.533,0.627,1
UPK3BL1,4.47913045068914e-05,-0.127960544596403,0.116,0.134,1
TIMM8B,4.48390514930428e-05,-0.378300847406448,0.342,0.456,1
GNA13,4.61297067449917e-05,0.216173546061912,0.31,0.21,1
EXOSC8,4.68803954268253e-05,-0.13590538761492,0.176,0.217,1
HSPB11,4.73664066234453e-05,-0.302473533853958,0.199,0.277,1
PMEPA1,4.79220360038435e-05,0.31884101402817,0.439,0.359,1
MRPL18,5.0195570693117e-05,0.251994622295026,0.413,0.364,1
TPPP3,5.11753158394901e-05,0.204842022789314,0.112,0.05,1
CEBPB,5.24623076171116e-05,0.140882245674645,0.364,0.309,1
HAPLN1,5.48358446733457e-05,-0.303157817535987,0.163,0.205,1
SPPL2B,5.55525953397827e-05,-0.00217661771702526,0.108,0.117,1
P4HB,5.67570465562346e-05,-0.220302332938203,0.467,0.497,1
NDUFC2,5.97330507409813e-05,-0.279813334628207,0.599,0.657,1
ATP5F1E,6.10849729204451e-05,-0.383077531443763,0.874,0.931,1
MTHFD2,6.33306961469566e-05,0.234759843605787,0.293,0.201,1
SYNJ2,6.43027898671081e-05,0.675908330838524,0.376,0.21,1
ZFAS1,6.56694094234266e-05,-0.0566248040716499,0.737,0.73,1
SLFN5,6.59816311095826e-05,-0.124331520730613,0.245,0.277,1
TGFBR2,6.71997110700989e-05,-0.154163411486083,0.436,0.465,1
RPIA,7.35907678596086e-05,-0.0852338780609456,0.132,0.149,1
HLA-C,7.55918680075633e-05,-0.0355946050211395,0.797,0.814,1
RPN2,7.60611570905507e-05,-0.1344635214672,0.389,0.419,1
NTPCR,7.6154718976444e-05,-0.251455484909684,0.143,0.209,1
ATP5MPL,7.62493714783442e-05,-0.361344515615714,0.507,0.596,1
RRP7A,7.75079996233963e-05,-0.182411799164727,0.167,0.201,1
SPP1,7.77636561842822e-05,0.274421716946015,0.223,0.196,1
ALDH1A1,7.84990216128122e-05,-0.150542415357869,0.167,0.22,1
SDHAF2,7.89603066287712e-05,-0.276627215290796,0.177,0.256,1
RELT,7.96994105700404e-05,0.144259131534946,0.135,0.082,1
HDAC9,8.03735966441054e-05,-0.226470681196292,0.133,0.175,1
NUFIP2,8.17737274283647e-05,0.246929160663881,0.498,0.434,1
RPL10A,8.27200237833199e-05,-0.0590067672506329,0.885,0.891,1
NDUFA11,8.37767195436482e-05,-0.294626187160355,0.508,0.575,1
MDFIC,8.40338844942748e-05,-0.206023605983226,0.254,0.321,1
NUDT14,8.48424892851875e-05,-0.148006977057825,0.252,0.288,1
CRIP2,8.75716181940548e-05,0.00182824408981785,0.672,0.675,1
SNRPD3,8.76344639287511e-05,-0.254874437592509,0.316,0.38,1
H2AFY,8.94522248555978e-05,-0.140024597460086,0.387,0.395,1
ANGPTL4,9.00329916599801e-05,0.263264061236936,0.135,0.042,1
ARGLU1,9.63408974582895e-05,0.399890741589638,0.684,0.612,1
DUT,9.70218332861709e-05,-0.482569249676503,0.357,0.443,1
BBC3,9.90957781839003e-05,0.135952211590459,0.209,0.168,1
UBLCP1,0.000101420445934895,-0.157997878949251,0.162,0.196,1
NDUFB7,0.000102101719121608,-0.350037952443347,0.419,0.513,1
HMGA1,0.000103911137795117,0.423215434943642,0.386,0.215,1
NPDC1,0.000113402929452167,-0.0405167792072771,0.624,0.633,1
FNIP2,0.000114993676983251,0.424403893052024,0.35,0.223,1
ITGA8,0.000115871686476341,-0.252010198101764,0.127,0.175,1
NDUFAF3,0.000118175264341399,-0.248634156989645,0.306,0.37,1
IGFBP2,0.00011925301078049,0.07309938435177,0.58,0.61,1
AC020916.1,0.000122729473497977,0.300640663146508,0.423,0.316,1
LRATD1,0.000123025053510488,0.130145913634763,0.144,0.112,1
FLT1,0.000129396729356932,0.269573783364137,0.53,0.463,1
PGAM1,0.000130489748400807,-0.189461491368886,0.313,0.356,1
AKAP13,0.000131216269384274,0.455149925397501,0.506,0.376,1
HYAL2,0.000135936435048289,-0.0385968595776469,0.47,0.497,1
SDCBP,0.000141985812849613,0.0480976051233131,0.7,0.682,1
CCT6A,0.000144979648251583,-0.158719434798941,0.42,0.46,1
MT-ND4L,0.000145404382644268,-0.589915274791488,0.843,0.897,1
SERINC5,0.000146048212573763,-0.203666293759153,0.208,0.232,1
PDGFRB,0.00014688454229698,0.170019148710417,0.115,0.062,1
BTN3A2,0.000148373581609401,-0.0695265521023288,0.11,0.121,1
TXNDC9,0.000150338697490496,-0.101200102157002,0.206,0.248,1
RPA1,0.000151267497237385,-0.150123310326836,0.073,0.11,1
SLC38A2,0.000154330234254101,0.122808655219096,0.76,0.717,1
UAP1,0.000154432759622074,0.264981362987213,0.28,0.212,1
CDC42EP4,0.000158521663301769,0.152872354923392,0.2,0.148,1
CYTH1,0.00016541103657463,0.272906216189966,0.332,0.221,1
PUS7L,0.000165630632030408,-0.112821060277207,0.096,0.137,1
IRF7,0.000169493091453917,0.0161927457324722,0.189,0.2,1
PTRH2,0.00016990495543694,-0.145069048070113,0.179,0.221,1
UBE2L6,0.000172486304561894,-0.159087788173455,0.164,0.22,1
SAMD5,0.000173147146782214,-0.0418855642523371,0.231,0.243,1
TSPO,0.000176903038808095,-0.196578036031539,0.48,0.533,1
EXOSC3,0.000177126593791587,-0.138241016869935,0.066,0.112,1
EPB41L3,0.000177634294887989,0.205622906067977,0.308,0.277,1
RPL27,0.00017777986317335,-0.304161416127483,0.847,0.877,1
RORB,0.00017797451262763,0.164446141417815,0.163,0.119,1
SHC1,0.000179439814404659,0.00108311346536871,0.371,0.344,1
SPHK1,0.000186383443158625,0.242496385705344,0.165,0.078,1
LMAN2,0.000187216534055282,-0.210577480658209,0.357,0.417,1
VIM,0.00018798370081677,0.110134393148661,0.933,0.924,1
