"SYMBOL","log2FC_pub1","padj_pub1","log2FC_pub2","padj_pub2","log2FC_pub3","padj_pub3"
"LINC02606",0.774492245837481,0.00113664152226166,0.819300183089506,0.000904733126739334,1.28472063656437,1.8422177582487e-10
"PGD",0.603911732432029,0.00174044731933801,0.911791550789572,1.06674028894139e-06,0.728719607924499,0.000201304402192662
"TNFRSF8",-1.7951743905955,0.000142284507261154,-1.3840872140117,0.00317036728671832,-3.12464533240661,8.09685300658739e-09
"FHAD1",1.0891397312116,0.00253902697220871,1.90233657045074,0.000158855002468702,1.22820254067946,0.0221972798626561
"MFAP2",1.30622429437191,1.12150892053516e-06,1.65519374916107,1.36937284894556e-09,1.4181762580626,4.78184412468463e-08
"LOC105376806",1.27135743580343,2.94407454381972e-05,1.57587414822888,1.81355040959815e-07,1.37130189968725,1.61314848030395e-08
"RCC2",0.363728114497456,0.0154895723189428,0.527932889852087,3.56851248868712e-05,0.611287909592852,0.00071453525180251
"IGSF21",0.997135396093976,0.000133529030941318,1.67875572475409,3.53068299955407e-05,1.6424806056424,8.15964906427197e-06
"LOC105376819",1.19594640908603,0.00528968740613803,1.28342253344672,0.0177425944943209,1.31388167811253,1.20969400904161e-05
"UBXN10",-2.150760724873,0.000714681074795192,-1.75585333170508,0.000306945008019506,-4.36784750373376,1.4458149901854e-39
"EXTL1",1.18452042793887,0.0238171467189605,2.13321509831476,5.35901243588849e-08,2.71311019978976,6.09966700788879e-09
"FAM110D",-2.05489067299151,3.18121520575661e-20,-1.90100802477503,1.5902658883295e-12,-1.861410944262,5.3155359230367e-05
"FGR",-1.55620410070157,5.16309647353803e-35,-1.24022981098126,3.28174109684809e-07,-1.57864421863047,3.70447498604678e-06
"SESN2",0.695067626678653,0.000250480114394508,0.486684252553034,0.0141828270733878,0.651338865458992,0.000899385526142327
"RCC1",0.536923202146964,0.00205763018093101,0.695827661072677,1.06288004295048e-06,0.435101602407451,0.0136499754371697
"SDC3",0.979762765816802,0.00673176563033519,1.17834419932507,1.572090118177e-05,1.52570387266211,8.7590348512199e-06
"NKAIN1",2.1185581053061,2.93101129010639e-05,2.694821984704,0.00890064033529477,2.83233679538719,0.00100267810215817
"PEF1-AS1",1.02311692428452,0.00430594274517203,0.968534072589478,1.38065690580175e-05,1.10589972222192,2.32106590509837e-05
"COL16A1",0.61733005189142,0.0225628612862559,1.08726901902526,1.26749012611056e-05,1.25734407189443,1.01016029917816e-05
"LOC101929444",1.64784684746593,1.49458510499619e-05,2.33502426030639,7.83408551892758e-13,2.22684904699313,6.02395686886843e-11
"ADGRB2",1.03558418905828,0.00010404971164593,1.11646622015142,2.57745679974115e-06,1.56393528689272,4.73277261987876e-09
"MARCKSL1",0.725462941384285,0.0292577947643779,0.987719404801336,0.00026582341281551,0.758692255093051,0.0176778806789937
"YARS1",0.460786462713011,0.00188989685652888,0.380560334807862,0.00509247770023266,0.792202637465689,3.65096395917361e-06
"AZIN2",0.526256250293952,0.00813508050636513,0.585945090782868,0.0116603934297387,0.529687214274848,0.00190136695267613
"CSMD2",2.67817855107089,2.95686982616042e-18,2.38575751584286,1.01995641245683e-07,3.88763051673003,6.36056806372483e-20
"TMEM35B",-0.538230962674167,1.96322992001849e-06,-0.382398545326424,0.0238780822776196,-0.37433100981917,0.00615352987770696
"CLSPN",1.72683868244066,1.59595625509389e-05,2.82041594975785,7.1182642937957e-08,3.07785894536977,1.79984624124972e-15
"ZC3H12A",-0.834396220227066,3.9453466478279e-06,-1.6226087201567,9.83817120785195e-07,-0.57513587255971,0.0428712734472363
"DNALI1",-1.31273572353948,7.40157200584472e-05,-1.23452694742277,2.57079934944383e-07,-1.19956636630058,3.21447718544058e-07
"RSPO1",-2.45583862976612,3.06824267540883e-10,-1.63386999218995,2.69205803696447e-05,-2.28130479424559,1.39817104059748e-10
"MIR3659HG",2.79668489237809,5.53567533358134e-05,3.6420733614027,2.05847067501524e-05,1.49998598715222,0.0155774003806513
"COL9A2",1.74174815377037,2.39016566357599e-07,1.9739546493412,3.28238546720074e-10,1.95649045126962,2.75371924939302e-07
"ZFP69B",1.26930512088981,2.15719024687052e-08,1.17457614808939,0.000172717372852096,0.81508927053379,0.00251477801079371
"FOXO6",0.793477487563634,0.0368996676948308,0.729418603029708,0.0417436065444147,0.638568370522614,0.0202915304617009
"P3H1",0.691797934976268,6.85206981339929e-06,0.657061187690068,1.07297379454924e-05,0.892928290668754,9.58029016578046e-11
"SLC2A1",0.734994062533561,0.00576820582642591,1.25063455944791,4.24014880526851e-05,1.16426416766965,0.00345824660874944
"SLC2A1-DT",1.34096656441908,6.70186689749567e-05,1.40207950593134,0.00881393888678948,1.09850457855399,0.00390343455092895
"CDC20",0.980224884487185,0.0214826760190871,1.56049599573006,0.00527034312761828,1.5349752790373,6.86617509493699e-05
"MOB3C",-0.456922545523406,5.02151362896664e-05,-0.455602142280914,0.00122997196798718,-0.389620400200573,0.0440716880831826
"ATPAF1",-0.26175909307129,0.038322200677709,-0.245937125655094,0.0466186276061096,-0.191377321104943,0.0399584586548333
"EFCAB14",-0.304766157583057,0.000178488744341791,-0.311833766742311,0.00706313670212677,-0.302481083534805,8.29640842721721e-05
"CYP4B1",-4.15050572539159,3.18346757810064e-06,-2.52635550660821,0.00563136629974264,-4.26507336355044,3.15580983287073e-10
"CYP4Z2P",-3.47333310136585,2.01288049260242e-05,-2.89209005279703,0.00491780079471113,-3.85602110640183,1.0872282490798e-08
"CYP4A11",-2.73334046854358,9.17781588428847e-05,-2.13413410627085,0.0258403681476523,-2.33213254131776,9.37649361642808e-05
"CYP4X1",-1.87739790501886,9.12854385522766e-14,-1.67750021712257,2.99721998376227e-05,-1.49062956744094,3.97331691763551e-06
"TAL1",-1.34358963699659,3.78972119212681e-25,-0.978443556045355,9.41291469349961e-05,-0.861656212139276,0.000564045575718016
"EPS15",-0.471681264687172,0.00122092070822362,-0.445698158563476,1.82148451451005e-05,-0.328293125343305,0.000434430247035455
"ECHDC2",-0.562401470751632,0.00648600151998952,-0.546130476634428,0.00024413059096415,-0.66370077507659,6.27378596879323e-08
"PODN",-1.2456714264295,0.000662123975408101,-0.868791502575887,0.0025658721164995,-1.06717449921695,6.21281925759095e-05
"GLIS1",2.39190366974657,8.14628610389589e-05,2.83372271615175,1.14300058477806e-05,2.83145644690942,3.32922542821625e-15
"USP24",-0.380749227851445,0.00422372002605832,-0.410390994845939,0.00150848221659178,-0.446332020852489,0.000143712863691936
"PRKAA2",-1.92385313088975,9.3618455362538e-10,-1.64986716413215,1.56131943836251e-07,-1.2818225468988,0.000161632645485412
"OMA1",-0.36204771109426,0.0389180219923518,-0.364181125153062,0.00432328852392889,-0.498616903030499,0.0305238552608754
"PATJ",-0.748309355603108,1.03455528952738e-09,-0.733612946471584,1.00155876135797e-08,-0.6757345191515,0.00016690322845091
"CACHD1",-0.426831123195233,0.00768597113368222,-0.564304535755131,4.94035690437317e-05,-0.560463360496943,0.000341190595586644
"RAVER2",-0.449485695622563,0.000258453885383126,-0.367273864853496,0.0366546223771313,-0.434071290202556,0.00178033549565355
"DNAJC6",-1.45928381694719,5.32241722463786e-08,-1.04158417947116,0.0277882673293628,-0.944443321695826,0.0108366679709129
"LEPR",-1.56430990410847,1.45970108759767e-31,-1.13745104038009,6.82796007943947e-06,-1.65544349263831,3.02971947362154e-10
"LEPROT",-0.377712030446754,0.000884378861082261,-0.336494756230448,6.08084912752309e-05,-0.342057332459968,3.42331367530281e-05
"SLC35D1",0.637477906387791,0.0125224880598026,0.500702362186421,0.0162344407024592,0.820298357393753,1.3049160951472e-05
"RPE65",5.5098098740252,8.76905693816508e-19,4.93913278052196,1.499575086638e-10,5.93450469537676,3.71958992270054e-17
"DEPDC1",1.52426353184139,0.00051769118066587,2.26343084533546,0.000273880666183397,2.17569876160122,0.00025010601623437
"LRRC7",4.73189423978378,9.79611162472761e-23,3.75601454096983,1.85046682050528e-13,5.0845739846602,1.01398433694181e-23
"LRRC7-AS1",4.61657773751665,7.30792782524358e-18,3.10349278646761,0.000151617599362676,5.164703011216,1.42907362925398e-19
"NEGR1",-2.38001749372904,3.87496871507023e-14,-1.25707154823685,0.00980357770248357,-1.8247082926635,2.00221724864633e-09
"TYW3",-0.34987294965313,0.00226070010705512,-0.347023412659787,0.00303902713313604,-0.349539720845155,0.0481021244311037
"DNAJB4",-1.24081218601224,4.36888359460661e-07,-1.08227013219685,1.18131768614296e-06,-1.13812450082708,0.000334189407494083
"GIPC2",-1.31534588478114,1.28217023476099e-17,-0.878237405302922,1.32034229177109e-05,-1.2023571754762,1.33248356861897e-15
"TTLL7",-1.1862592602149,0.00103431788550762,-1.15410206564062,0.00113937222568264,-0.724843980553475,0.0494185445681536
"DNAI3",2.58099537415954,3.53169589346201e-12,2.93027115668585,7.22726188436265e-11,1.75551136655504,9.69270294273503e-05
"CCN1",-2.73996491481572,3.41259819613038e-14,-2.61086684772822,3.91941431009342e-11,-1.61047812890799,0.00112930074903411
"COL24A1",1.51034041164927,0.000268780529267554,1.5492785473375,0.00342209582190234,1.23888507434136,0.00829384647658966
"GBP4",-1.07796059257742,5.26505530875943e-08,-0.744115530358169,0.00106695392878044,-0.742414722990097,0.00397357546516539
"GBP1P1",-0.792880836134902,0.00323436258260911,-1.43406317198784,0.0016260442707283,-1.47454462114717,0.000402814357453406
"CDC7",0.873570066829587,0.0154062970907907,0.72301925676324,0.0229764264838795,0.644925272735616,0.0271678305729969
"TGFBR3",-0.512177338483652,0.00469959859018426,-0.550651977666624,0.015534568181427,-0.8115118963274,4.88581441252762e-06
"BCAR3",-0.791407226294533,4.98008671763259e-13,-0.666876654195849,0.00102629158783007,-0.528090956627646,0.00457987266648666
"BCAR3-AS1",-0.543717801511703,0.0425700818133729,-1.14499242439122,0.00815154777943538,-0.872652442826257,5.68393314150067e-05
"F3",-1.58281372623306,0.00275136085233158,-1.52153246489744,0.000300567924512804,-1.60841904637153,9.37056328388532e-05
"TLCD4",-1.20718699751424,8.12983694286617e-15,-1.14555066018532,4.94080264040482e-06,-0.729335613041535,0.0457041681060339
"LOC105378866",1.65920520667924,0.0442830307361687,3.8440053650985,0.00164827876036368,3.48384070751516,0.000509722585370311
"DPYD",-0.662304747976947,0.000227370786839288,-0.57815274639838,0.00531669586650084,-0.560304515053162,0.000221759810275659
"CDC14A",-0.781573483014629,9.22305552267111e-11,-0.622949946200771,1.51460495474489e-05,-0.641179356775098,0.00271123044220932
"EXTL2",0.382039481327914,0.00739565013576934,0.457813631660125,0.000738900203007111,0.513918891026168,0.00531721814464335
"COL11A1",1.98813575299328,2.55532090232154e-05,2.32833807298024,6.15250269062515e-08,4.13217098159485,7.55836202236037e-32
"AMY2B",-0.490922421734001,0.0370707200952826,-0.373438563839741,0.0494263795530988,-0.471371171904454,0.00100249844926598
"PRMT6",0.544091123531816,1.08090434569556e-06,0.685315483765458,1.82335734721029e-08,0.612480109570969,0.000169111306169967
"NTNG1",4.04969654493375,7.96670658670075e-17,4.21257378345084,4.29167641768991e-10,3.60033742801906,5.91100512078959e-07
"HENMT1",0.766630616430963,0.00121586934360251,1.24012468851869,0.000953477520538176,1.07458599994319,0.000258575288783614
"GPSM2",0.957582433055382,1.36286908031424e-11,0.562858154578717,0.000538197117173932,0.568583896457639,0.00389352034995939
"PSRC1",1.50040554466617,2.59568003806063e-07,2.34997490217644,1.4228925746447e-09,1.36511044586171,1.09469766414832e-05
"GSTM2",1.28870478340319,0.000393462185978621,0.710894517774431,0.0022958149499798,0.688020917929716,0.0468315935456365
"GSTM1",2.2391531234853,0.00785612674914547,2.3535843796132,0.000269849272657449,2.18429578706478,0.00124687598512142
"GSTM3",1.01514506800114,0.010230608410057,1.32326695096024,0.000127500303034359,1.37252244117553,1.83774107751498e-05
"KCNA2",1.40322753624929,5.37879163112516e-06,1.29807725819585,0.0384618547161662,1.65657987258238,5.45789259578336e-07
"TMIGD3",1.27698106634158,0.0358512920208017,1.94081121310795,2.8941697836055e-05,2.3778575344546,4.05413235167842e-12
"LINC01160",3.5135251591131,8.50938378006905e-12,2.24332615111137,1.81164072688822e-08,3.27268135126337,5.02632251160107e-14
"LOC107985184",1.65638124141101,3.29845692463055e-06,1.09387237519261,0.00383134987282081,1.727215105857,1.58883553742201e-05
"INKA2",1.97025183639276,6.16744555151256e-08,1.56001428335869,2.76018717089083e-07,2.38520761275788,1.46301636510937e-17
"INKA2-AS1",2.45750419020815,9.78349802794348e-09,2.20379670689903,3.85671882231175e-06,2.66827874346209,1.45479272640305e-11
"LOC101928718",2.326297109618,9.75417888405267e-08,2.06347429121461,1.56389121138327e-05,2.28865087638419,9.25105951104907e-09
"TAFA3",1.9971822698846,0.000426561787086919,2.69771991501355,0.000990456936941014,2.67402125989803,0.00180935823268596
"CASQ2",1.04187292827378,0.00330815799356601,1.09391403444858,0.0110742409617694,2.00720435573356,0.000337716393168128
"ATP1A1",-0.556147297386827,0.000770871345464429,-0.550524626481512,9.51111067824592e-06,-0.799442785785673,0.00517487879923922
"ATP1A1-AS1",-0.505958460893664,0.00193456135295524,-0.467002444388688,0.00150954499154744,-0.656297172667889,0.00136402428358655
"CD58",-0.682321059262083,0.000134004470828585,-0.592028078151266,0.00712022709778622,-0.740473355332783,5.62204304856387e-05
"IGSF3",3.34785013813263,4.98008671763259e-13,3.20216241432646,3.73006664556031e-14,3.07682759757291,1.04414388408136e-27
"TRIM45",0.4981820341157,0.00189139534816711,0.418780109105065,0.0174833518915387,0.468212397707943,0.000326269074603938
"TBX15",2.63195171402033,7.28499888002683e-14,1.81672469136974,0.000122657340339072,3.70833383001957,2.36427901507509e-11
"ZNF697",0.505216659118832,0.000454838209738546,0.522154044099533,0.0367328576193408,0.674675930747701,0.000797878563778353
"PHGDH",1.11737103816048,1.57999976945118e-08,1.19094247531073,1.3873434403412e-05,1.57077984997972,2.51683313767344e-12
"FCGR1BP",1.55459754295054,0.000120041026504013,1.79373442633799,0.000683563588976679,1.81032497718189,1.21675394083683e-05
"FCGR1CP",1.75063653001117,5.21297235657182e-05,1.73400688602031,0.00432013573728044,1.98982377245813,0.000280761082517743
"ANKRD35",-1.5230161729534,0.00275030231023212,-1.21273284236565,0.00246209910134198,-2.35289914370169,2.38052120497019e-15
"ITGA10",-0.720012720096935,0.0397202605564611,-0.724346146786481,0.035547523084739,-0.625025057115644,0.0489550447811897
"TXNIP",-1.05031803597608,1.19178769220032e-05,-1.03548550632587,1.66698413515911e-05,-1.04129465725449,0.00399804520612588
"LINC02806",2.07514530175359,5.48423081297258e-05,2.43469984994425,0.000778585104817986,1.64304549013687,0.00399314330750704
"PDE4DIPP6",0.718489617672797,0.00393383649221205,1.40596955058089,2.30184048623925e-05,0.885687566224787,3.1060830362252e-06
"LINC01138",0.467215048680994,0.000880938577221396,0.701566130905611,0.00140159719711846,0.694369825689652,8.38109708275301e-06
"FCGR1A",1.76260380125431,3.80211548122703e-05,1.78556442190453,0.00039556920553827,2.38582517559918,4.04589354786975e-07
"ECM1",-1.14410101496709,0.00290053154167664,-1.10237173560066,0.000522638241405097,-1.49411898006426,3.60104602500227e-09
"ANXA9",-0.877678461214523,1.47434714281234e-06,-0.696592300630346,1.38754857644805e-06,-0.75075581837214,3.31573125908868e-05
"MINDY1",-0.662338079506264,6.14638311327246e-05,-0.559718234591558,1.0679175582179e-05,-0.62507646254779,0.00188993645422867
"MLLT11",0.620740788092913,0.00249204922916619,0.821712434936564,0.00269662735595471,0.826154627198306,0.00852624959643198
"GABPB2",-0.543092612716883,3.57150565662836e-08,-0.470103104536376,0.000366773833254916,-0.575081756650121,3.28282811975546e-05
"RFX5-AS1",0.953550944618047,0.0400372186926915,1.50926869077314,0.00928095232162823,1.54680438938541,0.00477097768140677
"S100A4",-1.41717873784663,1.48417246287009e-07,-0.77920968827342,0.0491200779986464,-1.19373891603663,0.000745337213836008
"ILF2",0.335152055593924,0.000509803838976211,0.417537882645401,0.000400082458968047,0.417543357044698,0.000920179024166409
"NPR1",-1.5573052623805,6.84837536052505e-06,-0.974460141514659,0.00111845921510519,-1.40564203024655,4.28869555096121e-05
"SHE",-1.13724727461332,7.42893865987963e-18,-0.867693695201457,9.26526318521424e-08,-1.06736246509149,5.28627479379639e-09
"TDRD10",-1.14625724187328,3.61170617076846e-06,-0.850151089232091,0.00668061919521001,-1.30296199486431,2.76636063245444e-08
"ADAM15",-0.950006302673099,0.000294809643158095,-0.871465035725722,7.68375299304105e-10,-0.733083539297072,0.000818673897063694
"EFNA4",0.806439925848067,0.00503547457506474,0.882465435160587,0.000113716136314246,1.05833962935456,0.000769561140236146
"EFNA3",0.897316449432025,0.000642252679108181,0.974949424291113,0.0282028026758541,1.3246555926896,0.00146784708891156
"MSTO1",0.369152494767836,0.00117508723266314,0.393149575386441,0.000367114282186346,0.348108381497328,0.0481572535676855
"SYT11",0.658569061954673,0.0421168240007581,0.658546032972978,3.89113378975381e-05,1.13154238954293,7.44464196612369e-06
"MEX3A",1.97595783280656,1.428503985499e-05,2.33466691769576,3.36242797175957e-13,1.84900563313373,1.04062833188903e-05
"PAQR6",0.879585739876094,0.00162342707170555,0.883835395570218,0.00485369185983032,0.533419262432159,0.0392836609258989
"CCT3",0.358718049762663,0.00143928995602204,0.441183752184365,0.00011092088817328,0.455331618765198,0.00214956806074397
"MIR9-1HG",3.18566787372687,8.20002764236305e-19,3.21644618977094,3.12338190153595e-12,2.89284182663732,9.95768091322308e-17
"IQGAP3",1.08078369947255,0.0176439662531538,1.64534254493683,0.00271166921189852,1.89712424075714,0.000910134691507962
"BCAN-AS1",0.91382272582463,0.0151137782224608,1.27595700371474,2.06182327039109e-06,0.836841181187605,0.00186366489583829
"BCAN",2.12966892890321,8.86187902717879e-06,2.9344942477389,5.30409514244908e-13,2.30337960210516,1.76824850653476e-08
"CRABP2",1.50452553592083,0.00107299284021755,2.09239800996962,3.07097952798332e-09,2.20846019550882,0.00664888967759384
"PEAR1",-1.43496818179922,4.76579862698197e-26,-0.894927268848547,8.73609728684337e-05,-0.990231844482154,7.69583357152617e-06
"CADM3-AS1",-0.729805236934023,0.0140182292233544,-0.954103247893398,0.010828196104021,-1.53926492038801,0.000151456713739203
"ACKR1",-2.00165532141618,5.67814620932299e-14,-2.0362099924718,8.9559728306272e-11,-1.73525963907062,0.00301768365177176
"FCER1A",-1.24696339097375,0.00366645774898649,-0.934578501370525,0.022408220660779,-1.29619620739872,0.00020332131733962
"CASQ1",1.56838445917433,0.0191363696640667,1.18357218302834,0.0421219031752765,1.38946489118356,0.0172596682293538
"PEX19",-0.291708471398156,3.56727001327916e-05,-0.275818882701358,0.00247138180567915,-0.240298560944111,0.0234851077540106
"COPA",0.271711948440934,0.00703604651115235,0.245648384795217,0.00220270065707331,0.341073272815183,0.00115329451456881
"LOC105371466",1.9669155426724,0.00278208729049967,2.51282995914457,0.00342607361574846,1.19497575414389,0.0362179522295952
"VANGL2",0.967408584118051,1.22755206052706e-05,1.28421522058335,1.54892267512839e-07,0.841071817029267,0.000978043630832832
"F11R",-1.15880495340722,4.23127971483984e-08,-0.808548445759999,0.000157703634302765,-0.708829758192552,0.00523922281160596
"TSTD1",-1.60320576100683,0.0142323274651698,-1.22087762251551,0.0283151275428763,-1.84221706396134,0.0091201270925087
"PCP4L1",2.45063535665575,2.2367773798126e-10,2.12961965438789,5.76517972675484e-08,2.51217935712349,1.87735661809419e-09
"LOC107985221",1.1110767080336,0.000993610900315109,0.852286224420242,0.0484830347037136,1.15231442616896,0.00403201381051703
"FCGR2A",0.546889005578571,0.0287162186816249,0.698330506958428,0.0167985904638189,1.09977100702665,0.000421151824161715
"FCGR3A",2.09865208940985,2.63282690187281e-07,2.18313027710272,0.00012004391844846,3.06090413402208,6.90961419148326e-12
"OLFML2B",0.824470549739274,1.51401327182785e-05,1.18658578077962,5.1318180659327e-07,0.952034294288462,0.00233682568687999
"LMX1A",2.39489646956504,2.14899715363389e-07,3.26127804436041,0.00037297608267448,3.60340299029433,1.1645176618138e-06
"LMX1A-AS2",2.73489828662305,0.00713416688304923,3.52291423983275,0.00917562301190547,3.88165657155923,2.72492226116682e-06
"RXRG",-1.92016743136028,1.52949681053619e-05,-1.52939676604912,0.00363389282390854,-2.05936001831565,0.00873756916065467
"CREG1",-0.873062899255687,4.59534258990605e-12,-0.462626219843191,0.0458887148836705,-0.654096116761406,0.00119839445847099
"DPT",-2.55201283105463,1.58343767208832e-06,-1.60763947834795,0.00103955953346745,-2.83447579009794,4.38609667381089e-16
"SLC19A2",-1.32632405924943,2.3823017445199e-06,-1.46398371455957,3.52316203656007e-07,-1.55615710726649,7.35468774709338e-05
"FMO2",-3.31739788542539,8.8074270340915e-26,-2.60749190853118,2.432464775029e-06,-2.92434523551476,2.7759193116211e-11
"FMO4",-0.46192697553551,0.00752298951528602,-0.507662842449535,0.0321747653553742,-0.664871031889263,0.00132148127488834
"MYOC",-1.70571046589637,0.00775042428238125,-1.52260367653447,0.034520433180382,-1.71135943362037,0.0305238552608754
"TNFSF4",1.52306884180891,7.17579294320452e-14,0.971764811022625,4.84675434760014e-05,1.11198089070625,0.000707945499294778
"PRDX6",1.3579955551,1.42575085717685e-05,1.17794224484369,6.69401200741093e-06,1.30035728713832,9.04433282902926e-06
"TEX50",1.68810135432081,1.96208226268184e-05,1.36736209836541,0.00870451435882483,1.2579188278468,0.013305773978719
"ANKRD45",1.28845778432746,2.90925866086304e-05,1.30239922898496,0.000318594662835273,1.27388597780674,0.00123965367960722
"RABGAP1L",-0.28146662569011,0.0128033056006192,-0.297277757855625,0.0364517759714612,-0.291216644686593,0.00269048724662072
"TNN",5.24026271335778,1.83123159874967e-11,6.68200895198026,3.44073405589611e-12,6.08391190915606,6.54489683367983e-16
"KIAA0040",-1.06382289227705,7.13868764833433e-14,-0.752760741830347,0.00269039998750455,-0.740170525704475,0.00789245699008086
"ASTN1",1.57870946097847,0.000171272599800418,2.37928884363991,5.83927647171269e-07,1.77029757403012,0.000948832725546931
"CRYZL2P",-0.454072339996847,0.000923624214666622,-0.471894166012653,0.0161280864470588,-0.510575851506366,0.00178265464963503
"FAM20B",-0.90289387759508,1.30224672732636e-14,-0.767943493665324,4.11428667779772e-06,-0.755221973632315,1.28795356947974e-09
"TOR1AIP1",-0.469478779408698,4.99136745792156e-05,-0.313250438092653,0.00406700519168332,-0.382160379450167,0.00263358792719664
"STX6",0.321962421823429,0.000138738937676856,0.300349340989158,0.000273535737252539,0.353753758900578,0.00010025065106626
"CACNA1E",3.41029096388994,2.15719024687052e-08,3.74500171568447,4.58825706949025e-15,3.62738936921703,3.29490608526297e-13
"GLUL",-1.02990847719137,1.82507862549454e-09,-1.03837044630864,5.95746898753705e-19,-1.07350841053229,0.00182642467749737
"RNF2",0.301559317958983,2.77526590811189e-06,0.393957214324065,0.000485883902036631,0.272105195328511,0.023635785924023
"HMCN1",0.782026157098509,0.0212138044361424,0.633349226816837,0.0495390498225427,1.49942881813175,0.000392427194757981
"PLA2G4A",-0.891061876930566,0.000214264121523897,-0.945962981215179,6.71355368652106e-06,-0.857070039353208,0.0141098871221576
"RGS2",-1.67983600866479,1.26025191650541e-07,-1.06381661853083,0.00797455094407452,-0.870924300530242,0.0249652984386686
"DDX59",-0.285235108685743,0.0101127406252881,-0.402334341166211,0.0059110146083406,-0.397529917075188,0.0067011500167517
"PHLDA3",1.22419745507363,5.07103371625293e-08,1.13360569582904,5.88309293079976e-08,1.39497971449145,1.88540489773729e-19
"UBE2T",0.99151247333982,0.0175031671565676,1.45212714337087,0.000198671436926066,2.16458115432193,0.000223184768483316
"KDM5B",0.439167539660127,3.73196851416527e-07,0.433361946502471,0.00525487874027619,0.493284330013743,0.000525015046268448
"PPFIA4",2.37895613935251,4.52730769073926e-11,2.66464565641432,3.8369712595478e-21,2.62250010855957,8.40379534157321e-17
"MYOG",4.6572412552768,0.000123100959232431,5.17290855278704,0.00180416997828639,4.04824729074375,0.00233682568687999
"MYOPARR",3.3798988131014,0.00527049559470795,4.7736022771112,0.000132966939650113,3.12822556212997,0.0095972106327705
"ADORA1",1.86721756814377,7.51399831751837e-07,2.30386330261112,2.91397373282333e-08,2.47986910012491,0.000145561080697144
"ATP2B4",0.508997856145116,0.00995524736833543,0.490313041687978,0.0240579477340784,0.853948210174565,0.00415373598667767
"SOX13",-0.972616059941328,8.33343692433759e-11,-0.635581982490447,0.00700071648028728,-0.831072451274214,2.18710774801978e-06
"LEMD1",4.50082823646504,2.5010305518976e-08,2.37891423915192,0.0117536585226895,4.32520764505736,2.70974675071917e-06
"PFKFB2",0.339803160198829,0.0245095981396893,0.583685063059901,2.81702083277115e-05,0.506116477639066,6.3639023706799e-07
"CD46",-0.557218427687192,0.000285363862150723,-0.42077230576677,0.00297872279166739,-0.254244039001413,0.0451466235756017
"MIR29B2CHG",-1.33449786020126,3.35074360152169e-07,-1.53175709750072,3.46310048368094e-06,-1.35387213659153,1.62712188423905e-05
"CD34",-1.1384623866158,3.30694617831366e-18,-0.78401641781613,5.27691236865287e-05,-0.61314039825983,0.0275287831025489
