"exp_id","cmap_score","p","q","subset_comparison_id","analysis_id","drug_name","concentration","duration","cell_line","array_platform","vehicle","vendor","vendor_catalog_id","vendor_catalog_name","drug_concept_id","cas_number","DrugBank.ID"
12574,-0.67982410047549,9.99990000099999e-06,0.0001260022172949,"file16e95f7ba187_logFC_0","TAHOE","Carbidopa (monohydrate)",5,24,"ACH-000916","Tahoe","DMSO","Tahoe",NA,NA,NA,NA,NA
12694,-0.799033851388597,9.99990000099999e-06,0.0001260022172949,"file16e95f7ba187_logFC_0","TAHOE","Celecoxib",0.5,24,"ACH-000236","Tahoe","DMSO","Tahoe",NA,NA,NA,NA,NA
12826,-0.60012303647273,1e-05,0.0001260022172949,"file16e95f7ba187_logFC_0","TAHOE","Cepharanthine",0.5,24,"ACH-000521","Tahoe","DMSO","Tahoe",NA,NA,NA,NA,NA
13015,-0.665431410884316,9.99990000099999e-06,0.0001260022172949,"file16e95f7ba187_logFC_0","TAHOE","Chlorhexidine (diacetate)",5,24,"ACH-000552","Tahoe","DMSO","Tahoe",NA,NA,NA,NA,NA
13158,-0.724526790423579,9.99990000099999e-06,0.0001260022172949,"file16e95f7ba187_logFC_0","TAHOE","Ciclopirox",5,24,"ACH-000120","Tahoe","DMSO","Tahoe",NA,NA,NA,NA,NA
13276,-0.678067980377616,9.99990000099999e-06,0.0001260022172949,"file16e95f7ba187_logFC_0","TAHOE","Cilostazol",0.5,24,"ACH-000521","Tahoe","DMSO","Tahoe",NA,NA,NA,NA,NA
13354,-0.676440250474895,9.99990000099999e-06,0.0001260022172949,"file16e95f7ba187_logFC_0","TAHOE","Cinacalcet",0.0500000007450581,24,"ACH-000927","Tahoe","DMSO","Tahoe",NA,NA,NA,NA,NA
13498,-0.596041120553932,1e-05,0.0001260022172949,"file16e95f7ba187_logFC_0","TAHOE","Citalopram (hydrobromide)",0.0500000007450581,24,"ACH-000558","Tahoe","DMSO","Tahoe",NA,NA,NA,NA,NA
13736,-0.692261590809047,9.99990000099999e-06,0.0001260022172949,"file16e95f7ba187_logFC_0","TAHOE","Clobetasol propionate",0.5,24,"ACH-000348","Tahoe","DMSO","Tahoe",NA,NA,NA,NA,NA
13910,-0.65924607691118,9.99990000099999e-06,0.0001260022172949,"file16e95f7ba187_logFC_0","TAHOE","Clofarabine",5,24,"ACH-000389","Tahoe","DMSO","Tahoe",NA,NA,NA,NA,NA
14077,-0.601974234715122,1e-05,0.0001260022172949,"file16e95f7ba187_logFC_0","TAHOE","Clonidine (hydrochloride)",5,24,"ACH-000311","Tahoe","DMSO","Tahoe",NA,NA,NA,NA,NA
14127,-0.906753522551069,9.99990000099999e-06,0.0001260022172949,"file16e95f7ba187_logFC_0","TAHOE","Clopidogrel",0.0500000007450581,24,"ACH-000311","Tahoe","DMSO","Tahoe",NA,NA,NA,NA,NA
14302,-0.707417978989614,9.99990000099999e-06,0.0001260022172949,"file16e95f7ba187_logFC_0","TAHOE","Clotrimazole",0.5,24,"ACH-000940","Tahoe","DMSO","Tahoe",NA,NA,NA,NA,NA
14504,-0.709954453702198,9.99990000099999e-06,0.0001260022172949,"file16e95f7ba187_logFC_0","TAHOE","Cloxacillin (sodium)",5,24,"ACH-000927","Tahoe","DMSO","Tahoe",NA,NA,NA,NA,NA
14561,-0.72422281796154,9.99990000099999e-06,0.0001260022172949,"file16e95f7ba187_logFC_0","TAHOE","Cobimetinib",0.0500000007450581,24,"ACH-000997","Tahoe","DMSO","Tahoe",NA,NA,NA,NA,NA
14725,-0.75577478277767,9.99990000099999e-06,0.0001260022172949,"file16e95f7ba187_logFC_0","TAHOE","Crizotinib (hydrochloride)",0.0500000007450581,24,"ACH-000496","Tahoe","DMSO","Tahoe",NA,NA,NA,NA,NA
14857,-0.77059914102498,9.99990000099999e-06,0.0001260022172949,"file16e95f7ba187_logFC_0","TAHOE","Cyclosporin A",0.0500000007450581,24,"ACH-000138","Tahoe","DMSO","Tahoe",NA,NA,NA,NA,NA
15087,-0.65432650171914,9.99990000099999e-06,0.0001260022172949,"file16e95f7ba187_logFC_0","TAHOE","Cysteamine (hydrochloride)",0.5,24,"ACH-000790","Tahoe","DMSO","Tahoe",NA,NA,NA,NA,NA
15203,-0.632739598907047,9.99990000099999e-06,0.0001260022172949,"file16e95f7ba187_logFC_0","TAHOE","Cytarabine",0.5,24,"ACH-000222","Tahoe","DMSO","Tahoe",NA,NA,NA,NA,NA
15307,-0.653180210262491,9.99990000099999e-06,0.0001260022172949,"file16e95f7ba187_logFC_0","TAHOE","Cytarabine (hydrochloride)",0.0500000007450581,24,"ACH-000138","Tahoe","DMSO","Tahoe",NA,NA,NA,NA,NA
15508,-0.829656350506224,9.99990000099999e-06,0.0001260022172949,"file16e95f7ba187_logFC_0","TAHOE","DT-061",0.5,24,"ACH-000120","Tahoe","DMSO","Tahoe",NA,NA,NA,NA,NA
15708,-0.691317352802376,9.99990000099999e-06,0.0001260022172949,"file16e95f7ba187_logFC_0","TAHOE","DTP3",5,24,"ACH-000120","Tahoe","DMSO","Tahoe",NA,NA,NA,NA,NA
15814,-0.768877820122858,9.99990000099999e-06,0.0001260022172949,"file16e95f7ba187_logFC_0","TAHOE","Dabrafenib",0.5,24,"ACH-000148","Tahoe","DMSO","Tahoe",NA,NA,NA,NA,NA
16012,-0.638535697431403,9.99990000099999e-06,0.0001260022172949,"file16e95f7ba187_logFC_0","TAHOE","Daidzin",5,24,"ACH-000954","Tahoe","DMSO","Tahoe",NA,NA,NA,NA,NA
16157,-0.622261670123453,9.99990000099999e-06,0.0001260022172949,"file16e95f7ba187_logFC_0","TAHOE","Dapagliflozin",5,24,"ACH-000138","Tahoe","DMSO","Tahoe",NA,NA,NA,NA,NA
16306,-0.606450541519109,1e-05,0.0001260022172949,"file16e95f7ba187_logFC_0","TAHOE","Dapagliflozin ((2S)-1,2-propanediol, hydrate)",5,24,"ACH-000580","Tahoe","DMSO","Tahoe",NA,NA,NA,NA,NA
16407,-0.664346191520497,9.99990000099999e-06,0.0001260022172949,"file16e95f7ba187_logFC_0","TAHOE","Daptomycin",0.5,24,"ACH-000138","Tahoe","DMSO","Tahoe",NA,NA,NA,NA,NA
16616,-0.645968746158208,9.99990000099999e-06,0.0001260022172949,"file16e95f7ba187_logFC_0","TAHOE","Darinaparsin",5,24,"ACH-001021","Tahoe","DMSO","Tahoe",NA,NA,NA,NA,NA
16776,-0.827379729617189,9.99990000099999e-06,0.0001260022172949,"file16e95f7ba187_logFC_0","TAHOE","Darolutamide",5,24,"ACH-000521","Tahoe","DMSO","Tahoe",NA,NA,NA,NA,NA
16858,-0.87838821229294,9.99990000099999e-06,0.0001260022172949,"file16e95f7ba187_logFC_0","TAHOE","Decitabine",0.5,24,"ACH-000120","Tahoe","DMSO","Tahoe",NA,NA,NA,NA,NA
17057,-0.640429428024159,9.99990000099999e-06,0.0001260022172949,"file16e95f7ba187_logFC_0","TAHOE","Delamanid",5,24,"ACH-000138","Tahoe","DMSO","Tahoe",NA,NA,NA,NA,NA
17177,-0.675261935826714,9.99990000099999e-06,0.0001260022172949,"file16e95f7ba187_logFC_0","TAHOE","Demeclocycline",0.5,24,"ACH-000311","Tahoe","DMSO","Tahoe",NA,NA,NA,NA,NA
17379,-0.771618529431593,9.99990000099999e-06,0.0001260022172949,"file16e95f7ba187_logFC_0","TAHOE","Dexamethasone",5,24,"ACH-000875","Tahoe","DMSO","Tahoe",NA,NA,NA,NA,NA
17458,-0.78994878272215,9.99990000099999e-06,0.0001260022172949,"file16e95f7ba187_logFC_0","TAHOE","Dexmedetomidine",0.5,24,"ACH-000120","Tahoe","DMSO","Tahoe",NA,NA,NA,NA,NA
17677,-0.725148516225745,9.99990000099999e-06,0.0001260022172949,"file16e95f7ba187_logFC_0","TAHOE","Diammonium Glycyrrhizinate",5,24,"ACH-000311","Tahoe","DMSO","Tahoe",NA,NA,NA,NA,NA
17711,-0.781840570111952,9.99990000099999e-06,0.0001260022172949,"file16e95f7ba187_logFC_0","TAHOE","Digitoxin",0.0500000007450581,24,"ACH-000997","Tahoe","DMSO","Tahoe",NA,NA,NA,NA,NA
17850,-0.581083414961076,2e-05,0.000186013093289689,"file16e95f7ba187_logFC_0","TAHOE","Dihydroartemisinin",0.0500000007450581,24,"ACH-000555","Tahoe","DMSO","Tahoe",NA,NA,NA,NA,NA
18038,-0.567945974992168,2e-05,0.000186013093289689,"file16e95f7ba187_logFC_0","TAHOE","Dimethyl fumarate",0.0500000007450581,24,"ACH-001190","Tahoe","DMSO","Tahoe",NA,NA,NA,NA,NA
18241,-0.929671420243416,9.99990000099999e-06,0.0001260022172949,"file16e95f7ba187_logFC_0","TAHOE","Dinaciclib",0.5,24,"ACH-000437","Tahoe","DMSO","Tahoe",NA,NA,NA,NA,NA
