gene_symbol,logfc_dz:130,logfc_dz:705,logfc_dz:334,mean_logfc,median_logfc,common_experiment,organism
HLA-A,0.18482165038585663,0.22648492455482483,0.11386749148368835,0.1750580221414566,0.18482165038585663,0.11386749148368835,human
ISG15,0.17999021708965302,0.13781903684139252,0.10382755100727081,0.14054560164610544,0.13781903684139252,0.10382755100727081,human
ANKRD2,0.1576167643070221,0.012150154449045658,0.037477049976587296,0.06908132291088502,0.037477049976587296,0.037477049976587296,human
MT2A,0.14745326340198517,0.14513877034187317,0.09341927617788315,0.1286704366405805,0.14513877034187317,0.09341927617788315,human
ACTC1,0.13299088180065155,0.09366269409656525,,0.1133267879486084,0.1133267879486084,,human
MT1X,0.12809254229068756,,0.022945599630475044,0.0755190709605813,0.0755190709605813,0.022945599630475044,human
HSPB1,0.12352658808231354,0.021546481177210808,0.027825724333524704,0.057632931197683014,0.027825724333524704,0.027825724333524704,human
HLA-B,0.12190275639295578,0.1676158905029297,0.03190913796424866,0.10714259495337804,0.12190275639295578,0.03190913796424866,human
B2M,0.12131289392709732,0.14043183624744415,0.05909188464283943,0.1069455382724603,0.12131289392709732,0.05909188464283943,human
IFITM3,0.11797763407230377,0.05174887552857399,0.09358692169189453,0.08777114376425743,0.09358692169189453,0.09358692169189453,human
HLA-C,0.11640492081642151,0.12590092420578003,0.06669444590806961,0.10300009697675705,0.11640492081642151,0.06669444590806961,human
CRYAB,0.11546242237091064,0.03696161136031151,-0.07021258771419525,0.027403815339008968,0.03696161136031151,-0.07021258771419525,human
FTL,0.11147858947515488,0.02407057397067547,0.058769699186086655,0.064772954210639,0.058769699186086655,0.058769699186086655,human
APOD,0.10991522669792175,-0.01090272143483162,-0.08132506906986237,0.005895812064409256,-0.01090272143483162,-0.08132506906986237,human
CFL1,0.10741090029478073,,0.014930994249880314,0.06117094727233052,0.06117094727233052,0.014930994249880314,human
CST3,0.09637927263975143,0.04017593711614609,-0.015758328139781952,0.04026562720537186,0.04017593711614609,-0.015758328139781952,human
IFITM1,0.09433051198720932,0.06173883005976677,0.06813985109329224,0.07473639771342278,0.06813985109329224,0.06813985109329224,human
IFI27,0.0938296765089035,0.06283465027809143,0.017310170456767082,0.057991499081254005,0.06283465027809143,0.017310170456767082,human
SUPT20H,0.09142112731933594,,-0.0927785187959671,-0.0006786957383155823,-0.0006786957383155823,-0.0927785187959671,human
EEF1A1,0.08015425503253937,,,0.08015425503253937,0.08015425503253937,,human
HSPB7,0.07947199791669846,0.06232823058962822,-0.087671659886837,0.018042856206496555,0.06232823058962822,-0.087671659886837,human
IFIT3,0.07687556743621826,0.09195403009653091,0.04025417938828468,0.06969459230701129,0.07687556743621826,0.04025417938828468,human
LGALS1,0.0766090676188469,,-0.023220404982566833,0.02669433131814003,0.02669433131814003,-0.023220404982566833,human
MT1HL1,0.0728488564491272,,0.0236754659563303,0.04826216120272875,0.04826216120272875,0.0236754659563303,human
ATP1B1,0.07282115519046783,,0.01928335800766945,0.04605225659906864,0.04605225659906864,0.01928335800766945,human
TUBA1B,0.07178134471178055,,0.05876345932483673,0.06527240201830864,0.06527240201830864,0.05876345932483673,human
GPX3,0.07042486220598221,0.030109437182545662,-0.010656625032424927,0.02995922478536765,0.030109437182545662,-0.010656625032424927,human
TMSB10,0.0684642493724823,0.06273287534713745,0.03887460380792618,0.05669057617584864,0.06273287534713745,0.03887460380792618,human
PSAP,0.0676443949341774,0.02054646611213684,,0.04409543052315712,0.04409543052315712,,human
IFIT1,0.06671857833862305,0.09715471416711807,0.06544997543096542,0.07644108931223552,0.06671857833862305,0.06544997543096542,human
TXNIP,0.06608882546424866,0.07108097523450851,,0.06858490034937859,0.06858490034937859,,human
TUBA1C,0.06427545100450516,0.017469612881541252,,0.040872531943023205,0.040872531943023205,,human
SEPW1,0.06390760838985443,0.019445117563009262,,0.04167636297643185,0.04167636297643185,,human
UBC,0.06261173635721207,0.02961593307554722,-0.030673237517476082,0.020518143971761067,0.02961593307554722,-0.030673237517476082,human
MT1H,0.06020711734890938,,0.028454337269067764,0.04433072730898857,0.04433072730898857,0.028454337269067764,human
S100A6,0.059571828693151474,0.015530616976320744,-0.017711976543068886,0.019130156375467777,0.015530616976320744,-0.017711976543068886,human
MT1E,0.05929408222436905,0.012387527152895927,0.025582147762179375,0.03242125237981478,0.025582147762179375,0.025582147762179375,human
MX1,0.058130908757448196,0.0730343759059906,0.053456004709005356,0.06154042979081472,0.058130908757448196,0.053456004709005356,human
CD63,0.05695698410272598,0.02094029262661934,0.01220558863133192,0.030034288453559082,0.02094029262661934,0.01220558863133192,human
IFITM2,0.05652814358472824,,0.11077701300382614,0.08365257829427719,0.08365257829427719,0.11077701300382614,human
RRAD,0.05614408105611801,0.02500179037451744,0.04772209748625755,0.04295598963896433,0.04772209748625755,0.04772209748625755,human
HLA-G,0.05525192245841026,0.05506638437509537,,0.055159153416752815,0.055159153416752815,,human
RHOB,0.0551791675388813,,-0.023578858003020287,0.015800154767930508,0.015800154767930508,-0.023578858003020287,human
RHOA,0.05507058650255203,0.016058117151260376,,0.035564351826906204,0.035564351826906204,,human
IFI44L,0.05494147911667824,0.024707317352294922,0.03173540160059929,0.03712806602319082,0.03173540160059929,0.03173540160059929,human
IGHV4-31,0.054179638624191284,,0.013172167353332043,0.03367590298876166,0.03367590298876166,0.013172167353332043,human
HSP90AB1,0.05376099422574043,0.03611118718981743,-0.01808249019086361,0.023929897074898083,0.03611118718981743,-0.01808249019086361,human
COL1A2,0.05311562493443489,,-0.018836582079529762,0.017139521427452564,0.017139521427452564,-0.018836582079529762,human
GLRX,0.05305910483002663,,0.01854539103806019,0.03580224793404341,0.03580224793404341,0.01854539103806019,human
ACTB,0.05270875617861748,,-0.03223983943462372,0.01023445837199688,0.01023445837199688,-0.03223983943462372,human
SPARCL1,0.05216848477721214,0.03207365795969963,,0.04212107136845589,0.04212107136845589,,human
EEF1A1P9,0.05173303559422493,,0.06078289449214935,0.05625796504318714,0.05625796504318714,0.06078289449214935,human
DHCR24,0.05169720575213432,0.02457287162542343,,0.03813503868877888,0.03813503868877888,,human
EEF1A2,0.05146196484565735,,-0.14749379456043243,-0.04801591485738754,-0.04801591485738754,-0.14749379456043243,human
ACTG1,0.05069320276379585,0.029363594949245453,0.06658320873975754,0.048880002150932945,0.05069320276379585,0.06658320873975754,human
MYH3,0.049975182861089706,,,0.049975182861089706,0.049975182861089706,,human
VIM,0.04991919547319412,0.011145914904773235,-0.017380842939019203,0.014561422479649385,0.011145914904773235,-0.017380842939019203,human
COL6A3,0.04933743178844452,,0.019901195541024208,0.034619313664734364,0.034619313664734364,0.019901195541024208,human
PDK4,0.049167387187480927,0.030831580981612206,,0.039999484084546566,0.039999484084546566,,human
TNNT3,0.04879685491323471,-0.06180114299058914,,-0.006502144038677216,-0.006502144038677216,,human
RPS4Y1,0.04808469116687775,,-0.031884707510471344,0.008099991828203201,0.008099991828203201,-0.031884707510471344,human
RSAD2,0.04807315766811371,0.05426579713821411,0.03610381484031677,0.046147589882214866,0.04807315766811371,0.03610381484031677,human
HLA-DRB1,0.04800393432378769,,0.047831762582063675,0.04791784845292568,0.04791784845292568,0.047831762582063675,human
G0S2,0.04774816334247589,-0.01614515297114849,-0.018396878615021706,0.004402043918768565,-0.01614515297114849,-0.018396878615021706,human
ANXA2,0.04765520617365837,0.01115644071251154,0.027095992118120193,0.028635879668096702,0.027095992118120193,0.027095992118120193,human
SNURF,0.047387365251779556,,-0.0199753325432539,0.013706016354262829,0.013706016354262829,-0.0199753325432539,human
HADHB,0.04577440023422241,0.01517885085195303,0.02233918569982052,0.027764145595331986,0.02233918569982052,0.02233918569982052,human
HSPB8,0.04571622982621193,,,0.04571622982621193,0.04571622982621193,,human
UGP2,0.044684037566185,0.021118786185979843,,0.03290141187608242,0.03290141187608242,,human
CD74,0.0442328155040741,0.08519026637077332,-0.011141718365252018,0.03942712116986513,0.0442328155040741,-0.011141718365252018,human
MYF6,0.043973833322525024,0.04570883512496948,0.0221326295286417,0.0372717659920454,0.043973833322525024,0.0221326295286417,human
HSP90AA1,0.04286189749836922,,,0.04286189749836922,0.04286189749836922,,human
IRF9,0.04254532605409622,0.017395587638020515,0.011425705626606941,0.023788873106241226,0.017395587638020515,0.011425705626606941,human
SLC38A2,0.042421068996191025,0.02670878730714321,,0.03456492815166712,0.03456492815166712,,human
USP13,0.04175542667508125,0.02651526778936386,,0.03413534723222256,0.03413534723222256,,human
SERF2,0.04166499152779579,,,0.04166499152779579,0.04166499152779579,,human
PSMD8,0.0415353961288929,0.01199085358530283,,0.026763124857097864,0.026763124857097864,,human
HLA-DRB5,0.04089098796248436,,0.02672928012907505,0.033810134045779705,0.033810134045779705,0.02672928012907505,human
EGLN1,0.04047156497836113,,,0.04047156497836113,0.04047156497836113,,human
UBA1,0.040100738406181335,,-0.01760799065232277,0.011246373876929283,0.011246373876929283,-0.01760799065232277,human
BAG3,0.04006930813193321,0.018101533874869347,0.010778501629829407,0.022983114545543987,0.018101533874869347,0.010778501629829407,human
HSPB6,0.04005392640829086,0.076361283659935,-0.0861063227057457,0.010102962454160055,0.04005392640829086,-0.0861063227057457,human
NFE2L1,0.039846885949373245,0.01787814125418663,,0.028862513601779938,0.028862513601779938,,human
CYAT1,0.03887472301721573,,0.013455809094011784,0.026165266055613756,0.026165266055613756,0.013455809094011784,human
PPIA,0.038746342062950134,,0.01398708950728178,0.026366715785115957,0.026366715785115957,0.01398708950728178,human
HBA2,0.03842238709330559,,0.08581099659204483,0.06211669184267521,0.06211669184267521,0.08581099659204483,human
SLPI,0.03836572915315628,0.03316526114940643,,0.03576549515128136,0.03576549515128136,,human
PSMA6,0.038352373987436295,,0.043110623955726624,0.04073149897158146,0.04073149897158146,0.043110623955726624,human
ATP1A2,0.037830203771591187,,0.01422399003058672,0.026027096901088953,0.026027096901088953,0.01422399003058672,human
