gene_symbol,logfc_dz:867,logfc_dz:868,logfc_dz:869,logfc_dz:873,logfc_dz:872,logfc_dz:871,logfc_dz:851,logfc_dz:850,mean_logfc,median_logfc,common_experiment,organism
RPS4Y1,0.09705563634634018,0.04996074363589287,-0.022970642894506454,-0.05178317055106163,-0.02219093032181263,0.17286039888858795,-0.016785524785518646,0.06741651147603989,0.03419537772424519,0.01658760942518711,-0.016785524785518646,human
CCL18,0.09342923015356064,0.1366502046585083,0.03468544781208038,0.013152236118912697,0.08198912441730499,0.15704677999019623,,,0.08615883719176054,0.08770917728543282,,human
IGHA2,0.08730979263782501,0.20505067706108093,0.24167628586292267,0.28756269812583923,0.013026095926761627,0.016184212639927864,,,0.14180162704239288,0.14618023484945297,,human
HLA-DPB1,0.08380534499883652,0.04062620550394058,0.08586739748716354,0.07225227355957031,0.09749668836593628,0.06525702029466629,,,0.07421748836835225,0.07802880927920341,,human
TMSB4XP8,0.08331753313541412,,,0.01083222683519125,,0.010773947462439537,,,0.0349745691443483,0.01083222683519125,,human
TMSB10,0.08271963149309158,0.014753459021449089,0.03470509126782417,0.03448447957634926,0.021310001611709595,0.03417772427201271,,,0.03702506454040607,0.034331101924180984,,human
COL6A3,0.07916727662086487,0.01599191129207611,,,0.010059271939098835,-0.00932646356523037,-0.0251168143004179,-0.08144732564687729,-0.0017786906100809574,0.0003664041869342327,-0.0251168143004179,human
IFI30,0.07878201454877853,0.048628706485033035,0.023602185770869255,0.026458095759153366,-0.05377441644668579,0.0816587582230568,,,0.034225890723367534,0.0375434011220932,,human
LUM,0.07826162129640579,0.025471646338701248,,,0.03778627887368202,0.032578062266111374,-0.010549007914960384,,0.03270972017198801,0.032578062266111374,-0.010549007914960384,human
HLA-A,0.07113531976938248,0.0940779447555542,0.09469850361347198,0.11864642053842545,0.01888343133032322,0.06083353981375694,-0.05832428112626076,-0.013700630515813828,0.04828128102235496,0.06598442979156971,-0.05832428112626076,human
ACTB,0.07048691809177399,,0.027320493012666702,0.073795385658741,-0.10495374351739883,0.016116660088300705,-0.03201038017868996,-0.05069265142083168,8.954533508845738e-06,0.016116660088300705,-0.03201038017868996,human
COL1A2,0.06929053366184235,0.033906079828739166,0.025795314460992813,0.03467368334531784,0.04852611571550369,0.01982494629919529,-0.01550928596407175,,0.030929626763931344,0.033906079828739166,-0.01550928596407175,human
SH3KBP1,0.06580867618322372,-0.026181479915976524,,0.034395065158605576,0.014750267378985882,0.018057240173220634,,,0.021365953795611858,0.018057240173220634,,human
ND2,0.06575965881347656,0.2073540836572647,0.2087075561285019,0.26371583342552185,0.10106033086776733,0.05270148441195488,,,0.14988315788408121,0.15420720726251602,,human
FTH1,0.06503983587026596,0.06156926229596138,0.04700681194663048,0.030786646530032158,,0.12071126699447632,,,0.06502276472747326,0.06156926229596138,,human
CD52,0.06411435455083847,0.04871164262294769,0.04984169825911522,0.028261736035346985,0.02947092056274414,0.07861528545618057,,,0.04983593958119551,0.049276670441031456,,human
CD81,0.06294799596071243,0.07092339545488358,0.10080860555171967,0.11457018554210663,0.020063359290361404,0.029854517430067062,,0.017713623121380806,0.059554526050175936,0.06294799596071243,,human
PSAP,0.062324363738298416,0.06294508278369904,0.0466485433280468,0.0640256330370903,,0.0555327944457531,,,0.05829528346657753,0.062324363738298416,,human
DPYSL2,0.062135547399520874,,0.029203129932284355,0.03147601708769798,0.035384662449359894,0.022606514394283295,-0.02333194762468338,0.013334718532860279,0.024401234595903327,0.029203129932284355,-0.02333194762468338,human
IGJ,0.06194660812616348,0.045542676001787186,0.055555060505867004,0.07187781482934952,0.02158314175903797,0.025106996297836304,,,0.04693538292000691,0.050548868253827095,,human
CRIP1,0.06038621440529823,0.06553348898887634,0.03999277204275131,0.0526961050927639,0.02116916887462139,0.048388805240392685,,,0.04802775910745064,0.05054245516657829,,human
SPARC,0.05842292681336403,0.02082948200404644,0.02063998393714428,0.03698218986392021,0.05370686203241348,,0.0840807855129242,0.024981549009680748,0.04280625416764191,0.03698218986392021,0.0840807855129242,human
HLA-DQA2,0.058374322950839996,0.04560587927699089,0.022350285202264786,0.043551504611968994,0.02428685501217842,0.10030799359083176,,,0.04907947344084581,0.04457869194447994,,human
APOC1,0.057303279638290405,0.061246033757925034,0.045901063829660416,0.01572013646364212,0.053139735013246536,0.07858105003833771,,,0.051981883123517036,0.05522150732576847,,human
S100A4,0.05579560250043869,0.01205185241997242,0.04154633358120918,0.03461778536438942,0.038533683866262436,0.026825834065675735,0.08976119756698608,-0.12086112797260284,0.02228389517404139,0.03657573461532593,0.08976119756698608,human
IGLC7,0.054729655385017395,0.11860530823469162,0.09564093500375748,0.07817836105823517,,0.014506307430565357,,,0.07233211342245341,0.07817836105823517,,human
MCEMP1,0.05398057401180267,0.014337558299303055,0.051296383142471313,0.026717402040958405,0.008682150393724442,0.08349759131669998,,,0.039751943200826645,0.03900689259171486,,human
NPC2,0.05353336036205292,0.07825841754674911,0.042372480034828186,0.020197121426463127,,0.07531970739364624,-0.029856858775019646,-0.10100654512643814,0.019831097551754544,0.042372480034828186,-0.029856858775019646,human
SNHG5,0.05251265689730644,0.021233167499303818,0.08876729756593704,0.04186990112066269,0.034721121191978455,0.09957385808229446,0.06564152985811234,0.028891419991850853,0.05415136902593076,0.047191279008984566,0.06564152985811234,human
HMGN2,0.05214044824242592,,,0.029316097497940063,-0.04448353871703148,0.015304754488170147,,,0.013069440377876163,0.022310425993055105,,human
FBP1,0.049331702291965485,0.053494468331336975,0.045075155794620514,0.04106658324599266,0.025611799210309982,0.06794906407594681,,,0.04708812882502874,0.047203429043293,,human
ALDH2,0.04909851402044296,0.04061149060726166,0.05499715358018875,0.04727065563201904,0.021994445472955704,0.042703043669462204,,-0.012460644356906414,0.03488780837506056,0.042703043669462204,,human
S100A2,0.04821189492940903,,,,,,,,0.04821189492940903,0.04821189492940903,,human
TUBA1A,0.04790906608104706,-0.01230932492762804,-0.014851481653749943,0.02707231417298317,-0.015461502596735954,-0.011923898942768574,,,0.003405862022191286,-0.012116611935198307,,human
HLA-B,0.04770377278327942,0.10096171498298645,0.09102530032396317,0.1347799152135849,-0.04446731507778168,0.0518118217587471,0.03545237332582474,,0.059609654758657725,0.0518118217587471,0.03545237332582474,human
MMP1,0.046786822378635406,,,,0.04496762529015541,0.020207157358527184,,,0.037320535009106,0.04496762529015541,,human
FTH1P5,0.046745460480451584,0.034790150821208954,0.04542424902319908,0.035621751099824905,-0.01014893688261509,0.0872025117278099,,,0.03993919771164656,0.04052300006151199,,human
PPBP,0.04531320929527283,0.013405381701886654,,,0.012878578156232834,0.07012978196144104,,,0.03543173777870834,0.02935929549857974,,human
ACTG1,0.0449531152844429,,0.02216024324297905,0.06555083394050598,-0.044630177319049835,0.02202034555375576,0.04084012284874916,,0.02514908059189717,0.031500183045864105,0.04084012284874916,human
PTGDS,0.04399600252509117,0.052660733461380005,0.0626758262515068,0.07505763322114944,0.03286987170577049,0.04326380416750908,0.01748860627412796,,0.04685892537236214,0.04399600252509117,0.01748860627412796,human
HLA-DPA1,0.04246354475617409,0.018090877681970596,0.0363207645714283,0.052857406437397,-0.014452958479523659,0.05183586850762367,,,0.031185917245845,0.03939215466380119,,human
NDNF,0.042185258120298386,0.021865176036953926,0.011192534118890762,0.021668994799256325,0.01624356210231781,0.02904919721186161,,,0.023700787064929802,0.021767085418105125,,human
MMP7,0.0419221892952919,,,0.023261144757270813,0.010152135975658894,0.012604034505784512,,,0.02198487613350153,0.017932589631527662,,human
HMGN3,0.04103520140051842,,,0.019165709614753723,,,,,0.03010045550763607,0.03010045550763607,,human
CES1,0.04054472595453262,0.040746282786130905,0.05100826174020767,0.027736905962228775,0.04669501259922981,0.029746759682893753,,-0.013783817179501057,0.03181344736367464,0.04054472595453262,,human
CD63,0.03997926786541939,0.02692553773522377,0.01443798653781414,0.014370257966220379,,0.0501498319208622,0.023305019363760948,-0.03301689028739929,0.01945014444312879,0.023305019363760948,0.023305019363760948,human
SEPW1,0.03987598419189453,0.04000139236450195,0.0344485267996788,0.052925072610378265,0.027222728356719017,0.026223860681056976,-0.011156879365444183,,0.02993438366268362,0.0344485267996788,-0.011156879365444183,human
ANXA5,0.0394446961581707,0.01828337460756302,0.03200064226984978,0.016419319435954094,0.02372334897518158,0.049268946051597595,,-0.0505981370806694,0.018363170059663907,0.02372334897518158,,human
KRT5,0.03933202475309372,,,,,,,,0.03933202475309372,0.03933202475309372,,human
LTBP2,0.03915344551205635,0.017027217894792557,0.02628699131309986,0.0253544133156538,0.028576934710144997,0.014428206719458103,0.03012954257428646,,0.025850964577070305,0.02628699131309986,0.03012954257428646,human
C1QA,0.038541894406080246,0.04570449888706207,0.06238088756799698,0.05313801020383835,0.00840852688997984,0.02944740653038025,,,0.039603537414222956,0.04212319664657116,,human
NPTN,0.03836248815059662,,,0.012345092371106148,0.01698375679552555,0.022253405302762985,,-0.02118469588458538,0.013752009347081184,0.01698375679552555,,human
HBB,0.03800605982542038,0.03238039091229439,0.032782137393951416,,0.11470112949609756,0.09246785193681717,,,0.062067513912916185,0.03800605982542038,,human
DYNLL1,0.037660811096429825,0.02112952060997486,0.019036810845136642,0.03735891357064247,0.03008010797202587,0.02609943598508835,,,0.02856093334654967,0.02808977197855711,,human
CEACAM6,0.03661590814590454,,,0.030955487862229347,-0.013502197340130806,0.01163964718580246,,,0.016427211463451385,0.021297567524015903,,human
HSPA8,0.03645442798733711,0.024584555998444557,0.030479105189442635,0.04398312047123909,0.06020592153072357,0.0860060304403305,,,0.04695219360291958,0.0402187742292881,,human
ITM2B,0.03631662577390671,0.012935454957187176,0.01594601571559906,0.032230645418167114,0.043077461421489716,,0.047274261713027954,0.02197457291185856,0.029965005415890898,0.032230645418167114,0.047274261713027954,human
LOC100133583,0.0361550897359848,0.014147758483886719,0.009753774851560593,0.015955287963151932,0.014524650759994984,0.059084679931402206,,,0.024936873620996874,0.015239969361573458,,human
ACP5,0.03590654954314232,0.0360516719520092,0.038282521069049835,0.027015604078769684,0.02196330763399601,0.04709159955382347,,,0.03438520897179842,0.03597911074757576,,human
IGK,0.03590579330921173,0.049930814653635025,0.05824342742562294,0.04073255881667137,0.025178490206599236,0.028412576764822006,,,0.03973394352942705,0.03831917606294155,,human
IGFBP4,0.03584709018468857,0.04856234788894653,0.0686689093708992,0.05261172726750374,,0.015323562547564507,-0.010318963788449764,,0.0351157789118588,0.04220471903681755,-0.010318963788449764,human
CPA3,0.035571686923503876,0.018146933987736702,0.05058012157678604,0.031720120459795,0.058339256793260574,0.03888116404414177,,,0.03887321396420399,0.03722642548382282,,human
LGALS1,0.03492829203605652,-0.02002793364226818,-0.012252296321094036,0.014127002097666264,-0.03075910359621048,0.020226961001753807,-0.07181466370820999,-0.08418513089418411,-0.018719609128311276,-0.01614011498168111,-0.07181466370820999,human
CLEC3B,0.03458360955119133,0.0344080813229084,0.03469522297382355,0.028500009328126907,0.008926049806177616,0.019960816949605942,-0.014925451949238777,,0.020878333997513567,0.028500009328126907,-0.014925451949238777,human
HLA-DMA,0.03450679033994675,0.01788729429244995,0.016121402382850647,0.02100297622382641,,0.041179388761520386,,,0.026139570400118828,0.02100297622382641,,human
TPSB2,0.034064795821905136,0.021251298487186432,0.09522571414709091,0.08509057015180588,,0.025965997949242592,,,0.05231967531144619,0.034064795821905136,,human
GRN,0.033997710794210434,0.03623699024319649,0.05118706077337265,0.042163919657468796,,0.03900063782930374,,,0.04051726385951042,0.03900063782930374,,human
HSP90AA1,0.0339941531419754,0.062140945345163345,0.07176302373409271,0.06702013313770294,0.08495359867811203,0.11259496957063675,-0.015409677289426327,0.018016211688518524,0.05438416975084692,0.06458053924143314,-0.015409677289426327,human
EGFL6,0.033811528235673904,0.01960466243326664,0.011352554894983768,,0.030657300725579262,,,,0.023856511572375894,0.02513098157942295,,human
C1QB,0.033751845359802246,0.02470395900309086,0.04470774903893471,0.03004148043692112,,0.038252100348472595,,,0.03429142683744431,0.033751845359802246,,human
MARCO,0.033701781183481216,0.015298894606530666,0.02059522457420826,0.02355528436601162,,0.03159208223223686,,,0.024948653392493726,0.02355528436601162,,human
KCTD12,0.033409930765628815,,0.015290780924260616,0.02968244068324566,,,,,0.026127717457711697,0.02968244068324566,,human
FTL,0.033138517290353775,0.05867012217640877,0.08726923167705536,0.08909273147583008,-0.04241420328617096,0.09092213958501816,,,0.05277975648641586,0.07296967692673206,,human
FN1,0.03310593217611313,0.03069268725812435,0.011139685288071632,0.02980783022940159,0.018412385135889053,0.03232412785291672,,,0.025913774656752746,0.03025025874376297,,human
HSPB1,0.03261575847864151,0.027931436896324158,0.03223104029893875,0.03926246985793114,0.017886077985167503,0.0174395851790905,,,0.02789439478268226,0.030081238597631454,,human
RAP1B,0.03223907947540283,0.009873698465526104,0.01883995532989502,0.016415854915976524,0.010540477931499481,0.04637572169303894,,,0.022380797968556482,0.017627905122935772,,human
IGKV4-1,0.03215419501066208,0.009734135121107101,0.0402507446706295,0.029484422877430916,0.025774789974093437,0.009983588941395283,,,0.02456364609921972,0.027629606425762177,,human
PFDN5,0.031377583742141724,,,0.01752007193863392,0.009501872584223747,0.019196540117263794,-0.012909138575196266,-0.034466784447431564,0.005036690893272559,0.013510972261428833,-0.012909138575196266,human
PDLIM1,0.03134365752339363,0.07775600254535675,0.04766831919550896,0.03619019687175751,0.05042189359664917,0.048033446073532104,,,0.04856891930103302,0.04785088263452053,,human
TGFBI,0.03126901015639305,0.021488873288035393,0.014764557592570782,0.022053595632314682,0.009097638539969921,0.03265800327062607,-0.012574455700814724,-0.1212083026766777,-0.00030638498719781637,0.018126715440303087,-0.012574455700814724,human
COL4A1,0.0306420736014843,0.021369829773902893,0.021889353170990944,0.02368747442960739,0.04868750274181366,0.014090240001678467,-0.0536915622651577,-0.054194990545511246,0.0065599901136010885,0.02162959147244692,-0.0536915622651577,human
SFRP2,0.03042672760784626,0.05530055984854698,0.028129173442721367,0.031271569430828094,0.024672698229551315,0.01577812433242798,,,0.03092980881532033,0.029277950525283813,,human
SRP9,0.03013009950518608,,-0.010531851090490818,0.010587614960968494,0.016955269500613213,,0.028772415593266487,,0.015182709693908692,0.016955269500613213,0.028772415593266487,human
TNFSF10,0.030018655583262444,0.011301415041089058,,0.01436610147356987,0.011385762132704258,,,,0.016767983557656407,0.012875931803137064,,human
ITGAV,0.03000068850815296,0.016787784174084663,0.017484793439507484,,0.05329384654760361,0.046092234551906586,-0.028916237875819206,-0.030814005061984062,0.014847014897636004,0.017484793439507484,-0.028916237875819206,human
CTSB,0.02999149262905121,0.021851390600204468,,0.019846530631184578,-0.010910248383879662,0.017954910174012184,,,0.015746815130114555,0.019846530631184578,,human
CFL1,0.029902681708335876,0.04334484413266182,0.057007692754268646,0.06631463021039963,-0.019281325861811638,0.025976400822401047,,,0.033877487294375896,0.03662376292049885,,human
RPL39,0.02987772598862648,,0.033356547355651855,0.0210209172219038,-0.010672005824744701,0.03233460336923599,,,0.021183557622134686,0.02987772598862648,,human
CHIT1,0.029488468542695045,,,,,,,,0.029488468542695045,0.029488468542695045,,human
CFHR1,0.029438519850373268,0.02988480031490326,,0.021994594484567642,0.03467197343707085,,,,0.028997472021728754,0.029661660082638264,,human
CAPG,0.029232051223516464,0.019857406616210938,0.015164687298238277,0.01851351000368595,,0.01767643727362156,,,0.02008881848305464,0.01851351000368595,,human
BPIFA1,0.02902284823358059,,,-0.012900237925350666,-0.013331050984561443,,,,0.00093051977455616,-0.012900237925350666,,human
TUBA1C,0.02899954468011856,0.03560284525156021,0.019991658627986908,0.04204949364066124,-0.035454194992780685,0.021302564069628716,0.03612262010574341,0.015167122706770897,0.020472706761211157,0.025151054374873638,0.03612262010574341,human
NBL1,0.028926130384206772,0.02734428644180298,0.03084084577858448,0.030850710347294807,,,,,0.02949049323797226,0.029883488081395626,,human
TSPAN13,0.028646767139434814,,,,,0.012454490177333355,0.0350741371512413,-0.01701986789703369,0.014788881642743945,0.020550628658384085,0.0350741371512413,human
MRC1,0.028532521799206734,-0.03306269273161888,-0.018174346536397934,,-0.050135254859924316,0.027514604851603508,,,-0.009065033495426178,-0.018174346536397934,,human
PARK7,0.02849264070391655,,,,,0.011497186496853828,,,0.01999491360038519,0.01999491360038519,,human
COL3A1,0.0282182265073061,0.0126230139285326,,0.011573737487196922,0.009485965594649315,,-0.06429450213909149,-0.0886661633849144,-0.015176620334386826,0.010529851540923119,-0.06429450213909149,human
PFN1,0.028123127296566963,0.03260310739278793,0.04257798567414284,0.039843060076236725,,0.033297035843133926,,,0.035288863256573676,0.033297035843133926,,human
DCAF6,0.027929557487368584,0.07210742682218552,0.05622569099068642,0.09827101975679398,0.042452748864889145,-0.02690652757883072,-0.0415453240275383,-0.0704495906829834,0.019760625204071403,0.035191153176128864,-0.0415453240275383,human
MGP,0.02751721628010273,0.014870775863528252,,0.02045278251171112,0.019790446385741234,,,-0.0199924074113369,0.012527762725949288,0.019790446385741234,,human
CTSK,0.02708689123392105,0.0166617538779974,,,0.0097177280113101,,,,0.017822124374409515,0.0166617538779974,,human
TAGLN2,0.027052903547883034,0.05174751207232475,0.030850613489747047,0.04046241566538811,0.010386975482106209,0.029367664828896523,,,0.03164468084772428,0.030109139159321785,,human
LYZ,0.02693118341267109,,0.051453519612550735,0.04676908999681473,0.012973388656973839,-0.009939177893102169,,,0.025637600757181644,0.02693118341267109,,human
YWHAB,0.026914218440651894,0.018402040004730225,0.028036434203386307,0.023715872317552567,0.010242215357720852,0.021499522030353546,,0.014906121417880058,0.020530917681753635,0.021499522030353546,,human
H3F3AP4,0.026722287759184837,0.03017531894147396,0.03021789900958538,0.04765382036566734,-0.013143244199454784,0.01958584040403366,,,0.023535320380081732,0.0284488033503294,,human
TSPAN8,0.02667723037302494,,,0.01978880912065506,0.008370774798095226,,,,0.018278938097258408,0.01978880912065506,,human
MSN,0.026513395830988884,0.020399585366249084,0.03900928795337677,0.03204348310828209,,0.02731414884328842,,,0.02905598022043705,0.02731414884328842,,human
COL15A1,0.026277385652065277,0.010621761903166771,0.019303472712635994,0.027631046250462532,0.014250918291509151,,-0.015332723967730999,,0.013791976807018122,0.016777195502072573,-0.015332723967730999,human
RPS20,0.026133839040994644,,0.019716454669833183,,0.02478037029504776,,,,0.023543554668625195,0.02478037029504776,,human
WIF1,0.02556721121072769,0.04754716530442238,0.045507192611694336,,0.03791825845837593,0.03353548049926758,,,0.038015061616897584,0.03791825845837593,,human
RSRP1,0.025283202528953552,,,0.010666681453585625,0.018958618864417076,0.01923273131251335,,,0.0185353085398674,0.019095675088465214,,human
ARPC2,0.024728648364543915,0.013975906185805798,0.030065111815929413,0.020349489524960518,,0.02760019712150097,-0.01706831157207489,-0.022070331498980522,0.011082958563097886,0.020349489524960518,-0.01706831157207489,human
TYROBP,0.02462354302406311,0.024666160345077515,0.02785179577767849,0.026630418375134468,,0.043156079947948456,,,0.029385599493980407,0.026630418375134468,,human
SLC40A1,0.024582484737038612,,,,,,,,0.024582484737038612,0.024582484737038612,,human
ANXA2P2,0.0245329849421978,,-0.010141685605049133,-0.012544991448521614,0.018358776345849037,0.04159185662865639,,,0.012359388172626495,0.018358776345849037,,human
EEF2,0.02448393777012825,0.010878775268793106,0.03877792879939079,0.026894232258200645,-0.011150529608130455,0.015579473227262497,0.028108693659305573,,0.01908178733927863,0.02448393777012825,0.028108693659305573,human
MS4A7,0.024407394230365753,0.0140309426933527,,0.011407234705984592,0.010676940903067589,0.02524922415614128,,,0.017154347337782382,0.0140309426933527,,human
NCOA4,0.02410055510699749,,,0.010750657878816128,,0.03235744312405586,,,0.022402885369956493,0.02410055510699749,,human
HMGN1,0.024083374068140984,,,,,,,,0.024083374068140984,0.024083374068140984,,human
LGALS3BP,0.023915475234389305,0.0469151996076107,0.042080894112586975,0.04452688992023468,0.0149956364184618,0.026226555928587914,-0.0101327421143651,,0.02693255844392947,0.026226555928587914,-0.0101327421143651,human
GPX4,0.02387821674346924,0.03820263221859932,0.039223864674568176,0.031403109431266785,0.013601827435195446,0.01589745096862316,-0.011392797343432903,,0.021544900589755604,0.02387821674346924,-0.011392797343432903,human
PTGES3,0.023766323924064636,,,0.018809648230671883,0.00995941087603569,0.022078221663832664,,,0.01865340117365122,0.020443934947252274,,human
OAZ1,0.023753512650728226,,,,-0.01946248859167099,0.025853483006358147,0.030478624626994133,0.015908021479845047,0.015306230634450912,0.023753512650728226,0.030478624626994133,human
C1QC,0.023723836988210678,0.026231376454234123,0.020368056371808052,0.024281369522213936,-0.010699691250920296,0.016042392700910568,,,0.016657890131076176,0.022045946680009365,,human
CTNNAL1,0.023520059883594513,,,,,0.020555857568979263,,,0.022037958726286888,0.022037958726286888,,human
FAM162B,0.02346559427678585,,,,0.008834258653223515,,,-0.012374785728752613,0.006641689067085584,0.008834258653223515,,human
S100A11,0.023363104090094566,0.039314866065979004,0.03950076550245285,0.04235434904694557,,0.03118078038096428,,,0.03514277301728726,0.039314866065979004,,human
LAPTM4A,0.023225251585245132,-0.010911364108324051,-0.011627709493041039,,0.016402948647737503,,,-0.05639664828777313,-0.007861504331231117,-0.010911364108324051,,human
HEXB,0.02316376380622387,0.023037537932395935,0.010255622677505016,0.012820644304156303,0.008544943295419216,0.03595273196697235,,-0.023045238107442856,0.012961429410747119,0.012820644304156303,,human
HLA-C,0.023103484883904457,0.04520455747842789,0.04923197627067566,0.07586030662059784,-0.017962461337447166,0.02507624961435795,0.024335984140634537,,0.032121442524450164,0.02507624961435795,0.024335984140634537,human
C4orf46,0.023044975474476814,-0.009807288646697998,,0.010487057268619537,-0.009703908115625381,0.01674395427107811,-0.038201648741960526,,-0.0012394764150182407,0.00039157457649707794,-0.038201648741960526,human
ATP1B1,0.023013129830360413,0.02549237385392189,0.029009904712438583,0.032339807599782944,0.04181379824876785,0.015350361354649067,,-0.01785084418952465,0.021309790201485157,0.02549237385392189,,human
MSMB,0.02279607579112053,,,,,,,,0.02279607579112053,0.02279607579112053,,human
CSRP1,0.02279539965093136,0.012405325658619404,0.03182750195264816,0.04859491065144539,0.01052694022655487,,0.03714381903409958,,0.027215649529049795,0.02731145080178976,0.03714381903409958,human
PSME2,0.022557320073246956,0.011298897676169872,,,0.013096366077661514,0.02324655093252659,-0.015444052405655384,0.023632485419511795,0.013064594628910223,0.017826843075454235,-0.015444052405655384,human
COL4A2,0.022295966744422913,0.015629393979907036,0.02553001046180725,0.03064092993736267,0.01884884387254715,,-0.027551136910915375,-0.022877836599946022,0.008930881640740804,0.01884884387254715,-0.027551136910915375,human
RNASEK,0.021992016583681107,0.038084976375103,0.04256560653448105,0.036527119576931,0.0126378508284688,0.01890854723751545,0.013220485299825668,-0.013017542660236359,0.021364882471971214,0.020450281910598278,0.013220485299825668,human
EPHX1,0.021895935758948326,0.05226002261042595,0.0422525554895401,0.056945402175188065,,0.011894452385604382,,,0.03704967368394137,0.0422525554895401,,human
NBPF10,0.021730221807956696,,,,,,,,0.021730221807956696,0.021730221807956696,,human
ALOX5AP,0.02162572555243969,,0.033648449927568436,0.030222740024328232,-0.010070118121802807,0.0988440290093422,,,0.03485416527837515,0.030222740024328232,,human
TPT1,0.02155851200222969,0.016538579016923904,0.05563270300626755,0.046121664345264435,0.04323954880237579,0.023917168378829956,,,0.03450136259198189,0.033578358590602875,,human
HLA-DMB,0.021528545767068863,,,0.015453205443918705,,0.017346547916531563,,,0.018109433042506378,0.017346547916531563,,human
FABP4,0.02151114121079445,0.025326138362288475,0.030735542997717857,0.026080632582306862,0.018070606514811516,0.03184273838996887,,,0.02559446667631467,0.02570338547229767,,human
PAM,0.021346135064959526,0.009495078586041927,,0.014532865956425667,0.014857091940939426,0.013251079246401787,,,0.014696450158953666,0.014532865956425667,,human
AMIGO2,0.021145479753613472,,0.020201819017529488,0.01214089710265398,,0.013250887393951416,,,0.01668477081693709,0.016726353205740452,,human
RPL36A,0.02111189253628254,-0.014092175289988518,,0.015551775693893433,-0.03643651306629181,0.023668810725212097,,,0.0019607581198215485,0.015551775693893433,,human
EEF1G,0.021039344370365143,-0.01971537247300148,,0.01911596767604351,-0.014127803966403008,,,,0.0015780339017510414,0.0024940818548202515,,human
COX2,0.02102363109588623,0.05952702462673187,0.057398222386837006,0.04761110246181488,0.05310816690325737,-0.029950663447380066,,-0.07392794638872147,0.019255648234060833,0.04761110246181488,,human
RPL34,0.020936481654644012,-0.015371481887996197,,,,,,,0.002782499883323908,0.002782499883323908,,human
TMEM45A,0.02078692801296711,,,,,,,-0.034796059131622314,-0.007004565559327602,-0.007004565559327602,,human
CD24,0.02073102816939354,0.011943591758608818,0.009815544821321964,0.022233575582504272,,,,,0.01618093508295715,0.01633730996400118,,human
AQP3,0.020586928352713585,0.06359323114156723,0.0373733751475811,0.030214855447411537,0.023390797898173332,0.036591242998838425,,,0.0352917384977142,0.03340304922312498,,human
PKM,0.020580463111400604,0.03279517590999603,0.027896607294678688,0.027968084439635277,,0.018911385908722878,,,0.025630343332886697,0.027896607294678688,,human
CECR1,0.02056020125746727,0.009440582245588303,,0.011913785710930824,,0.012695521116256714,,,0.013652522582560778,0.012304653413593769,,human
MXRA5,0.02043873257935047,,,,0.011708738282322884,,-0.01760072633624077,-0.029616322368383408,-0.0037673944607377052,-0.0029459940269589424,-0.01760072633624077,human
RPS24,0.020433632656931877,,,,,0.01668551005423069,,0.016022618860006332,0.017713920523722965,0.01668551005423069,,human
TMA7,0.020335298031568527,-0.020653845742344856,-0.018818579614162445,-0.011492830701172352,,0.011056172661483288,,,-0.003914757072925568,-0.011492830701172352,,human
IL33,0.020318245515227318,,,,,0.014653364196419716,0.043287161737680435,,0.026086257149775822,0.020318245515227318,0.043287161737680435,human
