gene_symbol,logfc_dz:749,logfc_dz:748,logfc_dz:747,logfc_dz:750,logfc_dz:812,mean_logfc,median_logfc,common_experiment,organism
CCL3L3,,-0.025592902675271034,0.04711407795548439,,0.056773632764816284,0.026098269348343212,0.04711407795548439,0.04711407795548439,human
RPL7A,,-0.025520220398902893,-0.07639499753713608,-0.0362199991941452,-0.06725092232227325,-0.05134653486311436,-0.05173546075820923,-0.07639499753713608,human
TMEM263,,-0.025271309539675713,,-0.016650930047035217,,-0.020961119793355465,-0.020961119793355465,,human
C1QBP,,-0.02370254509150982,-0.013170108199119568,,,-0.018436326645314693,-0.018436326645314693,-0.013170108199119568,human
CD83,,-0.02201995998620987,,0.024355484172701836,,0.0011677620932459831,0.0011677620932459831,,human
SH3KBP1,,-0.021956758573651314,0.040433064103126526,0.025263017043471336,0.0755913257598877,0.02983266208320856,0.03284804057329893,0.040433064103126526,human
IQCJ-SCHIP1,,-0.021748894825577736,,-0.02629617601633072,,-0.024022535420954227,-0.024022535420954227,,human
DHX15,,-0.02170884981751442,-0.013631105422973633,,-0.023492993786931038,-0.019610983009139698,-0.02170884981751442,-0.013631105422973633,human
ARRDC3,,-0.019879236817359924,,-0.016843613237142563,-0.02288953773677349,-0.019870795930425327,-0.019879236817359924,,human
CD99,,-0.019822996109724045,-0.018928948789834976,-0.054756466299295425,-0.03452629595994949,-0.032008676789700985,-0.02717464603483677,-0.018928948789834976,human
HNRNPA1P33,,-0.0197719968855381,-0.023726191371679306,-0.013302110135555267,-0.024406898766756058,-0.020301799289882183,-0.021749094128608704,-0.023726191371679306,human
KIAA0226L,,-0.01839124597609043,-0.01793697290122509,-0.015504495240747929,,-0.017277571372687817,-0.01793697290122509,-0.01793697290122509,human
RPS3A,,-0.018115904182195663,-0.024834683164954185,-0.024703264236450195,,-0.022551283861200016,-0.024703264236450195,-0.024834683164954185,human
CDKN1B,,-0.017351098358631134,0.018832914531230927,,,0.0007409080862998962,0.0007409080862998962,0.018832914531230927,human
EIF2A,,-0.017297981306910515,-0.03935236111283302,-0.033132459968328476,-0.05745943635702133,-0.036810559686273336,-0.03624241054058075,-0.03935236111283302,human
G0S2,,-0.017202205955982208,,,,-0.017202205955982208,-0.017202205955982208,,human
CXCL12,,-0.01719282567501068,,0.023352766409516335,,0.0030799703672528267,0.0030799703672528267,,human
SGK1,,-0.017170928418636322,,,-0.016243094578385353,-0.016707011498510838,-0.016707011498510838,,human
CTSL,,-0.0167650505900383,-0.015475582331418991,,,-0.016120316460728645,-0.016120316460728645,-0.015475582331418991,human
MOAP1,,-0.016221944242715836,-0.027209507301449776,-0.040460363030433655,-0.03227616101503372,-0.029041993897408247,-0.02974283415824175,-0.027209507301449776,human
EIF3D,,-0.01619216986000538,-0.0440504364669323,-0.043187327682971954,-0.0872073769569397,-0.04765932774171233,-0.043618882074952126,-0.0440504364669323,human
DUSP6,,-0.016146345064044,,-0.02573382295668125,,-0.020940084010362625,-0.020940084010362625,,human
CCL4,,-0.015973538160324097,0.08476250618696213,0.026721762493252754,0.09401720017194748,0.047381982672959566,0.05574213434010744,0.08476250618696213,human
LAPTM4A,,-0.015745822340250015,,-0.02776535227894783,,-0.021755587309598923,-0.021755587309598923,,human
SERPINB2,,-0.015703611075878143,-0.01801394857466221,-0.015283627435564995,,-0.016333729028701782,-0.015703611075878143,-0.01801394857466221,human
GADD45A,,-0.01551366038620472,,,-0.014245559461414814,-0.014879609923809767,-0.014879609923809767,,human
OSTC,,-0.01523813046514988,,,,-0.01523813046514988,-0.01523813046514988,,human
KIAA1033,,-0.015212682075798512,-0.015688223764300346,-0.024466421455144882,,-0.018455775765081246,-0.015688223764300346,-0.015688223764300346,human
ADD3,,-0.014831308275461197,-0.01992589607834816,-0.01718384213745594,-0.017687808722257614,-0.017407213803380728,-0.017435825429856777,-0.01992589607834816,human
RPS2,,-0.014768090099096298,-0.08246984332799911,0.012424017302691936,,-0.02827130537480116,-0.014768090099096298,-0.08246984332799911,human
MZB1,,-0.014459819532930851,,,-0.0176185742020607,-0.016039196867495775,-0.016039196867495775,,human
NUDT11,,-0.014091594144701958,,,,-0.014091594144701958,-0.014091594144701958,,human
XIST,,-0.01399837713688612,-0.01856975257396698,-0.02142738178372383,,-0.017998503831525643,-0.01856975257396698,-0.01856975257396698,human
AMZ2,,-0.013987417332828045,-0.01326846331357956,-0.013466781005263329,-0.01530530210584402,-0.014006990939378738,-0.013727099169045687,-0.01326846331357956,human
MICU2,,-0.013944513164460659,,,,-0.013944513164460659,-0.013944513164460659,,human
NME1,,-0.013861440122127533,,,,-0.013861440122127533,-0.013861440122127533,,human
TMBIM6,,-0.013842408545315266,,-0.014141089282929897,,-0.013991748914122581,-0.013991748914122581,,human
GDI2,,-0.013813342899084091,,,-0.042031701654195786,-0.02792252227663994,-0.02792252227663994,,human
ILF2,,-0.013760296627879143,-0.01552300900220871,,-0.028393620625138283,-0.01922564208507538,-0.01552300900220871,-0.01552300900220871,human
RPS3,,-0.013692378997802734,-0.05053488165140152,-0.032035741955041885,-0.056814588606357574,-0.03826939780265093,-0.0412853118032217,-0.05053488165140152,human
PPIP5K2,,-0.013618417084217072,-0.012946479953825474,,,-0.013282448519021273,-0.013282448519021273,-0.012946479953825474,human
RNF139,,-0.013486077077686787,,,,-0.013486077077686787,-0.013486077077686787,,human
AKAP12,,-0.013361840508878231,,,,-0.013361840508878231,-0.013361840508878231,,human
RNASEK,,-0.013342359103262424,,-0.012354783713817596,,-0.01284857140854001,-0.01284857140854001,,human
FOS,,-0.013315152376890182,0.01358544547110796,-0.05830040201544762,-0.09308234602212906,-0.037778113735839725,-0.0358077771961689,0.01358544547110796,human
HAUS1,,-0.013170857913792133,,,,-0.013170857913792133,-0.013170857913792133,,human
RNF138,,-0.012930838391184807,,-0.02016812190413475,,-0.01654948014765978,-0.01654948014765978,,human
BEX4,,-0.012841125018894672,,-0.01570281758904457,,-0.014271971303969622,-0.014271971303969622,,human
ERH,,,0.06218056008219719,,0.022130409255623817,0.0421554846689105,0.0421554846689105,0.06218056008219719,human
HLA-DQA2,,,0.04773459956049919,,-0.02343820407986641,0.012148197740316391,0.012148197740316391,0.04773459956049919,human
S100A4,,,0.04203520342707634,,0.03754319250583649,0.03978919796645641,0.03978919796645641,0.04203520342707634,human
TMEM14B,,,0.030124712735414505,0.027302291244268417,0.02429206296801567,0.027239688982566197,0.027302291244268417,0.030124712735414505,human
CXCL8,,,0.029842756688594818,0.0422668531537056,,0.03605480492115021,0.03605480492115021,0.029842756688594818,human
P2RX5,,,0.028741557151079178,,,0.028741557151079178,0.028741557151079178,0.028741557151079178,human
H1F0,,,0.02804126776754856,0.025189105421304703,,0.026615186594426632,0.026615186594426632,0.02804126776754856,human
CXCL10,,,0.02598443441092968,,0.04239723086357117,0.03419083263725042,0.03419083263725042,0.02598443441092968,human
NET1,,,0.02590521052479744,0.01886005699634552,0.0269299428910017,0.023898403470714886,0.02590521052479744,0.02590521052479744,human
