gene_symbol,logfc_dz:597,logfc_dz:598,logfc_dz:599,logfc_dz:600,logfc_dz:601,logfc_dz:309,mean_logfc,median_logfc,common_experiment,organism
FGG,0.12048158794641495,0.13732290267944336,0.15043804049491882,0.13124164938926697,0.09120625257492065,-0.12003818154335022,0.08510870859026909,0.12586161866784096,0.13732290267944336,human
DCAF6,0.1005484014749527,0.05750475078821182,-0.020717771723866463,,-0.03307006135582924,,0.026066329795867205,0.01839348953217268,0.05750475078821182,human
ALDH1A1,0.09952554106712341,0.06415247172117233,0.0660749301314354,,-0.06673049926757812,0.01461379136890173,0.03552724700421095,0.06415247172117233,0.06415247172117233,human
CCDC86,0.0912240594625473,0.02552851103246212,0.04066261276602745,,0.021929824724793434,,0.04483625199645758,0.033095561899244785,0.02552851103246212,human
GAPDH,0.0880037322640419,0.02063494548201561,0.04612969234585762,0.017813995480537415,-0.03556386008858681,-0.041844647377729416,0.015862309684356053,0.019224470481276512,0.02063494548201561,human
CYP1A1,0.0869649276137352,0.10821157693862915,0.04126591980457306,0.09711024910211563,0.02056511491537094,,0.0708235576748848,0.0869649276137352,0.10821157693862915,human
SEPHS2,0.07644642889499664,0.03221026808023453,0.04128230735659599,,-0.026752782985568047,0.026516586542129517,0.029940561577677726,0.03221026808023453,0.03221026808023453,human
RPLP0,0.07557917386293411,0.022546298801898956,0.048163026571273804,0.04658699035644531,,0.050796523690223694,0.048734402656555174,0.048163026571273804,0.022546298801898956,human
HSP90AA1,0.07504720240831375,-0.025892073288559914,-0.01485427562147379,-0.10701573640108109,-0.05806964263319969,0.008183333091437817,-0.02043353207409382,-0.02037317445501685,-0.025892073288559914,human
RPL3,0.07458166033029556,0.043273743242025375,0.09804687649011612,0.10511615127325058,0.04773470386862755,,0.07375062704086303,0.07458166033029556,0.043273743242025375,human
NFKBIZ,0.07077580690383911,0.042249586433172226,0.0510847233235836,0.024843653663992882,0.01750940829515457,,0.04129263572394848,0.042249586433172226,0.042249586433172226,human
RPS6KA3,0.06911655515432358,0.03585568442940712,0.033590469509363174,-0.029538657516241074,-0.040057532489299774,-0.007933245040476322,0.010172212341179451,0.012828612234443426,0.03585568442940712,human
RPL8,0.06887388974428177,0.02154119871556759,0.039381206035614014,0.04764072969555855,0.03724248707294464,-0.05562584847211838,0.026508943798641365,0.03831184655427933,0.02154119871556759,human
SLC18B1,0.06785763800144196,0.0384264700114727,0.018744055181741714,-0.014906171709299088,-0.024816477671265602,,0.017061102762818338,0.018744055181741714,0.0384264700114727,human
CDK4,0.06776595115661621,0.030569734051823616,0.06716019660234451,0.053076840937137604,0.06208208203315735,,0.05613096095621586,0.06208208203315735,0.030569734051823616,human
FLRT3,0.0677417442202568,0.07295595854520798,0.025022100657224655,,-0.019876647740602493,,0.036460788920521736,0.04638192243874073,0.07295595854520798,human
SNHG1,0.06314090639352798,0.17480038106441498,0.1441287249326706,0.13985703885555267,0.161321759223938,,0.13664976209402085,0.1441287249326706,0.17480038106441498,human
RPSA,0.061261650174856186,0.026596661657094955,0.06850290298461914,0.04291241988539696,0.04341845214366913,0.032367855310440063,0.045843323692679405,0.04316543601453304,0.026596661657094955,human
TSPAN13,0.06080584600567818,0.04309971630573273,0.06581644713878632,,0.01867791637778282,,0.04709998145699501,0.05195278115570545,0.04309971630573273,human
DANCR,0.05991872400045395,,0.07602391391992569,0.033322203904390335,0.05007975548505783,,0.05483614932745695,0.05499923974275589,,human
ID1,0.05858246609568596,-0.08675867319107056,0.039145443588495255,-0.1424160897731781,-0.18997374176979065,,-0.06428411900997162,-0.08675867319107056,-0.08675867319107056,human
FGB,0.0582573339343071,0.06691174954175949,0.04840966314077377,0.07821165770292282,0.06797224283218384,-0.13835807144641876,0.030234095950921375,0.0625845417380333,0.06691174954175949,human
APEX1,0.05796724185347557,0.015969403088092804,0.022366264835000038,,,,0.032100969925522804,0.022366264835000038,0.015969403088092804,human
PKM,0.056245606392621994,-0.045634083449840546,-0.016679255291819572,-0.052533503621816635,-0.03766028210520744,,-0.019252303615212442,-0.03766028210520744,-0.045634083449840546,human
RPL13A,0.05494014173746109,0.052122101187705994,0.06168419495224953,0.05697772279381752,0.04689301177859306,-0.038463324308395386,0.039025641356905304,0.05353112146258354,0.052122101187705994,human
ATP5B,0.05451928451657295,,0.021517639979720116,,-0.016250375658273697,-0.02441292069852352,0.008843407034873962,0.0026336321607232094,,human
AKR1B10,0.05415027216076851,0.02433118410408497,0.06404785811901093,-0.020937524735927582,-0.09273302555084229,-0.011021600104868412,0.0029728606653710208,0.006654791999608278,0.02433118410408497,human
DUSP5,0.053158484399318695,,0.029209189116954803,,,,0.04118383675813675,0.04118383675813675,,human
FTL,0.05280334874987602,0.027843160554766655,0.06500966846942902,,-0.0341317355632782,-0.17064169049263,-0.011823449656367302,0.027843160554766655,0.027843160554766655,human
HSP90AB1,0.05243885889649391,,,,-0.06906947493553162,-0.043381575495004654,-0.020004063844680786,-0.043381575495004654,,human
NME1,0.0516258180141449,0.02291635423898697,0.0721617117524147,0.04091741144657135,0.032003507018089294,,0.043924960494041446,0.04091741144657135,0.02291635423898697,human
