gene_symbol,logfc_dz:36,logfc_dz:196,logfc_dz:255,mean_logfc,median_logfc,common_experiment,organism
A2M,0.22824062407016754,0.01941615529358387,,0.1238283896818757,0.1238283896818757,0.01941615529358387,human
IGHA2,0.22090409696102142,,,0.22090409696102142,0.22090409696102142,,human
CYAT1,0.11510351300239563,,,0.11510351300239563,0.11510351300239563,,human
TPT1,0.1074233278632164,-0.10408752411603928,0.08083144575357437,0.028055749833583832,0.08083144575357437,-0.10408752411603928,human
SFTPD,0.10548076778650284,,,0.10548076778650284,0.10548076778650284,,human
PTGDS,0.1034097746014595,,,0.1034097746014595,0.1034097746014595,,human
RPL39,0.10063061118125916,-0.16715222597122192,-0.012265924364328384,-0.026262513051430385,-0.012265924364328384,-0.16715222597122192,human
EEF1A1P9,0.10001375526189804,,0.06313022971153259,0.08157199248671532,0.08157199248671532,,human
LYZ,0.09995443373918533,-0.0397280789911747,-0.018060864880681038,0.014055163289109865,-0.018060864880681038,-0.0397280789911747,human
SFTPB,0.09615036100149155,,-0.03350876644253731,0.03132079727947712,0.03132079727947712,,human
FOS,0.09491302818059921,-0.040599603205919266,-0.03939410299062729,0.004973107328017552,-0.03939410299062729,-0.040599603205919266,human
RPS3,0.09312637895345688,,0.0166457686573267,0.05488607380539179,0.05488607380539179,,human
MGP,0.09149125963449478,,-0.014259479008615017,0.03861589031293988,0.03861589031293988,,human
C3,0.08528612554073334,-0.024483414366841316,-0.06090135499835014,-3.2881274819374084e-05,-0.024483414366841316,-0.024483414366841316,human
TIMP1,0.08344091475009918,,0.010838296264410019,0.0471396055072546,0.0471396055072546,,human
HNRNPA1P10,0.0806511789560318,,-0.013305227272212505,0.03367297584190965,0.03367297584190965,,human
RPLP0,0.07952789962291718,-0.011992278508841991,0.026659870520234108,0.03139849721143643,0.026659870520234108,-0.011992278508841991,human
RPS18,0.07644888013601303,,0.01438066828995943,0.04541477421298623,0.04541477421298623,,human
RPL9,0.07480395585298538,-0.06435452401638031,0.012043510563671589,0.007497647466758887,0.012043510563671589,-0.06435452401638031,human
SEPP1,0.07473321259021759,,-0.020288726314902306,0.027222243137657642,0.027222243137657642,,human
LUM,0.07422960549592972,,,0.07422960549592972,0.07422960549592972,,human
EEF1A1,0.07393088936805725,-0.03786255791783333,0.04908079281449318,0.02838304142157237,0.04908079281449318,-0.03786255791783333,human
RPS4X,0.0708676353096962,,-0.013545665889978409,0.028660984709858894,0.028660984709858894,,human
IGHV4-31,0.06889970600605011,,,0.06889970600605011,0.06889970600605011,,human
RPL12,0.06785788387060165,-0.009088385850191116,-0.015324625186622143,0.014481624277929464,-0.009088385850191116,-0.009088385850191116,human
FTH1P5,0.06521296501159668,,0.13525566458702087,0.10023431479930878,0.10023431479930878,,human
EEF2,0.06170203909277916,-0.017388496547937393,-0.033417943865060806,0.003631866226593653,-0.017388496547937393,-0.017388496547937393,human
CSRP1,0.06148434802889824,,,0.06148434802889824,0.06148434802889824,,human
EEF1G,0.06064494699239731,,,0.06064494699239731,0.06064494699239731,,human
TAGLN,0.06051081418991089,,,0.06051081418991089,0.06051081418991089,,human
RPL37,0.0596858486533165,,,0.0596858486533165,0.0596858486533165,,human
C7,0.05930948629975319,,,0.05930948629975319,0.05930948629975319,,human
GPX3,0.05843411386013031,0.016625046730041504,0.030301760882139206,0.035120307157437004,0.030301760882139206,0.016625046730041504,human
RPSA,0.05792282894253731,,,0.05792282894253731,0.05792282894253731,,human
RPL7A,0.05772639438509941,0.010690802708268166,-0.08381954580545425,-0.0051341162373622256,0.010690802708268166,0.010690802708268166,human
IGKV4-1,0.05590558052062988,,,0.05590558052062988,0.05590558052062988,,human
FGG,0.05542353540658951,,,0.05542353540658951,0.05542353540658951,,human
RPLP1,0.05185192823410034,,0.020549068227410316,0.03620049823075533,0.03620049823075533,,human
MYLK,0.05149275064468384,,,0.05149275064468384,0.05149275064468384,,human
H3F3AP4,0.05085201561450958,-0.031758710741996765,,0.009546652436256409,0.009546652436256409,-0.031758710741996765,human
RPS8,0.05012882500886917,-0.026553543284535408,,0.011787640862166882,0.011787640862166882,-0.026553543284535408,human
C1R,0.04932688549160957,,,0.04932688549160957,0.04932688549160957,,human
CES1,0.049213048070669174,,0.048885051161050797,0.049049049615859985,0.049049049615859985,,human
RPS23,0.04869586229324341,-0.1008695438504219,0.02029985561966896,-0.010624608645836512,0.02029985561966896,-0.1008695438504219,human
GLTSCR2,0.048174548894166946,,,0.048174548894166946,0.048174548894166946,,human
RPS29,0.04764499142765999,-0.08035630732774734,,-0.01635565795004368,-0.01635565795004368,-0.08035630732774734,human
C1S,0.04736177250742912,,,0.04736177250742912,0.04736177250742912,,human
RARRES2,0.04733939841389656,,,0.04733939841389656,0.04733939841389656,,human
NPC2,0.046195127069950104,0.008289704099297523,,0.027242415584623814,0.027242415584623814,0.008289704099297523,human
LTBP2,0.045346468687057495,,,0.045346468687057495,0.045346468687057495,,human
RPL34,0.04413923993706703,-0.10490747541189194,0.025356853380799294,-0.011803794031341871,0.025356853380799294,-0.10490747541189194,human
CD63,0.04403689503669739,-0.025830833241343498,0.033086251467466354,0.017097437754273415,0.033086251467466354,-0.025830833241343498,human
HLA-A,0.043059661984443665,0.020988723263144493,0.02132331021130085,0.02845723181962967,0.02132331021130085,0.020988723263144493,human
EIF3L,0.04287334159016609,,,0.04287334159016609,0.04287334159016609,,human
PGC,0.042353492230176926,,,0.042353492230176926,0.042353492230176926,,human
RPL27,0.04117880016565323,-0.04237784817814827,,-0.0005995240062475204,-0.0005995240062475204,-0.04237784817814827,human
NGFRAP1,0.04109330475330353,,,0.04109330475330353,0.04109330475330353,,human
ZNF721,0.04065733402967453,,,0.04065733402967453,0.04065733402967453,,human
ZFP36,0.04028638079762459,0.021329745650291443,-0.021435478702187538,0.013393549248576164,0.021329745650291443,0.021329745650291443,human
IGLC7,0.04012635350227356,,,0.04012635350227356,0.04012635350227356,,human
IGK,0.04000962898135185,,,0.04000962898135185,0.04000962898135185,,human
MFAP4,0.03989113122224808,,,0.03989113122224808,0.03989113122224808,,human
FAU,0.039542295038700104,,-0.028445575386285782,0.005548359826207161,0.005548359826207161,,human
DUSP1,0.038318801671266556,-0.06600652635097504,,-0.01384386233985424,-0.01384386233985424,-0.06600652635097504,human
HSPA8,0.038104407489299774,,-0.016498494893312454,0.01080295629799366,0.01080295629799366,,human
IGFBP4,0.038045547902584076,,,0.038045547902584076,0.038045547902584076,,human
RPL13A,0.03766494244337082,-0.08285003155469894,-0.03176260367035866,-0.025649230927228928,-0.03176260367035866,-0.08285003155469894,human
DPYSL2,0.037225499749183655,,,0.037225499749183655,0.037225499749183655,,human
PSAP,0.037124134600162506,0.027340417727828026,,0.032232276163995266,0.032232276163995266,0.027340417727828026,human
LAMP3,0.03596597909927368,,,0.03596597909927368,0.03596597909927368,,human
ABCA3,0.035884790122509,,,0.035884790122509,0.035884790122509,,human
MKNK2,0.03528958186507225,,0.013182365335524082,0.024235973600298166,0.024235973600298166,,human
MORF4L1,0.035129107534885406,,,0.035129107534885406,0.035129107534885406,,human
IER2,0.03505813330411911,-0.037692852318286896,-0.019470354542136192,-0.007368357852101326,-0.019470354542136192,-0.037692852318286896,human
RPL3,0.03466404229402542,-0.025624606758356094,-0.031483136117458344,-0.007481233527263005,-0.025624606758356094,-0.025624606758356094,human
COL6A3,0.03456184267997742,,,0.03456184267997742,0.03456184267997742,,human
RPS27A,0.034542299807071686,,-0.013406864367425442,0.010567717719823122,0.010567717719823122,,human
