gene_symbol,logfc_dz:483,logfc_dz:475,logfc_dz:798,logfc_dz:555,mean_logfc,median_logfc,common_experiment,organism
SFN,0.29399946331977844,0.011915250681340694,,,0.15295735700055957,0.15295735700055957,0.29399946331977844,human
S100P,0.2270708680152893,0.10774128139019012,,,0.16740607470273972,0.16740607470273972,0.2270708680152893,human
LCN2,0.17133775353431702,0.10240709036588669,,,0.13687242195010185,0.13687242195010185,0.17133775353431702,human
GPX2,0.13607193529605865,,,,0.13607193529605865,0.13607193529605865,0.13607193529605865,human
ANXA2,0.1239796131849289,0.019543074071407318,,,0.0717613436281681,0.0717613436281681,0.1239796131849289,human
ATP1B1,0.11427988111972809,0.08864495903253555,0.06403977423906326,,0.08898820479710896,0.08864495903253555,0.11427988111972809,human
GAPDH,0.11179182678461075,0.11400572210550308,,,0.11289877444505692,0.11289877444505692,0.11179182678461075,human
C19orf33,0.10871992260217667,0.04671192914247513,,,0.0777159258723259,0.0777159258723259,0.10871992260217667,human
HLA-A,0.10797803848981857,0.09341630339622498,-0.03674721717834473,,0.054882374902566276,0.09341630339622498,0.10797803848981857,human
RNASET2,0.09696640074253082,,,,0.09696640074253082,0.09696640074253082,0.09696640074253082,human
LGALS3,0.09434477239847183,0.011139229871332645,,,0.05274200113490224,0.05274200113490224,0.09434477239847183,human
HLA-B,0.09076908975839615,0.09218722581863403,,,0.09147815778851509,0.09147815778851509,0.09076908975839615,human
ANXA4,0.09031642228364944,0.05851369723677635,,,0.0744150597602129,0.0744150597602129,0.09031642228364944,human
SPINT2,0.08524627983570099,0.03093014471232891,-0.05167656019330025,,0.021499954784909885,0.03093014471232891,0.08524627983570099,human
TMSB10,0.08463593572378159,0.19403965771198273,0.07744275778532028,0.025281621143221855,0.09534999309107661,0.08103934675455093,0.08463593572378159,human
S100A10,0.08257287740707397,0.01288736704736948,,0.01259005069732666,0.03601676505059004,0.01288736704736948,0.08257287740707397,human
SERPINA1,0.07943390309810638,,,,0.07943390309810638,0.07943390309810638,0.07943390309810638,human
S100A6,0.07713039219379425,0.024611422792077065,,,0.05087090749293566,0.05087090749293566,0.07713039219379425,human
PABPC1,0.07709406316280365,,,,0.07709406316280365,0.07709406316280365,0.07709406316280365,human
CYSTM1,0.07708808034658432,0.04407248646020889,0.04752691835165024,,0.05622916171948115,0.04752691835165024,0.07708808034658432,human
CSTB,0.07405933737754822,,,,0.07405933737754822,0.07405933737754822,0.07405933737754822,human
LDHA,0.0715780034661293,0.09585119038820267,0.027296340093016624,0.0097856055945158,0.0511277848854661,0.049437171779572964,0.0715780034661293,human
WARS,0.07044074684381485,,,,0.07044074684381485,0.07044074684381485,0.07044074684381485,human
HLA-C,0.07007674872875214,0.058676328510046005,,,0.06437653861939907,0.06437653861939907,0.07007674872875214,human
HIST1H2BK,0.06980052590370178,0.01739238016307354,-0.017813099548220634,,0.023126602172851562,0.01739238016307354,0.06980052590370178,human
IER3,0.06822377443313599,0.011135071516036987,0.08893491327762604,0.008897225372493267,0.04429774614982307,0.03967942297458649,0.06822377443313599,human
TIMP1,0.0676918774843216,0.11251278966665268,,,0.09010233357548714,0.09010233357548714,0.0676918774843216,human
ADAR,0.06666756421327591,0.01766304299235344,,,0.042165303602814674,0.042165303602814674,0.06666756421327591,human
ABCC3,0.06536918133497238,,,,0.06536918133497238,0.06536918133497238,0.06536918133497238,human
CYAT1,0.06528497487306595,,,0.032178185880184174,0.04873158037662506,0.04873158037662506,0.06528497487306595,human
CLIC1,0.06455377489328384,0.055404726415872574,0.045890823006629944,,0.05528310810526212,0.055404726415872574,0.06455377489328384,human
IFI30,0.06235208734869957,0.020916948094964027,-0.025298433378338814,,0.01932353402177493,0.020916948094964027,0.06235208734869957,human
AMY2B,0.061571620404720306,0.15904487669467926,,,0.11030824854969978,0.11030824854969978,0.061571620404720306,human
PTTG1IP,0.059349313378334045,0.044443584978580475,,0.006924722343683243,0.03690587356686592,0.044443584978580475,0.059349313378334045,human
PDGFC,0.05856284126639366,,,,0.05856284126639366,0.05856284126639366,0.05856284126639366,human
NREP,0.05832550302147865,,,,0.05832550302147865,0.05832550302147865,0.05832550302147865,human
PLAC8,0.0563792921602726,,-0.015072125941514969,0.03324861824512482,0.024851928154627483,0.03324861824512482,0.0563792921602726,human
DHRS9,0.05622713640332222,0.009641510434448719,,,0.03293432341888547,0.03293432341888547,0.05622713640332222,human
CD55,0.05557185783982277,0.027482405304908752,,,0.04152713157236576,0.04152713157236576,0.05557185783982277,human
TFRC,0.05489182472229004,,,,0.05489182472229004,0.05489182472229004,0.05489182472229004,human
TMBIM1,0.05397282540798187,0.01411833893507719,,0.004776925779879093,0.024289363374312718,0.01411833893507719,0.05397282540798187,human
PSMB9,0.05241047218441963,,,,0.05241047218441963,0.05241047218441963,0.05241047218441963,human
CAPN2,0.052260830998420715,,,,0.052260830998420715,0.052260830998420715,0.052260830998420715,human
PPIA,0.05105016380548477,,,,0.05105016380548477,0.05105016380548477,0.05105016380548477,human
DCAF6,0.05096191167831421,0.01973884180188179,0.027591383084654808,-0.027909986674785614,0.0175955374725163,0.0236651124432683,0.05096191167831421,human
SLC6A6,0.05095972120761871,,,,0.05095972120761871,0.05095972120761871,0.05095972120761871,human
ITGB5,0.050857409834861755,,,,0.050857409834861755,0.050857409834861755,0.050857409834861755,human
ARL6IP1,0.050735726952552795,0.024600615724921227,-0.04197711870074272,,0.0111197413255771,0.024600615724921227,0.050735726952552795,human
TSC22D1,0.05010402575135231,,,,0.05010402575135231,0.05010402575135231,0.05010402575135231,human
PLBD1,0.04914503172039986,,,,0.04914503172039986,0.04914503172039986,0.04914503172039986,human
RLIM,0.049094125628471375,0.014822014607489109,-0.014998450875282288,,0.0163058964535594,0.014822014607489109,0.049094125628471375,human
TOB1,0.048522964119911194,,-0.019771713763475418,0.00766526535153389,0.012138838569323221,0.00766526535153389,0.048522964119911194,human
ERO1L,0.04851922765374184,0.008205450139939785,0.013985964469611645,,0.023570214087764423,0.013985964469611645,0.04851922765374184,human
PABPC3,0.04634130001068115,0.026657208800315857,,,0.036499254405498505,0.036499254405498505,0.04634130001068115,human
STAT1,0.04613653942942619,0.015390852466225624,,,0.03076369594782591,0.03076369594782591,0.04613653942942619,human
ADAM10,0.04611063376069069,,,,0.04611063376069069,0.04611063376069069,0.04611063376069069,human
IFITM1,0.046035826206207275,0.010780143551528454,,0.01501275971531868,0.02394290982435147,0.01501275971531868,0.046035826206207275,human
CD9,0.045561738312244415,,,,0.045561738312244415,0.045561738312244415,0.045561738312244415,human
PSME1,0.0444243960082531,0.009066935628652573,-0.027918532490730286,,0.008524266382058462,0.009066935628652573,0.0444243960082531,human
C20orf24,0.04206329584121704,0.016109732910990715,0.036694515496492386,,0.03162251474956671,0.036694515496492386,0.04206329584121704,human
MX1,0.04195669665932655,0.015072377398610115,,-0.007432534359395504,0.01653217989951372,0.015072377398610115,0.04195669665932655,human
HMGB2,0.04187599942088127,,,,0.04187599942088127,0.04187599942088127,0.04187599942088127,human
