gene_symbol,logfc_dz:494,logfc_dz:1060,logfc_dz:1063,logfc_dz:277,logfc_dz:1061,logfc_dz:310,logfc_dz:1062,mean_logfc,median_logfc,common_experiment,organism
SAA1,0.020529503002762794,,,,,,,0.020529503002762794,0.020529503002762794,,human
CEBPD,0.014828233048319817,0.011609436944127083,,,,,,0.01321883499622345,0.01321883499622345,0.011609436944127083,human
CSE1L-AS1,0.013503946363925934,,,,,,,0.013503946363925934,0.013503946363925934,,human
ZNF713,0.011654200032353401,,,,,,,0.011654200032353401,0.011654200032353401,,human
TXNIP,-0.2968943119049072,0.014698147773742676,-0.012891954742372036,0.0227946974337101,,,,-0.06807335535995662,0.0009030965156853199,0.014698147773742676,human
CXCR4,-0.2566554546356201,,0.10591240227222443,,,,,-0.07537152618169785,-0.07537152618169785,,human
HLA-C,-0.23969116806983948,,-0.0238751582801342,0.03617251664400101,,,,-0.07579793656865756,-0.0238751582801342,,human
H3F3A,-0.16556289792060852,,,,0.035350266844034195,,,-0.06510631553828716,-0.06510631553828716,,human
LBX1,-0.16404813528060913,,,,,-0.018292099237442017,,-0.09117011725902557,-0.09117011725902557,,human
UBC,-0.16277100145816803,,0.021257344633340836,0.050456296652555466,-0.017052829265594482,,-0.017867138609290123,-0.025195465609431266,-0.017052829265594482,,human
ISG20,-0.14808984100818634,,-0.025707829743623734,,,,,-0.08689883537590504,-0.08689883537590504,,human
HMGB2,-0.14693112671375275,,,,-0.03187005594372749,,-0.058977581560611725,-0.07925958807269733,-0.058977581560611725,,human
RPS4X,-0.12561282515525818,-0.05329029634594917,0.03366342931985855,0.0621175542473793,-0.03762325271964073,,-0.04290565475821495,-0.027275174235304196,-0.04026445373892784,-0.05329029634594917,human
CD1A,-0.12530794739723206,,,,,,,-0.12530794739723206,-0.12530794739723206,,human
RPLP0P2,-0.11025117337703705,,,,,,,-0.11025117337703705,-0.11025117337703705,,human
TPT1,-0.10782527178525925,,,0.09247526526451111,0.06405988335609436,,,0.016236625611782074,0.06405988335609436,,human
RPS21,-0.10624305158853531,,,,0.07422780245542526,,,-0.016007624566555023,-0.016007624566555023,,human
RPS6,-0.09942156821489334,-0.01951722986996174,,0.023448539897799492,0.03915296122431755,,,-0.01408432424068451,0.0019656550139188766,-0.01951722986996174,human
HLA-DRB1,-0.098604217171669,,,0.034561771899461746,,,,-0.03202122263610363,-0.03202122263610363,,human
MAL,-0.0977039560675621,,,0.015779243782162666,,,,-0.04096235614269972,-0.04096235614269972,,human
GPR153,-0.09558969736099243,,,,,-0.021279562264680862,,-0.05843462981283665,-0.05843462981283665,,human
TMEM158,-0.09475003927946091,-0.046831708401441574,,,-0.029031377285718918,,,-0.056871041655540466,-0.046831708401441574,-0.046831708401441574,human
RPL10,-0.09406349807977676,,,-0.0345933735370636,,,0.07611676305532455,-0.017513369520505268,-0.0345933735370636,,human
CACNA1I,-0.08762504160404205,,,,,,,-0.08762504160404205,-0.08762504160404205,,human
KLF16,-0.08365850150585175,,,,,,,-0.08365850150585175,-0.08365850150585175,,human
PHOX2A,-0.08168251812458038,,,,,,,-0.08168251812458038,-0.08168251812458038,,human
IGLL5,-0.07831605523824692,,,,,,,-0.07831605523824692,-0.07831605523824692,,human
RPLP0,-0.07729360461235046,,0.014674458652734756,0.0520113967359066,,,,-0.0035359164079030356,0.014674458652734756,,human
HSPA8,-0.07705271989107132,,-0.02297072298824787,-0.04010343179106712,,,0.06648501008749008,-0.018410466145724058,-0.0315370773896575,,human
