gene_symbol,logfc_dz:924,logfc_dz:594,logfc_dz:590,logfc_dz:593,logfc_dz:586,logfc_dz:762,logfc_dz:454,logfc_dz:710,logfc_dz:249,logfc_dz:760,logfc_dz:810,logfc_dz:188,logfc_dz:923,logfc_dz:759,logfc_dz:589,logfc_dz:587,logfc_dz:585,logfc_dz:591,logfc_dz:588,logfc_dz:993,logfc_dz:264,mean_logfc,median_logfc,common_experiment,organism
IGHA2,0.4418191611766815,0.023101381957530975,0.02185155637562275,-0.024950943887233734,-0.02108103595674038,0.2048315405845642,0.16044358909130096,-0.08788017183542252,-0.03928495571017265,-0.02017710916697979,0.18570058047771454,0.2048315405845642,0.2517130970954895,,,,,,,,,0.10007063313745536,0.023101381957530975,-0.024950943887233734,human
CYAT1,0.29026198387145996,-0.012847403064370155,,,,0.18317802250385284,0.11651129275560379,-0.08377037942409515,0.08691003918647766,0.20378899574279785,,0.18317802250385284,0.26126742362976074,-0.07467509061098099,,,,,,,,0.11538029070943594,0.14984465762972832,,human
CLCA1,0.25243714451789856,0.04647623002529144,-0.02852454036474228,,0.023537185043096542,,0.04036403074860573,,0.033863842487335205,-0.06721936911344528,0.19437628984451294,,0.024927470833063126,-0.018723607063293457,0.031187091022729874,0.04810362681746483,0.06630179286003113,,,,,0.04977747597373449,0.033863842487335205,,human
ZG16,0.19820591807365417,-0.21082951128482819,-0.017652954906225204,,-0.022966565564274788,,0.024290354922413826,0.03512159362435341,-0.20832589268684387,-0.17960575222969055,0.11337555199861526,,-0.01746600866317749,-0.13581833243370056,,0.04409800469875336,,,,,,-0.03146446620424589,-0.017559481784701347,,human
IGLC7,0.13492938876152039,,,,,0.02745356783270836,0.04660533741116524,,,,-0.019403349608182907,0.02745356783270836,0.11484504491090775,,,,,,,,,0.05531392619013786,0.0370294526219368,,human
TFF3,0.11378446966409683,0.05373351275920868,0.0187993124127388,,0.048149313777685165,,0.02879820391535759,0.01662491448223591,,,0.04661761596798897,,0.025664355605840683,,0.026777463033795357,0.09201090782880783,,,,,,0.04709600694477558,0.03770790994167328,,human
OLFM4,0.11321251094341278,-0.3334445655345917,-0.07499013096094131,,0.1616477519273758,,0.1340114176273346,0.25200966000556946,0.10677212476730347,0.10158791393041611,0.055801305919885635,,0.16093480587005615,0.062288880348205566,0.18068364262580872,0.05314745381474495,,-0.02095307782292366,0.04350372031331062,,,0.0664142275849978,0.10158791393041611,,human
ITLN1,0.10441900789737701,-0.1459268480539322,,-0.019813699647784233,0.025502515956759453,,0.05802185833454132,,,,0.0920233428478241,,0.09791804105043411,,,0.09004329890012741,-0.03521691635251045,,-0.03887498378753662,,,0.02280956171452999,0.04176218714565039,-0.019813699647784233,human
IGK,0.10327418893575668,-0.02370567061007023,0.04276972636580467,,0.035150013864040375,0.04110689461231232,0.08117401599884033,-0.011238493956625462,,0.06944512575864792,0.03869228437542915,0.04110689461231232,0.0953657403588295,-0.08046820759773254,,0.0756031721830368,0.047212276607751846,0.05489061400294304,-0.09368109703063965,,,0.03229359240503982,0.041938310489058495,,human
ACTB,0.09976336359977722,-0.09796206653118134,,,,-0.01976090669631958,0.07409044355154037,0.08466111868619919,,,-0.033883001655340195,-0.01976090669631958,0.05444969981908798,,-0.01859910413622856,,,,-0.01906471513211727,0.0004852624551858753,0.0004852624551858753,0.0087420374766225,-0.009056920840521343,,human
