gene_symbol,logfc_dz:392,logfc_dz:978,logfc_dz:148,logfc_dz:602,logfc_dz:24,logfc_dz:52,logfc_dz:39,logfc_dz:478,logfc_dz:448,logfc_dz:504,logfc_dz:11,mean_logfc,median_logfc,common_experiment,organism
HLA-DMA,-0.01065054815262556,,0.01032080315053463,0.015438947826623917,,,,,,,,0.005036400941510995,0.01032080315053463,-0.01065054815262556,human
GP2,-0.010648553259670734,,,,,-0.018402593210339546,,,,,,-0.01452557323500514,-0.01452557323500514,-0.010648553259670734,human
CCDC74B,-0.010598302818834782,,,,,-0.012202261947095394,,,,,,-0.011400282382965088,-0.011400282382965088,-0.010598302818834782,human
PRR15L,-0.01057598926126957,,,,,,,,,,,-0.01057598926126957,-0.01057598926126957,-0.01057598926126957,human
ANO2,-0.010481058619916439,,,,,-0.020480696111917496,,,,,,-0.015480877365916967,-0.015480877365916967,-0.010481058619916439,human
RNLS,-0.010480840690433979,,,,,-0.016274619847536087,,,,,,-0.013377730268985033,-0.013377730268985033,-0.010480840690433979,human
DIRAS3,-0.010450301691889763,,,,,,,,,,,-0.010450301691889763,-0.010450301691889763,-0.010450301691889763,human
IL20,-0.010409691371023655,,,,,-0.018913498148322105,,,,,,-0.01466159475967288,-0.01466159475967288,-0.010409691371023655,human
DOK1,-0.01033767033368349,,,,,,,,,,,-0.01033767033368349,-0.01033767033368349,-0.01033767033368349,human
FAM155A,-0.01033688709139824,,,,,-0.010273918509483337,,,,,,-0.010305402800440788,-0.010305402800440788,-0.01033688709139824,human
KRT7,-0.010269774124026299,,,,,-0.01232744101434946,,,,,,-0.01129860756918788,-0.01129860756918788,-0.010269774124026299,human
MKL2,-0.01026840228587389,,,,,-0.0096665658056736,,,0.01115411426872015,,,-0.0029269512742757797,-0.0096665658056736,-0.01026840228587389,human
THSD7A,-0.010229397565126419,,,,,-0.014776641502976418,,,,,,-0.012503019534051418,-0.012503019534051418,-0.010229397565126419,human
BRDT,-0.010227578692138195,,,,,,,,,,,-0.010227578692138195,-0.010227578692138195,-0.010227578692138195,human
COL17A1,-0.010188871994614601,,,,,,0.5204176902770996,,,,0.01985945738852024,0.17669609189033508,0.01985945738852024,-0.010188871994614601,human
MS4A6A,-0.010178674943745136,,0.013752872124314308,,,,,,,,,0.001787098590284586,0.001787098590284586,-0.010178674943745136,human
TNFSF11,-0.010106801986694336,,,,,,,,,,,-0.010106801986694336,-0.010106801986694336,-0.010106801986694336,human
MYH11,-0.010071855038404465,,,,,,,,,,,-0.010071855038404465,-0.010071855038404465,-0.010071855038404465,human
UCP1,-0.010070187970995903,,,,,,,,,,,-0.010070187970995903,-0.010070187970995903,-0.010070187970995903,human
ROGDI,-0.010021698661148548,,,,,,,,,,,-0.010021698661148548,-0.010021698661148548,-0.010021698661148548,human
SBSPON,-0.01001786906272173,,,,,-0.017735088244080544,,,,,,-0.013876478653401136,-0.013876478653401136,-0.01001786906272173,human
PCDH1,-0.009994526393711567,,,,,,,,,,,-0.009994526393711567,-0.009994526393711567,-0.009994526393711567,human
ECHDC2,-0.009988861158490181,,-0.02489996701478958,,,,,,,,,-0.01744441408663988,-0.01744441408663988,-0.009988861158490181,human
AQP1,-0.009969388134777546,-0.020511580631136894,,,-0.020441044121980667,,,,,,,-0.016974004295965035,-0.020441044121980667,-0.009969388134777546,human
SLC12A2,-0.009959392249584198,,,,,-0.011750709265470505,,,,,,-0.010855050757527351,-0.010855050757527351,-0.009959392249584198,human
EPSTI1,-0.009956835769116879,,,,,,,,,,,-0.009956835769116879,-0.009956835769116879,-0.009956835769116879,human
DDA1,-0.009949627332389355,,,,,,,,,-0.01338632870465517,,-0.011667978018522263,-0.011667978018522263,-0.009949627332389355,human
RERGL,-0.009922189638018608,,,,,,,,,,,-0.009922189638018608,-0.009922189638018608,-0.009922189638018608,human
ARHGEF6,-0.009917971678078175,,,,,,,,,,,-0.009917971678078175,-0.009917971678078175,-0.009917971678078175,human
LY6G6C,-0.009878331795334816,,,,,,,,,,,-0.009878331795334816,-0.009878331795334816,-0.009878331795334816,human
VCX3B,-0.009861980564892292,,,,,,,,,,,-0.009861980564892292,-0.009861980564892292,-0.009861980564892292,human
PDLIM5,-0.009854532778263092,,,,,,,-0.03791133314371109,,,,-0.02388293296098709,-0.02388293296098709,-0.009854532778263092,human
CPA3,-0.00976974330842495,,0.01046436931937933,,,,,,,,,0.00034731300547719,0.00034731300547719,-0.00976974330842495,human
PGR,-0.009664589539170265,,,,,,,,,,,-0.009664589539170265,-0.009664589539170265,-0.009664589539170265,human
SLC1A4,-0.00964932981878519,,,,,,,,,,,-0.00964932981878519,-0.00964932981878519,-0.00964932981878519,human
BHLHE41,-0.009635033085942268,,-0.012625346891582012,,,-0.012534184381365776,,,,,,-0.011598188119630018,-0.012534184381365776,-0.009635033085942268,human
GALNT7,-0.00963173620402813,0.018507786095142365,,,,,,,,,,0.0044380249455571175,0.0044380249455571175,-0.00963173620402813,human
CNTN2,-0.009573332034051418,,,,,,,,,,,-0.009573332034051418,-0.009573332034051418,-0.009573332034051418,human
HYPM,-0.009488532319664955,,,,,,,,,,,-0.009488532319664955,-0.009488532319664955,-0.009488532319664955,human
IGSF21,-0.009471677243709564,,,,,,,,,,,-0.009471677243709564,-0.009471677243709564,-0.009471677243709564,human
TYMSOS,-0.009471448138356209,,,,,-0.014923502691090107,,,,,,-0.012197475414723158,-0.012197475414723158,-0.009471448138356209,human
FOLH1,-0.009469571523368359,,,,,-0.01239206362515688,,,,,-0.017154430970549583,-0.01300535537302494,-0.01239206362515688,-0.009469571523368359,human
IGHV4-31,,0.16971608996391296,0.23888376355171204,0.17999286949634552,0.13475556671619415,,,,-0.0122594079002738,,,0.14221777636557817,0.16971608996391296,,human
NTS,,0.10855688154697418,,,0.06555487960577011,,,,,,,0.08705588057637215,0.08705588057637215,,human
GAPDH,,0.08465047925710678,0.0702817365527153,0.0301752220839262,0.07178401947021484,,,,-0.028668604791164398,-0.08945417404174805,,0.023128113088508446,0.05022847931832075,,human
LDHA,,0.07870310544967651,,0.047825153917074203,0.07336025685071945,,,-0.03554172068834305,-0.03982176631689072,0.07487336546182632,,0.03323306577901045,0.06059270538389683,,human
TSPAN13,,0.07796470075845718,-0.019081106409430504,-0.019573722034692764,0.06912418454885483,,,,-0.013827505521476269,,,0.018921310268342494,-0.013827505521476269,,human
HSPB1,,0.07684513181447983,-0.02540026791393757,,0.04518844559788704,,,-0.021659763529896736,,-0.04204672947525978,,0.006585363298654556,-0.021659763529896736,,human
HSP90AA1,,0.07277596741914749,0.021898683160543442,,0.05541880801320076,,-0.009763192385435104,-0.026793288066983223,-0.05476382002234459,0.06200450658798218,0.023497628048062325,0.01803441159427166,0.022698155604302883,,human
S100A9,,0.07130295038223267,,,0.03731275349855423,0.03435777127742767,-0.01267118938267231,,,,,0.032575571443885565,0.03583526238799095,,human
TMSB10,,0.06798944622278214,-0.06334656476974487,0.04945478215813637,0.05960753187537193,,,,-0.022733155637979507,-0.028562486171722412,,0.01040159227947394,0.01336081326007843,,human
SRP9,,0.06350298970937729,-0.012671509757637978,,0.07746598869562149,,,,,-0.01276226993650198,,0.028883799677714705,0.025415739975869656,,human
SLC39A6,,0.06099531427025795,-0.06261640787124634,,,,0.06717643141746521,,,,-0.015634560957551003,0.012480194214731455,0.022680376656353474,,human
H2AFZ,,0.05992617830634117,,,0.05960271880030632,,-0.021222684532403946,-0.025066349655389786,,,,0.01830996572971344,0.019190017133951187,,human
NME1,,0.05900228023529053,,,0.034798674285411835,,,,,,,0.04690047726035118,0.04690047726035118,,human
PTMA,,0.058846257627010345,,-0.017297927290201187,0.07352793961763382,,-0.009652551263570786,,-0.010030285455286503,,,0.01907868664711714,-0.009652551263570786,,human
HIST2H2AA4,,0.05879887565970421,,0.020731845870614052,0.03710596635937691,,,0.03493787720799446,,-0.017864609137177467,,0.02674199119210243,0.03493787720799446,,human
CD24,,0.05816345661878586,0.02885277569293976,,0.061483293771743774,,,,-0.0309161264449358,,,0.029395849909633398,0.04350811615586281,,human
MIEN1,,0.057613056153059006,,,0.010777145624160767,,,,,,,0.034195100888609886,0.034195100888609886,,human
MAL2,,0.056933313608169556,,,0.06384657323360443,,,0.02795192040503025,,,,0.04957726908226808,0.056933313608169556,,human
TUBA1C,,0.05498123914003372,0.057045742869377136,0.06647293269634247,0.05035654827952385,,,,-0.0384664312005043,0.1546006053686142,,0.057498439525564514,0.05601349100470543,,human
S100P,,0.0545152872800827,,,0.048002440482378006,,,,,,,0.051258863881230354,0.051258863881230354,,human
H3F3AP4,,0.05349485203623772,-0.021343480795621872,0.01796666905283928,0.06003475934267044,,,,,,,0.02753819990903139,0.0357307605445385,,human
CTHRC1,,0.05223310366272926,,0.19035707414150238,0.06513146311044693,,,,,,,0.10257388030489285,0.06513146311044693,,human
RPL19,,0.05106736719608307,,,0.013566759414970875,,,,-0.014238636009395123,-0.05075778812170029,,-9.057438001036644e-05,-0.00033593829721212387,,human
CRIP1,,0.050516869872808456,,,,0.01325912680476904,,,,,-0.053999390453100204,0.0032588687414924302,0.01325912680476904,,human
CEACAM6,,0.05050363391637802,,,,,,,,,,0.05050363391637802,0.05050363391637802,,human
NME1-NME2,,0.04827689006924629,0.032414473593235016,0.01615879125893116,0.02747972309589386,,,,-0.011572479270398617,-0.017124483361840248,,0.015938819230844576,0.02181925717741251,,human
PABPC3,,0.04691312089562416,0.09588968008756638,,0.05423250421881676,,,,-0.03045733831822872,0.030766041949391365,,0.03946880176663399,0.04691312089562416,,human
COX1,,0.04556423798203468,,-0.10156809538602829,0.050397977232933044,,,,,,,-0.0018686267236868541,0.04556423798203468,,human
COL1A2,,0.044595737010240555,0.19864587485790253,0.07815705984830856,0.027295390143990517,,,,-0.011695671826601028,,,0.06739967800676823,0.044595737010240555,,human
