gene_symbol,logfc_dz:397,logfc_dz:306,logfc_dz:652,logfc_dz:653,mean_logfc,median_logfc,common_experiment,organism
GDF15,,,,0.03651697561144829,0.03651697561144829,0.03651697561144829,,human
TNFRSF12A,,,,0.035878948867321014,0.035878948867321014,0.035878948867321014,,human
CLDN16,,,,0.03576996922492981,0.03576996922492981,0.03576996922492981,,human
SPINT1,,,,0.03494662418961525,0.03494662418961525,0.03494662418961525,,human
IGSF1,,,,0.034767184406518936,0.034767184406518936,0.034767184406518936,,human
ITGA2,,,,0.03469439223408699,0.03469439223408699,0.03469439223408699,,human
PDE5A,,,,0.03465881943702698,0.03465881943702698,0.03465881943702698,,human
GPR56,,,,0.03431864455342293,0.03431864455342293,0.03431864455342293,,human
CLDN7,,,,0.03368663415312767,0.03368663415312767,0.03368663415312767,,human
KLK10,,,,0.032062649726867676,0.032062649726867676,0.032062649726867676,,human
SQSTM1,,,,0.03199397400021553,0.03199397400021553,0.03199397400021553,,human
MFGE8,,,,0.03144701197743416,0.03144701197743416,0.03144701197743416,,human
RPL18,,,,0.031235819682478905,0.031235819682478905,0.031235819682478905,,human
LTBP3,,,,0.03070671670138836,0.03070671670138836,0.03070671670138836,,human
GPRC5B,,,,0.03022337704896927,0.03022337704896927,0.03022337704896927,,human
DDR1,,,,0.029909729957580566,0.029909729957580566,0.029909729957580566,,human
KIAA1217,,,,0.028634589165449142,0.028634589165449142,0.028634589165449142,,human
EPHA4,,,,0.028486037626862526,0.028486037626862526,0.028486037626862526,,human
DPP4,,,,0.028246670961380005,0.028246670961380005,0.028246670961380005,,human
DCBLD2,,,,0.028000568971037865,0.028000568971037865,0.028000568971037865,,human
GSN,,,,0.027927640825510025,0.027927640825510025,0.027927640825510025,,human
SERINC2,,,,0.026908453553915024,0.026908453553915024,0.026908453553915024,,human
BHLHE41,,,,0.026784135028719902,0.026784135028719902,0.026784135028719902,,human
SNORA57,,,,0.026496894657611847,0.026496894657611847,0.026496894657611847,,human
CRIP2,,,,0.026218321174383163,0.026218321174383163,0.026218321174383163,,human
BCL2L1,,,,0.026025576516985893,0.026025576516985893,0.026025576516985893,,human
RPL35A,,,,0.025408709421753883,0.025408709421753883,0.025408709421753883,,human
CLDN3,,,,0.025086527690291405,0.025086527690291405,0.025086527690291405,,human
S100A10,,,,0.02498518116772175,0.02498518116772175,0.02498518116772175,,human
ICAM1,,,,0.02479781210422516,0.02479781210422516,0.02479781210422516,,human
TMEM147,,,,0.024456849321722984,0.024456849321722984,0.024456849321722984,,human
MIR622,,,,0.02417188510298729,0.02417188510298729,0.02417188510298729,,human
JUP,,,,0.02395770698785782,0.02395770698785782,0.02395770698785782,,human
RPS15A,,,,0.02339175157248974,0.02339175157248974,0.02339175157248974,,human
SNORA10,,,,0.023298140615224838,0.023298140615224838,0.023298140615224838,,human
POSTN,,,,0.02311016619205475,0.02311016619205475,0.02311016619205475,,human
ARHGAP1,,,,0.02305598556995392,0.02305598556995392,0.02305598556995392,,human
TMEM43,,,,0.02286665327847004,0.02286665327847004,0.02286665327847004,,human
TGFBR1,,,,0.02277616783976555,0.02277616783976555,0.02277616783976555,,human
PNP,,,,0.022484859451651573,0.022484859451651573,0.022484859451651573,,human
ITGA9,,,,0.02219587191939354,0.02219587191939354,0.02219587191939354,,human
ITPR3,,,,0.022107765078544617,0.022107765078544617,0.022107765078544617,,human
RAB11B,,,,0.021880170330405235,0.021880170330405235,0.021880170330405235,,human
PRKCSH,,,,0.02107134647667408,0.02107134647667408,0.02107134647667408,,human
NAV2,,,,0.02097967639565468,0.02097967639565468,0.02097967639565468,,human
PYGB,,,,0.02081814408302307,0.02081814408302307,0.02081814408302307,,human
HNRNPA1P6,,,,0.020756423473358154,0.020756423473358154,0.020756423473358154,,human
HSPA1B,,,,0.020666105672717094,0.020666105672717094,0.020666105672717094,,human
IDS,,,,0.02058749832212925,0.02058749832212925,0.02058749832212925,,human
DSG2,,,,0.020500801503658295,0.020500801503658295,0.020500801503658295,,human
MYO1C,,,,0.02015494927763939,0.02015494927763939,0.02015494927763939,,human
TRIM8,,,,0.020034968852996826,0.020034968852996826,0.020034968852996826,,human
AES,,,,0.01991880126297474,0.01991880126297474,0.01991880126297474,,human
TUSC3,,,,0.019917041063308716,0.019917041063308716,0.019917041063308716,,human
ARNTL,,,,0.01988954283297062,0.01988954283297062,0.01988954283297062,,human
PI4KAP1,,,,0.019793208688497543,0.019793208688497543,0.019793208688497543,,human
MIR1307,,,,0.019737983122467995,0.019737983122467995,0.019737983122467995,,human
LTBP2,,,,0.019407350569963455,0.019407350569963455,0.019407350569963455,,human
ZNF525,,,,0.019188793376088142,0.019188793376088142,0.019188793376088142,,human
TMCC3,,,,0.019059963524341583,0.019059963524341583,0.019059963524341583,,human
