gene_symbol,logfc_dz:833,mean_logfc,median_logfc,common_experiment,organism
ZG16,0.25915011763572693,0.25915011763572693,0.25915011763572693,0.25915011763572693,human
PLA2G2A,0.2383352518081665,0.2383352518081665,0.2383352518081665,0.2383352518081665,human
S100P,0.23485185205936432,0.23485185205936432,0.23485185205936432,0.23485185205936432,human
ACTB,0.1949998289346695,0.1949998289346695,0.1949998289346695,0.1949998289346695,human
CYAT1,0.17216700315475464,0.17216700315475464,0.17216700315475464,0.17216700315475464,human
IER3,0.15123385190963745,0.15123385190963745,0.15123385190963745,0.15123385190963745,human
PIGR,0.15070296823978424,0.15070296823978424,0.15070296823978424,0.15070296823978424,human
FCGBP,0.1501927375793457,0.1501927375793457,0.1501927375793457,0.1501927375793457,human
SPINK4,0.1491611748933792,0.1491611748933792,0.1491611748933792,0.1491611748933792,human
LCN2,0.1470276415348053,0.1470276415348053,0.1470276415348053,0.1470276415348053,human
IGHV4-31,0.1323137879371643,0.1323137879371643,0.1323137879371643,0.1323137879371643,human
TFF3,0.13162748515605927,0.13162748515605927,0.13162748515605927,0.13162748515605927,human
LGALS4,0.12196263670921326,0.12196263670921326,0.12196263670921326,0.12196263670921326,human
S100A6,0.11797034740447998,0.11797034740447998,0.11797034740447998,0.11797034740447998,human
CLCA1,0.11480195075273514,0.11480195075273514,0.11480195075273514,0.11480195075273514,human
FABP1,0.08993932604789734,0.08993932604789734,0.08993932604789734,0.08993932604789734,human
MUC2,0.0890364870429039,0.0890364870429039,0.0890364870429039,0.0890364870429039,human
CFL1,0.08207594603300095,0.08207594603300095,0.08207594603300095,0.08207594603300095,human
TMSB10,0.0804438441991806,0.0804438441991806,0.0804438441991806,0.0804438441991806,human
OLFM4,0.07980557531118393,0.07980557531118393,0.07980557531118393,0.07980557531118393,human
PFN1,0.07694811373949051,0.07694811373949051,0.07694811373949051,0.07694811373949051,human
CEACAM6,0.07449033111333847,0.07449033111333847,0.07449033111333847,0.07449033111333847,human
ZFP36,0.07423007488250732,0.07423007488250732,0.07423007488250732,0.07423007488250732,human
HSPA1B,0.07413759082555771,0.07413759082555771,0.07413759082555771,0.07413759082555771,human
HSPA1A,0.07400867342948914,0.07400867342948914,0.07400867342948914,0.07400867342948914,human
TUBB4B,0.07346143573522568,0.07346143573522568,0.07346143573522568,0.07346143573522568,human
ODC1,0.07227057218551636,0.07227057218551636,0.07227057218551636,0.07227057218551636,human
KRT19,0.07080895453691483,0.07080895453691483,0.07080895453691483,0.07080895453691483,human
HLA-A,0.06927276402711868,0.06927276402711868,0.06927276402711868,0.06927276402711868,human
CCL20,0.06899603456258774,0.06899603456258774,0.06899603456258774,0.06899603456258774,human
PLAC8,0.06882034242153168,0.06882034242153168,0.06882034242153168,0.06882034242153168,human
DHRS9,0.06843251734972,0.06843251734972,0.06843251734972,0.06843251734972,human
ANXA2,0.06637327373027802,0.06637327373027802,0.06637327373027802,0.06637327373027802,human
TFF1,0.06344784051179886,0.06344784051179886,0.06344784051179886,0.06344784051179886,human
DNAJB1,0.061009399592876434,0.061009399592876434,0.061009399592876434,0.061009399592876434,human
ACTG1,0.05958540737628937,0.05958540737628937,0.05958540737628937,0.05958540737628937,human
IGLC7,0.05936535820364952,0.05936535820364952,0.05936535820364952,0.05936535820364952,human
AGR2,0.057497620582580566,0.057497620582580566,0.057497620582580566,0.057497620582580566,human
KRT18,0.05720246210694313,0.05720246210694313,0.05720246210694313,0.05720246210694313,human
PI3,0.05622433125972748,0.05622433125972748,0.05622433125972748,0.05622433125972748,human
TSPAN1,0.055936917662620544,0.055936917662620544,0.055936917662620544,0.055936917662620544,human
CD74,0.05441567301750183,0.05441567301750183,0.05441567301750183,0.05441567301750183,human
CEACAM7,0.053835440427064896,0.053835440427064896,0.053835440427064896,0.053835440427064896,human
GPX2,0.0476207435131073,0.0476207435131073,0.0476207435131073,0.0476207435131073,human
MT2A,0.045897290110588074,0.045897290110588074,0.045897290110588074,0.045897290110588074,human
HLA-B,0.04419800639152527,0.04419800639152527,0.04419800639152527,0.04419800639152527,human
CLDN3,0.04385114833712578,0.04385114833712578,0.04385114833712578,0.04385114833712578,human
FOSB,0.043620407581329346,0.043620407581329346,0.043620407581329346,0.043620407581329346,human
CHCHD2,0.04347466304898262,0.04347466304898262,0.04347466304898262,0.04347466304898262,human
CD55,0.04309745877981186,0.04309745877981186,0.04309745877981186,0.04309745877981186,human
YWHAZ,0.040820974856615067,0.040820974856615067,0.040820974856615067,0.040820974856615067,human
CST3,0.0385005921125412,0.0385005921125412,0.0385005921125412,0.0385005921125412,human
NFKBIA,0.03806009143590927,0.03806009143590927,0.03806009143590927,0.03806009143590927,human
RHOB,0.03776135668158531,0.03776135668158531,0.03776135668158531,0.03776135668158531,human
IGLL5,0.0372912771999836,0.0372912771999836,0.0372912771999836,0.0372912771999836,human
ATF3,0.03570730611681938,0.03570730611681938,0.03570730611681938,0.03570730611681938,human
RPL13A,0.035053446888923645,0.035053446888923645,0.035053446888923645,0.035053446888923645,human
TSPAN8,0.03439643234014511,0.03439643234014511,0.03439643234014511,0.03439643234014511,human
MALL,0.0343761071562767,0.0343761071562767,0.0343761071562767,0.0343761071562767,human
LOC652493,0.03409780561923981,0.03409780561923981,0.03409780561923981,0.03409780561923981,human
RPS5,0.033743005245923996,0.033743005245923996,0.033743005245923996,0.033743005245923996,human
SH3BGRL3,0.033530302345752716,0.033530302345752716,0.033530302345752716,0.033530302345752716,human
ATF4,0.0332234650850296,0.0332234650850296,0.0332234650850296,0.0332234650850296,human
CLIC1,0.03305239975452423,0.03305239975452423,0.03305239975452423,0.03305239975452423,human
CLDN4,0.03255501389503479,0.03255501389503479,0.03255501389503479,0.03255501389503479,human
CXCR4,0.031880054622888565,0.031880054622888565,0.031880054622888565,0.031880054622888565,human
RPS26,0.03154803439974785,0.03154803439974785,0.03154803439974785,0.03154803439974785,human
ALDOA,0.031396105885505676,0.031396105885505676,0.031396105885505676,0.031396105885505676,human
CD9,0.03130650892853737,0.03130650892853737,0.03130650892853737,0.03130650892853737,human
YBX1,0.03087938390672207,0.03087938390672207,0.03087938390672207,0.03087938390672207,human
RPL34,0.03022203966975212,0.03022203966975212,0.03022203966975212,0.03022203966975212,human
CSTB,0.02983652614057064,0.02983652614057064,0.02983652614057064,0.02983652614057064,human
MUC13,0.029718395322561264,0.029718395322561264,0.029718395322561264,0.029718395322561264,human
FAU,0.029408084228634834,0.029408084228634834,0.029408084228634834,0.029408084228634834,human
IGKV4-1,0.029366811737418175,0.029366811737418175,0.029366811737418175,0.029366811737418175,human
VDAC2,0.02925943210721016,0.02925943210721016,0.02925943210721016,0.02925943210721016,human
DUSP1,0.029214531183242798,0.029214531183242798,0.029214531183242798,0.029214531183242798,human
FOS,0.028173046186566353,0.028173046186566353,0.028173046186566353,0.028173046186566353,human
SGK1,0.027992000803351402,0.027992000803351402,0.027992000803351402,0.027992000803351402,human
CA4,0.02796856500208378,0.02796856500208378,0.02796856500208378,0.02796856500208378,human
RPL13AP5,0.027661185711622238,0.027661185711622238,0.027661185711622238,0.027661185711622238,human
RHOC,0.027560001239180565,0.027560001239180565,0.027560001239180565,0.027560001239180565,human
MARCKSL1,0.027523353695869446,0.027523353695869446,0.027523353695869446,0.027523353695869446,human
HSP90AA1,0.027261091396212578,0.027261091396212578,0.027261091396212578,0.027261091396212578,human
SPINK5,0.02720680460333824,0.02720680460333824,0.02720680460333824,0.02720680460333824,human
KLF4,0.027120152488350868,0.027120152488350868,0.027120152488350868,0.027120152488350868,human
JUNB,0.026916485279798508,0.026916485279798508,0.026916485279798508,0.026916485279798508,human
HSPA8,0.02616213448345661,0.02616213448345661,0.02616213448345661,0.02616213448345661,human
COX8A,0.026090236380696297,0.026090236380696297,0.026090236380696297,0.026090236380696297,human
TUBA1C,0.026000525802373886,0.026000525802373886,0.026000525802373886,0.026000525802373886,human
SLC25A6,0.025978881865739822,0.025978881865739822,0.025978881865739822,0.025978881865739822,human
EPHA2,0.025538107380270958,0.025538107380270958,0.025538107380270958,0.025538107380270958,human
HSP90AB1,0.025332659482955933,0.025332659482955933,0.025332659482955933,0.025332659482955933,human
DEFA5,0.025291379541158676,0.025291379541158676,0.025291379541158676,0.025291379541158676,human
IGLV2-23,0.025254573673009872,0.025254573673009872,0.025254573673009872,0.025254573673009872,human
LEFTY1,0.025197848677635193,0.025197848677635193,0.025197848677635193,0.025197848677635193,human
JUND,0.02494984120130539,0.02494984120130539,0.02494984120130539,0.02494984120130539,human
TUBB,0.02487429790198803,0.02487429790198803,0.02487429790198803,0.02487429790198803,human
AQP8,0.0247768834233284,0.0247768834233284,0.0247768834233284,0.0247768834233284,human
CEACAM1,0.024725785478949547,0.024725785478949547,0.024725785478949547,0.024725785478949547,human
