gene_symbol,logfc_dz:493,logfc_dz:663,logfc_dz:407,logfc_dz:735,logfc_dz:656,logfc_dz:554,logfc_dz:660,mean_logfc,median_logfc,common_experiment,organism
S100P,0.13387678563594818,-0.012050673365592957,-0.04139534756541252,,,,,0.026810254901647568,-0.012050673365592957,0.13387678563594818,human
RPL7A,0.1266324669122696,,-0.00879670213907957,-0.015364614315330982,0.025576278567314148,,,0.0320118572562933,0.008389788214117289,0.1266324669122696,human
RPL12,0.12373623996973038,,,-0.0190562903881073,,-0.014485985040664673,,0.030064654846986134,-0.014485985040664673,0.12373623996973038,human
ATF4,0.12349522113800049,,-0.012419366277754307,0.022482840344309807,,-0.013645445927977562,,0.029978312319144607,0.00503173703327775,0.12349522113800049,human
ASNS,0.11961759626865387,,,,,,,0.11961759626865387,0.11961759626865387,0.11961759626865387,human
COX6C,0.10824210941791534,0.04129905253648758,0.054429203271865845,,0.07747117429971695,,0.02996804192662239,0.06228191629052162,0.054429203271865845,0.10824210941791534,human
HMGCS1,0.1047072634100914,0.04161011055111885,,,,,0.07770475000143051,0.07467404132088025,0.07770475000143051,0.1047072634100914,human
RPL3,0.10447648167610168,,-0.053830038756132126,-0.047954294830560684,0.02275218442082405,,0.012783217243850231,0.007645509950816631,0.012783217243850231,0.10447648167610168,human
SNRPD2,0.10293842107057571,,0.023898666724562645,,0.020473597571253777,,,0.04910356178879738,0.023898666724562645,0.10293842107057571,human
RPL3P7,0.10241436213254929,,,,,,,0.10241436213254929,0.10241436213254929,0.10241436213254929,human
RPSAP19,0.10072361677885056,,,,,,,0.10072361677885056,0.10072361677885056,0.10072361677885056,human
ANXA2,0.09342677891254425,,,,0.04051302745938301,,,0.06696990318596363,0.06696990318596363,0.09342677891254425,human
NME1-NME2,0.09049493819475174,,,,0.024746714159846306,-0.014843245968222618,,0.033466135462125145,0.024746714159846306,0.09049493819475174,human
RPL23A,0.08767489343881607,,,,,,,0.08767489343881607,0.08767489343881607,0.08767489343881607,human
EIF4A2,0.08559034764766693,0.027517538517713547,,,0.01891375705599785,,0.031080957502126694,0.040775650180876255,0.02929924800992012,0.08559034764766693,human
RPL4,0.08488304913043976,0.013514966703951359,,-0.0551021546125412,0.013785576447844505,,0.01944257691502571,0.015304802916944027,0.013785576447844505,0.08488304913043976,human
RPL19,0.08285257965326309,0.03510984778404236,,-0.05686509981751442,0.033459316939115524,-0.01405748538672924,0.023774584755301476,0.017378957321246464,0.0286169508472085,0.08285257965326309,human
COX7B,0.0816434994339943,,,,0.022319186478853226,,,0.05198134295642376,0.05198134295642376,0.0816434994339943,human
NTS,0.07817475497722626,,,,,,,0.07817475497722626,0.07817475497722626,0.07817475497722626,human
NARS,0.07508467882871628,,0.013749027624726295,-0.024925995618104935,0.01616271398961544,0.027733173221349716,,0.021560719609260558,0.01616271398961544,0.07508467882871628,human
RPL17,0.07447746396064758,,0.016499582678079605,,0.02129395306110382,0.01523585431277752,0.01582924835383892,0.02866722047328949,0.016499582678079605,0.07447746396064758,human
IARS,0.07412894815206528,,,,,,,0.07412894815206528,0.07412894815206528,0.07412894815206528,human
PSAT1,0.07283858954906464,,-0.028483012691140175,,,,,0.02217778842896223,0.02217778842896223,0.07283858954906464,human
C4orf46,0.07183274626731873,,-0.012771914713084698,-0.010433112271130085,0.021154390648007393,-0.021204350516200066,,0.009715551882982254,-0.010433112271130085,0.07183274626731873,human
C5,0.07112547010183334,,,,0.02437235414981842,,,0.04774891212582588,0.04774891212582588,0.07112547010183334,human
RPL27AP6,0.07063665241003036,,,,,,,0.07063665241003036,0.07063665241003036,0.07063665241003036,human
RPS18,0.0686924085021019,0.012383811175823212,,-0.046285033226013184,0.026262862607836723,,0.024018142372369766,0.017014438286423683,0.024018142372369766,0.0686924085021019,human
ATP6V1E1,0.0681460052728653,,,,,,,0.0681460052728653,0.0681460052728653,0.0681460052728653,human
MSMO1,0.0675118938088417,,0.009821145795285702,,-0.01405181922018528,,,0.02109374012798071,0.009821145795285702,0.0675118938088417,human
RPL13AP5,0.0670659989118576,0.035985808819532394,,-0.03907734155654907,0.03760179504752159,-0.016943849623203278,0.037151046097278595,0.020297242949406307,0.036568427458405495,0.0670659989118576,human
RPS20,0.06677135825157166,,0.012010905891656876,-0.034120988100767136,0.02717835269868374,,0.01932913064956665,0.018233751878142357,0.01932913064956665,0.06677135825157166,human
GNPAT,0.06634148955345154,,,,,,,0.06634148955345154,0.06634148955345154,0.06634148955345154,human
RPL27,0.06584645807743073,0.012853256426751614,,-0.02692190185189247,0.042058076709508896,,0.034549593925476074,0.02567709665745497,0.034549593925476074,0.06584645807743073,human
RPL13,0.06472328305244446,,,,,,,0.06472328305244446,0.06472328305244446,0.06472328305244446,human
RPL15,0.06394179910421371,,,,,,,0.06394179910421371,0.06394179910421371,0.06394179910421371,human
RPS25,0.06387040764093399,0.040709394961595535,-0.027227524667978287,-0.09837573766708374,,0.05834496393799782,0.027026835829019547,0.01072472333908081,0.03386811539530754,0.06387040764093399,human
FDFT1,0.06268508732318878,,,,,,,0.06268508732318878,0.06268508732318878,0.06268508732318878,human
RPS17,0.0613863542675972,,-0.009048033505678177,-0.04061612859368324,,,0.024328483268618584,0.00901266885921359,0.007640224881470203,0.0613863542675972,human
RPS5P8,0.06098611280322075,,,,,,,0.06098611280322075,0.06098611280322075,0.06098611280322075,human
RPLP0,0.06084426864981651,,,-0.012084958143532276,0.083373062312603,,,0.044044124272962414,0.06084426864981651,0.06084426864981651,human
CCNG1,0.060494314879179,,0.01004190556704998,-0.012970474548637867,,,,0.019188581965863705,0.01004190556704998,0.060494314879179,human
RPL29,0.05905386433005333,,-0.012009968981146812,,,-0.014356798492372036,,0.01089569895217816,-0.012009968981146812,0.05905386433005333,human
FDPS,0.058786630630493164,,,,,,,0.058786630630493164,0.058786630630493164,0.058786630630493164,human
RPL36AP37,0.05858481675386429,,,,,,,0.05858481675386429,0.05858481675386429,0.05858481675386429,human
NACA,0.05747450888156891,,,,,,,0.05747450888156891,0.05747450888156891,0.05747450888156891,human
EEF1B2,0.05538719892501831,,-0.03209591656923294,-0.09629633277654648,0.014697521924972534,-0.020641114562749863,,-0.015789728611707687,-0.020641114562749863,0.05538719892501831,human
RPL34P31,0.053795501589775085,,,,,,,0.053795501589775085,0.053795501589775085,0.053795501589775085,human
RPL13A,0.053019896149635315,,0.033242180943489075,-0.02705266885459423,0.05819172039628029,-0.014987960457801819,0.014074387028813362,0.019414592534303665,0.02365828398615122,0.053019896149635315,human
RPL31,0.05136530101299286,0.019821200519800186,,,,,0.03766561299562454,0.0362840381761392,0.03766561299562454,0.05136530101299286,human
A1CF,0.05103767290711403,,-0.010169419459998608,,-0.01969459466636181,,,0.0070578862602512045,-0.010169419459998608,0.05103767290711403,human
RPL14P1,0.05097978934645653,,,,,,,0.05097978934645653,0.05097978934645653,0.05097978934645653,human
MDH1,0.05074271932244301,,,,,,,0.05074271932244301,0.05074271932244301,0.05074271932244301,human
RPL32,0.05038212239742279,,-0.03425605595111847,-0.03751739487051964,,,,-0.0071304428080717725,-0.03425605595111847,0.05038212239742279,human
RPS29,0.05012575164437294,,-0.06701664626598358,-0.04761737957596779,-0.022985469549894333,-0.011664051562547684,,-0.019831559062004088,-0.022985469549894333,0.05012575164437294,human
CRYZ,0.05009850859642029,,,,,,,0.05009850859642029,0.05009850859642029,0.05009850859642029,human
IDI1,0.049746692180633545,,,,,,,0.049746692180633545,0.049746692180633545,0.049746692180633545,human
RPL31P4,0.049548499286174774,,,,,,,0.049548499286174774,0.049548499286174774,0.049548499286174774,human
RPS24,0.04885723441839218,,0.011358488351106644,,0.018894728273153305,0.012310773134231567,,0.022855306044220924,0.015602750703692436,0.04885723441839218,human
ATP5H,0.04858485609292984,0.021989231929183006,,,0.01770113967359066,,,0.029425075898567837,0.021989231929183006,0.04858485609292984,human
EIF3E,0.04825034365057945,0.03496452048420906,,-0.040691111236810684,0.02135356143116951,,0.05885421112179756,0.02454630509018898,0.03496452048420906,0.04825034365057945,human
RPS14P3,0.047686658799648285,,,-0.03803256154060364,,-0.02502833679318428,,-0.005124746511379878,-0.02502833679318428,0.047686658799648285,human
SCFD1,0.04704084247350693,,,,,,,0.04704084247350693,0.04704084247350693,0.04704084247350693,human
OAT,0.04669410362839699,,-0.029396062716841698,-0.009242414496839046,-0.023152923211455345,-0.011419561691582203,,-0.005303371697664261,-0.011419561691582203,0.04669410362839699,human
RPL22,0.04633188992738724,,,-0.034719765186309814,,,,0.0058060623705387115,0.0058060623705387115,0.04633188992738724,human
EPRS,0.04544758424162865,,,,,,,0.04544758424162865,0.04544758424162865,0.04544758424162865,human
GARS,0.04521339386701584,,,,,-0.023329978808760643,0.014879712834954262,0.012254375964403152,0.014879712834954262,0.04521339386701584,human
COX6B1,0.04493628442287445,,0.015229173935949802,,0.031106848269701004,,,0.03042410220950842,0.031106848269701004,0.04493628442287445,human
EIF3L,0.044055428355932236,,,,,,0.011702274903655052,0.027878851629793644,0.027878851629793644,0.044055428355932236,human
IDH1,0.04385223612189293,,,,,,0.01080547459423542,0.027328855358064175,0.027328855358064175,0.04385223612189293,human
RPS9,0.04376773536205292,,,,,,,0.04376773536205292,0.04376773536205292,0.04376773536205292,human
RPS6,0.04331093654036522,0.01965884305536747,,,,,,0.031484889797866344,0.031484889797866344,0.04331093654036522,human
