gene_symbol,logfc_dz:305,logfc_dz:904,logfc_dz:110,logfc_dz:779,mean_logfc,median_logfc,common_experiment,organism
NCOA4,0.6328290104866028,-0.06906022131443024,0.01140418741852045,-0.026829274371266365,0.13708592555485666,-0.007712543476372957,0.6328290104866028,human
B2M,0.37677714228630066,,-0.012159129604697227,0.09647150337696075,0.15369650535285473,0.09647150337696075,0.37677714228630066,human
INTS9,0.257306307554245,,,,0.257306307554245,0.257306307554245,0.257306307554245,human
NCALD,0.23376688361167908,,,,0.23376688361167908,0.23376688361167908,0.23376688361167908,human
COL3A1,0.18456679582595825,,0.06450363993644714,,0.1245352178812027,0.1245352178812027,0.18456679582595825,human
CACHD1,0.12793518602848053,,,,0.12793518602848053,0.12793518602848053,0.12793518602848053,human
MZT2B,0.07056091725826263,,,,0.07056091725826263,0.07056091725826263,0.07056091725826263,human
CEP44,0.06497172266244888,,,,0.06497172266244888,0.06497172266244888,0.06497172266244888,human
RBM18,0.05611156299710274,,,,0.05611156299710274,0.05611156299710274,0.05611156299710274,human
DNAPTP3,0.05131419748067856,,,,0.05131419748067856,0.05131419748067856,0.05131419748067856,human
IFT74,0.049479879438877106,,,,0.049479879438877106,0.049479879438877106,0.049479879438877106,human
NUDT4,0.0393497608602047,,,,0.0393497608602047,0.0393497608602047,0.0393497608602047,human
ANKRD53,0.031169932335615158,,,,0.031169932335615158,0.031169932335615158,0.031169932335615158,human
C9orf43,0.029466912150382996,,,,0.029466912150382996,0.029466912150382996,0.029466912150382996,human
TUBE1,0.027913231402635574,,,,0.027913231402635574,0.027913231402635574,0.027913231402635574,human
SYNPO2,0.025887515395879745,,,,0.025887515395879745,0.025887515395879745,0.025887515395879745,human
C18orf25,0.022464070469141006,,,,0.022464070469141006,0.022464070469141006,0.022464070469141006,human
ACTB,0.02208523266017437,-0.03366585448384285,,0.02605457790195942,0.00482465202609698,0.02208523266017437,0.02208523266017437,human
C10orf62,0.022024283185601234,,,,0.022024283185601234,0.022024283185601234,0.022024283185601234,human
LOC100129721,0.021523060277104378,,,,0.021523060277104378,0.021523060277104378,0.021523060277104378,human
CUL1,0.021345477551221848,,,,0.021345477551221848,0.021345477551221848,0.021345477551221848,human
RAB21,0.02100563421845436,,,,0.02100563421845436,0.02100563421845436,0.02100563421845436,human
BAZ2B,0.01820765621960163,,,,0.01820765621960163,0.01820765621960163,0.01820765621960163,human
RABL6,0.017612366005778313,,,,0.017612366005778313,0.017612366005778313,0.017612366005778313,human
RP1L1,0.01475207507610321,,,,0.01475207507610321,0.01475207507610321,0.01475207507610321,human
COL5A2,0.014141027815639973,,0.032546598464250565,,0.02334381313994527,0.02334381313994527,0.014141027815639973,human
VRK3,0.014135944657027721,,,,0.014135944657027721,0.014135944657027721,0.014135944657027721,human
HAT1,0.013914555311203003,,,,0.013914555311203003,0.013914555311203003,0.013914555311203003,human
SIPA1L3,0.013207913376390934,,,,0.013207913376390934,0.013207913376390934,0.013207913376390934,human
ATL2,0.013199632987380028,,,,0.013199632987380028,0.013199632987380028,0.013199632987380028,human
POLR3A,0.01216939091682434,,,,0.01216939091682434,0.01216939091682434,0.01216939091682434,human
EIF4G2,0.011963915079832077,,,0.05408246070146561,0.03302318789064884,0.03302318789064884,0.011963915079832077,human
CCDC40,0.011717600747942924,,,,0.011717600747942924,0.011717600747942924,0.011717600747942924,human
ARHGEF25,0.01149657927453518,,,,0.01149657927453518,0.01149657927453518,0.01149657927453518,human
ZNF385A,0.011311547830700874,,,,0.011311547830700874,0.011311547830700874,0.011311547830700874,human
NSUN5P1,0.011199593544006348,,,,0.011199593544006348,0.011199593544006348,0.011199593544006348,human
HOTS,0.011052550747990608,,,,0.011052550747990608,0.011052550747990608,0.011052550747990608,human
JMJD1C,0.010964472778141499,,,,0.010964472778141499,0.010964472778141499,0.010964472778141499,human
ATG4A,0.010831886902451515,,,,0.010831886902451515,0.010831886902451515,0.010831886902451515,human
LINC01048,0.010752130299806595,,,,0.010752130299806595,0.010752130299806595,0.010752130299806595,human
XRN2,0.010719706304371357,,,,0.010719706304371357,0.010719706304371357,0.010719706304371357,human
TRUB2,0.010671562515199184,,,,0.010671562515199184,0.010671562515199184,0.010671562515199184,human
ATP10A,0.010614588856697083,,,,0.010614588856697083,0.010614588856697083,0.010614588856697083,human
G3BP1,0.010230106301605701,-0.009509541094303131,,,0.00036028260365128517,0.00036028260365128517,0.010230106301605701,human
MS4A6A,0.01021501049399376,0.013368436135351658,,,0.011791723314672709,0.011791723314672709,0.01021501049399376,human
FAM210A,0.010197525843977928,,,,0.010197525843977928,0.010197525843977928,0.010197525843977928,human
C6orf120,0.010188153013586998,,,,0.010188153013586998,0.010188153013586998,0.010188153013586998,human
ATP6V1G1,0.010078715160489082,,,0.01296220626682043,0.011520460713654757,0.011520460713654757,0.010078715160489082,human
GPX8,0.009947541169822216,,,,0.009947541169822216,0.009947541169822216,0.009947541169822216,human
CEP120,0.009626667946577072,,,,0.009626667946577072,0.009626667946577072,0.009626667946577072,human
TSIX,0.009406388737261295,,,,0.009406388737261295,0.009406388737261295,0.009406388737261295,human
NLK,0.009352044202387333,,,,0.009352044202387333,0.009352044202387333,0.009352044202387333,human
USP48,0.009321685880422592,,,,0.009321685880422592,0.009321685880422592,0.009321685880422592,human
SYK,0.009313764981925488,,,,0.009313764981925488,0.009313764981925488,0.009313764981925488,human
AHNAK,0.00928206741809845,,-0.02217865362763405,0.019164958968758583,0.0020894575864076614,0.00928206741809845,0.00928206741809845,human
ARPC2,0.009229793213307858,,0.05177095904946327,0.03108973614871502,0.030696829470495384,0.03108973614871502,0.009229793213307858,human
RBM22,0.008423331193625927,-0.013076196424663067,,,-0.00232643261551857,-0.00232643261551857,0.008423331193625927,human
CAV1,0.008209221065044403,,,,0.008209221065044403,0.008209221065044403,0.008209221065044403,human
MINA,0.008118358440697193,,,,0.008118358440697193,0.008118358440697193,0.008118358440697193,human
LYRM2,0.008108238689601421,,,,0.008108238689601421,0.008108238689601421,0.008108238689601421,human
SRP68,0.007888372987508774,,,,0.007888372987508774,0.007888372987508774,0.007888372987508774,human
CMTM4,0.007861725054681301,,,,0.007861725054681301,0.007861725054681301,0.007861725054681301,human
PVRL3,0.007817741483449936,,,,0.007817741483449936,0.007817741483449936,0.007817741483449936,human
ZBTB8OS,0.007607693318277597,,,,0.007607693318277597,0.007607693318277597,0.007607693318277597,human
CTSK,0.007469492964446545,,0.016186874359846115,,0.01182818366214633,0.01182818366214633,0.007469492964446545,human
CCDC80,0.007305900100618601,,,,0.007305900100618601,0.007305900100618601,0.007305900100618601,human
PMEPA1,0.007261429447680712,,,,0.007261429447680712,0.007261429447680712,0.007261429447680712,human
SPIB,0.00719549460336566,,,,0.00719549460336566,0.00719549460336566,0.00719549460336566,human
FBXW8,0.007165144197642803,,,,0.007165144197642803,0.007165144197642803,0.007165144197642803,human
WHSC1L1,0.007063441444188356,,,,0.007063441444188356,0.007063441444188356,0.007063441444188356,human
IL6R,0.007063103839755058,,,,0.007063103839755058,0.007063103839755058,0.007063103839755058,human
PYCARD,0.0069869039580225945,,,,0.0069869039580225945,0.0069869039580225945,0.0069869039580225945,human
MYH9,0.006954084616154432,0.012806148268282413,,-0.01874469965696335,0.00033851107582449913,0.006954084616154432,0.006954084616154432,human
BTN2A2,0.006912217941135168,,,,0.006912217941135168,0.006912217941135168,0.006912217941135168,human
ACTL8,0.006852246355265379,,,,0.006852246355265379,0.006852246355265379,0.006852246355265379,human
C12orf73,0.006792420521378517,,,,0.006792420521378517,0.006792420521378517,0.006792420521378517,human
DNAJC13,0.0067878118716180325,,,,0.0067878118716180325,0.0067878118716180325,0.0067878118716180325,human
GRM3,0.0067836446687579155,,,,0.0067836446687579155,0.0067836446687579155,0.0067836446687579155,human
SPARCL1,0.006783378776162863,,-0.014020503498613834,,-0.003618562361225486,-0.003618562361225486,0.006783378776162863,human
MARCH7,0.0067142643965780735,,,,0.0067142643965780735,0.0067142643965780735,0.0067142643965780735,human
