gene_symbol,logfc_dz:592,logfc_dz:521,logfc_dz:520,logfc_dz:522,logfc_dz:519,logfc_dz:524,logfc_dz:523,mean_logfc,median_logfc,common_experiment,organism
PNMAL1,0.03447078540921211,,,,,,,0.03447078540921211,0.03447078540921211,0.03447078540921211,human
ABHD17A,0.03431736305356026,,,,,,,0.03431736305356026,0.03431736305356026,0.03431736305356026,human
CSRP1,0.0339929424226284,0.10757435113191605,0.04493505507707596,0.019962266087532043,0.03056035004556179,,0.05881725251674652,0.049307036213576794,0.03946399874985218,0.0339929424226284,human
LOC728026,0.03337660804390907,,,,,,,0.03337660804390907,0.03337660804390907,0.03337660804390907,human
FTH1,0.03267606720328331,-0.015672532841563225,,,,-0.04012502729892731,,-0.007707164312402408,-0.015672532841563225,0.03267606720328331,human
MT1E,0.03263586014509201,0.024914607405662537,0.021176621317863464,,0.036664824932813644,,0.04424518346786499,0.03192741945385933,0.03263586014509201,0.03263586014509201,human
UQCRQ,0.03182176500558853,,,,,,,0.03182176500558853,0.03182176500558853,0.03182176500558853,human
USP11,0.03145671635866165,-0.015900535508990288,-0.022412531077861786,,,,-0.019643239676952362,-0.006624897476285696,-0.017771887592971325,0.03145671635866165,human
ALDOA,0.031186113134026527,,-0.016365651041269302,,,,,0.0074102310463786125,0.0074102310463786125,0.031186113134026527,human
ACTB,0.030965611338615417,-0.02340320684015751,-0.05194341391324997,,-0.032239872962236404,-0.0343468114733696,,-0.022193538770079613,-0.032239872962236404,0.030965611338615417,human
SELM,0.030917255207896233,,,,,,,0.030917255207896233,0.030917255207896233,0.030917255207896233,human
ADIRF,0.03080192767083645,,,,,,,0.03080192767083645,0.03080192767083645,0.03080192767083645,human
RPL34,0.03033403493463993,,,,,,,0.03033403493463993,0.03033403493463993,0.03033403493463993,human
EIF3CL,0.030246205627918243,0.02711823768913746,,,,,0.028971143066883087,0.028778528794646263,0.028971143066883087,0.030246205627918243,human
MZT2A,0.029760541394352913,,,,,,,0.029760541394352913,0.029760541394352913,0.029760541394352913,human
PCSK1N,0.0297554899007082,,,,-0.02088220603764057,,,0.0044366419315338135,0.0044366419315338135,0.0297554899007082,human
CALB2,0.029700521379709244,,,,,,,0.029700521379709244,0.029700521379709244,0.029700521379709244,human
POLR2I,0.029600659385323524,,,,,,,0.029600659385323524,0.029600659385323524,0.029600659385323524,human
ENO2,0.02952003665268421,,-0.038432776927948,,,,0.017096679657697678,0.0027279797941446304,0.017096679657697678,0.02952003665268421,human
PCP4,0.02942364662885666,,,,,,,0.02942364662885666,0.02942364662885666,0.02942364662885666,human
USMG5,0.0293575469404459,-0.020875805988907814,-0.01645638234913349,,-0.03098728507757187,,0.01800178922712803,-0.004192027449607849,-0.01645638234913349,0.0293575469404459,human
RPS11,0.029309485107660294,,0.02039327844977379,,-0.018560687080025673,,-0.019190188497304916,0.002987971995025873,0.0009162956848740578,0.029309485107660294,human
C3,0.02907399833202362,0.06129766255617142,,0.018999643623828888,,,,0.03645710150400797,0.02907399833202362,0.02907399833202362,human
TCEAL3,0.029046516865491867,,,,,,,0.029046516865491867,0.029046516865491867,0.029046516865491867,human
CRYAB,0.029006658121943474,0.06734000146389008,0.029402241110801697,0.02200949750840664,-0.02274036407470703,,0.047930989414453506,0.028824837257464726,0.029204449616372585,0.029006658121943474,human
