gene_symbol,logfc_dz:769,logfc_dz:768,logfc_dz:548,logfc_dz:853,logfc_dz:855,logfc_dz:891,logfc_dz:892,logfc_dz:854,logfc_dz:543,logfc_dz:767,logfc_dz:542,logfc_dz:465,logfc_dz:852,logfc_dz:547,logfc_dz:549,logfc_dz:545,mean_logfc,median_logfc,common_experiment,organism
OPCML,0.017879489809274673,-0.0538797490298748,,,,,,,-0.043785516172647476,,,,,,,,-0.026595258464415867,-0.043785516172647476,0.017879489809274673,human
PSMG2,0.017844345420598984,,-0.023914938792586327,,,,,,0.02457212470471859,,,,,,-0.019714806228876114,,-0.00030331872403621674,-0.0009352304041385651,0.017844345420598984,human
RNF175,-0.09998058527708054,,,,,,,,-0.019503558054566383,,,,,,,,-0.05974207166582346,-0.05974207166582346,-0.09998058527708054,human
C21orf128,-0.0999489426612854,,,,,,,,-0.035774875432252884,,,,,,,,-0.06786190904676914,-0.06786190904676914,-0.0999489426612854,human
GAR1,-0.0875982716679573,,,,,,,,,-0.017808517441153526,-0.014222186990082264,,,,,-0.018676765263080597,-0.03457643534056842,-0.01824264135211706,-0.0875982716679573,human
GSPT2,-0.08684482425451279,,,,,,,,-0.024359295144677162,,,,,,,,-0.055602059699594975,-0.055602059699594975,-0.08684482425451279,human
C17orf99,-0.07994052767753601,,,,,,,,-0.03993822634220123,0.023331454023718834,0.0201185941696167,,,,,,-0.019107176456600428,-0.009909816086292267,-0.07994052767753601,human
IFT20,-0.06992476433515549,,,,,,,,,,,,,,,,-0.06992476433515549,-0.06992476433515549,-0.06992476433515549,human
CDH10,-0.06653277575969696,,,,,,,,-0.03612002357840538,,,,0.014808145351707935,,,,-0.029281551328798134,-0.03612002357840538,-0.06653277575969696,human
JMJD1C-AS1,-0.06332550197839737,,,,,,,,-0.02656124159693718,0.0323653407394886,0.028510479256510735,,,,,,-0.007252730894833803,0.0009746188297867775,-0.06332550197839737,human
SEPT7-AS1,-0.060984112322330475,,,,,,,,-0.028186215087771416,,,,,,,,-0.044585163705050945,-0.044585163705050945,-0.060984112322330475,human
SUCLA2,-0.059270553290843964,,,,,,,,-0.023062676191329956,,,,,,,,-0.04116661474108696,-0.04116661474108696,-0.059270553290843964,human
PKDCC,-0.05708276852965355,,,,,,,,,,,,,,,,-0.05708276852965355,-0.05708276852965355,-0.05708276852965355,human
BBS12,-0.0569760799407959,,,,,,,,-0.019261544570326805,,,,,,,,-0.03811881225556135,-0.03811881225556135,-0.0569760799407959,human
FTSJ3,-0.056708939373493195,,,,,,,,-0.04000779241323471,,,,,,,,-0.04835836589336395,-0.04835836589336395,-0.056708939373493195,human
MMADHC,-0.05619341880083084,,,,,,,,,,,,,,,,-0.05619341880083084,-0.05619341880083084,-0.05619341880083084,human
PGM1,-0.05480366572737694,,,,,,,,,0.012965753674507141,,,,,,,-0.0209189560264349,-0.0209189560264349,-0.05480366572737694,human
NWD2,-0.054149460047483444,,,,,,,,-0.025622142478823662,,,,,,,,-0.03988580126315355,-0.03988580126315355,-0.054149460047483444,human
E2F3,-0.05414517596364021,,,,,,,,,,,,,,,,-0.05414517596364021,-0.05414517596364021,-0.05414517596364021,human
OTUD6B-AS1,-0.05403653159737587,-0.018462231382727623,,,,,,,-0.04274435713887215,,,,,,,,-0.03841437337299188,-0.04274435713887215,-0.05403653159737587,human
GPATCH1,-0.05373482406139374,,,,,,,,,,,,,,,,-0.05373482406139374,-0.05373482406139374,-0.05373482406139374,human
TBPL1,-0.05338039994239807,,,,,,,,,,,,,,,,-0.05338039994239807,-0.05338039994239807,-0.05338039994239807,human
LRP2BP,-0.053273577243089676,,,,,,,,,,,,,,,,-0.053273577243089676,-0.053273577243089676,-0.053273577243089676,human
DDX25,-0.05322509631514549,,,,,,,,,,,,,,,,-0.05322509631514549,-0.05322509631514549,-0.05322509631514549,human
TMEM257,-0.05300524830818176,,,,,,,,-0.028251949697732925,,,,,,,,-0.040628599002957344,-0.040628599002957344,-0.05300524830818176,human
ACAD11,-0.052904658019542694,,,,,,,,-0.01956085115671158,,0.03265709802508354,,,,,,-0.013269470383723577,-0.01956085115671158,-0.052904658019542694,human
FN3KRP,-0.05232473835349083,,,,,,,,-0.01904682256281376,,,,,,,,-0.035685780458152294,-0.035685780458152294,-0.05232473835349083,human
SMYD3,-0.05198833346366882,,,,,,,,-0.026416534557938576,,,,,,,,-0.0392024340108037,-0.0392024340108037,-0.05198833346366882,human
SLC35E2,-0.05110270157456398,,,,,,,,-0.031018396839499474,0.020012611523270607,0.014920935966074467,,,,,,-0.011796887731179595,-0.008048730436712503,-0.05110270157456398,human
ZNF112,-0.050915639847517014,,,,,,,,-0.023672012612223625,,,,,,,,-0.03729382622987032,-0.03729382622987032,-0.050915639847517014,human
FAM174A,-0.05063001438975334,,,,,,,,,,,,,,,,-0.05063001438975334,-0.05063001438975334,-0.05063001438975334,human
SLC39A10,-0.049768559634685516,,,-0.047539014369249344,,,,-0.03217340260744095,-0.021331675350666046,,,,,,,,-0.037703162990510464,-0.039856208488345146,-0.049768559634685516,human
HTR2A,-0.04968168959021568,-0.02297603152692318,,,,,,,-0.028569882735610008,0.012600244954228401,,,,,,,-0.022156839724630117,-0.025772957131266594,-0.04968168959021568,human
BOD1,-0.048963237553834915,,,,,,,,,,,,,,,,-0.048963237553834915,-0.048963237553834915,-0.048963237553834915,human
TMEM14A,-0.04873216152191162,,,0.0169149711728096,,,,-0.01933230087161064,-0.024220554158091545,,,,,,,,-0.01884251134470105,-0.021776427514851093,-0.04873216152191162,human
CHSY3,-0.04814514145255089,-0.018264228478074074,,,,,,,-0.040229372680187225,,,,,,,,-0.03554624753693739,-0.040229372680187225,-0.04814514145255089,human
USP16,-0.04775713384151459,,,,,,,,,,,,,,,,-0.04775713384151459,-0.04775713384151459,-0.04775713384151459,human
NUDT18,-0.047493066638708115,0.020244047045707703,,,,,,,,,,,,,,,-0.013624509796500206,-0.013624509796500206,-0.047493066638708115,human
LOC648556,-0.04607241600751877,,,,,,,,,0.07326138764619827,0.05943223461508751,,,,,,0.028873735417922337,0.05943223461508751,-0.04607241600751877,human
DPP10-AS1,-0.04604914411902428,-0.022237364202737808,,,,,,,-0.033123262226581573,0.021833691745996475,0.01987815462052822,,,,,,-0.011939584836363792,-0.022237364202737808,-0.04604914411902428,human
PCDH17,-0.045519642531871796,,,,-0.017121655866503716,,,,-0.023419491946697235,,,,,,,,-0.02868693011502425,-0.023419491946697235,-0.045519642531871796,human
TNFAIP8L1,-0.04524730518460274,,,,,,,,,,,,,,,,-0.04524730518460274,-0.04524730518460274,-0.04524730518460274,human
KGFLP2,-0.04506884515285492,,,,,,,,,,,,,,,,-0.04506884515285492,-0.04506884515285492,-0.04506884515285492,human
NLRC5,-0.044182389974594116,,-0.01349974237382412,,,,,,-0.020492343232035637,-0.013785858638584614,-0.033394526690244675,,,,,,-0.02507097218185663,-0.020492343232035637,-0.044182389974594116,human
ZNF14,-0.04416846111416817,,,,,,,,,,,,,,,,-0.04416846111416817,-0.04416846111416817,-0.04416846111416817,human
ANKRD29,-0.04376671835780144,,,,,,,,,,,,,,,,-0.04376671835780144,-0.04376671835780144,-0.04376671835780144,human
LOC100510175,-0.04372371360659599,,,,,,,,,,,,,,,,-0.04372371360659599,-0.04372371360659599,-0.04372371360659599,human
ZNF239,-0.0436318963766098,,,,,,,,-0.024259595200419426,-0.018457284197211266,-0.015807392075657845,,,,,,-0.025539041962474585,-0.021358439698815346,-0.0436318963766098,human
LRP1B,-0.04336896166205406,,,,,,,,-0.03946211189031601,0.020058523863554,0.016803603619337082,,,,,,-0.011492236517369747,-0.011329254135489464,-0.04336896166205406,human
PSMB3,-0.042976707220077515,,,-0.01758393459022045,,,,-0.01588563621044159,,,,-0.011787321418523788,-0.014955195598304272,,,,-0.020637759007513523,-0.01588563621044159,-0.042976707220077515,human
GCA,-0.04278085380792618,,0.029764290899038315,,,,,,,,,,,,0.0407869890332222,,0.009256808708111445,0.029764290899038315,-0.04278085380792618,human
GNPDA1,-0.04265575110912323,0.024346236139535904,,,,,,,,,,,,,,,-0.009154757484793663,-0.009154757484793663,-0.04265575110912323,human
SLITRK5,-0.042332135140895844,,,,,,,0.019767239689826965,-0.0182542335242033,,,,,,,,-0.013606376325090727,-0.0182542335242033,-0.042332135140895844,human
DCBLD1,-0.04222817346453667,,,,,,,,,,,,,,,,-0.04222817346453667,-0.04222817346453667,-0.04222817346453667,human
TM9SF2,-0.042212601751089096,-0.031814150512218475,,,,,,,-0.050101421773433685,0.013962766155600548,,,,,,,-0.027541351970285177,-0.037013376131653786,-0.042212601751089096,human
SLC26A4-AS1,-0.0419909805059433,,,,,,,,,,,,,,,,-0.0419909805059433,-0.0419909805059433,-0.0419909805059433,human
