gene_symbol,logfc_dz:116,logfc_dz:859,logfc_dz:251,mean_logfc,median_logfc,common_experiment,organism
SEZ6,0.2933027744293213,,,0.2933027744293213,0.2933027744293213,0.2933027744293213,human
TREM2,0.1489822417497635,,,0.1489822417497635,0.1489822417497635,0.1489822417497635,human
ADCYAP1R1,0.12526048719882965,,,0.12526048719882965,0.12526048719882965,0.12526048719882965,human
OLIG2,0.11087257415056229,,,0.11087257415056229,0.11087257415056229,0.11087257415056229,human
GRIA2,0.11020628362894058,,,0.11020628362894058,0.11020628362894058,0.11020628362894058,human
BCAN,0.09509243816137314,,,0.09509243816137314,0.09509243816137314,0.09509243816137314,human
OLIG1,0.08369392156600952,-0.0138674546033144,-0.038244716823101044,0.010527250046531359,-0.0138674546033144,0.08369392156600952,human
NCAN,0.07004323601722717,0.030345100909471512,0.06196878105401993,0.054119039326906204,0.06196878105401993,0.07004323601722717,human
SLC4A4,0.06719135493040085,,,0.06719135493040085,0.06719135493040085,0.06719135493040085,human
SCRG1,0.0667438805103302,0.019741810858249664,0.03508288413286209,0.04052285850048065,0.03508288413286209,0.0667438805103302,human
C1orf61,0.06299509108066559,,0.025408590212464333,0.04420184064656496,0.04420184064656496,0.06299509108066559,human
TYROBP,0.05220045521855354,,,0.05220045521855354,0.05220045521855354,0.05220045521855354,human
CSPG5,0.04970365762710571,,,0.04970365762710571,0.04970365762710571,0.04970365762710571,human
SLC25A18,0.04957551136612892,,,0.04957551136612892,0.04957551136612892,0.04957551136612892,human
AQP4,0.047625984996557236,-0.013879959471523762,0.019597725942730904,0.01778125048925479,0.019597725942730904,0.047625984996557236,human
RGCC,0.043201662600040436,,,0.043201662600040436,0.043201662600040436,0.043201662600040436,human
RGMA,0.03863120451569557,,,0.03863120451569557,0.03863120451569557,0.03863120451569557,human
BAALC,0.03849679231643677,,0.04020759463310242,0.03935219347476959,0.03935219347476959,0.03849679231643677,human
GALNT13,0.03840135410428047,,,0.03840135410428047,0.03840135410428047,0.03840135410428047,human
DCLK2,0.03696269541978836,,,0.03696269541978836,0.03696269541978836,0.03696269541978836,human
SOX8,0.03694932907819748,0.0168683510273695,0.032233428210020065,0.028683702771862347,0.032233428210020065,0.03694932907819748,human
SPON1,0.03692024573683739,,,0.03692024573683739,0.03692024573683739,0.03692024573683739,human
SH3BGR,0.035906072705984116,,,0.035906072705984116,0.035906072705984116,0.035906072705984116,human
BBOX1,0.03530125319957733,,0.017466485500335693,0.026383869349956512,0.026383869349956512,0.03530125319957733,human
THSD7A,0.034912679344415665,,,0.034912679344415665,0.034912679344415665,0.034912679344415665,human
CALCRL,0.03407008573412895,,,0.03407008573412895,0.03407008573412895,0.03407008573412895,human
ID4,0.03200414404273033,,,0.03200414404273033,0.03200414404273033,0.03200414404273033,human
LRIG1,0.031043363735079765,,,0.031043363735079765,0.031043363735079765,0.031043363735079765,human
DUSP26,0.03031669557094574,,,0.03031669557094574,0.03031669557094574,0.03031669557094574,human
MEGF11,0.03009030409157276,,,0.03009030409157276,0.03009030409157276,0.03009030409157276,human
