gene_symbol,mean_logfc,median_logfc,common_experiment,organism,signature_type
CSF1,0.2230615375841818,0.2230615375841818,0.2230615375841818,human,UP
UGCG,0.2216857227074536,0.2216857227074536,0.2216857227074536,human,UP
RHOB,0.2214163440084125,0.2214163440084125,0.2214163440084125,human,UP
HLA-DPA1,0.2207986415440213,0.2207986415440213,0.2207986415440213,human,UP
PHKG1,0.2206194316108991,0.2206194316108991,0.2206194316108991,human,UP
CTSH,0.2192059408624845,0.2192059408624845,0.2192059408624845,human,UP
PRUNE2,0.2169897114873928,0.2169897114873928,0.2169897114873928,human,UP
N4BP2L2,0.2154422851486322,0.2154422851486322,0.2154422851486322,human,UP
AC015912.3,0.214335820048944,0.214335820048944,0.214335820048944,human,UP
ITM2B,0.2142016542788481,0.2142016542788481,0.2142016542788481,human,UP
DDAH1,0.2126467367052942,0.2126467367052942,0.2126467367052942,human,UP
ARL6IP4,0.2092569438503731,0.2092569438503731,0.2092569438503731,human,UP
ITGB4,0.208677998759633,0.208677998759633,0.208677998759633,human,UP
VEGFA,0.2071100055678529,0.2071100055678529,0.2071100055678529,human,UP
TMEM123,0.2063501425843703,0.2063501425843703,0.2063501425843703,human,UP
NEK5,0.2048378067289118,0.2048378067289118,0.2048378067289118,human,UP
EIF4G3,0.2044506287748239,0.2044506287748239,0.2044506287748239,human,UP
HOMER2,0.2040769361834948,0.2040769361834948,0.2040769361834948,human,UP
MEIS2,0.2031301519641725,0.2031301519641725,0.2031301519641725,human,UP
DNAI1,0.2030713429025335,0.2030713429025335,0.2030713429025335,human,UP
SMAD3,0.2030655428325344,0.2030655428325344,0.2030655428325344,human,UP
PPP2CB,0.201208639257399,0.201208639257399,0.201208639257399,human,UP
RUNDC1,0.20059362192373,0.20059362192373,0.20059362192373,human,UP
N4BP1,0.1999911719824374,0.1999911719824374,0.1999911719824374,human,UP
CSNK1A1,0.198553050656453,0.198553050656453,0.198553050656453,human,UP
HDLBP,0.1968335015730989,0.1968335015730989,0.1968335015730989,human,UP
ZNF280D,0.1951438379566548,0.1951438379566548,0.1951438379566548,human,UP
