"exp_id","cmap_score","p.x","q","subset_comparison_id","analysis_id","name","concentration","duration","cell_line","array_platform","vehicle","vendor","vendor_catalog_id","vendor_catalog_name","drug_concept_id","cas_number","DrugBank.ID","drug_name","r","p.y","num_peers","valid"
5765,-0.297280558534313,0.13592,0.499421432871764,"file16e92d1b5d13_logFC_0","CMAP","cefmetazole",8.2e-06,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","700","Cefmetazole sodium salt [56796-39-5]","C0007550","56796-39-5","DB00274","cefmetazole",0.205035909061561,4.43066015248599e-124,3,1
3794,-0.33607677543972,0.06121,0.270565942028986,"file16e92d1b5d13_logFC_0","CMAP","cetirizine",8.6e-06,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","503","Cetirizine dihydrochloride [83881-52-1]","C0055147","83881-52-1","DB00341","cetirizine",0.184969010372738,6.04537525433446e-101,3,1
3345,-0.55647506837496,8e-05,0.00879807692307692,"file16e92d1b5d13_logFC_0","CMAP","chlorambucil",1.32e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","1079","Chlorambucil [305-03-3]","C0008163","305-03-3","DB00291","chlorambucil",0.458678238105931,0,3,1
857,-0.39272992959215,0.01516,0.102587845303867,"file16e92d1b5d13_logFC_0","CMAP","chlormezanone",1.46e-05,6,"HL60","HG-U133A","DMSO","Prestwick Chemical","336","Chlormezanone [80-77-3]","C0008223","80-77-3","DB01178","chlormezanone",0.214830243547099,2.61571304858835e-136,3,1
413,-0.401836100187579,0.01169,0.0878189655172414,"file16e92d1b5d13_logFC_0","CMAP","chlorpromazine",1e-06,6,"MCF7","HT_HG-U133A_EA","DMSO","Sigma-Aldrich","C0982","chlorpromazine hydrochloride","C0008286","NULL","DB00477","chlorpromazine",0.345886929424208,0,18,1
2361,-0.399834298348434,0.01244,0.0911704681872749,"file16e92d1b5d13_logFC_0","CMAP","chlorpropamide",1.44e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","323","Chlorpropamide [94-20-2]","C0008287","94-20-2","DB00672","chlorpropamide",0.180087813944496,1.05728727227e-95,5,1
1284,-0.341231923717878,0.05448,0.24690044576523,"file16e92d1b5d13_logFC_0","CMAP","clindamycin",8.6e-06,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","137","Clindamycin hydrochloride [21462-39-5]","C0282105","21462-39-5","DB01190","clindamycin",0.302440463320739,1.34923197209025e-274,4,1
546,-0.307360699692879,0.11214,0.430493392070485,"file16e92d1b5d13_logFC_0","CMAP","clomifene",6.6e-06,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical","397","Clomiphene citrate (Z,E) [50-41-9]","APRD00880","50-41-9","DB00882","clomifene",0.18083980376727,1.68351770126791e-96,3,1
891,-0.327059903603397,0.07498,0.315433103448276,"file16e92d1b5d13_logFC_0","CMAP","clozapine",1e-05,6,"MCF7","HT_HG-U133A","DMSO","Sigma-Aldrich","C-6305","clozapine","C0009079","NULL","DB00363","clozapine",0.573600433951801,0,16,1
4450,-0.414344707027147,0.00806,0.0702371428571429,"file16e92d1b5d13_logFC_0","CMAP","cyclopentolate",1.22e-05,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","1095","Cyclopentolate hydrochloride [5870-29-1]","C0010582","5870-29-1","DB00979","cyclopentolate",0.196402178861403,8.20517896603457e-114,3,1
2796,-0.472606134389771,0.00107,0.0215412541254125,"file16e92d1b5d13_logFC_0","CMAP","demeclocycline",8e-06,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","753","Demeclocycline hydrochloride [64-73-3]","C0011276","64-73-3","DB00618","demeclocycline",0.452199389301184,0,5,1
1279,-0.360429365832964,0.03455,0.17830372250423,"file16e92d1b5d13_logFC_0","CMAP","diazoxide",1.74e-05,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","87","Diazoxide [364-98-7]","C0012022","364-98-7","DB01119","diazoxide",0.248006359457934,1.99063310658488e-182,4,1
1599,-0.418394495307209,0.00714,0.0652005988023952,"file16e92d1b5d13_logFC_0","CMAP","difenidol",1.16e-05,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical","252","Diphenidol hydrochloride [3254-89-5]","NULL","3254-89-5","DB01231","difenidol",0.172610200000411,5.8528515428347e-88,2,1
3302,-0.401516646030721,0.0118,0.0881028151774786,"file16e92d1b5d13_logFC_0","CMAP","diphenylpyraline",1.26e-05,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","707","Diphenylpyraline hydrochloride [132-18-3]","C0700485","132-18-3","DB01146","diphenylpyraline",0.263402099379488,2.31123702779995e-206,5,1
4607,-0.426126130275375,0.00578,0.0584709784411277,"file16e92d1b5d13_logFC_0","CMAP","estradiol",1e-08,6,"PC3","HT_HG-U133A","DMSO","Sigma-Aldrich","E1024","estradiol","C1330622","NULL","DB00783","estradiol",0.173598222086025,5.81003335422181e-89,36,1
5241,-0.416167527542526,0.00764,0.0677091172214182,"file16e92d1b5d13_logFC_0","CMAP","estrone",1.48e-05,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","914","Estrone [53-16-7]","C0014942","53-16-7","DB00655","estrone",0.22500728169037,1.11800735619717e-149,3,1
1423,-0.471775195363424,0.0011,0.02185667752443,"file16e92d1b5d13_logFC_0","CMAP","ethotoin",1.96e-05,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical","696","Ethotoin [86-35-1]","C0015046","86-35-1","DB00754","ethotoin",0.377318978055509,0,5,1
2129,-0.425532638952323,0.00589,0.0586500802568218,"file16e92d1b5d13_logFC_0","CMAP","etomidate",1.64e-05,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical","1041","Etomidate [33125-97-2]","C0015131","33125-97-2","DB00292","etomidate",0.168976745471137,2.53883031890456e-84,2,1
4200,-0.381735179796271,0.02047,0.126001009081736,"file16e92d1b5d13_logFC_0","CMAP","fenoterol",1.04e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","282","Fenoterol hydrobromide [1944-12-3]","C0015840","1944-12-3","DB01288","fenoterol",0.183470930308558,2.54888708646742e-99,2,1
2560,-0.333643959962428,0.06477,0.281207829181495,"file16e92d1b5d13_logFC_0","CMAP","flumetasone",9.8e-06,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","734","Flumethasone [2135-17-3]","NULL","2135-17-3","DB00663","flumetasone",0.217144697664228,2.73412482634564e-139,5,1
2254,-0.481381592532065,8e-04,0.0185551330798479,"file16e92d1b5d13_logFC_0","CMAP","fluspirilene",8.4e-06,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical","906","Fluspirilen [1841-19-6]","C0016383","1841-19-6","DB04842","fluspirilene",0.369423148837083,0,3,1
2084,-0.517148815998244,0.00026,0.0108789808917197,"file16e92d1b5d13_logFC_0","CMAP","fluvoxamine",9.2e-06,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical","995","Fluvoxamine maleate [61718-82-9]","C0085228","61718-82-9","DB00176","fluvoxamine",0.22682667995332,3.85960551140176e-152,3,1
4829,-0.532127211583559,0.00015,0.00879807692307692,"file16e92d1b5d13_logFC_0","CMAP","fulvestrant",1e-06,6,"HL60","HT_HG-U133A","DMSO","Tocris","1047","ICI 182,780","C0935916","NULL","DB00947","fulvestrant",0.318804568350695,1.49003104996463e-306,39,1
4858,-0.487227974614589,0.00061,0.0160387931034483,"file16e92d1b5d13_logFC_0","CMAP","genistein",1e-05,6,"HL60","HT_HG-U133A","DMSO","Calbiochem","345834","genistein","NULL","NULL","DB01645","genistein",0.567474689395686,0,16,1
2314,-0.371810096081883,0.02627,0.147262626262626,"file16e92d1b5d13_logFC_0","CMAP","glibenclamide",8e-06,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","316","Glibenclamide [10238-21-8]","NULL","10238-21-8","DB01016","glibenclamide",0.322243623584905,1.56939957678093e-313,3,1
2755,-0.419681011527216,0.00688,0.0637811550151976,"file16e92d1b5d13_logFC_0","CMAP","griseofulvin",1.12e-05,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","226","Griseofulvin [126-07-8]","C0720718","126-07-8","DB00400","griseofulvin",0.167555035646246,6.39207345336175e-83,4,1
1729,-0.418550960038422,0.00712,0.0651154422788606,"file16e92d1b5d13_logFC_0","CMAP","hexestrol",1.48e-05,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical","699","Hexestrol [84-16-2]","NULL","84-16-2","DB07931","hexestrol",0.269917694832377,5.45538101817031e-217,3,1
3354,-0.428665387826558,0.00536,0.0557952218430034,"file16e92d1b5d13_logFC_0","CMAP","homosalate",1.52e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","1090","Homosalate [118-56-9]","C0304631","118-56-9","DB11064","homosalate",0.289687770585866,4.34926402475189e-251,3,1
2435,-0.39247712966666,0.01522,0.102587845303867,"file16e92d1b5d13_logFC_0","CMAP","hydrocortisone",1.1e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","447","Hydrocortisone base [50-23-7]","C0991827","50-23-7","DB00741","hydrocortisone",0.160331347143324,5.39659366737618e-76,2,1
1085,-0.351792973236727,0.04221,0.205000796178344,"file16e92d1b5d13_logFC_0","CMAP","imipramine",1.26e-05,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical","72","Imipramine hydrochloride [113-52-0]","C0020934","113-52-0","DB00458","imipramine",0.234612844264788,6.34377098670154e-163,3,1
164,-0.356302816441923,0.0379,0.190436573311367,"file16e92d1b5d13_logFC_0","CMAP","indometacin",1e-04,6,"PC3","HG-U133A","DMSO","Sigma-Aldrich","I8280","indomethacin, USP","NULL","NULL","DB00328","indometacin",0.194820319532971,5.54268658578255e-112,7,1
5841,-0.38615981816828,0.01832,0.117086820083682,"file16e92d1b5d13_logFC_0","CMAP","iobenguane",1.08e-05,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","490","Iobenguane sulfate","MMS_443","NULL","DB06704","iobenguane",0.229379587522051,1.24484704379903e-155,3,1
1119,-0.376888611184247,0.02327,0.136869481765835,"file16e92d1b5d13_logFC_0","CMAP","levodopa",2.02e-05,6,"PC3","HG-U133A","DMSO","Prestwick Chemical","17","Levodopa [59-92-7]","MMS_604","59-92-7","DB01235","levodopa",0.335858626051979,0,4,1
2557,-0.456551675963717,0.00207,0.0311711491442543,"file16e92d1b5d13_logFC_0","CMAP","levonorgestrel",1.28e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","773","Norgestrel-(-)-D [797-63-7]","C0023566","797-63-7","DB00367","levonorgestrel",0.314358182272174,1.14488943789769e-297,5,1
1605,-0.441489994572989,0.00352,0.0440903490759754,"file16e92d1b5d13_logFC_0","CMAP","lincomycin",9e-06,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical","302","Lincomycin hydrochloride [859-18-7]","C0023726","859-18-7","DB01627","lincomycin",0.175294861469567,1.0650429558703e-90,2,1
1639,-0.668942505672006,9.99990000099999e-06,0.00305,"file16e92d1b5d13_logFC_0","CMAP","meclozine",8.6e-06,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical","457","Meclozine dihydrochloride [1104-22-9]","NULL","1104-22-9","DB00737","meclozine",0.264102156331831,1.7232674846448e-207,4,1
5798,-0.373557690708503,0.02524,0.144567136150235,"file16e92d1b5d13_logFC_0","CMAP","mesoridazine",7.4e-06,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","529","Mesoridazine besylate [32672-69-8]","C0025497","32672-69-8","DB00933","mesoridazine",0.172377402357607,1.00660291487644e-87,3,1
2334,-0.297228360978847,0.13599,0.499421432871764,"file16e92d1b5d13_logFC_0","CMAP","methylprednisolone",1.06e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","279","Methylprednisolone, 6-alpha [83-43-2]","C0174938","83-43-2","DB00959","methylprednisolone",0.155123893696064,3.36674368071033e-71,3,1
1666,-0.48454683694328,7e-04,0.0170119521912351,"file16e92d1b5d13_logFC_0","CMAP","metixene",1.16e-05,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical","491","Metixene hydrochloride [1553-34-0]","APRD01101","1553-34-0","DB00340","metixene",0.165799454149195,3.29971501406144e-81,3,1
3793,-0.319886577782417,0.08717,0.352377070907886,"file16e92d1b5d13_logFC_0","CMAP","minaprine",1.08e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","66","Minaprine dihydrochloride [25953-17-7]","C0771667","25953-17-7","DB00805","minaprine",0.154677689411567,8.51909864744366e-71,4,1
241,-0.51996466941932,0.00025,0.0108789808917197,"file16e92d1b5d13_logFC_0","CMAP","monastrol",2e-05,6,"MCF7","HG-U133A","DMSO","Tocris","1305","monastrol","EXPT02296","NULL","DB04331","monastrol",0.306289439822838,6.25980134299722e-282,7,1
4790,-0.515139721853556,0.00028,0.0108789808917197,"file16e92d1b5d13_logFC_0","CMAP","natamycin",6e-06,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical","1104","Natamycin [7681-93-8]","C0027444","7681-93-8","DB00826","natamycin",0.163446556593749,6.08640134773265e-79,3,1
3510,-0.375275476437026,0.02422,0.14023055028463,"file16e92d1b5d13_logFC_0","CMAP","nialamide",1.34e-05,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","1099","Nialamide [51-12-7]","C0027999","51-12-7","DB04820","nialamide",0.315531596999827,5.35338339541502e-300,3,1
1289,-0.400831553115235,0.01207,0.0893583535108959,"file16e92d1b5d13_logFC_0","CMAP","nomifensine",1.12e-05,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","108","Nomifensine maleate [32795-47-4]","C0028277","32795-47-4","DB04821","nomifensine",0.266679569406459,1.13659419791855e-211,4,1
4665,-0.37529671367773,0.0242,0.14023055028463,"file16e92d1b5d13_logFC_0","CMAP","norfloxacin",1.26e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","221","Norfloxacin [70458-96-7]","C0028365","70458-96-7","DB01059","norfloxacin",0.16248842984943,4.98100968476801e-78,4,1
2764,-0.384686516578225,0.01903,0.119796697626419,"file16e92d1b5d13_logFC_0","CMAP","ofloxacin",1.1e-05,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","237","Ofloxacin [82419-36-1]","C0028902","82419-36-1","DB01165","ofloxacin",0.311112343084714,2.81378681469117e-291,4,1
3810,-0.344543525980694,0.05058,0.233387291981846,"file16e92d1b5d13_logFC_0","CMAP","orciprenaline",7.6e-06,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","505","Metaproterenol sulfate, orciprenaline sulfate [5874-97-5]","NULL","5874-97-5","DB00816","orciprenaline",0.359989810317912,0,3,1
790,-0.334350290118619,0.06375,0.277966404574696,"file16e92d1b5d13_logFC_0","CMAP","oxybutynin",1.02e-05,6,"HL60","HG-U133A","DMSO","Prestwick Chemical","287","Oxybutynin chloride [1508-65-2]","C0069805","1508-65-2","DB01062","oxybutynin",0.15396985164907,3.69403842317044e-70,3,1
4398,-0.350202355082059,0.04401,0.212054502369668,"file16e92d1b5d13_logFC_0","CMAP","practolol",1.5e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","332","Practolol [6673-35-4]","C0032896","6673-35-4","DB01297","practolol",0.180923094774489,1.37282723363508e-96,3,1
3731,-0.354104762029042,0.04002,0.198200487012987,"file16e92d1b5d13_logFC_0","CMAP","prilocaine",1.56e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","199","Prilocaine hydrochloride [1786-81-8]","C0008846","1786-81-8","DB00750","prilocaine",0.217776200268942,4.14413324276503e-140,5,1
1793,-0.390615416855051,0.01615,0.107314814814815,"file16e92d1b5d13_logFC_0","CMAP","procainamide",1.48e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","337","Procainamide hydrochloride [614-39-1]","C0033216","614-39-1","DB01035","procainamide",0.192411876958837,3.1541691846822e-109,3,1
1641,-0.570818137831739,5e-05,0.007625,"file16e92d1b5d13_logFC_0","CMAP","progesterone",1.28e-05,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical","477","Progesterone [57-83-0]","C0873071","57-83-0","DB00396","progesterone",0.28290079176079,4.59192987809601e-239,3,1
1400,-0.394355857857869,0.01448,0.0998056497175141,"file16e92d1b5d13_logFC_0","CMAP","promazine",1.24e-05,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical","693","Promazine hydrochloride [53-60-1]","C0546875","53-60-1","DB00420","promazine",0.158497038156553,2.75456439537557e-74,5,1
4997,-0.417803050947117,0.00731,0.06625705794948,"file16e92d1b5d13_logFC_0","CMAP","propafenone",1.06e-05,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","499","Propafenone hydrochloride [34183-22-7]","C0033429","34183-22-7","DB01182","propafenone",0.224630272788823,3.59627695138031e-149,3,1
4999,-0.438239929134142,0.00387,0.045485549132948,"file16e92d1b5d13_logFC_0","CMAP","protriptyline",1.34e-05,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","930","Protriptyline hydrochloride [1225-55-4]","C0700557","1225-55-4","DB00344","protriptyline",0.190919583972246,1.5401515122285e-107,3,1
2953,-0.456167742473637,0.00208,0.0311711491442543,"file16e92d1b5d13_logFC_0","CMAP","quinethazone",1.38e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","1050","Quinethazone [73-49-4]","C0164608","73-49-4","DB01325","quinethazone",0.490576791556575,0,3,1
4193,-0.408126289426745,0.00958,0.0772989417989418,"file16e92d1b5d13_logFC_0","CMAP","ranitidine",1.14e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","201","Ranitidine hydrochloride [66357-59-3]","C0139919","66357-59-3","DB00863","ranitidine",0.192455598497915,2.81317714880451e-109,4,1
2292,-0.495373735776486,0.00043,0.0126714975845411,"file16e92d1b5d13_logFC_0","CMAP","remoxipride",9.8e-06,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical","971","Remoxipride Hydrochloride [73220-03-8]","C0771022","73220-03-8","DB00409","remoxipride",0.258754834075036,5.77804007463174e-199,3,1
4574,-0.358574049780604,0.03588,0.183255230125523,"file16e92d1b5d13_logFC_0","CMAP","repaglinide",8.8e-06,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","1046","Repaglinide [135062-02-1]","C0246689","135062-02-1","DB00912","repaglinide",0.307237042989227,9.41749267382979e-284,3,1
3512,-0.38366700108924,0.01954,0.122125,"file16e92d1b5d13_logFC_0","CMAP","rifabutin",4.8e-06,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","1109","Rifabutin [72559-06-9]","C0140575","72559-06-9","DB00615","rifabutin",0.168371171585227,1.00673135267894e-83,2,1
2520,-0.395070375865897,0.01426,0.0988477272727273,"file16e92d1b5d13_logFC_0","CMAP","rolitetracycline",7.6e-06,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","849","Rolitetracycline [751-97-3]","C0035823","751-97-3","DB01301","rolitetracycline",0.218232555764632,1.05604230222285e-140,3,1
1852,-0.547944734047058,0.00011,0.00879807692307692,"file16e92d1b5d13_logFC_0","CMAP","sirolimus",1e-07,6,"HL60","HT_HG-U133A","DMSO","Sigma-Aldrich","R0395","Rapamycin","C0072980","NULL","DB00877","sirolimus",0.488970640543452,0,43,1
1072,-0.497897769040658,0.00039,0.0121377551020408,"file16e92d1b5d13_logFC_0","CMAP","sulfaphenazole",1.28e-05,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical","21","Sulfaphenazole [526-08-9]","NULL","526-08-9","DB06729","sulfaphenazole",0.425453436004498,0,3,1
3189,-0.371098904388663,0.02666,0.148301731996354,"file16e92d1b5d13_logFC_0","CMAP","sulfathiazole",1.56e-05,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","16","Sulfathiazole [72-14-0]","C0038722","72-14-0","DB06147","sulfathiazole",0.166448199388716,7.72213941730934e-82,4,1
4670,-0.299415540901007,0.13082,0.484518518518519,"file16e92d1b5d13_logFC_0","CMAP","thalidomide",1.54e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","192","Thalidomide [50-35-1]","C0039736","50-35-1","DB01041","thalidomide",0.182094361196023,7.71031359903164e-98,6,1
4611,-0.389990965217238,0.0164,0.108334415584416,"file16e92d1b5d13_logFC_0","CMAP","thioridazine",1e-05,6,"MCF7","HT_HG-U133A","DMSO","Sigma-Aldrich","T9025","thioridazine hydrochloride","C0039943","NULL","DB00679","thioridazine",0.164136609553708,1.32846658502993e-79,19,1
1694,-0.462064658954222,0.00175,0.0293054830287206,"file16e92d1b5d13_logFC_0","CMAP","tiabendazole",1.98e-05,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical","524","Tiabendazole [148-79-8]","NULL","148-79-8","DB00730","tiabendazole",0.261299144523627,5.37256942560688e-203,3,1
4810,-0.501791220524693,0.00038,0.0121377551020408,"file16e92d1b5d13_logFC_0","CMAP","ticarcillin",9.4e-06,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical","1067","Ticarcillin sodium [4697-14-7]","MMS_118","4697-14-7","DB01607","ticarcillin",0.160316881481967,5.56761528053381e-76,2,1
1842,-0.618727050027007,9.99990000099999e-06,0.00305,"file16e92d1b5d13_logFC_0","CMAP","tretinoin",1e-06,6,"HL60","HT_HG-U133A","DMSO","Sigma-Aldrich","R2625","retinoic acid","C0040845","NULL","DB00755","tretinoin",0.233182816959729,6.50592525604153e-161,21,1
133,-0.324026944173435,0.07999,0.331705642420122,"file16e92d1b5d13_logFC_0","CMAP","trifluoperazine",1e-05,6,"MCF7","HG-U133A","DMSO","Sigma-Aldrich","T6062","trifluoperazine dihydrochloride","C0304381","NULL","DB00831","trifluoperazine",0.227572451492708,3.72456837552353e-153,15,1
3169,-0.3925848510924,0.01519,0.102587845303867,"file16e92d1b5d13_logFC_0","CMAP","trimipramine",9.8e-06,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","806","Trimipramine maleate salt [521-78-8]","C0041056","521-78-8","DB00726","trimipramine",0.221234455300023,1.21329554022837e-144,3,1
