gene_symbol,mean_logfc,median_logfc,common_experiment,organism
MMP7,0.542816021861579,0.542816021861579,0.542816021861579,human
PAEP,2.599532793521704,2.599532793521704,2.599532793521704,human
RPS18,-0.0122875220077123,-0.0122875220077123,-0.0122875220077123,human
MT-CO2,0.1291022051820905,0.1291022051820905,0.1291022051820905,human
RPL13,-0.0694159285632585,-0.0694159285632585,-0.0694159285632585,human
RPL36,-0.2362383094523235,-0.2362383094523235,-0.2362383094523235,human
B2M,0.3313895583089561,0.3313895583089561,0.3313895583089561,human
RPL12,0.209507230537894,0.209507230537894,0.209507230537894,human
MRPL22,-0.0196726089886739,-0.0196726089886739,-0.0196726089886739,human
LINC01480,0.2124877333580832,0.2124877333580832,0.2124877333580832,human
GPX3,0.4477254686207454,0.4477254686207454,0.4477254686207454,human
KRT7,-1.348730605535767,-1.348730605535767,-1.348730605535767,human
S100A10,-0.0723098349502695,-0.0723098349502695,-0.0723098349502695,human
HMGCS1,-0.0554333334615209,-0.0554333334615209,-0.0554333334615209,human
GPBP1,-0.4282512247435655,-0.4282512247435655,-0.4282512247435655,human
MPC2,0.4080071763560817,0.4080071763560817,0.4080071763560817,human
CP,0.7097780729890139,0.7097780729890139,0.7097780729890139,human
DNAJC10,0.1514805588886512,0.1514805588886512,0.1514805588886512,human
IGFBP7,0.2096547080060307,0.2096547080060307,0.2096547080060307,human
RAB2A,0.0425152826729096,0.0425152826729096,0.0425152826729096,human
MT-ATP6,0.302026488875903,0.302026488875903,0.302026488875903,human
SLFN5,-0.803710421848868,-0.803710421848868,-0.803710421848868,human
FKBP3,-0.067937329228934,-0.067937329228934,-0.067937329228934,human
HSD17B12,0.0742981322341903,0.0742981322341903,0.0742981322341903,human
RPS27,-0.1549381866753308,-0.1549381866753308,-0.1549381866753308,human
MRPS24,0.118848330837005,0.118848330837005,0.118848330837005,human
BUB3,-0.0786835907277826,-0.0786835907277826,-0.0786835907277826,human
SYCE1L,0.0708742317620895,0.0708742317620895,0.0708742317620895,human
COPB2,-0.0191823819679559,-0.0191823819679559,-0.0191823819679559,human
SCO2,-0.018649910215319,-0.018649910215319,-0.018649910215319,human
LCN2,1.289587467558164,1.289587467558164,1.289587467558164,human
GNB1,-0.178044411947929,-0.178044411947929,-0.178044411947929,human
TFDP2,0.0016850944872181,0.0016850944872181,0.0016850944872181,human
SDHD,-0.1344960427393107,-0.1344960427393107,-0.1344960427393107,human
NPDC1,0.4817601535574272,0.4817601535574272,0.4817601535574272,human
TIMP2,-0.6752013902901719,-0.6752013902901719,-0.6752013902901719,human
SBNO2,-0.2238654955044412,-0.2238654955044412,-0.2238654955044412,human
GPR108,0.076958796465118,0.076958796465118,0.076958796465118,human
PIH1D1,-0.0461681708638893,-0.0461681708638893,-0.0461681708638893,human
RPS2,-0.1562688897731119,-0.1562688897731119,-0.1562688897731119,human
PAM16,0.0276700446749501,0.0276700446749501,0.0276700446749501,human
