gene_symbol,mean_logfc,median_logfc,common_experiment,organism
S100A7,0.2581489682197571,0.2581489682197571,0.2581489682197571,human
SPRR1B,0.2317908108234405,0.2317908108234405,0.2317908108234405,human
KRT6A,0.1911722123622894,0.1911722123622894,0.1911722123622894,human
S100A2,0.1789139062166214,0.1789139062166214,0.1789139062166214,human
KRT6B,0.1720547974109649,0.1720547974109649,0.1720547974109649,human
S100A9,0.1342569887638092,0.1342569887638092,0.1342569887638092,human
FABP5,0.1321213692426681,0.1321213692426681,0.1321213692426681,human
SFN,0.1271392703056335,0.1271392703056335,0.1271392703056335,human
IGHV4-31,0.1250155121088028,0.1250155121088028,0.1250155121088028,human
SPRR1A,0.113261342048645,0.113261342048645,0.113261342048645,human
KRT5,0.1020738035440445,0.1020738035440445,0.1020738035440445,human
TUBA1B,0.0973789691925048,0.0973789691925048,0.0973789691925048,human
CSTA,0.0951999649405479,0.0951999649405479,0.0951999649405479,human
KRT6C,0.0879862383008003,0.0879862383008003,0.0879862383008003,human
KRT16,0.0870018750429153,0.0870018750429153,0.0870018750429153,human
CALML5,0.0851589068770408,0.0851589068770408,0.0851589068770408,human
TUBA1C,0.0823004245758056,0.0823004245758056,0.0823004245758056,human
LY6D,0.0739183947443962,0.0739183947443962,0.0739183947443962,human
DSC1,0.0736671611666679,0.0736671611666679,0.0736671611666679,human
CYAT1,0.0711669251322746,0.0711669251322746,0.0711669251322746,human
LDHA,0.0708727240562439,0.0708727240562439,0.0708727240562439,human
SERPINB4,0.0707082003355026,0.0707082003355026,0.0707082003355026,human
KRT1,0.0676375329494476,0.0676375329494476,0.0676375329494476,human
IVL,0.0587869547307491,0.0587869547307491,0.0587869547307491,human
S100A8,0.0584874264895916,0.0584874264895916,0.0584874264895916,human
JUP,0.0561031773686409,0.0561031773686409,0.0561031773686409,human
B2M,0.0549009814858436,0.0549009814858436,0.0549009814858436,human
AQP3,0.0532963089644908,0.0532963089644908,0.0532963089644908,human
TMEM45A,0.0501176267862319,0.0501176267862319,0.0501176267862319,human
TUBB2A,0.0468483082950115,0.0468483082950115,0.0468483082950115,human
IFI27,0.0455595552921295,0.0455595552921295,0.0455595552921295,human
DBI,0.0454617254436016,0.0454617254436016,0.0454617254436016,human
SERPINB3,0.0452746823430061,0.0452746823430061,0.0452746823430061,human
LYPD3,0.0449943430721759,0.0449943430721759,0.0449943430721759,human
SPRR2B,0.0438728518784046,0.0438728518784046,0.0438728518784046,human
SERPINB5,0.0427533723413944,0.0427533723413944,0.0427533723413944,human
LGALS7B,0.0421439260244369,0.0421439260244369,0.0421439260244369,human
DYNLL1,0.0420858114957809,0.0420858114957809,0.0420858114957809,human
GGCT,0.041783656924963,0.041783656924963,0.041783656924963,human
HAL,0.0392146855592727,0.0392146855592727,0.0392146855592727,human
ARG1,0.0364042110741138,0.0364042110741138,0.0364042110741138,human
DSG1,0.0339743494987487,0.0339743494987487,0.0339743494987487,human
ANXA2,0.0318400301039218,0.0318400301039218,0.0318400301039218,human
PRDX1,0.0299716014415025,0.0299716014415025,0.0299716014415025,human
COL6A3,0.0299346484243869,0.0299346484243869,0.0299346484243869,human
GJA1,0.0298105832189321,0.0298105832189321,0.0298105832189321,human
TUBA4A,0.0295730121433734,0.0295730121433734,0.0295730121433734,human
FLG,0.0294077601283788,0.0294077601283788,0.0294077601283788,human
SLC25A5,0.0289735831320285,0.0289735831320285,0.0289735831320285,human
SLURP1,0.0282831285148859,0.0282831285148859,0.0282831285148859,human
PTMA,0.0262487772852182,0.0262487772852182,0.0262487772852182,human
GAPDH,0.0262357369065284,0.0262357369065284,0.0262357369065284,human
PGAM1,0.0258004534989595,0.0258004534989595,0.0258004534989595,human
CEBPB,0.0246413126587867,0.0246413126587867,0.0246413126587867,human
DSP,0.0243137627840042,0.0243137627840042,0.0243137627840042,human
S100A10,0.0239403471350669,0.0239403471350669,0.0239403471350669,human
FGFBP1,0.0231707692146301,0.0231707692146301,0.0231707692146301,human
CCL18,0.023125521838665,0.023125521838665,0.023125521838665,human
PABPC3,0.0230624470859766,0.0230624470859766,0.0230624470859766,human
PABPC1,0.0230504125356674,0.0230504125356674,0.0230504125356674,human
AKR1B10,0.0229451972991228,0.0229451972991228,0.0229451972991228,human
BLMH,0.0229149982333183,0.0229149982333183,0.0229149982333183,human
RLIM,0.022841153666377,0.022841153666377,0.022841153666377,human
CD9,0.0226661004126071,0.0226661004126071,0.0226661004126071,human
IER2,0.0225814823061227,0.0225814823061227,0.0225814823061227,human
PYCARD,0.0224942602217197,0.0224942602217197,0.0224942602217197,human
CA2,0.0224595498293638,0.0224595498293638,0.0224595498293638,human
ANXA1,0.0223102271556854,0.0223102271556854,0.0223102271556854,human
PI3,0.0212254300713539,0.0212254300713539,0.0212254300713539,human
TPBG,0.0212009716778993,0.0212009716778993,0.0212009716778993,human
VAPA,0.0210498608648777,0.0210498608648777,0.0210498608648777,human
MT1HL1,0.0206932537257671,0.0206932537257671,0.0206932537257671,human
ENO1,0.0206703543663024,0.0206703543663024,0.0206703543663024,human
CST3,0.020243851467967,0.020243851467967,0.020243851467967,human
ATP1B3,0.0201978310942649,0.0201978310942649,0.0201978310942649,human
S100A14,0.0199495069682598,0.0199495069682598,0.0199495069682598,human
TUBB4B,0.0199465565383434,0.0199465565383434,0.0199465565383434,human
DSTN,0.0197656396776437,0.0197656396776437,0.0197656396776437,human
KRT9,0.0195507556200027,0.0195507556200027,0.0195507556200027,human
DEFB4A,0.0185461118817329,0.0185461118817329,0.0185461118817329,human
TAGLN2,0.0183333959430456,0.0183333959430456,0.0183333959430456,human
TUBB3,0.0180889219045639,0.0180889219045639,0.0180889219045639,human
TSPO,0.0180423315614461,0.0180423315614461,0.0180423315614461,human
ACTB,0.0180364046245813,0.0180364046245813,0.0180364046245813,human
PLA2G2A,0.017831465229392,0.017831465229392,0.017831465229392,human
TIMM8B,0.0177913755178451,0.0177913755178451,0.0177913755178451,human
MT1E,0.0176632814109325,0.0176632814109325,0.0176632814109325,human
KLK7,0.0174948591738939,0.0174948591738939,0.0174948591738939,human
RAN,0.0173598378896713,0.0173598378896713,0.0173598378896713,human
ARL5A,0.0172865744680166,0.0172865744680166,0.0172865744680166,human
PRSS3,0.0172802116721868,0.0172802116721868,0.0172802116721868,human
GARS,0.0170035641640424,0.0170035641640424,0.0170035641640424,human
SGK1,0.0168513804674148,0.0168513804674148,0.0168513804674148,human
HLA-DRB1,0.0163785275071859,0.0163785275071859,0.0163785275071859,human
TYRP1,0.0160310082137584,0.0160310082137584,0.0160310082137584,human
HMGB1,0.0159894805401563,0.0159894805401563,0.0159894805401563,human
PLS3,0.0159849748015403,0.0159849748015403,0.0159849748015403,human
HBB,0.0158622469753026,0.0158622469753026,0.0158622469753026,human
HLA-DPB1,0.0156889166682958,0.0156889166682958,0.0156889166682958,human
ITM2B,0.0154259977862238,0.0154259977862238,0.0154259977862238,human
THBS2,0.015374687500298,0.015374687500298,0.015374687500298,human
KLK8,0.015014698728919,0.015014698728919,0.015014698728919,human
PTTG1,0.0149049079045653,0.0149049079045653,0.0149049079045653,human
NDEL1,0.0148547915741801,0.0148547915741801,0.0148547915741801,human
CFL1,0.0148182762786746,0.0148182762786746,0.0148182762786746,human
PLBD1,0.0146649237722158,0.0146649237722158,0.0146649237722158,human
ACTR3,0.0146560361608862,0.0146560361608862,0.0146560361608862,human
YWHAZ,0.0145651446655392,0.0145651446655392,0.0145651446655392,human
SERF2,0.0144207132980227,0.0144207132980227,0.0144207132980227,human
IL36G,0.0144077418372035,0.0144077418372035,0.0144077418372035,human
IGK,0.0143212899565696,0.0143212899565696,0.0143212899565696,human
S100A11,0.0142115065827965,0.0142115065827965,0.0142115065827965,human
IDE,0.0140575766563415,0.0140575766563415,0.0140575766563415,human
ARPC5L,0.0139001915231347,0.0139001915231347,0.0139001915231347,human
EIF4A1,0.0138918664306402,0.0138918664306402,0.0138918664306402,human
H2AFZ,0.013743532821536,0.013743532821536,0.013743532821536,human
CTSC,0.0136972134932875,0.0136972134932875,0.0136972134932875,human
EIF4H,0.0136029934510588,0.0136029934510588,0.0136029934510588,human
GSTP1,0.013573775999248,0.013573775999248,0.013573775999248,human
CAPZA1,0.0134795699268579,0.0134795699268579,0.0134795699268579,human
CXADR,0.0134552149102091,0.0134552149102091,0.0134552149102091,human
ALOX12B,0.0134170642122626,0.0134170642122626,0.0134170642122626,human
DSC3,0.0132595105096697,0.0132595105096697,0.0132595105096697,human
CYCS,0.0132591780275106,0.0132591780275106,0.0132591780275106,human
HSPA8,0.0130456360056996,0.0130456360056996,0.0130456360056996,human
GGH,0.0129328928887844,0.0129328928887844,0.0129328928887844,human
SCD5,0.0128448205068707,0.0128448205068707,0.0128448205068707,human
TGM3,0.0127910207957029,0.0127910207957029,0.0127910207957029,human
HLA-DRB5,0.0127240708097815,0.0127240708097815,0.0127240708097815,human
IFITM2,0.0126736769452691,0.0126736769452691,0.0126736769452691,human
CLEC2B,0.0126083297654986,0.0126083297654986,0.0126083297654986,human
GSTA4,0.0125528359785676,0.0125528359785676,0.0125528359785676,human
CLIC1,0.012550376355648,0.012550376355648,0.012550376355648,human
TIMP1,0.0125301359221339,0.0125301359221339,0.0125301359221339,human
HLA-DRB4,0.0123573690652847,0.0123573690652847,0.0123573690652847,human
DUSP14,0.0123557513579726,0.0123557513579726,0.0123557513579726,human
CCT3,0.0122902635484933,0.0122902635484933,0.0122902635484933,human
MT2A,0.0122310016304254,0.0122310016304254,0.0122310016304254,human
MT1H,0.0122229438275098,0.0122229438275098,0.0122229438275098,human
PKM,0.012168550863862,0.012168550863862,0.012168550863862,human
ARPC2,0.0120697459205985,0.0120697459205985,0.0120697459205985,human
TUBB,0.0120212109759449,0.0120212109759449,0.0120212109759449,human
TMSB10,0.0119856214150786,0.0119856214150786,0.0119856214150786,human
LY6G6C,0.0118096731603145,0.0118096731603145,0.0118096731603145,human
PLP2,0.0117667075246572,0.0117667075246572,0.0117667075246572,human
MYCBP2,0.0116598401218652,0.0116598401218652,0.0116598401218652,human
MORF4L2,0.011615315452218,0.011615315452218,0.011615315452218,human
PFN1,0.0115747228264808,0.0115747228264808,0.0115747228264808,human
TMSB4XP8,0.0114900926128029,0.0114900926128029,0.0114900926128029,human
MAPK6,0.0114376312121748,0.0114376312121748,0.0114376312121748,human
HLA-C,0.0114048803225159,0.0114048803225159,0.0114048803225159,human
ATP5H,0.0112815899774432,0.0112815899774432,0.0112815899774432,human
