gene_symbol,mean_logfc,median_logfc,common_experiment,organism
MGP,0.9454576087846736,0.9454576087846736,0.9454576087846736,human
SCGB1D4,0.9275237018677548,0.9275237018677548,0.9275237018677548,human
COL18A1,0.8240714993379559,0.8240714993379559,0.8240714993379559,human
SERPINE1,0.8347282867542871,0.8347282867542871,0.8347282867542871,human
SOD3,1.740091518814376,1.740091518814376,1.740091518814376,human
RPS18,-0.0419069205943687,-0.0419069205943687,-0.0419069205943687,human
IGFBP4,0.7652376963788345,0.7652376963788345,0.7652376963788345,human
CD59,0.1394574691943946,0.1394574691943946,0.1394574691943946,human
IER3,0.8581776450971681,0.8581776450971681,0.8581776450971681,human
HSP90AA1,-0.4210159614565585,-0.4210159614565585,-0.4210159614565585,human
RPL3,-0.1612094911984405,-0.1612094911984405,-0.1612094911984405,human
C11orf96,0.5321886883768672,0.5321886883768672,0.5321886883768672,human
RPL36A,-0.3892886520464738,-0.3892886520464738,-0.3892886520464738,human
COL3A1,-0.0931526148656418,-0.0931526148656418,-0.0931526148656418,human
RPS12,-0.2403621446482962,-0.2403621446482962,-0.2403621446482962,human
VMP1,0.1292376210007378,0.1292376210007378,0.1292376210007378,human
IGFBP2,-0.6238680528162783,-0.6238680528162783,-0.6238680528162783,human
PLAC9,-0.2981826870728825,-0.2981826870728825,-0.2981826870728825,human
DESI1,-0.0907268718415303,-0.0907268718415303,-0.0907268718415303,human
A2M,0.4186315087738874,0.4186315087738874,0.4186315087738874,human
HLA-B,0.8644060247294525,0.8644060247294525,0.8644060247294525,human
NOTCH3,0.2150220200209518,0.2150220200209518,0.2150220200209518,human
PRSS23,0.2620049178543566,0.2620049178543566,0.2620049178543566,human
RPL12,0.0536246031592178,0.0536246031592178,0.0536246031592178,human
HLA-C,0.2839872624326936,0.2839872624326936,0.2839872624326936,human
RPL30,-0.1438405622686476,-0.1438405622686476,-0.1438405622686476,human
RPS24,-0.1153675772005025,-0.1153675772005025,-0.1153675772005025,human
ITM2B,-0.2502235553696073,-0.2502235553696073,-0.2502235553696073,human
AC020916.1,0.1728975680509923,0.1728975680509923,0.1728975680509923,human
RPL37,-0.4597307547807414,-0.4597307547807414,-0.4597307547807414,human
INHBA,0.8692105746156958,0.8692105746156958,0.8692105746156958,human
P2RY14,0.3723987260843869,0.3723987260843869,0.3723987260843869,human
IFITM2,0.2840532752273988,0.2840532752273988,0.2840532752273988,human
LGALS1,-0.1171015251320666,-0.1171015251320666,-0.1171015251320666,human
NUFIP2,0.0545473992772589,0.0545473992772589,0.0545473992772589,human
RPS5,-0.1017052738445674,-0.1017052738445674,-0.1017052738445674,human
RPL32,-0.1450405501546852,-0.1450405501546852,-0.1450405501546852,human
PAM16,-0.023244223463591,-0.023244223463591,-0.023244223463591,human
COL1A2,-0.1022529256648026,-0.1022529256648026,-0.1022529256648026,human
ZFAS1,-0.4793750603189513,-0.4793750603189513,-0.4793750603189513,human
EEF1A1,-0.2912311053125549,-0.2912311053125549,-0.2912311053125549,human
RPL6,-0.3426163330529066,-0.3426163330529066,-0.3426163330529066,human
RPS13,-0.0252784372250243,-0.0252784372250243,-0.0252784372250243,human
ITGA5,0.6343112586143648,0.6343112586143648,0.6343112586143648,human
PHKG2,0.0050249463214061,0.0050249463214061,0.0050249463214061,human
RPS6,-0.2420246879986365,-0.2420246879986365,-0.2420246879986365,human
RPL41,-0.1240504008136085,-0.1240504008136085,-0.1240504008136085,human
GPR183,0.4792825277175017,0.4792825277175017,0.4792825277175017,human
BAG6,0.0403931504393265,0.0403931504393265,0.0403931504393265,human
HSPA4,-0.1794227348876766,-0.1794227348876766,-0.1794227348876766,human
RPL10,-0.0068953065249273,-0.0068953065249273,-0.0068953065249273,human
TCTEX1D2,-0.0906341856810134,-0.0906341856810134,-0.0906341856810134,human
AEBP1,0.3267637999296695,0.3267637999296695,0.3267637999296695,human
NR2F2,-0.5693495715964474,-0.5693495715964474,-0.5693495715964474,human
URM1,-0.2323150969967854,-0.2323150969967854,-0.2323150969967854,human
BRK1,-0.0916250697611142,-0.0916250697611142,-0.0916250697611142,human
TMEM165,0.0416084064959882,0.0416084064959882,0.0416084064959882,human
HES1,-0.1376500578202406,-0.1376500578202406,-0.1376500578202406,human
RPS4X,-0.2143893100429546,-0.2143893100429546,-0.2143893100429546,human
COL4A1,0.1434483396919868,0.1434483396919868,0.1434483396919868,human
PCLAF,-0.5367156154009229,-0.5367156154009229,-0.5367156154009229,human
SSR3,-0.1318824561040484,-0.1318824561040484,-0.1318824561040484,human
ZBTB38,0.0565326301048436,0.0565326301048436,0.0565326301048436,human
SNX3,-0.14748604032781,-0.14748604032781,-0.14748604032781,human
VPS51,-0.0800733696929612,-0.0800733696929612,-0.0800733696929612,human
NR4A1,0.6209186351351037,0.6209186351351037,0.6209186351351037,human
RPL29,-0.1225285048103002,-0.1225285048103002,-0.1225285048103002,human
CCNL1,-0.0104273558053988,-0.0104273558053988,-0.0104273558053988,human
PALLD,0.1842462172356312,0.1842462172356312,0.1842462172356312,human
COL6A2,-0.180847409303222,-0.180847409303222,-0.180847409303222,human
NT5DC2,-0.3338879499797663,-0.3338879499797663,-0.3338879499797663,human
TMEM14C,-0.0455330933158912,-0.0455330933158912,-0.0455330933158912,human
IGFBP5,-1.065399306379905,-1.065399306379905,-1.065399306379905,human
THBS1,0.3977826559937934,0.3977826559937934,0.3977826559937934,human
DLC1,-0.6342482585546794,-0.6342482585546794,-0.6342482585546794,human
PHLDA1,0.2857130415396569,0.2857130415396569,0.2857130415396569,human
CFD,-0.1037426430422506,-0.1037426430422506,-0.1037426430422506,human
NBL1,0.298166001120565,0.298166001120565,0.298166001120565,human
HSPA6,-0.1787730588291974,-0.1787730588291974,-0.1787730588291974,human
RPL31,-0.2807245017316511,-0.2807245017316511,-0.2807245017316511,human
CEBPD,-0.0332527717527906,-0.0332527717527906,-0.0332527717527906,human
EMP1,0.4019070770941668,0.4019070770941668,0.4019070770941668,human
TMCO3,0.2618468043132504,0.2618468043132504,0.2618468043132504,human
LSM8,0.1688151149433073,0.1688151149433073,0.1688151149433073,human
CDKN2AIPNL,-0.1080105671256286,-0.1080105671256286,-0.1080105671256286,human
IFI27L2,-0.1235812603790791,-0.1235812603790791,-0.1235812603790791,human
RPL18,-0.0706384628182865,-0.0706384628182865,-0.0706384628182865,human
PDGFA,1.132099615213008,1.132099615213008,1.132099615213008,human
CLIP1,-0.2243269520969097,-0.2243269520969097,-0.2243269520969097,human
PKIG,0.4731917534213006,0.4731917534213006,0.4731917534213006,human
CFL1,-0.1157336084524512,-0.1157336084524512,-0.1157336084524512,human
SOX4,-0.4771744963074833,-0.4771744963074833,-0.4771744963074833,human
TMEM14B,-0.0685989127249309,-0.0685989127249309,-0.0685989127249309,human
HES4,0.5008542181008173,0.5008542181008173,0.5008542181008173,human
SMIM20,-0.1273330835653352,-0.1273330835653352,-0.1273330835653352,human
ZNF800,-0.019316265800938,-0.019316265800938,-0.019316265800938,human
NR4A2,0.5372737446762474,0.5372737446762474,0.5372737446762474,human
PI15,1.932423820360405,1.932423820360405,1.932423820360405,human
