gene_symbol,mean_logfc,median_logfc,common_experiment,organism
BGN,0.7474072605195449,0.7474072605195449,0.7474072605195449,human
C11orf96,0.9080402761379704,0.9080402761379704,0.9080402761379704,human
DCN,0.3425940734810582,0.3425940734810582,0.3425940734810582,human
IGFBP5,-0.9601214626941634,-0.9601214626941634,-0.9601214626941634,human
INHBA,1.251183690835239,1.251183690835239,1.251183690835239,human
LUM,0.5865945695619574,0.5865945695619574,0.5865945695619574,human
MMP2,0.5737621978205016,0.5737621978205016,0.5737621978205016,human
RBP1,0.6078823383538077,0.6078823383538077,0.6078823383538077,human
SFRP4,-0.8484167335199633,-0.8484167335199633,-0.8484167335199633,human
TNFRSF12A,0.5766979630077345,0.5766979630077345,0.5766979630077345,human
APOE,0.6020755441228549,0.6020755441228549,0.6020755441228549,human
IGFBP6,0.5409729606254443,0.5409729606254443,0.5409729606254443,human
SERPINE1,0.8610853334422202,0.8610853334422202,0.8610853334422202,human
PRXL2A,0.8401414912709271,0.8401414912709271,0.8401414912709271,human
MMP10,0.4727808919466003,0.4727808919466003,0.4727808919466003,human
HTRA1,0.4396143167207694,0.4396143167207694,0.4396143167207694,human
IGFBP7,-0.0457496207380487,-0.0457496207380487,-0.0457496207380487,human
SNHG29,-0.3515326827999896,-0.3515326827999896,-0.3515326827999896,human
IGFBP3,0.1860053965217299,0.1860053965217299,0.1860053965217299,human
RARRES2,0.3467239455356728,0.3467239455356728,0.3467239455356728,human
PTCH1,-0.4248848657683426,-0.4248848657683426,-0.4248848657683426,human
RPS18,0.0122232626368878,0.0122232626368878,0.0122232626368878,human
TCIM,0.7716829005974777,0.7716829005974777,0.7716829005974777,human
RPLP1,-0.2085686778714049,-0.2085686778714049,-0.2085686778714049,human
RPS8,-0.3314558859553678,-0.3314558859553678,-0.3314558859553678,human
IL11,0.8709915279576914,0.8709915279576914,0.8709915279576914,human
CKB,-0.1524700369775669,-0.1524700369775669,-0.1524700369775669,human
PKIG,0.2866810065074947,0.2866810065074947,0.2866810065074947,human
RPL41,-0.27201913565015,-0.27201913565015,-0.27201913565015,human
PHLDA1,0.459638741911184,0.459638741911184,0.459638741911184,human
NBL1,0.3157176063590101,0.3157176063590101,0.3157176063590101,human
LRPAP1,0.4064661204124969,0.4064661204124969,0.4064661204124969,human
RBP7,-0.5918511358030747,-0.5918511358030747,-0.5918511358030747,human
IGF1,-0.5331991864294898,-0.5331991864294898,-0.5331991864294898,human
LMNA,0.6184941556158079,0.6184941556158079,0.6184941556158079,human
FAP,0.3674752452919405,0.3674752452919405,0.3674752452919405,human
RPS12,-0.2865122972596552,-0.2865122972596552,-0.2865122972596552,human
SAT1,0.3600587928560017,0.3600587928560017,0.3600587928560017,human
PENK,-0.9957752747342784,-0.9957752747342784,-0.9957752747342784,human
PIM3,0.7106905588428587,0.7106905588428587,0.7106905588428587,human
RARRES1,0.4106405955485003,0.4106405955485003,0.4106405955485003,human
SGIP1,0.2137786826838273,0.2137786826838273,0.2137786826838273,human
RPS24,-0.237390836384578,-0.237390836384578,-0.237390836384578,human
ISLR,0.3117362065853295,0.3117362065853295,0.3117362065853295,human
APOC1,0.1616655896946106,0.1616655896946106,0.1616655896946106,human
HLA-B,0.2366929490202345,0.2366929490202345,0.2366929490202345,human
COL6A3,0.7090194767408255,0.7090194767408255,0.7090194767408255,human
DUXAP8,0.1746691740055248,0.1746691740055248,0.1746691740055248,human
ITM2B,-0.5959736509022253,-0.5959736509022253,-0.5959736509022253,human
S100A6,0.4178700818911203,0.4178700818911203,0.4178700818911203,human
TNFRSF11B,0.8523237779536178,0.8523237779536178,0.8523237779536178,human
MALAT1,0.322193734441095,0.322193734441095,0.322193734441095,human
CREB5,0.4287781363722065,0.4287781363722065,0.4287781363722065,human
PHLDA2,0.6020198416635945,0.6020198416635945,0.6020198416635945,human
ZFAS1,-0.3282895844568263,-0.3282895844568263,-0.3282895844568263,human
IER2,0.5830765340732804,0.5830765340732804,0.5830765340732804,human
RPL13,-0.0732194297211146,-0.0732194297211146,-0.0732194297211146,human
HMGA1,-0.0212211842401073,-0.0212211842401073,-0.0212211842401073,human
HES4,0.8281420667737722,0.8281420667737722,0.8281420667737722,human
RPL39,-0.2605531435282353,-0.2605531435282353,-0.2605531435282353,human
NPC2,0.3176889064565409,0.3176889064565409,0.3176889064565409,human
PDLIM4,0.3690360867100102,0.3690360867100102,0.3690360867100102,human
RPL29,-0.0180988691195755,-0.0180988691195755,-0.0180988691195755,human
RPL3,-0.0402959129354734,-0.0402959129354734,-0.0402959129354734,human
PLK3,0.5178791693278211,0.5178791693278211,0.5178791693278211,human
CD59,0.0144415766229812,0.0144415766229812,0.0144415766229812,human
GADD45A,0.4378863458015929,0.4378863458015929,0.4378863458015929,human
OGN,-0.9097886190607634,-0.9097886190607634,-0.9097886190607634,human
HELLPAR,-0.5101265899174448,-0.5101265899174448,-0.5101265899174448,human
OSTC,-0.2305133862163879,-0.2305133862163879,-0.2305133862163879,human
RPL36A,-0.2217235843821834,-0.2217235843821834,-0.2217235843821834,human
EMP1,0.2865610034840427,0.2865610034840427,0.2865610034840427,human
LGALS3,0.2632107560644603,0.2632107560644603,0.2632107560644603,human
PLAC9,-0.2193208755057001,-0.2193208755057001,-0.2193208755057001,human
TBX3,0.4612647420987417,0.4612647420987417,0.4612647420987417,human
EEF1A1,-0.2279756130723865,-0.2279756130723865,-0.2279756130723865,human
SERPING1,0.2603283628944071,0.2603283628944071,0.2603283628944071,human
MIR503HG,-0.3478552929511118,-0.3478552929511118,-0.3478552929511118,human
ANKRD28,0.2523848330222174,0.2523848330222174,0.2523848330222174,human
XIST,0.1963813911087371,0.1963813911087371,0.1963813911087371,human
RPSA,-0.2480901066258197,-0.2480901066258197,-0.2480901066258197,human
WNT5A,0.6211465252255985,0.6211465252255985,0.6211465252255985,human
MFAP4,0.1633517471819514,0.1633517471819514,0.1633517471819514,human
COL1A1,-0.1569489809135884,-0.1569489809135884,-0.1569489809135884,human
CAV1,-0.1708099967573999,-0.1708099967573999,-0.1708099967573999,human
HMGN2,-0.3992741164998446,-0.3992741164998446,-0.3992741164998446,human
KLF6,0.7033796187130283,0.7033796187130283,0.7033796187130283,human
RPL32,-0.1872939355207182,-0.1872939355207182,-0.1872939355207182,human
SERTAD1,0.3524936082744792,0.3524936082744792,0.3524936082744792,human
INAFM1,0.480200712480467,0.480200712480467,0.480200712480467,human
COX6C,-0.2607605043727781,-0.2607605043727781,-0.2607605043727781,human
CTSK,0.1878566554802534,0.1878566554802534,0.1878566554802534,human
IER3,0.8684876108852206,0.8684876108852206,0.8684876108852206,human
RPL12,0.0601042987425168,0.0601042987425168,0.0601042987425168,human
MXRA8,0.2645561370235614,0.2645561370235614,0.2645561370235614,human
RPL26,-0.1443878939747085,-0.1443878939747085,-0.1443878939747085,human
SEMA5A,0.1652604929057505,0.1652604929057505,0.1652604929057505,human
RPS28,-0.2226981065216451,-0.2226981065216451,-0.2226981065216451,human
NR4A1,0.8999437135546127,0.8999437135546127,0.8999437135546127,human
EDNRA,-0.157023176368585,-0.157023176368585,-0.157023176368585,human
PPDPF,0.0596569657819241,0.0596569657819241,0.0596569657819241,human
PLAUR,0.4179673346196306,0.4179673346196306,0.4179673346196306,human
RPS3,-0.163582650204579,-0.163582650204579,-0.163582650204579,human
RPS27A,-0.2186629792798422,-0.2186629792798422,-0.2186629792798422,human
RPS23,-0.1747006038055599,-0.1747006038055599,-0.1747006038055599,human
PPP1R14A,0.3972607834485149,0.3972607834485149,0.3972607834485149,human
EGR1,0.224725669342388,0.224725669342388,0.224725669342388,human
TIMP2,0.2425690578225606,0.2425690578225606,0.2425690578225606,human
MMP19,0.3305152219159687,0.3305152219159687,0.3305152219159687,human
S100A11,0.2706684734398337,0.2706684734398337,0.2706684734398337,human
LAPTM4A,-0.1231037296151674,-0.1231037296151674,-0.1231037296151674,human
RPS13,-0.1460968143682875,-0.1460968143682875,-0.1460968143682875,human
MYADM,0.3895052245391124,0.3895052245391124,0.3895052245391124,human
RPL11,-0.1077138799271129,-0.1077138799271129,-0.1077138799271129,human
STC1,-0.6341069388053655,-0.6341069388053655,-0.6341069388053655,human
COL14A1,-0.2642213195879404,-0.2642213195879404,-0.2642213195879404,human
IFI6,0.3644661244771881,0.3644661244771881,0.3644661244771881,human
NAP1L1,-0.1026718299948857,-0.1026718299948857,-0.1026718299948857,human
RPS2,-0.2034357623906855,-0.2034357623906855,-0.2034357623906855,human
EEF1B2,-0.1081424880193307,-0.1081424880193307,-0.1081424880193307,human
MOB4,-0.2818848187559206,-0.2818848187559206,-0.2818848187559206,human
CD24,-0.303644526650273,-0.303644526650273,-0.303644526650273,human
CTHRC1,0.0342879529649787,0.0342879529649787,0.0342879529649787,human
SH3BGRL3,0.5173679458287583,0.5173679458287583,0.5173679458287583,human
ARID5B,0.4924449297703781,0.4924449297703781,0.4924449297703781,human
