gene_symbol,adj.P.Val,logfc_dz
MMP26,0.0219871781680439,2.42700731587756
FREM2,4.96805317043583e-05,2.37792234385531
,3.62940958600914e-05,2.36410213588565
CTSZ,1.66049134632163e-09,2.30615094078019
CRISP3,0.00142030725793783,2.26898977542377
PLA2G4A,8.77948220326629e-05,2.16591985229293
PKHD1L1,0.00714772052609679,2.1297287416612
SNTN,8.11282857239064e-06,2.10501298292176
SNX30,4.55204911593473e-06,2.08212916578412
AGR3,3.55110634038629e-05,2.05597901496479
LOC101927057,1.13526586032259e-05,2.03814015707465
,0.00267974061640115,2.02596404190002
NTN4,1.8939599257364e-05,1.97881566677187
SLAIN1,0.000367034020914564,1.9585707138289
FAM110C,0.00671676307136276,1.95128343714245
ZNF506,1.40933457523065e-06,1.94245746616187
ENPP3,0.0206232829198652,1.88913799242021
TXNDC16,0.000123144269100868,1.87781070861867
RWDD3,2.51744291184695e-06,1.8669313463632
GBP3,0.000293724634042074,1.84731834716631
PDE4DIP,6.44129487754427e-06,1.83612084623911
PIP5K1B,5.37274713837428e-05,1.83161390566955
TOPORS,1.39443777494124e-06,1.82333686124656
CIPC,4.40958847831681e-05,1.80058476593079
TFPI2,0.0114145555194658,1.79935503303705
TSIX,8.75207650224348e-06,1.7982019228219
LY75,1.66155755707656e-05,1.79792277541781
NDP,0.000405861203656004,1.78619243584837
CCDC146,0.00103087460576727,1.780314115975
SLC22A3,0.000272870412312435,1.76454810247534
RBBP5,2.94801910139082e-09,1.75535566321331
PSPH,5.93329027635289e-05,1.73923449254855
IL15,0.00052189722165529,1.72894588969588
LRRC1,0.00209889184145656,1.72425807831447
TRAPPC13,6.88430046177377e-06,1.71903006576353
RSRP1,0.000932692950804133,1.71873750922876
ARMT1,5.71267188276022e-05,1.7155106555959
PRPF39,0.000105884647108638,1.71448192401039
HGD,0.000559307795930753,1.71221011782041
SHPRH,6.43170153219298e-05,1.70286079654746
SDAD1,2.53715150118868e-06,1.70194123781177
ABCA5,0.000128989308715667,1.70159358349122
CLGN,0.000242255059308431,1.69441690703945
FAIM,1.84630333110082e-05,1.68028418677447
KBTBD7,1.8006449797509e-06,1.67769481211578
ZNF140,7.1208043917706e-05,1.67429671065646
MUC15,0.000105044421394834,1.66822410939697
HPS5,1.77670005723821e-06,1.66735343980171
