gene_symbol,adj.P.Val,logfc_dz
CAV2,1.2456091171908e-10,1.15985322165604
SANBR,1.71186991110809e-11,1.1590990353502
FBXL4,5.30780857170885e-17,1.15890867029399
BTN3A3,1.19542108514557e-10,1.15860143358659
RRN3,4.19768144670238e-12,1.15774074409273
CAAP1,1.58863329919765e-14,1.15765359381707
INTS2,2.38772749847519e-15,1.15715264455359
KPNA2,7.06206521590937e-10,1.15688279373516
SYDE2,8.0063051921692e-13,1.15524068091245
KPNA3,2.15854558021795e-12,1.15504437228879
GJB6,0.00174560505896581,1.15483293088347
SUCLA2,4.98551254945879e-08,1.15477501349129
ESF1,2.9762674823514e-15,1.15442309552806
TMEM170B,2.49816662582244e-14,1.15435999019053
ZNF462,2.51824421160251e-14,1.15388653114271
GHR,1.8655108919611e-12,1.15338012124872
THAP10,1.92261353479279e-15,1.15290166949995
DNAI7,3.58450860001332e-09,1.15228084353512
ECT2,7.92109567512275e-08,1.15207048990717
ANP32E,2.5419337952032e-11,1.15057540867889
CMSS1,8.39418103371378e-14,1.15036051183637
FBXO33,1.23263573804671e-17,1.15021416028417
NAA15,8.42910571948503e-18,1.14996648241792
RACGAP1,7.56283775285823e-07,1.14844555030243
UGDH,3.6192328408062e-13,1.14827050680296
SMNDC1,9.62009977743919e-17,1.14788259408938
ATMIN,1.4495402861254e-12,1.14728818582594
ETNPPL,1.27087685626565e-06,1.14726318985683
MIB1,3.97257869936788e-13,1.14703163975444
NME7,1.52549781295269e-12,1.14685356254964
ZNF23,3.84527603211878e-10,1.14676040373088
CCT6B,7.50934111571531e-14,1.14622989346289
UBE2D1,1.50049667150454e-15,1.14569707862353
TRIM24,2.11932200877546e-17,1.14555368307867
RPGRIP1L,1.1083497277831e-17,1.1434272493751
DPY19L3,4.66846405320476e-10,1.14329155274766
CDC23,3.66715850135594e-13,1.14324955806161
CENPE,1.0154413514673e-07,1.14282811576286
EFEMP1,1.15274448279511e-05,1.14223058317385
HACD1,4.35465910725041e-07,1.14217944057407
ETFA,4.12333859213615e-12,1.14046035735432
C1GALT1C1,6.66812761441352e-13,1.14031331329477
NCAPG2,1.26308804773579e-10,1.14016078632957
CHURC1,1.04006035470501e-10,1.13914298828075
ZBTB6,1.65341140132048e-14,1.13850784299838
ZNF271P,1.84627103234929e-18,1.1381634005507
CENPF,1.10541717338225e-07,1.13744879381882
BAG2,1.72553048165261e-13,1.13683619988717
METTL4,2.34452728983547e-17,1.13682862080883
TXNDC16,1.87428980563368e-06,1.1364450451714
RNFT1,5.34740844967886e-12,1.1345607661613
ANKMY2,3.84043391471661e-10,1.13436088934146
KIZ,8.764664777331e-11,1.13136487949191
SYTL4,4.08560573223065e-08,1.13135332515789
CCDC43,2.09853058629384e-16,1.13115440787939
DACH1,4.12641865429343e-09,1.13043492568799
UFSP2,3.98997801218701e-12,1.12994521948203
CRYZL2P,9.41484794003586e-08,1.12988626451567
SLC12A2,1.21136104338352e-10,1.12986768318488
RP2,8.88651366901725e-15,1.12940937774123
TPRKB,4.01885318471683e-10,1.1291524868506
HLTF,1.03144720048759e-10,1.1291328183977
LRR1,8.13023620761945e-14,1.12893159565843
VASH2,1.8858756661307e-11,1.12856327647899
RBM3,7.44555667967962e-14,1.12721574848464
CUL2,1.34347875909252e-19,1.12703097103505
TMEM35A,8.16768480379091e-08,1.12681826300532
BBS4,9.07787571673784e-18,1.12654605302302
CA2,1.91593072254421e-09,1.12649132729885
ALDH1A1,2.20554507367922e-05,1.12636103608337
TXNDC9,4.04829750904827e-15,1.12555626780626
RND3,3.09271361651752e-07,1.12503269954253
ARL14EP,4.3587714870439e-19,1.12386010244671
NFU1,5.64606949654751e-13,1.12365993588024
DIO2,5.41926406665872e-08,1.12344761490209
MELK,3.85020698321551e-06,1.12341058021226
DTL,1.85935401045607e-07,1.12340813626128
AASDHPPT,8.03493759905382e-12,1.12278486194733
MMP10,0.0343189677634737,1.12274193051595
RARS1,1.10607275866952e-08,1.12260080510936
MBOAT1,5.5890137817555e-10,1.12215707183933
ECI2,6.84467255026415e-06,1.12193039301022
LAMA1,1.91994453808684e-06,1.12180622053082
FKBP14,1.062229857872e-19,1.12138142383807
