gene_symbol,adj.P.Val,logfc_dz
SNTN,2.48618778912492e-11,2.20566811653262
TOP2A,9.23209939843566e-07,2.15429456197968
NDC80,1.67014993368118e-09,2.09554298794916
NUF2,6.91734211805445e-12,2.0935530220434
AGR3,1.10499316408283e-08,2.09128872745637
PCSK5,3.92549128239654e-09,2.05827069640331
CTSZ,4.30397807795894e-23,2.04421952260771
TSIX,2.40732407480465e-14,2.02900669690605
SHCBP1,2.0723285334613e-12,1.98399425783152
DCDC2,1.57051309264705e-12,1.9602363475128
SMC3,2.25419917047796e-18,1.95796674003202
KIF11,8.7506604149514e-08,1.95536866411195
DLGAP5,7.65345213223272e-07,1.94445892707042
DBF4,2.83416214975162e-11,1.93600374516813
ANLN,2.22449741899799e-08,1.92406330717895
CCDC113,1.82493978196598e-13,1.88860278773117
MNS1,1.71326760721082e-12,1.87186052272086
WIF1,1.03920808757132e-05,1.8651822404537
CIPC,4.45623784587006e-14,1.85488071802161
NUSAP1,5.85979003770281e-08,1.84713198746638
BRCC3,2.98926343371988e-17,1.83817890930535
OSBPL1A,1.34649900452935e-17,1.82947443702331
EZH2,1.71309194202419e-09,1.82617272595804
F2R,1.85157099188521e-10,1.82315588882005
TRAPPC13,2.29942145282578e-13,1.80548502000166
DNAJC9,7.70337505683846e-11,1.80340100631339
CDK1,5.94288484740092e-08,1.80080455545158
CRISPLD1,5.41237378020043e-05,1.7992496055552
POSTN,8.04669954732156e-05,1.79534251932224
HPS5,7.61807195388181e-14,1.78932500175052
CEP55,3.61799178906414e-07,1.78770637886119
GNL2,6.14010186875055e-13,1.77412988758364
BIVM,3.25897864378073e-15,1.77327103282838
EFCAB7,1.19341065086466e-15,1.77094727649083
SPAG1,4.70788644251329e-11,1.7611814984617
LOC101927057,1.02744433218924e-08,1.75716664937457
LMNB1,7.26127415911452e-09,1.75158836388764
PPWD1,1.08412156425234e-10,1.75124407898311
PIBF1,1.09989400675603e-13,1.7433417545866
KIF23,1.21810363619606e-07,1.73793193009985
ZNF83,6.21679223281409e-08,1.73697994610205
CCNB1,8.62862206666781e-07,1.73575045719685
DPY19L1,6.20139995458305e-12,1.7307591250671
KIF20A,1.60078509971077e-05,1.72261761020736
FANCL,7.53075523413355e-11,1.72219093561571
IL33,3.48331834852486e-12,1.71979517503491
ALDH1A1,1.09195985948971e-07,1.71971724647536
AMZ2P1,4.71809193358024e-11,1.71657680443093
SLC25A43,8.11211284443347e-12,1.71475545253841
NCAPG,4.02454324716315e-09,1.71460168933756
HMGB2,6.80319918131619e-10,1.71279181646725
YIPF5,1.28956177301607e-17,1.70968102975983
RRM2,9.7974392360709e-06,1.70864966873766
PRPF39,1.92942679367403e-10,1.70657739784606
OLFM4,0.000563521926724473,1.70085263227841
SPA17,1.93868628410994e-12,1.70069513368777
DNAAF4,3.89211337385639e-13,1.68939665472571
F13A1,2.25215207588155e-07,1.68880290353244
ARMT1,2.10857043294453e-10,1.68757921692989
CRYZL2P,1.47101545118643e-10,1.68506002555419
PLCB4,7.8327031243079e-08,1.68094190381919
PBK,4.48745466191254e-05,1.67905810021641
THAP9-AS1,5.41767680426982e-11,1.6777819299635
,2.13699138763407e-06,1.67653940893171
EPB41L3,7.2522847735102e-14,1.6755859323433
HSDL2,6.75928425987163e-15,1.67160585010135
NRBF2,1.29045124142968e-11,1.67071736656492
RGS7BP,1.57049038179383e-10,1.670436039391
NTN4,4.76099824542264e-08,1.66528434758099
FOLH1,9.30016343917763e-09,1.66039005748249
TRAPPC6B,1.02201360206408e-10,1.6598963198643
ZNF140,1.37004267128056e-10,1.65687414843394
GPAM,1.05513826033694e-18,1.65258735381968
PIP5K1B,2.46474302249871e-06,1.65081846017324
,1.28500888415559e-08,1.64648338211241
NCEH1,2.68546922333723e-10,1.63923811491034
SWAP70,6.29074445468857e-11,1.63279586934036
IKBIP,2.66952930047983e-18,1.63143431388103
HTR2B,1.06925825136796e-07,1.63078104759508
PROM1,3.58159810285442e-05,1.63069022265566
CENPK,4.29833409421683e-07,1.62972592561791
EOGT,1.20929113315148e-10,1.62171954736432
ZNF23,1.48072691130011e-12,1.6206349393541
KMO,0.000417818666857924,1.61933202409279
C17orf75,1.37971795651334e-15,1.61823196479035
DHX29,4.45272595001771e-11,1.61733204553805
HSP90B1,3.67050744117029e-10,1.61499969362417
EAF1,5.78401382979163e-15,1.61439717877425
SHPRH,1.07134818429265e-10,1.61416895918946
CFI,3.97322479629427e-08,1.61297599099261
CMTR2,1.21790445123795e-12,1.61268603165776
NAP1L3,2.06413027995621e-07,1.61181905712061
LINC00645,9.7381471219288e-06,1.6111403407077
PCYOX1,5.53351157681368e-12,1.61106098265081
CEP76,4.29858079277409e-16,1.61006106129767
KIF15,8.94634333174229e-07,1.60862271972636
TTK,1.57741264798902e-06,1.60613591270354
TOPORS,2.43787788491347e-13,1.6011128325608
SRP72,1.01440683218229e-14,1.59926175340039
HK2,6.33042418347115e-09,1.59736338969921
ZNF277,4.69014761554268e-15,1.5953871752485
GGH,9.97511353643688e-09,1.59509339533612
ADAM12,6.74230447816216e-06,1.59502286948723
MSH2,2.6591231168045e-10,1.59305627178687
TTF2,1.71250246987139e-12,1.59202837015167
WDR11,7.90062474963129e-12,1.59147339637491
PRC1,1.33225548323748e-06,1.59002925106103
KBTBD7,1.10613270639666e-11,1.58448617878943
MMP26,0.0223843299494255,1.58266527788345
RIT1,8.64842549688692e-17,1.58261155048941
TAF1A,1.70909096938164e-14,1.58211827003856
BLOC1S6,4.53043592370206e-15,1.58130991253008
RECQL,1.56782899995385e-14,1.57842267309506
HIBCH,1.93904348786424e-10,1.57543391202384
MIR302CHG,1.00775267209159e-10,1.57319106352771
ABRAXAS1,2.66952930047983e-18,1.57171277415509
MRPL13,1.13191921725978e-11,1.57061596950485
EGFL6,1.6264133166315e-07,1.5701481311094
EFEMP1,5.55074309583229e-07,1.56953179400068
CPE,3.388367810717e-09,1.56886536526495
GRB14,2.60254286799052e-09,1.56507516814356
NUCB2,7.03844787615791e-14,1.56393989094896
PPIL4,1.62280868518083e-10,1.56391044319137
PLOD2,1.06978256332765e-12,1.56226891727953
CTNNB1,2.42087332715222e-14,1.56024084845488
ACTR6,1.51611029376572e-12,1.5577593478433
EIF2AK3,1.26139811143243e-11,1.55695152248145
GPX8,1.91700228492697e-12,1.5564892760286
YWHAB,1.03042123830408e-14,1.55597895143557
CCDC146,1.71514313996261e-05,1.55487457304698
EIF3E,6.83364700452866e-13,1.55382541582241
USP46,3.95556251914903e-16,1.55335510971962
GALNT7,2.74923909860758e-11,1.55149527895737
UBXN4,5.8647152158409e-13,1.55107354363829
SDAD1,1.7868009184584e-15,1.55099127182371
SLU7,1.9313168740605e-14,1.54897292087058
MEST,4.30733788946308e-06,1.54807335158901
ARFGAP3,4.88818244157969e-11,1.54662750980894
GOLGA8A,1.41569578131323e-05,1.54659708199096
BBS2,6.94731847648531e-13,1.54300304582924
NMT2,1.39075675158156e-12,1.54271799380508
GSAP,5.74997864996764e-08,1.54247814506224
ZNF506,1.16933312233347e-10,1.53965007826975
MITD1,1.19331408619994e-11,1.53964739731458
FBXO5,4.25215535676205e-11,1.53799353550832
CAPSL,1.49407370966276e-07,1.53739109132113
UGT8,3.90995761552754e-10,1.53680278078519
TBC1D31,5.5864099619654e-17,1.53629011004986
DNAJC10,6.34026502411668e-10,1.53548112271926
MASTL,1.76607223114906e-12,1.53483394657327
TIGAR,7.15661700511641e-14,1.53472493086324
TEX9,1.41286831653681e-18,1.5339924681894
PPP3R1,1.70741757479035e-18,1.5322441592115
DMXL2,1.13691383153927e-08,1.53164683246766
NSRP1,6.75939751976817e-14,1.53102776421661
PLK2,3.10250479052813e-09,1.52976741029661
VEZT,1.31791227368754e-12,1.52935012139246
SPA17P1,6.03451277155603e-11,1.52471259041815
SGCE,5.98417068193864e-09,1.52445063890153
C2CD5,4.01967966321984e-11,1.52350316020341
TNFSF10,1.79250021246174e-05,1.52337465591375
INTU,1.09702763043266e-10,1.52282935406466
TMEM17,1.84530547839803e-17,1.52122102056388
KRBOX4,2.66091345230107e-12,1.52021127421658
PAXIP1,9.91840469517296e-15,1.51809484363252
RBBP5,6.53008048887738e-17,1.51775432069761
RARS1,2.67096966846572e-10,1.51592727811566
COPS5,2.87742901474059e-13,1.51343221154573
AGL,5.64300807407566e-12,1.51328472445608
ORC6,2.13625096194151e-09,1.51287893100669
RBM34,3.39771877124827e-16,1.51272604273235
AKR1C3,3.39445843971487e-07,1.51241788208364
RASGRP1,1.31458335275654e-07,1.5108160483356
CEP57,2.59140648267417e-14,1.51054515776774
ATMIN,5.77572479312682e-14,1.5100574162259
ZBED8,8.83381614720271e-13,1.50920594241756
HAT1,2.86105941337294e-11,1.50919014369783
HAUS1,3.30778451821286e-10,1.50793398146933
FAM81B,5.25576389915367e-08,1.50751572247786
CFAP36,5.25033358828057e-12,1.50348160227384
CLK1,4.16716364524158e-07,1.50185005686513
POGLUT3,9.62674765324192e-12,1.50077853858776
NDUFA5,1.08815710634812e-09,1.50032152070631
SUCLA2,4.47879869504613e-09,1.49987742337108
MRPL19,1.13807124969599e-16,1.49875020779657
CBX3,3.38779912585379e-12,1.49656087239418
CDC7,2.84955683195388e-10,1.49637001560835
MPHOSPH10,1.15720866849095e-08,1.49350364440637
PPIP5K2,4.42913010067924e-12,1.49163397171938
DDX60L,2.25498097776936e-12,1.4915699741136
SSB,6.75161397081236e-10,1.49073736618766
OSBPL9,1.50164402848659e-09,1.49057463167626
RAD51AP1,4.288580189481e-08,1.49048332989369
CWC22,1.63466445299074e-13,1.4894818479969
ECI2,6.48690267161635e-07,1.48877608255009
GRAMD1C,0.00167127627869584,1.48709952726964
IL13RA1,9.05926231689909e-16,1.48681280376694
ZNF823,2.06311599541163e-14,1.48631806037986
MED4,5.8736351047003e-15,1.48621391946705
CIR1,5.68424581539058e-12,1.48604029346621
NUP35,2.10202812538253e-11,1.48445451759913
TOGARAM1,3.73135924132402e-12,1.48298754656284
CENPE,1.00088006817137e-08,1.48257643943237
RRM2B,3.36689146762889e-11,1.48162049730341
PSMA3-AS1,1.08482797237552e-06,1.48145754006059
UPF2,2.16279575235629e-11,1.48066562326508
APPL1,8.07117865250474e-16,1.47945788561786
FAM214A,6.62197564361043e-09,1.4789601683213
RACGAP1,1.10169741084571e-07,1.4786232157368
EML1,1.62402049872069e-15,1.47852379575162
PPP2R3C,1.69619634588508e-11,1.47753268777462
ABCE1,6.21500746052276e-12,1.47744304885038
GET1,2.1926004513113e-11,1.47675684557982
CCNA2,9.61045368007254e-08,1.47468782470261
TMEM200A,1.17855919183351e-10,1.47391611392965
PRMT3,1.32347431698723e-11,1.47258840959652
RSRP1,3.21461896713695e-06,1.47143688758376
NIPSNAP3A,2.82491373441298e-10,1.47039949529811
