gene_symbol,logfc_dz,mean_logfc,median_logfc,P.Value,adj.P.Val,AveExpr,t,B,probe.id,signature_type
FOSB,3.35191569889798,3.35191569889798,3.35191569889798,3.45728937741625e-10,2.528351146269e-09,8.21675378297101,-7.85838119913742,13.0368793408627,2354_at,UP
FOS,3.1201136449864,3.1201136449864,3.1201136449864,3.28155399774475e-09,1.60466345404162e-08,9.03918886414927,-7.21900066583441,10.8153405679692,2353_at,UP
JUNB,2.47535168909421,2.47535168909421,2.47535168909421,2.1325349273422402e-14,1.89103227063543e-12,8.94965098571824,-10.7412523022873,22.6094081943542,3726_at,UP
EPHX1,2.20619834615442,2.20619834615442,2.20619834615442,2.02963124734298e-15,3.88571223629468e-13,9.67626669249403,-11.4883232957625,24.9265028673115,2052_at,UP
ZFP36,2.10266102347737,2.10266102347737,2.10266102347737,1.5758718830481202e-09,8.70554467431437e-09,10.1270980255913,-7.42676047584938,11.5391549842896,7538_at,UP
FKBP8,2.01683408270415,2.01683408270415,2.01683408270415,1.22057835345198e-14,1.3415194782265699e-12,7.15684109770178,-10.916447502067,23.1594402864557,23770_at,UP
MUC5B,2.00480826210501,2.00480826210501,2.00480826210501,4.36880544672e-06,8.89657130635377e-06,7.39273269997103,-5.17497458369072,3.7491113450304,727897_at,UP
IER2,1.96732150090574,1.96732150090574,1.96732150090574,1.4991516151496e-14,1.51199782910804e-12,11.3722686370313,-10.8517590224671,22.9568188755969,9592_at,UP
BPIFB1,1.8263011317065,1.8263011317065,1.8263011317065,0.0004200786796678,0.0006167496899595,6.1968513149006,-3.78859365884264,-0.661544488813772,92747_at,UP
APOD,1.80450073818269,1.80450073818269,1.80450073818269,7.477247441427181e-09,3.21502805604942e-08,8.59826486814101,-6.98624037524997,10.0031055597595,347_at,UP
CENPB,1.78780012835591,1.78780012835591,1.78780012835591,4.0919113157711795e-12,8.098426221474089e-11,7.97028486910422,-9.14515140136326,17.4202123432285,1059_at,UP
HSPB6,1.78182554392577,1.78182554392577,1.78182554392577,1.42586855796899e-12,3.72952938993434e-11,6.88439265380006,-9.45808443833882,18.4616379508067,126393_at,UP
ZNF580,1.73987214450072,1.73987214450072,1.73987214450072,2.09752050105812e-10,1.69958900093649e-09,9.55493794579497,-8.00130947076017,13.5304762730049,51157_at,UP
PRKCSH,1.73878243658616,1.73878243658616,1.73878243658616,1.81820228299766e-14,1.7103464734154999e-12,10.1286267514842,-10.7911953435653,22.7666176740368,5589_at,UP
BANF1,1.72499981281652,1.72499981281652,1.72499981281652,5.730788817440341e-15,8.01358858584215e-13,11.2263254565755,-11.1558200622227,23.9043979049805,8815_at,UP
TFF3,1.70853083873666,1.70853083873666,1.70853083873666,3.13414435122338e-05,5.46753644102024e-05,8.09043992274158,-4.59385718737359,1.83369890129104,7033_at,UP
BTBD2,1.68803217160917,1.68803217160917,1.68803217160917,6.569436727311671e-14,4.2892966985593196e-12,8.36499630289569,-10.3916297231975,21.4997772382732,55643_at,UP
IRF2BP1,1.67918219597732,1.67918219597732,1.67918219597732,5.24917177222742e-15,7.51916325750395e-13,7.79790969543728,-11.183764244489,23.9908668837453,26145_at,UP
SCGB3A1,1.67739248320279,1.67739248320279,1.67739248320279,9.84629116810371e-08,2.98007429502713e-07,7.16367207493473,-6.25857991377611,7.4647837781858,92304_at,UP
MTSS2,1.67334300953098,1.67334300953098,1.67334300953098,1.6626336047213202e-15,3.27474872683765e-13,6.3503927295171,-11.5527416013708,25.12280710039,92154_at,UP
TRAPPC1,1.66620990901854,1.66620990901854,1.66620990901854,1.68379925825465e-10,1.43175359095427e-09,9.73737625437822,-8.06428098706536,13.7475052562024,58485_at,UP
FXYD1,1.65985073501188,1.65985073501188,1.65985073501188,1.28926959719557e-05,2.40632331926689e-05,8.15452208191253,-4.85816378734616,2.69544627464257,5348_at,UP
DUSP2,1.65426884312265,1.65426884312265,1.65426884312265,1.41814799582006e-06,3.20067690021795e-06,8.44653450497329,-5.4998006718787,4.84822666094267,1844_at,UP
SLC4A2,1.64876469141223,1.64876469141223,1.64876469141223,2.2747178061660297e-16,8.62876287805647e-14,7.97173639350179,-12.2049343548207,27.0787427035727,6522_at,UP
HHLA3,1.640871256012,1.640871256012,1.640871256012,2.17961603935793e-10,1.7556922906098201e-09,7.55390145530206,-7.99031391629835,13.4925520551739,11147_at,UP
CD74,1.63885768699668,1.63885768699668,1.63885768699668,2.97648044869112e-11,3.7659188085848603e-10,9.70637977788797,-8.56423264698839,15.4596042396055,972_at,UP
RAB1B,1.63201003030301,1.63201003030301,1.63201003030301,1.1581868960549e-09,6.76098614385539e-09,9.1362553273619,-7.51414812338939,11.8431288426518,81876_at,UP
ZNF628,1.63159955975121,1.63159955975121,1.63159955975121,2.2727486881295296e-11,3.05078532946562e-10,6.55637003977133,-8.64263491797591,15.7261427024582,89887_at,UP
CFD,1.62667105535904,1.62667105535904,1.62667105535904,2.54449462871242e-05,4.50215323266349e-05,7.20848232598632,-4.65627385065478,2.0356116155792,1675_at,UP
GPX3,1.62314620475042,1.62314620475042,1.62314620475042,0.0001780548237515,0.0002750174590653,8.78478489793834,-4.06163585829355,0.159101127478529,2878_at,UP
SOD3,1.61840092132355,1.61840092132355,1.61840092132355,2.1781639543184003e-10,1.75521284186696e-09,7.10629118371343,-7.99050475879079,13.4932103514784,6649_at,UP
STXBP2,1.61281855749543,1.61281855749543,1.61281855749543,1.20660681253184e-12,3.26029380175608e-11,7.87363537818744,-9.50794614323824,18.6265552606813,6813_at,UP
LOC105373159,1.60088773192779,1.60088773192779,1.60088773192779,9.1215504418742e-17,4.55721559149637e-14,7.41938074687161,-12.5107417106994,27.9760910079923,105373159_at,UP
NR4A1,1.58353621884352,1.58353621884352,1.58353621884352,2.02582795168392e-06,4.42446526946298e-06,8.10246599805775,-5.39726150875903,4.49949573843849,3164_at,UP
