gene_symbol,logfc_dz,mean_logfc,median_logfc,P.Value,adj.P.Val,AveExpr,t,B,probe.id,signature_type
FOS,2.95660430896099,2.95660430896099,2.95660430896099,1.0949181546387499e-13,5.77423627188103e-13,9.17409501547527,-8.53553655754749,20.6102258479935,2353_at,UP
FOSB,2.94964141806159,2.94964141806159,2.94964141806159,2.68192932777753e-13,1.287476924073e-12,8.17443758458224,-8.36035765988603,19.7268769924627,2354_at,UP
JUNB,2.11166003053685,2.11166003053685,2.11166003053685,3.7372593800756595e-18,7.069849572808e-17,9.23617479855965,-10.5231873663116,30.7676204839444,3726_at,UP
APOD,2.02711108784899,2.02711108784899,2.02711108784899,6.904695821361071e-10,1.8028781288051e-09,9.89747945531204,-6.78468727198286,12.0023198103438,347_at,UP
EPHX1,1.98632783753027,1.98632783753027,1.98632783753027,3.12758197924478e-22,2.87288741089014e-20,10.0995989177272,-12.346294973956,40.0482343435903,2052_at,UP
ZFP36,1.97355707962202,1.97355707962202,1.97355707962202,9.944880961240591e-15,6.69661215023183e-14,10.6565127873102,-9.00200738361035,22.976963067434,7538_at,UP
HSPB6,1.88353604118418,1.88353604118418,1.88353604118418,6.794896948033631e-15,4.7568923131757e-14,7.50702069810937,-9.07579585324846,23.3529264445644,126393_at,UP
GPX3,1.85530748389779,1.85530748389779,1.85530748389779,0.0012251776266444,0.0016385830833236,10.1847843444085,-3.32256641920345,-1.88236524298324,2878_at,UP
IER2,1.78874454813559,1.78874454813559,1.78874454813559,9.11344098582329e-21,4.38215317261982e-19,11.4040835831598,-11.6873217453375,36.7149994069961,9592_at,UP
FKBP8,1.75554047638984,1.75554047638984,1.75554047638984,2.13411587731227e-23,3.46946266911623e-21,7.32614775936405,-12.8757669457321,42.7015195952254,23770_at,UP
CTSW,1.68461474526207,1.68461474526207,1.68461474526207,1.3922479833989e-08,3.04590491209474e-08,8.62523870700571,-6.1507554298662,9.06186106499585,1521_at,UP
PRKCSH,1.66077485120216,1.66077485120216,1.66077485120216,2.18932159130976e-26,1.24572398545525e-23,10.1879731293669,-14.257945521895,49.4987801885804,5589_at,UP
CFD,1.65281606160547,1.65281606160547,1.65281606160547,0.0001525249103355,0.0002209405461645,8.79891583374019,-3.92864074273373,0.0760887501229597,1675_at,UP
BANF1,1.63218638101447,1.63218638101447,1.63218638101447,6.19404073438682e-25,1.95198046774122e-22,11.1688258427857,-13.5817239070236,46.1983615528678,8815_at,UP
STXBP2,1.59613922825737,1.59613922825737,1.59613922825737,5.08413340918279e-22,4.292721307721e-20,8.30608556771735,-12.2509630972691,39.5680063136807,6813_at,UP
PAEP,1.53463820525221,1.53463820525221,1.53463820525221,0.0254287742078151,0.030535995478537,10.0090230926164,-2.26689366520308,-4.63176782474739,5047_at,UP
CD74,1.52956750580853,1.52956750580853,1.52956750580853,1.9286570194956497e-18,4.0189837627007997e-17,9.6304642769869,-10.6507222687664,31.4214976224492,972_at,UP
SOD3,1.5293858387115,1.5293858387115,1.5293858387115,1.07177427282153e-14,7.160542793371231e-14,7.45167840027385,-8.98750057543317,22.903092627301,6649_at,UP
CYP4F12,1.52395386633964,1.52395386633964,1.52395386633964,1.72841416458901e-25,6.322292097757381e-23,7.06370102740219,-13.8387738281619,47.458870299675,66002_at,UP
CST1,1.51148757167363,1.51148757167363,1.51148757167363,4.86728177719078e-05,7.3607530397915e-05,6.87752946563043,-4.23606098747198,1.1628185006768,1469_at,UP
PRB3,1.48322853017196,1.48322853017196,1.48322853017196,1.55095553881393e-22,1.71728504092241e-20,8.19797126048289,-12.4841668825636,40.7414549336644,5544_at,UP
