gene_symbol,mean_logfc,median_logfc,common_experiment,organism,signature_type
SERPINE1,2.115969148390152,2.115969148390152,2.115969148390152,human,UP
MT2A,1.778373814002989,1.778373814002989,1.778373814002989,human,UP
MT1X,1.747925858151489,1.747925858151489,1.747925858151489,human,UP
MT1E,1.634553750510848,1.634553750510848,1.634553750510848,human,UP
MT1M,1.37304796219345,1.37304796219345,1.37304796219345,human,UP
CXCL2,1.170552899272792,1.170552899272792,1.170552899272792,human,UP
CCL2,1.016634482785542,1.016634482785542,1.016634482785542,human,UP
TNFRSF6B,1.009916514102499,1.009916514102499,1.009916514102499,human,UP
ACKR1,0.9750643217902212,0.9750643217902212,0.9750643217902212,human,UP
HES4,0.9097301801540694,0.9097301801540694,0.9097301801540694,human,UP
VCAM1,0.8768473662172436,0.8768473662172436,0.8768473662172436,human,UP
EMP1,0.8662797995435492,0.8662797995435492,0.8662797995435492,human,UP
IGFBP3,0.8647003081625464,0.8647003081625464,0.8647003081625464,human,UP
ICAM1,0.8270697245304546,0.8270697245304546,0.8270697245304546,human,UP
PDLIM4,0.7681268125241467,0.7681268125241467,0.7681268125241467,human,UP
BGN,0.7668199181085302,0.7668199181085302,0.7668199181085302,human,UP
NFKBIA,0.7477899784159798,0.7477899784159798,0.7477899784159798,human,UP
HSPA6,0.7328994431064821,0.7328994431064821,0.7328994431064821,human,UP
LMNA,0.7227835539450047,0.7227835539450047,0.7227835539450047,human,UP
MGP,0.7199121163522832,0.7199121163522832,0.7199121163522832,human,UP
SAT1,0.6818251398822204,0.6818251398822204,0.6818251398822204,human,UP
TSC22D3,0.6646334992615031,0.6646334992615031,0.6646334992615031,human,UP
ANKRD28,0.6462514743245624,0.6462514743245624,0.6462514743245624,human,UP
ADAMTS9,0.6231023194507159,0.6231023194507159,0.6231023194507159,human,UP
KLF6,0.6197040372616436,0.6197040372616436,0.6197040372616436,human,UP
SELENOM,0.5998563985108921,0.5998563985108921,0.5998563985108921,human,UP
INSR,0.5917926328354013,0.5917926328354013,0.5917926328354013,human,UP
SERPINA3,0.5759714941182357,0.5759714941182357,0.5759714941182357,human,UP
ADAMTS6,0.5633022952637334,0.5633022952637334,0.5633022952637334,human,UP
INSIG1,0.5587594070021598,0.5587594070021598,0.5587594070021598,human,UP
PLPP3,0.5494594246504365,0.5494594246504365,0.5494594246504365,human,UP
NEDD9,0.5467008983646602,0.5467008983646602,0.5467008983646602,human,UP
SYNJ2,0.5139573972562739,0.5139573972562739,0.5139573972562739,human,UP
TM4SF1,0.502721231092643,0.502721231092643,0.502721231092643,human,UP
WTAP,0.5009097799655882,0.5009097799655882,0.5009097799655882,human,UP
CXCL3,0.4975994367199134,0.4975994367199134,0.4975994367199134,human,UP
CLDN5,0.489870584836761,0.489870584836761,0.489870584836761,human,UP
ANGPTL4,0.489814613400847,0.489814613400847,0.489814613400847,human,UP
ITGA5,0.4889318970425089,0.4889318970425089,0.4889318970425089,human,UP
YWHAH,0.4880905019604604,0.4880905019604604,0.4880905019604604,human,UP
APOLD1,0.4826956365176034,0.4826956365176034,0.4826956365176034,human,UP
SH3BGRL3,0.4772282273311199,0.4772282273311199,0.4772282273311199,human,UP
CNKSR3,0.4718775550612718,0.4718775550612718,0.4718775550612718,human,UP
MYADM,0.4692017313720569,0.4692017313720569,0.4692017313720569,human,UP
PPP1CB,0.4586072247988462,0.4586072247988462,0.4586072247988462,human,UP
NFKBIZ,0.4585261785348737,0.4585261785348737,0.4585261785348737,human,UP
ARGLU1,0.448955929257298,0.448955929257298,0.448955929257298,human,UP
PIM3,0.4363168374272153,0.4363168374272153,0.4363168374272153,human,UP
IL32,0.4296185254787561,0.4296185254787561,0.4296185254787561,human,UP
KDM6B,0.4273234649174829,0.4273234649174829,0.4273234649174829,human,UP
FAM118A,0.4256112110122939,0.4256112110122939,0.4256112110122939,human,UP
SRGN,0.4142181880222884,0.4142181880222884,0.4142181880222884,human,UP
HSPA5,0.4141833773887176,0.4141833773887176,0.4141833773887176,human,UP
ETS1,0.4109019449028226,0.4109019449028226,0.4109019449028226,human,UP
MIR22HG,0.4094426984859556,0.4094426984859556,0.4094426984859556,human,UP
TSC22D1,0.4082787808029353,0.4082787808029353,0.4082787808029353,human,UP
MT-ND1,0.4069088228485422,0.4069088228485422,0.4069088228485422,human,UP
RPGR,0.4041173793717621,0.4041173793717621,0.4041173793717621,human,UP
CFLAR,0.40217187700694,0.40217187700694,0.40217187700694,human,UP
FAM107A,0.3807556274513855,0.3807556274513855,0.3807556274513855,human,UP
MMP2,0.3801808447660897,0.3801808447660897,0.3801808447660897,human,UP
ZBTB16,0.379328515426132,0.379328515426132,0.379328515426132,human,UP
DLC1,0.3726903615894686,0.3726903615894686,0.3726903615894686,human,UP
TFPI,0.3704082004624447,0.3704082004624447,0.3704082004624447,human,UP
AC020916.1,0.367726896570141,0.367726896570141,0.367726896570141,human,UP
CTHRC1,0.3619891261599848,0.3619891261599848,0.3619891261599848,human,UP
NR4A1,0.351754715590763,0.351754715590763,0.351754715590763,human,UP
H3F3B,0.3510347954417474,0.3510347954417474,0.3510347954417474,human,UP
CAVIN2,0.3500419238846186,0.3500419238846186,0.3500419238846186,human,UP
CDC42SE1,0.3498146552618024,0.3498146552618024,0.3498146552618024,human,UP
SRSF5,0.3481958489857651,0.3481958489857651,0.3481958489857651,human,UP
C1orf56,0.34810136423652,0.34810136423652,0.34810136423652,human,UP
FKBP5,0.3452007046873461,0.3452007046873461,0.3452007046873461,human,UP
TBX3,0.3421682790969265,0.3421682790969265,0.3421682790969265,human,UP
AFF3,0.3414260683061611,0.3414260683061611,0.3414260683061611,human,UP
PLK3,0.3404458535456445,0.3404458535456445,0.3404458535456445,human,UP
CLU,0.3339243308272739,0.3339243308272739,0.3339243308272739,human,UP
KLF2,0.3336333107526719,0.3336333107526719,0.3336333107526719,human,UP
F2RL3,0.3240911383177385,0.3240911383177385,0.3240911383177385,human,UP
CD55,0.3221436492816676,0.3221436492816676,0.3221436492816676,human,UP
RNF145,0.3189939308929282,0.3189939308929282,0.3189939308929282,human,UP
RND1,0.3176668827222641,0.3176668827222641,0.3176668827222641,human,UP
PPP1R15A,0.3169732305865303,0.3169732305865303,0.3169732305865303,human,UP
ETS2,0.3168037293752102,0.3168037293752102,0.3168037293752102,human,UP
ZC3H12A,0.3157172875897307,0.3157172875897307,0.3157172875897307,human,UP
CD93,0.3133387509438634,0.3133387509438634,0.3133387509438634,human,UP
TPBG,0.307318990879384,0.307318990879384,0.307318990879384,human,UP
PLEKHG2,0.3052445981181771,0.3052445981181771,0.3052445981181771,human,UP
F3,0.3042867490531592,0.3042867490531592,0.3042867490531592,human,UP
DDIT4,0.3042310817034639,0.3042310817034639,0.3042310817034639,human,UP
PER1,0.3026619423848926,0.3026619423848926,0.3026619423848926,human,UP
FOSL1,0.3016893126924045,0.3016893126924045,0.3016893126924045,human,UP
MAP3K8,0.3016328040236946,0.3016328040236946,0.3016328040236946,human,UP
IL4R,0.3003639512381982,0.3003639512381982,0.3003639512381982,human,UP
ANKLE2,0.2983922521993603,0.2983922521993603,0.2983922521993603,human,UP
MMRN1,0.2958278079469749,0.2958278079469749,0.2958278079469749,human,UP
VEGFA,0.2948721977845844,0.2948721977845844,0.2948721977845844,human,UP
UHRF2,0.292874757522939,0.292874757522939,0.292874757522939,human,UP
NDUFV2,0.2906351006522108,0.2906351006522108,0.2906351006522108,human,UP
EGR3,0.2902004162594144,0.2902004162594144,0.2902004162594144,human,UP
TFPI2,0.2882794993715144,0.2882794993715144,0.2882794993715144,human,UP
KMT2E,0.287217808335094,0.287217808335094,0.287217808335094,human,UP
PLEC,0.2825372936152951,0.2825372936152951,0.2825372936152951,human,UP
TAGLN2,0.2824914277358035,0.2824914277358035,0.2824914277358035,human,UP
SULT1C4,0.281223146971478,0.281223146971478,0.281223146971478,human,UP
MDM4,0.2809607599220156,0.2809607599220156,0.2809607599220156,human,UP
HBEGF,0.2806516843853146,0.2806516843853146,0.2806516843853146,human,UP
FLT1,0.2798026422095528,0.2798026422095528,0.2798026422095528,human,UP
LY96,0.2788543472480144,0.2788543472480144,0.2788543472480144,human,UP
BCR,0.2732532607156983,0.2732532607156983,0.2732532607156983,human,UP
PHLDB1,0.2723838198989837,0.2723838198989837,0.2723838198989837,human,UP
SERPINB1,0.2660918326640958,0.2660918326640958,0.2660918326640958,human,UP
XIST,0.265900419760428,0.265900419760428,0.265900419760428,human,UP
CCN2,0.2651819974529315,0.2651819974529315,0.2651819974529315,human,UP
SSH1,0.26502650454155,0.26502650454155,0.26502650454155,human,UP
AQP1,0.2600568670385193,0.2600568670385193,0.2600568670385193,human,UP
BTG2,0.2570027065985443,0.2570027065985443,0.2570027065985443,human,UP
CSRP2,0.2568560323873368,0.2568560323873368,0.2568560323873368,human,UP
