gene_symbol,mean_logfc,median_logfc,common_experiment,organism,signature_type
CACNG7,7.514115120882394,7.514115120882394,7.514115120882394,human,UP
MMP13,7.380514035034342,7.380514035034342,7.380514035034342,human,UP
ASB5,6.724938559471863,6.724938559471863,6.724938559471863,human,UP
LOC107986951,6.193574931090393,6.193574931090393,6.193574931090393,human,UP
TNN,6.002061191498034,6.002061191498034,6.002061191498034,human,UP
TDO2,5.787443855945303,5.787443855945303,5.787443855945303,human,UP
DCX,5.753275248578697,5.753275248578697,5.753275248578697,human,UP
HAPLN1,5.73686012390566,5.73686012390566,5.73686012390566,human,UP
CHRNA1,5.6817955328225835,5.6817955328225835,5.6817955328225835,human,UP
SYT10,5.6708017501462935,5.6708017501462935,5.6708017501462935,human,UP
LRRTM1,5.61657380461858,5.61657380461858,5.61657380461858,human,UP
LINC00221,5.613363150046051,5.613363150046051,5.613363150046051,human,UP
LOC105370698,5.486542857018556,5.486542857018556,5.486542857018556,human,UP
RPE65,5.461149116641306,5.461149116641306,5.461149116641306,human,UP
SHOX2,5.356897666178626,5.356897666178626,5.356897666178626,human,UP
LOC105377326,5.284968877635634,5.284968877635634,5.284968877635634,human,UP
LMNTD1,5.275866789108343,5.275866789108343,5.275866789108343,human,UP
KERA,4.988990038162513,4.988990038162513,4.988990038162513,human,UP
LINC02042,4.966799637289333,4.966799637289333,4.966799637289333,human,UP
KCNJ4,4.95547845450363,4.95547845450363,4.95547845450363,human,UP
SULT1E1,4.947514328146013,4.947514328146013,4.947514328146013,human,UP
TRAV8-2,4.937732453343527,4.937732453343527,4.937732453343527,human,UP
IGLON5,4.903739329519444,4.903739329519444,4.903739329519444,human,UP
CHRM2,4.847639084671506,4.847639084671506,4.847639084671506,human,UP
ACTC1,4.839502557605414,4.839502557605414,4.839502557605414,human,UP
KRT17,4.82071321768876,4.82071321768876,4.82071321768876,human,UP
ST8SIA2,4.773032917182237,4.773032917182237,4.773032917182237,human,UP
STMN2,4.75523919855319,4.75523919855319,4.75523919855319,human,UP
CCKBR,4.738420583195387,4.738420583195387,4.738420583195387,human,UP
LINC01977,4.728469566998764,4.728469566998764,4.728469566998764,human,UP
COL2A1,4.65648865806127,4.65648865806127,4.65648865806127,human,UP
LOC107984246,4.630015594823074,4.630015594823074,4.630015594823074,human,UP
MYOG,4.626132366269196,4.626132366269196,4.626132366269196,human,UP
LUZP2,4.616727993427767,4.616727993427767,4.616727993427767,human,UP
GPR50,4.570440163977996,4.570440163977996,4.570440163977996,human,UP
LRRC7,4.5241609218046035,4.5241609218046035,4.5241609218046035,human,UP
LOC107984245,4.487681438039873,4.487681438039873,4.487681438039873,human,UP
GABRA2,4.468760985304773,4.468760985304773,4.468760985304773,human,UP
LINC00536,4.429575460315509,4.429575460315509,4.429575460315509,human,UP
