gene_symbol,logfc_dz:592,logfc_dz:521,logfc_dz:520,logfc_dz:522,logfc_dz:519,logfc_dz:524,logfc_dz:523,mean_logfc,median_logfc,common_experiment,organism,signature_type
RPL13A,0.1573530584573745,,,,,,,0.1573530584573745,0.1573530584573745,0.1573530584573745,human,UP
RPS29,0.1151905804872512,,,,,,,0.1151905804872512,0.1151905804872512,0.1151905804872512,human,UP
CERS1,0.1046051159501075,,,,,,,0.1046051159501075,0.1046051159501075,0.1046051159501075,human,UP
RPL32,0.10388645529747,,,,,,,0.10388645529747,0.10388645529747,0.10388645529747,human,UP
RPL21,0.1037236154079437,,,,,,,0.1037236154079437,0.1037236154079437,0.1037236154079437,human,UP
MT1F,0.0284748896956443,0.1503568887710571,0.0569966733455657,0.0206035729497671,0.10584107786417,,0.2015919983386993,0.0939775168274839,0.0814188756048679,0.0284748896956443,human,UP
RPL41,0.0928771719336509,,,,,,,0.0928771719336509,0.0928771719336509,0.0928771719336509,human,UP
GFAP,,0.187515914440155,0.0590711198747158,0.1511878818273544,-0.0364109389483928,0.0962175205349922,0.0427444204688072,0.0833876530329386,0.077644320204854,,human,UP
RPS18,0.0806859508156776,,,,,,,0.0806859508156776,0.0806859508156776,0.0806859508156776,human,UP
RPL39,0.0806484073400497,,,,,,,0.0806484073400497,0.0806484073400497,0.0806484073400497,human,UP
RPS8,0.0785532891750335,,,,,,,0.0785532891750335,0.0785532891750335,0.0785532891750335,human,UP
TXNIP,-0.01186203956604,0.096886858344078,0.1084365025162696,0.0560443401336669,0.0975048542022705,,,0.069402103126049,0.096886858344078,-0.01186203956604,human,UP
RPL27,0.0687095299363136,,,,,,,0.0687095299363136,0.0687095299363136,0.0687095299363136,human,UP
MT1G,,0.1289736628532409,0.0427478402853012,-0.0242560319602489,0.1178834065794944,-0.0319581404328346,0.161771222949028,0.0658603267123301,0.0803156234323978,,human,UP
AQP4,,0.1001318842172622,0.0774696767330169,0.0555912740528583,,0.0507711917161941,0.0317537039518356,0.0631435461342334,0.0555912740528583,,human,UP
RPL19,0.0629388391971588,,,,,,,0.0629388391971588,0.0629388391971588,0.0629388391971588,human,UP
FAU,0.0615805685520172,,,,,,,0.0615805685520172,0.0615805685520172,0.0615805685520172,human,UP
CCL2,,,0.0358562320470809,,,,0.0844781026244163,0.0601671673357486,0.0601671673357486,,human,UP
ALDOC,0.0466271080076694,0.0387980714440345,,0.0888823866844177,,,,0.0581025220453739,0.0466271080076694,0.0466271080076694,human,UP
TUBB3,0.0576415173709392,,,,,,,0.0576415173709392,0.0576415173709392,0.0576415173709392,human,UP
IFITM2,0.0572187602519989,,,,,,,0.0572187602519989,0.0572187602519989,0.0572187602519989,human,UP
MT1H,0.056800115853548,,,,,,,0.056800115853548,0.056800115853548,0.056800115853548,human,UP
FAM107A,0.1046655103564262,0.0695138350129127,0.0700853839516639,0.0682462304830551,,-0.0176904816180467,0.043387945741415,0.056368070654571,0.0688800327479839,0.1046655103564262,human,UP
EEF1G,0.0920374989509582,,,,,,0.0164792854338884,0.0542583921924233,0.0542583921924233,0.0920374989509582,human,UP
PLP1,0.0124707585200667,0.0960648655891418,,0.0795474797487258,,0.1194220781326294,-0.0381948091089725,0.0538620745763182,0.0795474797487258,0.0124707585200667,human,UP
B2M,,0.0521287322044372,,,,,0.0544324405491352,0.0532805863767862,0.0532805863767862,,human,UP
NDUFA4,0.0493944808840751,,,,,,,0.0493944808840751,0.0493944808840751,0.0493944808840751,human,UP
CSRP1,0.0339929424226284,0.107574351131916,0.0449350550770759,0.019962266087532,0.0305603500455617,,0.0588172525167465,0.0493070362135767,0.0394639987498521,0.0339929424226284,human,UP
RPL12,0.0489617325365543,,,,,,,0.0489617325365543,0.0489617325365543,0.0489617325365543,human,UP
IFITM3,0.0991926044225692,0.0470999516546726,,,,-0.0184255614876747,0.0596460327506065,0.0468782568350434,0.0533729922026395,0.0991926044225692,human,UP
PTGDS,0.1339218467473983,-0.0169752966612577,,,,0.0231389440596103,,0.0466951647152503,0.0231389440596103,0.1339218467473983,human,UP
MBP,,0.0751300379633903,,0.0317732580006122,0.0377735644578933,,0.0403522476553916,0.0462572770193219,0.0390629060566425,,human,UP
HLA-DRA,,0.0326799117028713,0.0382007025182247,0.063882827758789,,,,0.0449211473266283,0.0382007025182247,,human,UP
HSPA1B,,,0.0440262630581855,,,,,0.0440262630581855,0.0440262630581855,,human,UP
RPS28,,0.0334402732551097,0.0471166670322418,0.0761713162064552,,0.0167295429855585,,0.0433644498698413,0.0402784701436758,,human,UP
RPL35,0.0432628318667411,,,,,,,0.0432628318667411,0.0432628318667411,0.0432628318667411,human,UP
C4orf46,0.0425287187099456,,,,,,,0.0425287187099456,0.0425287187099456,0.0425287187099456,human,UP
GSTM5,,0.0556862130761146,,,0.0399684011936187,0.0315953306853771,,0.0424166483183701,0.0399684011936187,,human,UP
CLDND1,,0.0788668096065521,,0.025830490514636,0.0263491887599229,0.037843145430088,,0.0422224085777998,0.0320961670950055,,human,UP
COX7A2,0.1044149994850158,,,,-0.0200054105371236,,,0.042204794473946,0.042204794473946,0.1044149994850158,human,UP
MT2A,0.1367175579071045,0.0726037099957466,-0.0202815700322389,-0.0475021824240684,0.1089737191796302,-0.182966873049736,0.2267356067895889,0.0420399954808609,0.0726037099957466,0.1367175579071045,human,UP
GPX1,0.0418813526630401,,,,,,,0.0418813526630401,0.0418813526630401,0.0418813526630401,human,UP
PABPC3,0.0415884517133235,,,,,,,0.0415884517133235,0.0415884517133235,0.0415884517133235,human,UP
STAT1,,0.0181742645800113,,,,,0.063663937151432,0.0409191008657217,0.0409191008657217,,human,UP
PARK7,0.0408397689461708,,,,,,,0.0408397689461708,0.0408397689461708,0.0408397689461708,human,UP
AHCYL1,,0.0361958220601081,0.0335569120943546,0.0743394568562507,0.0184222012758255,0.0404466241598129,,0.0405922032892704,0.0361958220601081,,human,UP
EDF1,0.03979517146945,,,,,,,0.03979517146945,0.03979517146945,0.03979517146945,human,UP
RPS25,0.039420835673809,,,,,,,0.039420835673809,0.039420835673809,0.039420835673809,human,UP
RPS20,0.0623860731720924,0.0323992297053337,0.019657040014863,0.0420649535953998,,,,0.0391268241219222,0.0372320916503667,0.0623860731720924,human,UP
CLDN5,0.0377044677734375,,,,,,,0.0377044677734375,0.0377044677734375,0.0377044677734375,human,UP
CUTA,0.0376553460955619,,,,,,,0.0376553460955619,0.0376553460955619,0.0376553460955619,human,UP
SLC14A1,,0.0367775037884712,0.0643311738967895,0.066155694425106,,0.0373250171542167,-0.0167713928967714,0.0375635992735624,0.0373250171542167,,human,UP
MT1X,0.0558560714125633,0.0317088365554809,,,0.069715991616249,-0.055843710899353,0.0863552689552307,0.0375584915280342,0.0558560714125633,0.0558560714125633,human,UP
GSTM1,,0.0464567281305789,,,0.0292573813349008,0.0540561974048614,0.0202919133007526,0.0375155550427734,0.0378570547327399,,human,UP
SLC2A1,,,,0.0471340864896774,,0.0277030635625123,,0.0374185750260949,0.0374185750260949,,human,UP
EFEMP1,,0.0351461507380008,0.0449647009372711,0.0432193018496036,0.0281158685684204,0.0285579524934291,0.0408619865775108,0.0368109935273726,0.0380040686577558,,human,UP
C3,0.0290739983320236,0.0612976625561714,,0.0189996436238288,,,,0.0364571015040079,0.0290739983320236,0.0290739983320236,human,UP
RPS13,0.0361841507256031,,,,,,,0.0361841507256031,0.0361841507256031,0.0361841507256031,human,UP
LAPTM4A,,0.04463941603899,0.0297637917101383,0.0508260354399681,0.0192769318819046,0.0358923226594924,,0.0360796995460987,0.0358923226594924,,human,UP
AQP1,,0.0531135499477386,,,0.0167555660009384,,0.0375919118523597,0.0358203426003456,0.0375919118523597,,human,UP
UBA52,0.0882437452673912,,,,-0.0189938470721244,,,0.0346249490976333,0.0346249490976333,0.0882437452673912,human,UP
ABHD17A,0.0343173630535602,,,,,,,0.0343173630535602,0.0343173630535602,0.0343173630535602,human,UP
CD81,0.0200111046433448,0.049375832080841,0.0295744948089122,0.0686417743563652,,0.0218592751771211,0.0161627437919378,0.0342708708097537,0.0257168849930167,0.0200111046433448,human,UP
STK19,,0.0311397891491651,0.0624435693025589,0.0198691133409738,,0.0235399007797241,,0.0342480931431055,0.0273398449644446,,human,UP
SERPINA3,0.0218545943498611,0.0810980647802352,0.0242833774536848,0.0178908221423625,0.0427063107490539,-0.0458382368087768,0.0966474413871765,0.0340917677219424,0.0242833774536848,0.0218545943498611,human,UP
SLC7A11,,,0.0338555052876472,,,,,0.0338555052876472,0.0338555052876472,,human,UP
GPRC5B,,0.0381597578525543,0.065036691725254,0.091630183160305,-0.0447222329676151,0.0171712730079889,,0.0334551345556974,0.0381597578525543,,human,UP
CYBRD1,,,0.0379842482507228,0.0283309109508991,,,,0.033157579600811,0.033157579600811,,human,UP
PLEKHB1,,,0.0241550616919994,0.0491292402148246,,0.026111489161849,,0.0331319303562243,0.026111489161849,,human,UP
IFI44L,,0.0194502901285886,,,,,0.0468030385673046,0.0331266643479466,0.0331266643479466,,human,UP
GJA1,-0.0148771284148097,0.0581903047859668,0.0485250353813171,0.0463969111442565,,0.0362307727336883,0.0236527938395738,0.0330197815783321,0.0413138419389724,-0.0148771284148097,human,UP
MAOB,,0.0329696983098983,,,,,,0.0329696983098983,0.0329696983098983,,human,UP
MOBP,,0.0542349629104137,0.0168456360697746,,0.0503974631428718,0.0169401802122592,0.0252733863890171,0.0327383257448673,0.0252733863890171,,human,UP
IFIT1,,,,,,,0.0324289575219154,0.0324289575219154,0.0324289575219154,,human,UP
FTL,0.1332619786262512,0.0247600376605987,0.0243650320917367,,-0.0429607108235359,0.021903758868575,,0.0322660192847251,0.0243650320917367,0.1332619786262512,human,UP
CD74,,,,0.0367411114275455,,,0.027735399082303,0.0322382552549243,0.0322382552549243,,human,UP
LAPTM5,,,,0.0319903828203678,,,,0.0319903828203678,0.0319903828203678,,human,UP
MT1E,0.032635860145092,0.0249146074056625,0.0211766213178634,,0.0366648249328136,,0.0442451834678649,0.0319274194538593,0.032635860145092,0.032635860145092,human,UP
UQCRQ,0.0318217650055885,,,,,,,0.0318217650055885,0.0318217650055885,0.0318217650055885,human,UP
CD59,,0.0316239558160305,,,,,,0.0316239558160305,0.0316239558160305,,human,UP
PMP22,,0.0452694632112979,,,0.0221506971865892,,0.026491243392229,0.0313038012633721,0.026491243392229,,human,UP
NPC2,,0.0382600799202919,,0.0241165105253458,,,,0.0311882952228188,0.0311882952228188,,human,UP
SORBS1,,,0.0309726949781179,,,,,0.0309726949781179,0.0309726949781179,,human,UP
ADIRF,0.0308019276708364,,,,,,,0.0308019276708364,0.0308019276708364,0.0308019276708364,human,UP
FADS2,,0.0353262051939964,,0.0250101331621408,,,,0.0301681691780686,0.0301681691780686,,human,UP
RFC1,,0.0284035187214612,0.031421385705471,0.0752931013703346,-0.0351698994636535,0.046198945492506,0.0329271927475929,0.029845707428952,0.0321742892265319,,human,UP
CALB2,0.0297005213797092,,,,,,,0.0297005213797092,0.0297005213797092,0.0297005213797092,human,UP
LRRC37A3,,,,,,0.0296477377414703,,0.0296477377414703,0.0296477377414703,,human,UP
POLR2I,0.0296006593853235,,,,,,,0.0296006593853235,0.0296006593853235,0.0296006593853235,human,UP
APLNR,0.0267627537250518,0.0311299469321966,0.0431117750704288,0.0279927663505077,,0.0182428620755672,,0.0294480208307504,0.0279927663505077,0.0267627537250518,human,UP
PCP4,0.0294236466288566,,,,,,,0.0294236466288566,0.0294236466288566,0.0294236466288566,human,UP
MT1M,0.016433386132121,,,,0.0334242321550846,-0.0171548631042242,0.0844399556517601,0.0292856777086853,0.0249288091436028,0.016433386132121,human,UP
CRYAB,0.0290066581219434,0.06734000146389,0.0294022411108016,0.0220094975084066,-0.022740364074707,,0.0479309894144535,0.0288248372574647,0.0292044496163725,0.0290066581219434,human,UP
MX1,,,,,,,0.0287949834018945,0.0287949834018945,0.0287949834018945,,human,UP
MAL,0.0286815296858549,,,,,,,0.0286815296858549,0.0286815296858549,0.0286815296858549,human,UP
TMEM144,,0.0286607276648283,,,,,,0.0286607276648283,0.0286607276648283,,human,UP
ANXA1,,0.0398460067808628,0.0286289975047111,,0.0173496194183826,,,0.0286082079013188,0.0286289975047111,,human,UP
HERC2P3,,,0.0295811686664819,,,0.0276116989552974,,0.0285964338108897,0.0285964338108897,,human,UP
ZBTB16,0.0285153221338987,,,,,,,0.0285153221338987,0.0285153221338987,0.0285153221338987,human,UP
MGLL,0.028168324381113,,,,,,,0.028168324381113,0.028168324381113,0.028168324381113,human,UP
S100A8,,0.0279156025499105,,,,,,0.0279156025499105,0.0279156025499105,,human,UP
SRSF11,,0.0254007559269666,0.0221698079258203,,0.0478879958391189,0.0156786125153303,,0.027784293051809,0.0237852819263935,,human,UP
DTNA,,0.0269599519670009,0.0414575934410095,0.0180626530200243,,,0.0242917668074369,0.0276929913088679,0.0256258593872189,,human,UP
RNASE1,,0.0300431698560714,,0.023716477677226,-0.0169654339551925,0.0734029188752174,0.0273730121552944,0.0275140289217233,0.0273730121552944,,human,UP
AHNAK,,,0.0404950231313705,0.0221815798431634,,0.0195181500166654,,0.0273982509970664,0.0221815798431634,,human,UP
CP,,0.03933035582304,0.0201849192380905,,0.0222915094345808,,,0.0272689281652371,0.0222915094345808,,human,UP
FGF1,,0.0380879081785678,,,,,0.0162811800837516,0.0271845441311597,0.0271845441311597,,human,UP
RAB13,0.0268574226647615,,,,,,,0.0268574226647615,0.0268574226647615,0.0268574226647615,human,UP
IFIT3,,,,,,,0.0267303418368101,0.0267303418368101,0.0267303418368101,,human,UP
HSPB8,,0.0170367956161499,0.0366117991507053,0.0263945199549198,,,,0.0266810382405916,0.0263945199549198,,human,UP
ANP32B,0.0266626495867967,,,,,,,0.0266626495867967,0.0266626495867967,0.0266626495867967,human,UP
CLIC4,,0.0265973582863807,,,,,,0.0265973582863807,0.0265973582863807,,human,UP
VCAN,,,0.0265654474496841,,,,,0.0265654474496841,0.0265654474496841,,human,UP
GLUD2,,0.0252699311822652,0.0467107146978378,0.0486658699810504,-0.018500505015254,0.0306577011942863,,0.0265607424080371,0.0306577011942863,,human,UP
PADI2,,0.0321441069245338,,0.0292816516011953,,,0.0182002652436494,0.0265420079231262,0.0292816516011953,,human,UP
RBBP7,0.0263190977275371,,,,,,,0.0263190977275371,0.0263190977275371,0.0263190977275371,human,UP
TMBIM1,,0.0668163672089576,,0.0428056567907333,0.0181395597755908,-0.0216000005602836,0.0251148696988821,0.026255290582776,0.0251148696988821,,human,UP
RPL24,0.0261383522301912,,,,,,,0.0261383522301912,0.0261383522301912,0.0261383522301912,human,UP
TJP2,,,0.0261185970157384,,,,,0.0261185970157384,0.0261185970157384,,human,UP
PSMB4,,,,0.0261102896183729,,,,0.0261102896183729,0.0261102896183729,,human,UP
MCL1,,0.0260746739804744,,,,,,0.0260746739804744,0.0260746739804744,,human,UP
