gene_symbol,logfc_dz:397,logfc_dz:306,logfc_dz:652,logfc_dz:653,mean_logfc,median_logfc,common_experiment,organism,signature_type
NPC2,0.2552366554737091,0.2080856710672378,0.0626246780157089,0.1151187941431999,0.1602664496749639,0.1616022326052189,0.2080856710672378,human,UP
TIMP1,0.2073832154273986,0.1056392043828964,0.0522804893553257,0.1045693308115005,0.1174680599942803,0.1051042675971984,0.1056392043828964,human,UP
FN1,0.0431817881762981,0.0612493194639682,0.0986723452806472,0.2267620116472244,0.1074663661420345,0.0799608323723077,0.0612493194639682,human,UP
PTH,0.0958499833941459,,,,0.0958499833941459,0.0958499833941459,,human,UP
TMSB10,0.1745150685310363,0.117497831583023,0.0291433054953813,0.0484675467014312,0.092405938077718,0.0829826891422271,0.117497831583023,human,UP
TUBA1C,0.0905281528830528,,,,0.0905281528830528,0.0905281528830528,,human,UP
S100A4,0.0866841003298759,,,,0.0866841003298759,0.0866841003298759,,human,UP
SLC34A2,0.0738212466239929,0.0799317210912704,0.0560671724379062,0.1312263458967209,0.0852616215124726,0.0768764838576316,0.0799317210912704,human,UP
DCSTAMP,0.0227313116192817,0.1550550311803817,,0.0775055140256881,0.0850972856084505,0.0775055140256881,0.1550550311803817,human,UP
PROS1,0.052314668893814,0.1450302451848983,,0.035746444016695,0.0776971193651358,0.052314668893814,0.1450302451848983,human,UP
APLP2,,0.023892680183053,0.0807098224759101,0.1250042468309402,0.0765355831633011,0.0807098224759101,0.023892680183053,human,UP
CITED1,0.0904841050505638,0.0956392362713813,,0.0433661565184593,0.0764964992801348,0.0904841050505638,0.0956392362713813,human,UP
SDC4,0.10163514316082,0.1025588437914848,0.0178078934550285,0.0750742256641388,0.074269026517868,0.0883546844124794,0.1025588437914848,human,UP
MXRA8,,,,0.0684699118137359,0.0684699118137359,0.0684699118137359,,human,UP
APP,,,0.0614934936165809,0.0713218599557876,0.0664076767861843,0.0664076767861843,,human,UP
C3,0.1146721169352531,0.0490192361176013,0.0333126634359359,,0.0656680054962635,0.0490192361176013,0.0490192361176013,human,UP
CANX,,,0.0840293169021606,0.0457270257174968,0.0648781713098287,0.0648781713098287,,human,UP
CTSB,0.0185328070074319,0.0259573645889759,0.1036845818161964,0.108824148774147,0.0642497255466878,0.0648209732025861,0.0259573645889759,human,UP
HLA-DRB1,0.0933740884065628,0.0344923697412014,,,0.0639332290738821,0.0639332290738821,0.0344923697412014,human,UP
DTX4,0.0785917192697525,0.049932986497879,,0.0539950691163539,0.0608399249613285,0.0539950691163539,0.049932986497879,human,UP
CTSH,0.0851628258824348,0.0717306286096572,,0.0198879037052392,0.0589271193991104,0.0717306286096572,0.0717306286096572,human,UP
LGALS1,0.0994659438729286,0.0417441613972187,,0.0317473709583282,0.0576524920761585,0.0417441613972187,0.0417441613972187,human,UP
KLHL2,,0.0573564507067203,,,0.0573564507067203,0.0573564507067203,0.0573564507067203,human,UP
PDK4,,,0.0915027409791946,0.022759361192584,0.0571310510858893,0.0571310510858893,,human,UP
