gene_symbol,logfc_dz:1053,logfc_dz:1051,logfc_dz:1050,logfc_dz:1054,logfc_dz:1052,logfc_dz:1049,mean_logfc,median_logfc,common_experiment,organism,signature_type
RPS4X,0.1209960132837295,0.0664532408118248,0.1566045135259628,0.1119252815842628,0.1768665015697479,0.147414818406105,0.1300433948636055,0.1342054158449173,0.0664532408118248,human,UP
RPL39,0.1466680914163589,0.137481614947319,0.0883031636476516,0.1028574332594871,0.1155768185853958,0.1578470170497894,0.1247890231510003,0.1265292167663574,0.137481614947319,human,UP
LEFTY1,,,0.151950404047966,,,0.090726800262928,0.121338602155447,0.121338602155447,,human,UP
PRDX4,0.1291119903326034,0.0696136280894279,0.1179509907960891,0.1403042376041412,0.1229216158390045,0.1447150260210037,0.120769581447045,0.1260168030858039,0.0696136280894279,human,UP
BEX1,-0.049842469394207,0.0949445813894271,0.1600068211555481,0.1326777786016464,0.1245515942573547,0.1436769068241119,0.1010025354723135,0.1286146864295005,0.0949445813894271,human,UP
SMS,0.1009500846266746,0.096990130841732,0.097599983215332,0.0358901098370552,0.1267374008893966,0.1254870295524597,0.0972757898271083,0.0992750339210033,0.096990130841732,human,UP
PLS3,0.100390650331974,0.0724107921123504,0.1477558463811874,-0.0194471012800931,0.1249530315399169,0.1392198204994201,0.0942138399307926,0.1126718409359455,0.0724107921123504,human,UP
SLC25A5,0.0729077756404876,0.0412849076092243,0.1015724167227745,0.0442170910537242,0.1581844240427017,0.1109968125820159,0.088193904608488,0.087240096181631,0.0412849076092243,human,UP
TFPI2,,,,0.0870870649814605,,,0.0870870649814605,0.0870870649814605,,human,UP
PTX3,0.1439311802387237,,,0.0300322845578193,,,0.0869817323982715,0.0869817323982715,,human,UP
LEFTY2,,,0.1027417927980423,,,0.0656246095895767,0.0841832011938095,0.0841832011938095,,human,UP
ACTC1,,0.2036369293928146,-0.0169166680425405,,0.1153424978256225,0.0152441263198852,0.0793267213739454,0.0652933120727539,0.2036369293928146,human,UP
TCEAL4,0.081473097205162,0.0438982360064983,0.0882859304547309,0.0730500072240829,0.0891786590218544,0.0750820264220237,0.0751613260557254,0.0782775618135929,0.0438982360064983,human,UP
MAGED1,0.1162160113453865,-0.0294975601136684,0.0255415104329586,0.1323966532945633,0.096400499343872,0.0738612934947013,0.0691530679663022,0.0851308964192867,-0.0294975601136684,human,UP
RPL36A,0.044799830764532,-0.0392886362969875,0.1679189801216125,0.0497208312153816,0.0186104532331228,0.1556444764137268,0.0662343225752313,0.0472603309899568,-0.0392886362969875,human,UP
KRT18,-0.0375536493957042,0.0984422788023948,,0.0993896126747131,0.1509677320718765,0.0188549254089593,0.0660201799124479,0.0984422788023948,0.0984422788023948,human,UP
RBBP7,0.0404913574457168,0.0600534677505493,0.0676286742091178,0.0263791158795356,0.1173649802803993,0.0715786442160606,0.0639160399635632,0.0638410709798336,0.0600534677505493,human,UP
EPCAM,,,,,0.0849863588809967,0.0394797883927822,0.0622330736368894,0.0622330736368894,,human,UP
LUM,-0.0169780701398849,0.1226766183972358,-0.0127557599917054,0.1550969928503036,,,0.0620099452789872,0.0549604292027652,0.1226766183972358,human,UP
DYNLT3,0.1310642510652542,,,0.0382345132529735,,0.0137803135439753,0.061026359287401,0.0382345132529735,,human,UP
GPC4,,,0.0595292896032333,,,0.0612174198031425,0.0603733547031879,0.0603733547031879,,human,UP
GJA1,0.1612360626459121,0.0594030991196632,0.0193168818950653,-0.0502004325389862,,0.0995185896754264,0.0578548401594162,0.0594030991196632,0.0594030991196632,human,UP
MXRA5,0.0492268502712249,,,0.0570695884525775,,,0.0531482193619012,0.0531482193619012,,human,UP
HIF1A,0.0641009509563446,0.0458794720470905,0.0399643369019031,,,0.0587187111377716,0.0521658677607774,0.052299091592431,0.0458794720470905,human,UP
NANOG,,,0.0650198683142662,,,0.0337272584438324,0.0493735633790493,0.0493735633790493,,human,UP
ARMCX1,0.0860669314861297,-0.014066781848669,0.0928556993603706,0.0207342822104692,0.0271666180342435,0.0739823654294014,0.0477898524453242,0.0505744917318224,-0.014066781848669,human,UP
TIMP1,0.0377590954303741,,,0.087851233780384,,0.0114198867231607,0.0456767386446396,0.0377590954303741,,human,UP
