gene_symbol,logfc_dz:623,logfc_dz:624,logfc_dz:622,mean_logfc,median_logfc,common_experiment,organism,signature_type
RPSAP58,0.0654679462313652,0.1987312585115432,0.0566168799996376,0.106938694914182,0.0654679462313652,0.0654679462313652,human,UP
RPLP1,0.071859985589981,0.1531442701816558,0.0759212151169776,0.1003084902962048,0.0759212151169776,0.071859985589981,human,UP
RPS19,0.0936454683542251,0.1247811019420623,0.0777856260538101,0.0987373987833658,0.0936454683542251,0.0936454683542251,human,UP
RPS17,0.0712720826268196,0.1350277960300445,0.0776114985346794,0.0946371257305145,0.0776114985346794,0.0712720826268196,human,UP
RPS4X,0.0886829793453216,0.1172540113329887,0.0685029402375221,0.0914799769719441,0.0886829793453216,0.0886829793453216,human,UP
FTL,0.0980991572141647,0.0938337221741676,0.0789024010300636,0.090278426806132,0.0938337221741676,0.0980991572141647,human,UP
RPL8,0.0704774633049964,0.138186365365982,0.0517324581742286,0.0867987622817357,0.0704774633049964,0.0704774633049964,human,UP
RPL28,0.0707547515630722,0.1303626149892807,0.0550816841423511,0.0853996835649013,0.0707547515630722,0.0707547515630722,human,UP
EEF1A1,,0.0850773155689239,,0.0850773155689239,0.0850773155689239,,human,UP
RPL3,,0.0848633721470832,,0.0848633721470832,0.0848633721470832,,human,UP
RPL10,0.0588468685746192,0.1207249388098716,0.0564764626324176,0.0786827566723028,0.0588468685746192,0.0588468685746192,human,UP
RPS3,0.0688207149505615,0.1079181060194969,0.0553593523800373,0.0773660577833652,0.0688207149505615,0.0688207149505615,human,UP
RPL11,0.0631898343563079,0.1098747923970222,0.0558742098510265,0.0763129455347855,0.0631898343563079,0.0631898343563079,human,UP
TMSB4X,0.1129742562770843,0.0531875938177108,0.0618469826877117,0.0760029442608356,0.0618469826877117,0.1129742562770843,human,UP
RPL38,0.0254676863551139,0.1251853257417678,,0.0753265060484409,0.0753265060484409,0.0254676863551139,human,UP
RPS18,0.0434873774647712,0.1377665698528289,0.0411823764443397,0.07414544125398,0.0434873774647712,0.0434873774647712,human,UP
RPS2,0.0461223758757114,0.1283559948205948,0.0459557697176933,0.0734780468046665,0.0461223758757114,0.0461223758757114,human,UP
RPS16,0.0544655136764049,0.1168936342000961,0.0474727265536785,0.0729439581433932,0.0544655136764049,0.0544655136764049,human,UP
RPLP0,0.0589386671781539,0.1019158884882927,0.0559932626783847,0.0722826061149438,0.0589386671781539,0.0589386671781539,human,UP
RPL36A,0.0802857726812362,0.0682971477508544,0.0625940263271331,0.0703923155864079,0.0682971477508544,0.0802857726812362,human,UP
EEF2,0.0501948110759258,0.1039290651679039,0.0531096458435058,0.0690778406957785,0.0531096458435058,0.0501948110759258,human,UP
RPS23,0.0573831275105476,0.1106601953506469,0.0375134013593196,0.0685189080735047,0.0573831275105476,0.0573831275105476,human,UP
RPL4,0.0745646432042121,0.067792609333992,0.061947364360094,0.0681015389660994,0.067792609333992,0.0745646432042121,human,UP
HLA-DRA,0.1061522513628006,0.0414085499942302,0.0520776398479938,0.0665461470683415,0.0520776398479938,0.1061522513628006,human,UP
RPS28,0.0562718175351619,0.1041764095425605,0.0314047150313854,0.063950980703036,0.0562718175351619,0.0562718175351619,human,UP
RPS5,0.032382309436798,0.1123596802353859,0.046780340373516,0.0638407766819,0.046780340373516,0.032382309436798,human,UP
HSPD1,0.0718342587351799,0.0612558163702487,0.0499329268932342,0.0610076673328876,0.0612558163702487,0.0718342587351799,human,UP
RPS10,0.0413493029773235,0.0969257429242134,0.0428504310548305,0.0603751589854558,0.0428504310548305,0.0413493029773235,human,UP
RPS20,0.0428796149790287,0.0775548294186592,,0.0602172221988439,0.0602172221988439,0.0428796149790287,human,UP
RPS8,0.0491587482392787,0.0873139798641204,0.0429608784615993,0.0598112021883328,0.0491587482392787,0.0491587482392787,human,UP
RPL41,0.0132354134693741,0.1037297323346138,,0.0584825729019939,0.0584825729019939,0.0132354134693741,human,UP
RPL18,0.0556862913072109,0.068020299077034,0.0496970415115356,0.0578012106319268,0.0556862913072109,0.0556862913072109,human,UP
LDHB,0.0559388995170593,0.0968837812542915,0.018396396189928,0.0570730256537596,0.0559388995170593,0.0559388995170593,human,UP
RPL27,0.0562243983149528,0.0635069608688354,0.048494815826416,0.0560753916700681,0.0562243983149528,0.0562243983149528,human,UP
RPL6,0.0511166118085384,0.0557196252048015,0.053367793560028,0.053401343524456,0.053367793560028,0.0511166118085384,human,UP
RPL32,0.0242006238549947,0.0810358002781868,,0.0526182120665907,0.0526182120665907,0.0242006238549947,human,UP
RPLP2,0.0469276160001754,0.0532757006585598,,0.0501016583293676,0.0501016583293676,0.0469276160001754,human,UP
RPL30,0.0584114156663417,0.0713947638869285,0.0197404157370328,0.0498488650967677,0.0584114156663417,0.0584114156663417,human,UP
PRDX1,0.0562975369393825,0.0384108535945415,0.0535666793584823,0.0494250232974688,0.0535666793584823,0.0562975369393825,human,UP
RPL29,0.0574771426618099,0.0686540082097053,0.0193125139921903,0.0484812216212352,0.0574771426618099,0.0574771426618099,human,UP
RPL19,0.0315939560532569,0.0654329657554626,0.0439634546637535,0.046996792157491,0.0439634546637535,0.0315939560532569,human,UP
RPL7,0.0449931845068931,0.0556099452078342,0.0401647500693798,0.0469226265947024,0.0449931845068931,0.0449931845068931,human,UP
RPL10A,0.0372757092118263,0.0594982095062732,0.0422898791730403,0.0463545992970466,0.0422898791730403,0.0372757092118263,human,UP
HLA-C,0.0615665167570114,0.0363402403891086,0.0371731147170066,0.0450266239543755,0.0371731147170066,0.0615665167570114,human,UP
RBM3,0.0510020069777965,0.0414280407130718,0.0416786894202232,0.0447029123703638,0.0416786894202232,0.0510020069777965,human,UP
MIF,0.017078261822462,0.0720353424549102,,0.0445568021386861,0.0445568021386861,0.017078261822462,human,UP
RPS24,0.0318586006760597,0.0648370236158371,0.0326131209731102,0.0431029150883356,0.0326131209731102,0.0318586006760597,human,UP
NME2,0.042071383446455,0.0440422594547271,0.0417218543589115,0.0426118324200312,0.042071383446455,0.042071383446455,human,UP
IFITM2,0.032132301479578,0.0456437729299068,0.0483496636152267,0.0420419126749038,0.0456437729299068,0.032132301479578,human,UP
RPL12,0.0505744330585002,0.0507792532444,0.0239370893687009,0.0417635918905337,0.0505744330585002,0.0505744330585002,human,UP
PHB2,0.0229202806949615,0.0570958890020847,0.0400628671050071,0.0400263456006844,0.0400628671050071,0.0229202806949615,human,UP
B2M,0.0485124699771404,0.0285894218832254,0.0426438674330711,0.0399152530978123,0.0426438674330711,0.0485124699771404,human,UP
RPL9,,0.0568002797663211,0.0211789887398481,0.0389896342530846,0.0389896342530846,,human,UP
RPL37A,,0.1090610772371292,-0.0317212082445621,0.0386699344962835,0.0386699344962835,,human,UP
RPS15,0.0361127816140651,0.0409453324973583,0.0374684110283851,0.0381755083799362,0.0374684110283851,0.0361127816140651,human,UP
RPL31,0.024550911039114,0.07553531229496,0.0123897269368171,0.0374919834236303,0.024550911039114,0.024550911039114,human,UP
RPS3A,0.0130870081484317,0.0613081082701683,,0.0371975582093,0.0371975582093,0.0130870081484317,human,UP
PSAP,0.0322827771306037,0.0360425300896167,0.0426809601485729,0.0370020891229311,0.0360425300896167,0.0322827771306037,human,UP
ENO1,0.0301930159330368,0.0441048294305801,0.0365754067897796,0.0369577507177988,0.0365754067897796,0.0301930159330368,human,UP
EEF1G,0.0188864637166261,0.0662936642765998,0.0256854202598333,0.0369551827510198,0.0256854202598333,0.0188864637166261,human,UP
ACTG1,0.0304711498320102,0.0573454871773719,0.0228008795529603,0.0368725055207808,0.0304711498320102,0.0304711498320102,human,UP
RPL17,0.0144786173477768,0.0574548989534378,,0.0359667581506073,0.0359667581506073,0.0144786173477768,human,UP
RPL22,0.0442392155528068,0.0248299017548561,0.0383021831512451,0.0357904334863026,0.0383021831512451,0.0442392155528068,human,UP
STOM,0.0396595746278762,0.0280502866953611,0.0394664369523525,0.0357254327585299,0.0394664369523525,0.0396595746278762,human,UP
RPS9,0.0235531814396381,0.0477879233658313,,0.0356705524027347,0.0356705524027347,0.0235531814396381,human,UP
RPL35,0.048582836985588,0.028521254658699,0.028271559625864,0.0351252170900503,0.028521254658699,0.048582836985588,human,UP
RPL37,0.0336235128343105,0.0467576943337917,0.024673942476511,0.035018383214871,0.0336235128343105,0.0336235128343105,human,UP
EEF1B2,0.0574478916823864,0.0263999681919813,0.0192739553749561,0.0343739384164412,0.0263999681919813,0.0574478916823864,human,UP
MSN,0.0479915030300617,0.0144456224516034,0.0400861129164695,0.0341744127993782,0.0400861129164695,0.0479915030300617,human,UP
C4orf46,,0.0339608788490295,,0.0339608788490295,0.0339608788490295,,human,UP
NDUFAB1,0.039733812212944,0.0337276868522167,0.0269674006849527,0.0334762999167045,0.0337276868522167,0.039733812212944,human,UP
RPS7,0.0348817259073257,0.0333176031708717,0.0303305219858884,0.0328432836880286,0.0333176031708717,0.0348817259073257,human,UP
CD9,0.0348683074116706,0.0192246977239847,0.0444187223911285,0.0328372425089279,0.0348683074116706,0.0348683074116706,human,UP
