gene_symbol,logfc_dz,mean_logfc,median_logfc,P.Value,adj.P.Val,AveExpr,t,B,probe.id,signature_type
FOSB,2.6013977074244,2.6013977074244,2.6013977074244,7.60777321262715e-08,1.91918259221003e-07,8.17443758458224,-5.78397696512013,7.56305288062793,2354_at,UP
FOS,2.47300422518947,2.47300422518947,2.47300422518947,1.43606681268249e-07,3.44575290980299e-07,9.17409501547527,-5.64221836927465,6.9469615196206,2353_at,UP
EPHX1,2.14727444242282,2.14727444242282,2.14727444242282,5.387821289484259e-18,7.8272433541698895e-16,10.0995989177272,-10.471827866337,30.446026117467,2052_at,UP
APOD,2.07273184726525,2.07273184726525,2.07273184726525,4.11710953758495e-07,9.05463514793753e-07,9.89747945531204,-5.40332025412874,5.92729562300893,347_at,UP
JUNB,2.02075303311757,2.02075303311757,2.02075303311757,3.663895941676499e-12,3.0511113901252894e-11,9.23617479855965,-7.85399003554162,17.2653343085153,3726_at,UP
BPIFB1,1.9148183130685,1.9148183130685,1.9148183130685,0.0002484096736737,0.0003673156540484,6.12571010933213,-3.79378523799937,-0.198078735218294,92747_at,UP
HSPB6,1.88998830206883,1.88998830206883,1.88998830206883,1.60277809466818e-10,7.74688685492758e-10,7.50702069810937,-7.0918927115509,13.5675270179043,126393_at,UP
CFD,1.88751997370773,1.88751997370773,1.88751997370773,0.0006798206018708,0.0009605742711404,8.79891583374019,-3.50193836701887,-1.14185364768738,1675_at,UP
FKBP8,1.86019758278509,1.86019758278509,1.86019758278509,1.9223821093265e-18,3.5475743358057697e-16,7.32614775936405,-10.671427882183,31.4581045018075,23770_at,UP
ZFP36,1.8102512302539,1.8102512302539,1.8102512302539,3.3960479169502102e-09,1.14340311523353e-08,10.6565127873102,-6.45683659812444,10.5869967684811,7538_at,UP
MUC5B,1.80137156106942,1.80137156106942,1.80137156106942,2.52278658838633e-05,4.2117446064474e-05,7.32600270661676,-4.40857488622349,1.97087664641069,727897_at,UP
PRKCSH,1.78961845149893,1.78961845149893,1.78961845149893,1.43677230457174e-21,2.25419917047796e-18,10.1879731293669,-12.0749746625562,38.5248690275119,5589_at,UP
BANF1,1.76286583587946,1.76286583587946,1.76286583587946,2.3790838587613e-20,1.3552940174780001e-17,11.1688258427857,-11.5252136858564,35.7703288815562,8815_at,UP
ZNF580,1.74886760333993,1.74886760333993,1.74886760333993,2.32270626772323e-16,1.37113300253725e-14,9.51270495046075,-9.74360159309857,26.7497101107775,51157_at,UP
GPX3,1.69232905432513,1.69232905432513,1.69232905432513,0.0200410353238499,0.0243617926279593,10.1847843444085,-2.36161263519195,-4.22230408267674,2878_at,UP
TRAPPC1,1.69013785188631,1.69013785188631,1.69013785188631,7.47622491424872e-16,3.3364486087902104e-14,9.90827064996724,-9.51726240064367,25.6017756875508,58485_at,UP
IER2,1.6810449549132,1.6810449549132,1.6810449549132,9.00826952132462e-14,1.51250322028536e-12,11.4040835831598,-8.58502074498475,20.8984778685694,9592_at,UP
SF3A2,1.62217656913104,1.62217656913104,1.62217656913104,1.75682312801991e-12,1.68407279032017e-11,8.56792759806328,-8.00003058143135,17.9855728024919,8175_at,UP
CTSW,1.61393663501269,1.61393663501269,1.61393663501269,1.22879392107034e-05,2.14693062770427e-05,8.62523870700571,-4.59112983129446,2.65837005005277,1521_at,UP
CD74,1.61213402922563,1.61213402922563,1.61213402922563,3.6174671671110305e-14,7.39522928653715e-13,9.6304642769869,-8.76336257627849,21.7936877416087,972_at,UP
FCGBP,1.6115585630638,1.6115585630638,1.6115585630638,1.24696278010797e-09,4.68503037192437e-09,7.72858860608852,-6.66757528888409,11.5639959451472,8857_at,UP
CENPB,1.6091842886514,1.6091842886514,1.6091842886514,2.0557077589406e-14,4.68921132896874e-13,8.09513012697843,-8.87359133135739,22.3483125310845,1059_at,UP
FXYD1,1.60736355469019,1.60736355469019,1.60736355469019,8.27262892898403e-08,2.07337001078317e-07,8.35559801117114,-5.76537707624464,7.48176637947115,5348_at,UP
RAB1B,1.6040034094684,1.6040034094684,1.6040034094684,2.7088222738463202e-15,9.45272835731992e-14,9.12731973873806,-9.26766823633253,24.3377530617675,81876_at,UP
STXBP2,1.58674127964096,1.58674127964096,1.58674127964096,8.858810862155729e-16,3.86093365319996e-14,8.30608556771735,-9.48438769430526,25.435157991696,6813_at,UP
BTBD2,1.58467518034325,1.58467518034325,1.58467518034325,5.3587237705299096e-18,7.8272433541698895e-16,8.41651181520478,-10.4728762329184,30.4513442829371,55643_at,UP
CLEC3B,1.57884341568603,1.57884341568603,1.57884341568603,0.000122028735964,0.0001869446284861,9.44113675145404,-3.99124958425021,0.47278990733683,7123_at,UP
SLC4A2,1.56990515624764,1.56990515624764,1.56990515624764,1.01731703826547e-17,1.2553447115560202e-15,8.16647173322085,-10.3488021015912,29.8218020565608,6522_at,UP
SOD3,1.56986891582881,1.56986891582881,1.56986891582881,1.00551595353188e-10,5.15569181280275e-10,7.45167840027385,-7.18715149427663,14.023328627605,6649_at,UP
MTSS2,1.56820473195921,1.56820473195921,1.56820473195921,9.68433642475686e-19,2.1562385578773898e-16,6.32563508851753,-10.8043363410842,32.1314061647772,92154_at,UP
CD37,1.54604723959494,1.54604723959494,1.54604723959494,7.953988358762619e-12,5.85445553506624e-11,6.03233512659715,-7.6992958966638,16.5060505771638,951_at,UP
CCL21,1.54270818892724,1.54270818892724,1.54270818892724,9.30567663672716e-08,2.30967503000993e-07,7.52035639810432,-5.73920593407361,7.36761930482092,6366_at,UP
HHLA3,1.54199937196668,1.54199937196668,1.54199937196668,3.15651983095144e-14,6.64523661019622e-13,7.55098758464244,-8.78996347387156,21.9274457622178,11147_at,UP
TFF3,1.53759903654793,1.53759903654793,1.53759903654793,0.0001295806417034,0.0001980843182577,7.84817146075625,-3.97481461634143,0.415991969924243,7033_at,UP
IRF2BP1,1.53022038242455,1.53022038242455,1.53022038242455,3.68952738352172e-19,1.06431729776007e-16,7.78774574215451,-10.9915962426254,33.0789920933472,26145_at,UP
JOSD2,1.51879338826175,1.51879338826175,1.51879338826175,4.9323371752091494e-11,2.7756591949721003e-10,7.78257489653695,-7.33194452093808,14.719956444828,126119_at,UP
SF3B4,1.50984266539749,1.50984266539749,1.50984266539749,1.1130221183888e-19,4.55982901461523e-17,8.77310926212838,-11.224536578245,34.255649430887,10262_at,UP
ZFPM1,1.50903601091398,1.50903601091398,1.50903601091398,6.4395667097813006e-15,1.85786034483324e-13,8.29072584088402,-9.09949445099773,23.4876356029294,161882_at,UP
ELN,1.49151853735597,1.49151853735597,1.49151853735597,3.3227965454966404e-09,1.12162385117423e-08,7.72308283922305,-6.46145084201642,10.6082489257068,2006_at,UP
AP2A1,1.49015940471152,1.49015940471152,1.49015940471152,1.3928425793386799e-18,2.7971556269778005e-16,7.84278450926423,-10.7338755620849,31.7745280920433,160_at,UP
SCGB3A1,1.48860931062304,1.48860931062304,1.48860931062304,7.65017314011746e-07,1.60493800288986e-06,7.05798202884661,-5.26027879165693,5.32857795064131,92304_at,UP
RAVER1,1.47721949036578,1.47721949036578,1.47721949036578,4.73221020425226e-18,7.23392491223158e-16,8.47111599023692,-10.4969477759795,30.5734485268272,125950_at,UP
ZYX,1.47590408426905,1.47590408426905,1.47590408426905,3.35410741678305e-14,6.94697030590334e-13,10.1290363811724,-8.7781155917876,21.8678637318414,7791_at,UP
ZNF385A,1.47073682814713,1.47073682814713,1.47073682814713,5.65660374511206e-21,4.63479484459502e-18,6.49187118542304,-11.8060692863356,37.1801773759614,25946_at,UP
FOSL1,1.46690438864248,1.46690438864248,1.46690438864248,1.4531648855424e-06,2.91116181080201e-06,5.10342663447805,-5.10998031357611,4.70954984155652,8061_at,UP
GAL,1.45389759845165,1.45389759845165,1.45389759845165,0.0001189889690715,0.0001826566278822,7.2354532738518,-3.99814103203967,0.496657369230448,51083_at,UP
IER3,1.45213937382236,1.45213937382236,1.45213937382236,0.0003292573261693,0.0004802411755377,10.1572811711501,-3.71364214364957,-0.463030136459462,8870_at,UP
SH2B2,1.44244298041281,1.44244298041281,1.44244298041281,1.5169462378696401e-21,2.25419917047796e-18,8.55856067558278,-12.0643004739961,38.4715952011192,10603_at,UP
TOB2,1.43517056169425,1.43517056169425,1.43517056169425,1.23279252695908e-10,6.162157667698811e-10,8.08557003233284,-7.14556472762175,13.8240890856461,10766_at,UP
ZNF628,1.42858896120066,1.42858896120066,1.42858896120066,8.02954403310809e-13,8.814425507727019e-12,6.4952015434871,-8.15497413976537,18.7530428428955,89887_at,UP
SSC5D,1.42598919571737,1.42598919571737,1.42598919571737,1.3658267665550799e-16,8.797986001922751e-15,6.72829785586526,-9.84634790641169,27.2711480314326,284297_at,UP
GIPC1,1.42344281912615,1.42344281912615,1.42344281912615,1.49525830679356e-24,7.65721778908983e-21,9.44228956181862,-13.4406595613823,45.2574085251922,10755_at,UP
